NM_BARR,ID_BARR,number,rc_usd,night,fatalities,collapsed,losses,col_dry,col_wet,loss_dry,loss_wet,str_lr,col_lr,occ_lr,dryl_total,str_lr_dry,dryc_total,col_lr_dry,wetl_total,str_lr_wet,wetc_total,col_lr_wet
LOMAS DE LA CONCEPCIÓN,291.0,9.0,4976263,211.39999999999998,0.0,0.0,0,5.5386e-05,0.0,3.159588,2127.0,0.0,0.0,0.0,3.0,6.3493181307e-05,5.5386e-05,0.0006154,2127.0,0.042740361403206,0.0,0.414255555555556
EL BATÁN,292.0,21.0,4167987,167.29999999999998,0.0,0.0,0,0.000221544,0.0,2.3334567,1572.0,0.0,0.0,0.0,2.0,5.5985215502e-05,0.000221544,0.001054971428571,1572.0,0.037724385127992,0.0,0.710868042857143
SAN JUAN DE LA TOLA,293.0,8.0,1109924,45.5,0.0,0.0,0,2.7693e-05,0.0,0.764196,514.0,0.0,0.0,0.0,1.0,6.8851186355e-05,2.7693e-05,0.0003461625,514.0,0.046347127677355,0.0,0.23301875
COMUNA 05 DE ABRIL,294.0,50.0,2726709,348.9,0.0,0.0,0,0.000332316,0.0,0.7648366,515.0,0.0,0.0,0.0,1.0,2.8049810368e-05,0.000332316,0.000664632,515.0,0.018881731415505,0.0,0.447396
LA VICTORIA,295.0,15.0,1188006,47.599999999999994,0.0,0.0,0,0.00027693,0.0,1.5656586,1054.0,0.0,0.0,0.0,2.0,0.000131788759986,0.00027693,0.0018462,1054.0,0.088713571243489,0.0,1.242766666666667
LA MERCED,296.0,10.0,3329488,133.7,0.0,0.0,0,5.5386e-05,0.0,3.0114141,2027.0,0.0,0.0,0.0,3.0,9.0446769176e-05,5.5386e-05,0.00055386,2027.0,0.060884149521199,0.0,0.37283
CHACHIL,297.0,83.0,7607612,312.2,0.0,0.0,0,0.000387702,0.0,1.7506848,1178.0,0.0,0.0,0.0,2.0,2.3012278399e-05,0.000387702,0.000467110843373,1178.0,0.015490698469225,0.0,0.314434939759036
SAN AGUSTÍN,298.0,72.0,7101502,299.59999999999997,0.0,0.0,0,0.000332316,0.0,2.3638465,1591.0,0.0,0.0,0.0,2.0,3.3286571582e-05,0.000332316,0.00046155,1591.0,0.02240683493956,0.0,0.310691666666667
VERDE PAMBA,299.0,20.0,5290078,1259.7,0.0,0.0,0,8.3079e-05,0.0,3.50154,2357.0,0.0,0.0,0.0,4.0,6.6190711581e-05,8.3079e-05,0.000415395,2357.0,0.044556204703984,0.0,0.2796225
IÑALA,300.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN FRANCISCO DE ALPAHUMA,301.0,25.0,2827423,94.5,0.0,0.0,0,0.000415395,0.0,5.326829,3586.0,0.0,0.0,0.0,5.0,0.000188398699842,0.000415395,0.00166158,3586.0,0.126820392349863,0.0,1.11849
UBILLUS,302.0,1.0,37247,1.4,0.0,0.0,0,2.7693e-05,0.0,0.103148,69.0,0.0,0.0,0.0,0.0,0.000276929685612,2.7693e-05,0.0027693,69.0,0.186415550245657,0.0,1.86415
YURAC,303.0,24.0,3116244,120.39999999999999,0.0,0.0,0,0.000249237,0.0,1.7221597,1159.0,0.0,0.0,0.0,2.0,5.5263960725e-05,0.000249237,0.0010384875,1159.0,0.037200883752446,0.0,0.69905625
LA COCHA,304.0,184.0,20397953,859.4,0.0,0.0,0,0.001246185,1.0,7.8163248,5262.0,0.0,0.0,0.0,8.0,3.8319163426e-05,0.001246185,0.000677274456522,5262.0,0.025794504468263,1.0,0.45590625
VALENCIA,305.0,16.0,2290209,96.6,0.0,0.0,0,8.3079e-05,0.0,1.138895,767.0,0.0,0.0,0.0,1.0,4.9728875357e-05,8.3079e-05,0.00051924375,767.0,0.033474928292996,0.0,0.349528125
SAN VICENTE,306.0,24.0,3101481,109.9,0.0,0.0,0,0.000415395,0.0,3.9228955,2641.0,0.0,0.0,0.0,4.0,0.000126484591176,0.000415395,0.0017308125,2641.0,0.085143018531196,0.0,1.16509375
JERUSALÉN,307.0,11.0,2062233,712.0,0.0,0.0,0,2.7693e-05,0.0,0.220596,149.0,0.0,0.0,0.0,0.0,1.0696950895e-05,2.7693e-05,0.000251754545455,149.0,0.007229553435614,0.0,0.170834445454545
CORAZÓN DE JESÚS,308.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN ISIDRO,309.0,16.0,1730602,826.7,0.0,0.0,0,8.3079e-05,0.0,0.5057203,340.0,0.0,0.0,0.0,1.0,2.9222221497e-05,8.3079e-05,0.00051924375,340.0,0.019670914135113,0.0,0.349528125
PINTAG CENTRO,310.0,23.0,2580106,1827.0,0.0,0.0,0,0.000110772,0.0,0.5475954,369.0,0.0,0.0,0.0,1.0,2.1223757486e-05,0.000110772,0.000481617391304,369.0,0.014286751286375,0.0,0.3242
SAN ALFONSO,311.0,25.0,4335544,171.5,0.0,0.0,0,0.000249237,0.0,1.9888565,1339.0,0.0,0.0,0.0,2.0,4.5873283489e-05,0.000249237,0.000996948,1339.0,0.030879597252132,0.0,0.671094
LAS RETAMAS,312.0,2.0,292904,12.6,0.0,0.0,0,2.7693e-05,0.0,0.234575,158.0,0.0,0.0,0.0,0.0,8.0085966733e-05,2.7693e-05,0.00138465,158.0,0.053909813454238,0.0,0.932075
EL CHORRO,313.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA FLORESTA,314.0,174.0,21726342,767.5,0.0,0.0,0,0.002381598,2.0,23.9558211,16152.0,0.0,0.0,0.0,24.0,0.00011026164147,0.002381598,0.001368734482759,16152.0,0.074341983655988,2.0,0.921793359195402
SANTA TERESA,315.0,22.0,5464512,210.0,0.0,0.0,0,0.000221544,0.0,6.0155063,4059.0,0.0,0.0,0.0,6.0,0.000110083137048,0.000221544,0.001007018181818,4059.0,0.074275136287283,0.0,0.678555859090909
EL CARMEN,316.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN JOSÉ DE TIPÁN,317.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN ELÍAS,318.0,3.0,337368,13.999999999999996,0.0,0.0,0,5.5386e-05,0.0,0.791404,533.0,0.0,0.0,0.0,1.0,0.000234581633892,5.5386e-05,0.0018462,533.0,0.1579084482367,0.0,1.242766666666667
COMUNA 04 DE OCTUBRE,319.0,21.0,950499,39.199999999999996,0.0,0.0,0,8.3079e-05,0.0,0.7874326,530.0,0.0,0.0,0.0,1.0,8.2844091402e-05,8.3079e-05,0.000395614285714,530.0,0.055766441769806,0.0,0.266307142857143
CHIRIBOGA,320.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALLE DE  PUENGASI,321.0,168.0,18504982,1647.0,0.0,0.0,0,0.000803097,1.0,4.0514653,2727.0,0.0,0.0,0.0,4.0,2.1893916223e-05,0.000803097,0.000478033928571,2727.0,0.014737876916196,1.0,0.321787797619048
SANTA ROSA 1RA. ETAPA,322.0,364.0,49085861,2932.0,97.0,13.0,1710572,52.5230804,65.0,487319.546,907337.0,3.484856456254598,3.571428571428571,3308.3219645293316,2197891.0,4.477646508175926,65.5230804,18.000846263736264,2617909.0,5.333326404123055,78.0,21.385870689203298
MÉXICO,323.0,710.0,98944814,5605.0,0.0,0.0,0,0.005206284,4.0,63.5078142,42755.0,0.0,0.0,0.0,64.0,6.4185085928e-05,0.005206284,0.00073327943662,42755.0,0.043211339746727,4.0,0.493627082957746
CLEMENTE BALLEN,324.0,325.0,70969600,3689.0,0.0,0.0,0,68.2404442,79.0,1318394.044,1681900.0,0.0,0.0,0.0,1318394.0,1.857688416889335,68.2404442,20.997059753846152,1681900.0,2.369887676106932,79.0,24.429975931455385
LOS LIBERTADORES,325.0,533.0,85860816,5009.0,0.0,0.0,0,0.003932406,3.0,51.9655286,34985.0,0.0,0.0,0.0,52.0,6.0522984505e-05,0.003932406,0.000737787242026,34985.0,0.040746233976013,3.0,0.496696731332083
LA PAMPA,326.0,686.0,110280824,2372.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA MERCED,327.0,146.0,65787476,979.0,0.0,0.0,0,0.001190799,1.0,39.161864,26390.0,0.0,0.0,0.0,39.0,5.9527840623e-05,0.001190799,0.000815615753425,26390.0,0.04011457577083,1.0,0.549133417123288
LA GARZOTA,328.0,1.0,121794,175.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000137902071031,0.0,0.000197003
ALTA VISTA,329.0,120.0,66871312,2591.0,0.0,0.0,0,0.000166158,0.0,8.572149,6408.0,0.0,0.0,0.0,9.0,1.2818873658e-05,0.000166158,0.000138465,6408.0,0.009582020132751,0.0,0.097089965833333
EL PARAISO,330.0,203.0,30076131,1789.0,0.0,0.0,0,0.001495422,1.0,12.431627,8368.0,0.0,0.0,0.0,12.0,4.1333863185e-05,0.001495422,0.000736661083744,8368.0,0.027823855373841,1.0,0.495882266009852
OBRERO INDEPENDIENTE 2,331.0,126.0,16637799,1381.0,0.0,0.0,0,0.00083079,1.0,7.2058668,4851.0,0.0,0.0,0.0,7.0,4.3310216824e-05,0.00083079,0.000659357142857,4851.0,0.029154244588344,1.0,0.443845238095238
HUAYRALLACTA,332.0,1.0,639480,287.0,0.0,0.0,0,0.0111264,0.0,2846.05,109635.0,0.0,0.0,0.0,2846.0,0.44505657326533,0.0111264,1.11264,109635.0,17.14438516889882,0.0,42.8609
SAN GREGORIO,333.0,308.0,36439830,2060.0,229.0,33.0,3512448,35.308803,43.0,253127.513,502992.0,9.639036418604428,10.714285714285714,11116.504854368932,3765576.0,10.333681568948345,68.308803,22.17818279220779,4015441.0,11.019372411432503,76.0,24.7653757265487
PRIMERA ZONA AÉREA,334.0,240.0,52139707,1316.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN JOSÉ DE CHILIBULO,335.0,516.0,79320056,4971.0,0.0,0.0,0,0.004043178,3.0,42.0604925,28318.0,0.0,0.0,0.0,42.0,5.3026302308e-05,0.004043178,0.000783561627907,28318.0,0.035700977083215,3.0,0.527482420348837
EL PANECILLO,336.0,608.0,95948614,6836.0,0.0,0.0,0,0.007006329,5.0,96.5313199,64988.0,0.0,0.0,0.0,97.0,0.000100607310409,0.007006329,0.001152356743421,64988.0,0.067732260503081,5.0,0.775731873190789
HACIENDA LA MERCED,337.0,4.0,15541725,683.9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA ROSA DE CONOCOTO,338.0,31.0,10700732,178.1,0.0,0.0,0,2.8076406,7.0,56817.305,554095.0,0.0,0.0,0.0,56817.0,0.53096654327069,2.8076406,9.056905161290322,554095.0,5.178099302370501,7.0,22.118733647
COLLALOMA 9 DE JUNIO,339.0,682.0,211825118,4892.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL MIRADOR ALTO DE LA ARGELIA,340.0,370.0,50263098,3012.0,0.0,0.0,0,81.3808596,96.0,715306.882,1038218.0,0.0,0.0,0.0,715307.0,1.423125321535256,81.3808596,21.994826918918918,1038218.0,2.065567663408134,96.0,25.94046487242703
SALVADOR CELI,341.0,188.0,42096816,1817.1,0.0,0.0,0,0.001080027,1.0,10.6589583,7634.0,0.0,0.0,0.0,11.0,2.5320105604e-05,0.001080027,0.000574482446809,7634.0,0.018135286874193,1.0,0.387991023404255
CARRETAS,342.0,169.0,68077921,1090.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARRIO CENTRAL,343.0,19.0,2075563,1187.0,0.0,0.0,0,5.5386e-05,0.0,0.2744914,185.0,0.0,0.0,0.0,0.0,1.322491601e-05,5.5386e-05,0.000291505263158,185.0,0.008902333618936,0.0,0.196226315789474
REINA DEL CISNE,344.0,69.0,3828576,130.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA MARTHA ALTA,345.0,92.0,9916355,613.0,0.0,0.0,0,18.1724104,25.0,110149.8644,232265.0,0.0,0.0,0.0,110150.0,1.110789897196629,18.1724104,19.75262,232265.0,2.342243643607109,25.0,26.85878170851087
PACARILLACTA,346.0,383.0,70205564,1395.7,0.0,0.0,0,47.0746952,58.0,2547753.989,3054223.0,0.0,0.0,0.0,2547754.0,3.628991537335317,47.0746952,12.291043133159269,3054223.0,4.350400581818698,58.0,15.028777929383812
CHIRIYACU MEDIO,347.0,409.0,82030478,4061.0,0.0,0.0,0,0.002713914,2.0,44.0931853,29681.0,0.0,0.0,0.0,44.0,5.3752198178e-05,0.002713914,0.000663548655257,29681.0,0.036183263208733,2.0,0.446666748166259
MARCOPAMBA,348.0,204.0,45684966,1907.0,0.0,0.0,0,0.001440036,1.0,21.6678485,14586.0,0.0,0.0,0.0,22.0,4.7428837885e-05,0.001440036,0.0007059,14586.0,0.031926677529933,1.0,0.475175490196078
CHIMBACALLE,349.0,282.0,79368463,3366.7,0.0,0.0,0,0.002575449,2.0,90.3121316,60794.0,0.0,0.0,0.0,90.0,0.000113788434942,0.002575449,0.000913279787234,60794.0,0.076596590376303,2.0,0.614772872340425
GONZÁLEZ SUÁREZ,350.0,529.0,292007638,4134.0,0.0,0.0,0,0.004237029,3.0,230.2512437,154993.0,0.0,0.0,0.0,230.0,7.88511031e-05,0.004237029,0.000800950661626,154993.0,0.053078551972538,3.0,0.539158695652174
LLOA,351.0,131.0,5951678,665.8,0.0,0.0,0,50.293524,63.0,152783.8212,314280.0,0.0,0.0,0.0,152784.0,2.567071231936496,50.293524,38.39200305343511,314280.0,5.28053332732136,63.0,48.377101703641216
JESÚS DEL GRAN PODER,352.0,285.0,38639971,3158.0,0.0,0.0,0,0.00221544,1.0,19.1850067,12914.0,0.0,0.0,0.0,19.0,4.965067594e-05,0.00221544,0.000777347368421,12914.0,0.033422318968143,1.0,0.523270175438596
PRADERAS DE CHACHAS,353.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL RECREO,354.0,669.0,126495702,6453.0,0.0,0.0,0,98.731726772,123.0,1472039.241643,2512645.0,0.0,0.0,0.0,1472039.0,1.163706926362116,98.731726772,14.758105646038864,2512645.0,1.986347849479715,123.0,18.367704151754857
CRISTO REY,355.0,116.0,9459883,581.0,0.0,0.0,0,37.058173,43.0,198780.5535,299776.0,0.0,0.0,0.0,198781.0,2.10130027407558,37.058173,31.946700862068962,299776.0,3.16891638517773,43.0,37.18402232939655
NONOPUNGO,356.0,4.0,640300,25.9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUGENIO DE SANTA CRUZ Y ESPEJO,357.0,140.0,17600259,1011.0,12.0,2.0,212891,18.0833992,21.0,142913.286,266085.0,1.209590133021739,1.428571428571429,1186.9436201780416,355804.0,2.021585476288076,20.0833992,14.345285142857142,478976.0,2.721416205646802,23.0,16.629512495364285
EX COMBATIENTES DEL 41,358.0,791.0,100625579,6472.0,0.0,0.0,0,151.1189398,182.0,1229490.1005,1988681.0,0.0,0.0,0.0,1229490.0,1.22184649080337,151.1189398,19.104796434892542,1988681.0,1.976317646419177,182.0,23.06217196305815
LOS ANDES,359.0,91.0,9539139,625.0,0.0,0.0,0,20.3300064,23.0,171693.318,216371.0,0.0,0.0,0.0,171693.0,1.799882794451004,20.3300064,22.340666373626373,216371.0,2.268245870889309,23.0,25.72459010110989
FORESTAL ALTA,360.0,779.0,98422556,6506.0,0.0,0.0,0,0.005677065,4.0,50.113834,33734.0,0.0,0.0,0.0,50.0,5.0917021351e-05,0.005677065,0.000728763157895,33734.0,0.034274739319648,4.0,0.490565789473684
EL PORTAL DE GUAJALO,361.0,91.0,15205796,801.0,0.0,0.0,0,25.3145336,30.0,382966.11699999997,510890.0,0.0,0.0,0.0,382966.0,2.518553480575648,25.3145336,27.81816879120879,510890.0,3.359837120594768,30.0,32.64606179315385
TARQUI,362.0,1167.0,134971042,8548.0,0.0,0.0,0,419.6805044,482.0,3474042.624,4638300.0,0.0,0.0,0.0,3474043.0,2.573917025413618,419.6805044,35.962339708654675,4638300.0,3.436514690377056,482.0,41.34105854240188
CARCELÉN ALTO,363.0,207.0,87956618,1805.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUZ DEL NORTE,364.0,11.0,3044594,263.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUZ Y VIDA,365.0,844.0,74916310,4288.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUSUQUI CHICO ALTO,366.0,266.0,47058716,1379.4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONSEJO PROVINCIAL,367.0,729.0,69164185,4116.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS DE LA ARGELIA,368.0,129.0,16791200,1026.0,0.0,0.0,0,27.9886574,31.0,256091.831,292103.0,0.0,0.0,0.0,256092.0,1.525155021275379,27.9886574,21.696633643410852,292103.0,1.739620069164598,31.0,24.357715575899224
MARISCAL SUCRE,369.0,102.0,12981121,745.0,0.0,0.0,0,7.2645136,10.0,38949.98,103043.0,0.0,0.0,0.0,38950.0,0.300050968709734,7.2645136,7.122072156862745,103043.0,0.793789864784276,10.0,9.522271865392156
COUNTRY CLUB LIGA DEPORTIVA UNIVERSITARIA,370.0,28.0,6526486,148.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIRADOR DE PUENGASI,371.0,4.0,2036557,37.0,0.0,0.0,0,8.3079e-05,0.0,4.449930600000001,2995.0,0.0,0.0,0.0,4.0,0.000218502635048,8.3079e-05,0.002076975,2995.0,0.147085182174748,0.0,1.3981125
VALLE DE CARCELEN,372.0,133.0,14010104,704.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLYWOOD,373.0,108.0,22037896,1066.0,0.0,0.0,0,19.5053902,25.0,607970.921,877738.0,0.0,0.0,0.0,607971.0,2.758752051619925,19.5053902,18.06054648148148,877738.0,3.982856105885863,25.0,23.52768394661111
LA MARQUEZA,374.0,2.0,185215,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUR OCCIDENTAL,375.0,67.0,2926009,284.0,0.0,0.0,0,34.3284172,39.0,105729.6798,148831.0,0.0,0.0,0.0,105730.0,3.613443794613461,34.3284172,51.23644358208955,148831.0,5.086481453780366,39.0,58.622197344447756
SANTA ROSA 2DA. ETAPA,376.0,255.0,28640860,1656.0,0.0,0.0,0,43.4090592,51.0,360028.984,534549.0,0.0,0.0,0.0,360029.0,1.257046703604897,43.4090592,17.023160470588238,534549.0,1.866384461152594,51.0,20.163877661164705
CUMBRES ORIENTALES,377.0,27.0,5067109,266.0,0.0,0.0,0,6.3286334,7.0,16140.9244,21268.0,0.0,0.0,0.0,16141.0,0.318543052208882,6.3286334,23.439382962962963,21268.0,0.419727569320624,7.0,27.507360853962965
BOSQUE  IESS,378.0,63.0,11015414,682.0,0.0,0.0,0,0.000415395,0.0,8.690849,5850.0,0.0,0.0,0.0,9.0,7.889715816e-05,0.000415395,0.000659357142857,5850.0,0.053109584755072,0.0,0.443845238095238
SANTA CLARA,379.0,234.0,41616351,1838.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN LUIS ALTO,380.0,14.0,1940652,81.19999999999999,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIERBA BUENA 2,381.0,385.0,51624943,3200.0,0.0,0.0,0,93.5772306,110.0,819137.6915,1299571.0,0.0,0.0,0.0,819138.0,1.586709133275316,93.5772306,24.30577418181818,1299571.0,2.517331624595833,110.0,28.56168597350909
GUAGRAPAMBA,382.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARISCAL DE AYACUCHO,383.0,314.0,64474557,2977.0,273.0,38.0,5497141,41.985317,64.0,1100195.4661,3344285.0,8.526062424665797,12.101910828025478,9170.305676855896,6597336.0,10.232464938864158,79.98531700000001,25.473030891719752,8841426.0,13.713045803244981,102.0,32.51778413911147
SAN JORGE,384.0,1.0,239921,9.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN MARTÍN,385.0,6.0,399867,18.9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JESÚS DEL GRAN PODER,386.0,216.0,25953726,1217.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZONA DE PROTECCION COCHAPAMBA,387.0,5.0,1631698,4.2,0.0,0.0,0,2.7693e-05,0.0,0.166916,112.0,0.0,0.0,0.0,0.0,1.022958711e-05,2.7693e-05,0.00055386,112.0,0.006886015589487,0.0,0.37283
MIRAFLORES,388.0,351.0,83714203,2214.0,0.0,0.0,0,0.001467729,1.0,29.8410809,20183.0,0.0,0.0,0.0,30.0,3.5646377644e-05,0.001467729,0.000418156410256,20183.0,0.024109978460817,1.0,0.282423321367521
SANTA PRISCA,389.0,184.0,120523606,1050.7,0.0,0.0,0,0.001772352,1.0,109.38054439999999,73644.0,0.0,0.0,0.0,109.0,9.0754457474e-05,0.001772352,0.000963234782609,73644.0,0.061103710370485,1.0,0.648481678804348
COLINAS PICHINCHA,390.0,23.0,34331272,433.0,0.0,0.0,0,8.3079e-05,0.0,2.25921,1521.0,0.0,0.0,0.0,2.0,6.58061834e-06,8.3079e-05,0.000361213043478,1521.0,0.004429736793897,0.0,0.24315
REAL ALTO,391.0,397.0,95327598,1720.0,0.0,0.0,0,0.001024641,1.0,11.171421200000001,7830.0,0.0,0.0,0.0,11.0,1.1718978965e-05,0.001024641,0.000258095969773,7830.0,0.008213822790754,1.0,0.175516141813602
LUCHA DE LOSPOBRES  BAJO,392.0,1901.0,206944885,14106.0,0.0,0.0,0,370.804258,440.0,2368518.5589,3859570.0,0.0,0.0,0.0,2368519.0,1.144516601202671,370.804258,19.505747396107314,3859570.0,1.865023100857123,440.0,23.14088687073277
SAN JUAN,393.0,1726.0,318256672,15490.0,0.0,0.0,0,0.022265172,15.0,326.0497774,219482.0,0.0,0.0,0.0,326.0,0.000102448685667,0.022265172,0.001289986790267,219482.0,0.068963781782199,15.0,0.868361314542294
QUITO TENNIS CLUB,394.0,1.0,24353384,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALLE DORADO,395.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NINGUILLA,396.0,6.0,2961064,11.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.000111146214114,0.0,0.002504816666667
LA PRIMAVERA,397.0,268.0,60252931,4165.0,0.0,0.0,0,0.00221544,1.0,43.0622474,28995.0,0.0,0.0,0.0,43.0,7.1469133491e-05,0.00221544,0.000826656716418,28995.0,0.048121660678142,1.0,0.556574842537313
SANTA CLARA DE SAN MILLÁN (COMUNA),398.0,55.0,6484579,3464.0,0.0,0.0,0,0.000498474,0.0,4.4551355,2999.0,0.0,0.0,0.0,4.0,6.8703539912e-05,0.000498474,0.000906316363636,2999.0,0.046247783853906,0.0,0.610085454545455
LAS CASAS,399.0,712.0,162106513,6706.0,0.0,0.0,0,0.005427828,4.0,97.00596589999999,65300.0,0.0,0.0,0.0,97.0,5.9840881394e-05,0.005427828,0.000762335393258,65300.0,0.040281849308339,4.0,0.513164887640449
CORDILLERA,400.0,145.0,34649262,1729.0,0.0,0.0,0,0.001163106,1.0,12.2309571,8233.0,0.0,0.0,0.0,12.0,3.529932881e-05,0.001163106,0.000802142068966,8233.0,0.023761741249268,1.0,0.539960689655172
MAGDALENA ALTA,401.0,127.0,20110934,1330.0,0.0,0.0,0,0.000886176,1.0,11.212077,7547.0,0.0,0.0,0.0,11.0,5.5751149929e-05,0.000886176,0.000697776377953,7547.0,0.03752880585995,1.0,0.469707086614173
ANA MARÍA,402.0,176.0,30611501,2058.0,0.0,0.0,0,0.00166158,1.0,27.0642522,18218.0,0.0,0.0,0.0,27.0,8.8412038875e-05,0.00166158,0.000944079545455,18218.0,0.05951450233061,1.0,0.635505681818182
LA PULIDA,403.0,299.0,63617299,6077.0,0.0,0.0,0,0.002409291,2.0,35.6265416,23992.0,0.0,0.0,0.0,36.0,5.6001342652e-05,0.002409291,0.000805782943144,23992.0,0.037713571271459,2.0,0.542512066220736
SAN CARLOS VENCEDORES,404.0,139.0,39068133,2347.0,0.0,0.0,0,0.001246185,1.0,21.028594299999998,14160.0,0.0,0.0,0.0,21.0,5.382543897e-05,0.001246185,0.000896535971223,14160.0,0.036243274832036,1.0,0.603609920143885
EL PORVENIR,405.0,192.0,31927237,2324.0,0.0,0.0,0,0.000470781,0.0,4.2391255,2854.0,0.0,0.0,0.0,4.0,1.3277458036e-05,0.000470781,0.0002451984375,2854.0,0.008937710132652,0.0,0.165054947916667
MARIANA DE JESÚS,406.0,630.0,184418044,3681.7,0.0,0.0,0,0.003129309,2.0,75.51781,50953.0,0.0,0.0,0.0,76.0,4.0949252195e-05,0.003129309,0.000496715714286,50953.0,0.027629024176739,2.0,0.334649677460317
BELLAVISTA,407.0,496.0,93879302,5856.0,0.0,0.0,0,0.004043178,3.0,59.1441304,39829.0,0.0,0.0,0.0,59.0,6.3000180965e-05,0.004043178,0.000815156854839,39829.0,0.042425758396607,3.0,0.548812473185484
EL PEDREGAL,408.0,111.0,45453340,1653.0,0.0,0.0,0,0.000664632,0.0,16.2068664,10919.0,0.0,0.0,0.0,16.0,3.5656051459e-05,0.000664632,0.000598767567568,10919.0,0.024023394150429,0.0,0.40333025045045
