#,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gitd06801bbb2', start_date='2022-05-18T16:20:00', checksum=1828265878, investigation_time=None, risk_investigation_time=None"
loss_type,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,1.06665E+05,4.13340E+04,8.63807E+03,2.86278E+03,3.00544E+03,3.33095E+02,2.04975E-03,1.31322E+02,1.57180E-04,2.75312E+04,3.29524E-02,5.01255E+03,5.99957E-03,1.07315E+09,4.23358E-02
