#,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-git0887e53562', start_date='2022-05-13T16:34:16', checksum=4154814019, investigation_time=None, risk_investigation_time=None"
loss_type,nm_parroquia,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,CHILIBULO,1.33199E+03,2.18777E+03,7.09331E+02,3.14384E+02,5.82529E+02,6.66492E+01,1.30022E-02,8.19572E+01,1.67975E-03,8.19162E+03,1.67891E-01,1.81583E+03,3.72163E-02,1.72961E+08,1.98956E-01
structural,POMASQUI,1.30916E+03,1.64686E+03,4.62798E+02,1.91745E+02,3.16432E+02,3.73788E+01,9.51841E-03,4.37291E+01,1.40249E-03,4.37580E+03,1.40341E-01,9.45956E+02,3.03388E-02,1.27503E+08,1.60033E-01
structural,CENTRO HISTORICO,3.79555E+02,1.18336E+03,6.78211E+02,3.96165E+02,1.14671E+03,1.35158E+02,3.57182E-02,1.82677E+02,4.47489E-03,1.63344E+04,4.00129E-01,4.29689E+03,1.05257E-01,4.49225E+08,4.08129E-01
structural,CARCELEN,1.71633E+03,3.40948E+03,1.23869E+03,5.68105E+02,1.04638E+03,1.25709E+02,1.57550E-02,1.44118E+02,2.60069E-03,1.22361E+04,2.20807E-01,2.76876E+03,4.99638E-02,2.95430E+08,2.45427E-01
structural,COMITE DEL PUEBLO,1.04599E+03,2.30040E+03,9.56644E+02,4.79547E+02,1.08642E+03,1.25426E+02,2.13709E-02,1.58382E+02,3.43250E-03,1.31872E+04,2.85797E-01,3.15980E+03,6.84802E-02,2.89639E+08,2.90125E-01
structural,LA  ARGELIA,2.51239E+03,3.00998E+03,8.12761E+02,3.30932E+02,5.31932E+02,6.08706E+01,8.45660E-03,7.16828E+01,1.23778E-03,7.18250E+03,1.24024E-01,1.50634E+03,2.60107E-02,1.51159E+08,1.51100E-01
structural,LA FERROVIARIA,1.38889E+03,2.78702E+03,1.02198E+03,4.78393E+02,9.64721E+02,1.11859E+02,1.68436E-02,1.52988E+02,2.34105E-03,1.42660E+04,2.18301E-01,3.28718E+03,5.03013E-02,2.59864E+08,2.41262E-01
structural,LA MENA,2.23810E+03,2.52890E+03,6.50331E+02,2.55030E+02,3.73641E+02,4.36958E+01,7.22723E-03,5.11878E+01,1.15776E-03,5.01124E+03,1.13344E-01,1.02646E+03,2.32165E-02,1.14466E+08,1.44051E-01
structural,PONCEANO,1.23367E+03,2.41190E+03,9.53021E+02,4.57394E+02,9.04011E+02,1.06620E+02,1.78893E-02,1.66763E+02,3.06896E-03,1.39165E+04,2.56107E-01,3.22456E+03,5.93421E-02,4.39353E+08,2.70587E-01
structural,EL CONDADO,5.49655E+03,5.25092E+03,1.31883E+03,5.22103E+02,8.03596E+02,9.04719E+01,6.75567E-03,7.42897E+01,8.95296E-04,8.30474E+03,1.00084E-01,1.71780E+03,2.07019E-02,2.21584E+08,1.40822E-01
structural,COCHAPAMBA,1.82140E+03,2.22307E+03,5.78249E+02,2.29292E+02,3.48991E+02,4.00258E+01,7.69580E-03,6.04021E+01,1.05904E-03,6.31198E+03,1.10669E-01,1.30398E+03,2.28628E-02,1.39833E+08,1.44312E-01
structural,BELISARIO QUEVEDO,1.10551E+03,2.26133E+03,8.40285E+02,3.93049E+02,7.67826E+02,9.08694E+01,1.69280E-02,9.17380E+01,2.05810E-03,8.35484E+03,1.87437E-01,1.88884E+03,4.23752E-02,3.31885E+08,2.46557E-01
structural,SAN JUAN,1.00509E+03,2.20149E+03,9.16348E+02,4.65708E+02,1.10637E+03,1.29409E+02,2.27232E-02,1.44633E+02,2.66482E-03,1.34560E+04,2.47924E-01,3.28041E+03,6.04407E-02,3.86080E+08,3.06103E-01
structural,RUMIPAMBA,6.86806E+02,1.45025E+03,5.79226E+02,2.74640E+02,5.17076E+02,6.27854E+01,1.78978E-02,9.04916E+01,3.19666E-03,6.92993E+03,2.44803E-01,1.63963E+03,5.79206E-02,3.88497E+08,2.56062E-01
structural,LA LIBERTAD,6.78938E+02,1.18262E+03,4.01377E+02,1.85060E+02,3.77001E+02,4.30224E+01,1.52292E-02,4.70995E+01,1.71285E-03,5.01468E+03,1.82367E-01,1.15840E+03,4.21270E-02,8.16684E+07,2.11722E-01
structural,ITCHIMBIA,4.07898E+02,1.42803E+03,7.45024E+02,4.07251E+02,1.03680E+03,1.21712E+02,3.02390E-02,1.48568E+02,4.37852E-03,1.22763E+04,3.61800E-01,3.07879E+03,9.07362E-02,3.74074E+08,3.76210E-01
structural,JIPI JAPA,3.86132E+02,1.33158E+03,7.08140E+02,3.88258E+02,9.42893E+02,1.13834E+02,3.02992E-02,1.75471E+02,5.35072E-03,1.29466E+04,3.94785E-01,3.26767E+03,9.96422E-02,4.64152E+08,3.81024E-01
structural,COTOCOLLAO,1.04145E+03,1.64409E+03,5.26140E+02,2.28643E+02,3.97684E+02,4.65677E+01,1.21333E-02,5.83655E+01,1.89232E-03,5.37920E+03,1.74404E-01,1.17997E+03,3.82567E-02,1.45500E+08,2.03240E-01
structural,SOLANDA,1.75911E+03,4.05170E+03,1.47561E+03,6.53938E+02,1.06164E+03,1.24077E+02,1.37833E-02,1.87134E+02,2.39149E-03,1.60196E+04,2.04723E-01,3.48783E+03,4.45729E-02,2.84942E+08,2.23069E-01
structural,LA CONCEPCION,8.65608E+02,1.99039E+03,7.36431E+02,3.38679E+02,6.16892E+02,7.53289E+01,1.65631E-02,8.23142E+01,2.56763E-03,6.83404E+03,2.13175E-01,1.53558E+03,4.78996E-02,2.35215E+08,2.32360E-01
structural,KENNEDY,1.31064E+03,3.24720E+03,1.48936E+03,7.76115E+02,1.81168E+03,2.14174E+02,2.48030E-02,3.04078E+02,4.39503E-03,2.37805E+04,3.43714E-01,5.87270E+03,8.48818E-02,6.04159E+08,3.45676E-01
structural,MARISCAL SUCRE,3.10132E+02,8.12491E+02,4.69158E+02,2.72992E+02,7.78227E+02,9.06405E+01,3.42945E-02,6.95765E+01,5.10409E-03,5.38675E+03,3.95169E-01,1.40530E+03,1.03092E-01,5.60861E+08,3.87390E-01
structural,IÑAQUITO,8.17515E+02,1.73356E+03,9.46759E+02,5.24938E+02,1.27423E+03,1.49419E+02,2.82082E-02,2.09048E+02,4.63779E-03,1.53933E+04,3.41504E-01,3.94055E+03,8.74222E-02,1.20975E+09,3.35144E-01
structural,LA MAGDALENA,5.47116E+02,1.47010E+03,6.33983E+02,3.15000E+02,6.80796E+02,7.93237E+01,2.17504E-02,9.29214E+01,3.27742E-03,7.98263E+03,2.81554E-01,1.89847E+03,6.69606E-02,2.31421E+08,2.96273E-01
structural,SAN ISIDRO,6.72687E+02,1.67824E+03,7.74003E+02,4.03777E+02,9.44294E+02,1.09607E+02,2.45041E-02,1.61846E+02,3.88187E-03,1.34176E+04,3.21821E-01,3.27617E+03,7.85787E-02,3.39890E+08,3.46652E-01
structural,GUAYLLABAMBA,8.23736E+02,6.55888E+02,1.63080E+02,6.41585E+01,9.71372E+01,1.09410E+01,6.06485E-03,1.02851E+01,7.49898E-04,1.18351E+03,8.62905E-02,2.42232E+02,1.76613E-02,3.59789E+07,1.11010E-01
structural,EL QUINCHE,4.58100E+02,1.97125E+02,4.26415E+01,1.65621E+01,2.55712E+01,2.66695E+00,3.60399E-03,4.97922E+00,4.10262E-04,8.09122E+02,6.66674E-02,1.61191E+02,1.32813E-02,1.31426E+07,1.00106E-01
structural,TABABELA,3.74644E+01,2.52122E+01,6.89913E+00,2.96845E+00,5.45579E+00,5.81405E-01,7.45391E-03,1.02320E+00,7.25519E-04,1.28388E+02,9.10363E-02,2.68170E+01,1.90151E-02,2.18076E+06,1.10107E-01
structural,YARUQUI,5.82680E+02,3.89472E+02,1.01295E+02,4.22877E+01,7.22659E+01,7.73972E+00,6.51491E-03,5.18424E+00,5.18974E-04,9.36600E+02,9.37594E-02,2.07636E+02,2.07856E-02,2.34018E+07,1.15724E-01
structural,PUEMBO,2.55148E+02,2.16873E+02,6.06399E+01,2.63177E+01,5.00204E+01,5.40421E+00,8.87390E-03,7.78292E+00,8.58956E-04,1.19202E+03,1.31557E-01,2.66666E+02,2.94304E-02,3.01723E+07,1.59438E-01
structural,CHECA,2.23700E+02,1.48706E+02,3.87134E+01,1.61511E+01,2.77293E+01,2.93167E+00,6.44324E-03,3.40172E+00,5.56983E-04,5.16274E+02,8.45325E-02,1.09674E+02,1.79576E-02,1.09845E+07,1.03901E-01
structural,PACTO,3.69473E+02,2.18940E+01,1.94394E+00,4.29494E-01,2.59178E-01,2.40697E-02,6.10907E-05,1.19301E-02,7.32314E-06,3.34923E+00,2.05588E-03,4.64290E-01,2.84998E-04,1.18510E+05,5.78679E-03
structural,GUALEA,6.21903E+01,5.00501E+00,5.62555E-01,1.39962E-01,1.02121E-01,9.78993E-03,1.43970E-04,2.58484E-03,7.46416E-06,9.66001E-01,2.78949E-03,1.50662E-01,4.35063E-04,3.24021E+04,8.09978E-03
structural,ATAHUALPA,2.25550E+02,3.35567E+01,3.28232E+00,8.72230E-01,7.38599E-01,7.65823E-02,2.90084E-04,2.65672E-02,2.12198E-05,1.16093E+01,9.27260E-03,2.06051E+00,1.64577E-03,5.76073E+05,1.81424E-02
