NM_ZONA,ID_ZONA,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
ELOY ALFARO,1.0,50568.0,7956402238,428770.0,12278.236574767,21314.84931624,7405.615293459,3354.4597231852,6214.8390854749,725.10765768365,948.022842844724,1781876372,85513.4150544982,19286.09775194818,22.39550387996163,1.43392591695074,221.10288566007975,19943.889510576344,4498.005399619418
LA DELICIA,2.0,44628.0,7771897362,337268.6,13652.08453167,17981.852265588,5740.1479018531,2552.71579531199,4701.199689560756,548.6329093084287,665.430463493457,1598962366,59944.7657135994,13504.239075724521,20.573642336924667,1.22934684348039,197.29985640331088,17773.598168818386,4004.001284354524
AEROPUERTO,3.0,6227.0,1307419419,69220.1,3026.54368387,2100.95731161,529.6999901808,215.51977797961,354.27921262203,38.459374630044,40.8283745428063,161166462,6679.49611194901,1441.554463765503,12.327066526874868,0.617622846154553,58.983408782718165,9649.648168594107,2082.5662831540303
CENTRO,4.0,24490.0,4881306790,219732.8,3843.20171953,9228.01589936,4104.650097908,2137.115376922,5177.016918579,607.466836505,740.35772055171,1634484845,65017.390725,16103.870368645,33.484575242596286,2.480468911821151,336.93546004588757,29589.296966588514,7328.842288745696
CHILLOS,5.0,23482.0,4951012813,147034.4,8063.71624243,9136.167497467,2809.17926443126,1230.603910809177,2242.333165919064,259.5179855067546,223.77163263615907,922173502,22390.44746782756,4982.587871843661,18.625956692962326,1.105178372824949,152.18998590544734,15228.033349901492,3388.722551895108
NORCENTRAL,6.0,1561.0,172740642,8643.2,1284.345123,233.3248482867,27.9116124694466,7.9919628848455,7.426460439220353,0.774781264549116,0.327558026558355,3594587,87.56938618378312,15.268265906974696,2.080915443545153,0.049633649234408,3.789777241743278,1013.1593181204081,176.6506144364899
NORTE,7.0,47022.0,14695707103,391841.8,8619.728373757,18189.18200136,7703.405375004,3885.148864547,8624.535326498,1019.2613469926,1319.59301872573,4499829583,106065.892690093,25701.7176640522,30.620027681376254,2.167626530119093,336.76678157504637,27068.549779552104,6559.207737421633
QUITUMBE,8.0,51627.0,6343312878,319111.3,25556.49078624,18506.33959724,4061.8610816113,1495.93931198655,2006.36905380123,231.537476665047,246.6256878442084,693779279,25696.2978902069,5083.03649898092,10.937175764634967,0.448481369564466,77.28516283948842,8052.456271591417,1592.8726118382274
TUMBACO,9.0,12695.0,3557048499,88464.3,2725.26077638,5098.47661097,1956.534436495,939.758059008,1974.970124227,230.8901738555,197.40318737625,893779309,19163.426267161,4450.4579029847,25.126992471521998,1.818748907881056,223.14446321990903,21662.327365006,5030.795363762218
NOROCCIDENTE,10.0,633.0,48090042,4494.6,578.5638644,47.41502469693,4.927452833393605,1.22148597851793,0.872175849100907,0.080415504942164,0.085203117331926,539064,22.266957856006982,3.582412270556153,1.120947357663032,0.012703871238888,1.895677420280464,495.4157846306008,79.70480733671856
CALDERON,11.0,23947.0,3772812761,158465.7,6005.14349335,8997.28103104,3450.116325661,1695.066712595,3799.3923917543,435.28962536776,457.322902179112,1027555089,40372.121704282,9620.8779949205,27.235782808622123,1.817720906033157,288.594252370773,25476.883454452287,6071.268416395787
