NM_BARR,ID_BARR,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
SANTA MARTHA,1.0,4.0,295889,13.999999999999998,3.0821815,0.68404049,0.12683499,0.0452635209,0.0616794107,0.00614662971,0.000863195911,11236,0.365652497,0.0768690214,3.797343426652874,0.15366574275,6.165685078571429,2611.8035500000005,549.0644385714286
NAYÓN CENTRO,2.0,977.0,139613033,6167.3,182.89046942,394.00895099999997,154.74393821,75.64700189,169.70962396,19.576134968,16.9279636117,38355072,1554.18366654,367.76064813200003,27.472414844130633,2.003698563766632,274.47932825871936,25200.39022813873,5963.073762132538
ORGANIZACIÓN ARA,3.0,38.0,1867125,56.7,23.0579203,8.844261379999999,2.70047274,1.2025050288,2.1948416391,0.22009074506,0.008296962758,172194,4.4497296912,1.04398863648,9.22239304591262,0.579186171210526,14.633091283950614,7847.847779894179,1841.2497997883595
SANTA ANA,4.0,59.0,8841705,324.7,12.1214298,22.9447246,8.90766893,4.4223089,10.60386664,1.102279808,0.6446727773,1995133,66.90946450999999,15.35592184,22.56502699279778,1.868270861016949,198.54412605481983,20606.548971358174,4729.264502617802
NINALLACTA,5.0,59.0,53653784,2483.7,20.8964806,25.210620369999997,6.524086925,2.566068978,3.8027414681,0.42421577654,2.45925107816,6853791,244.624930482,47.895756903,12.774104813936962,0.719009790745763,99.01562500140919,9849.214095180578,1928.4034667230342
ALLPALLACTA,6.0,193.0,23893549,1794.0,78.628074,79.37798709,18.878672728999998,7.030628075,9.084633721,1.1030659191,1.92436215486,3098785,182.895156075,36.157125504,12.969129583281697,0.571536745647668,107.26656381605352,10194.824753344481,2015.447352508361
LA CRISTALINA,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN FRANCISCO DE HUARCAY,8.0,199.0,17497074,1208.4,118.3078648,56.72016278,12.193717141,4.6909116858,7.087344952800001,0.76306570007,0.526887893659,1342797,70.0966838035,14.0685348354,7.674407303902966,0.383450100537688,43.602109703657725,5800.7848231959615,1164.2283048162858
LA VICTORIA,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NÉSTOR ROMERO DÍAZ,10.0,335.0,39553813,2106.0,136.6773689,133.11289806,33.05587932,12.885271684000001,19.268579501799998,2.20390500822,1.97413957136,5109960,213.119657479,43.675957365900004,12.919007087410023,0.65788209200597,93.73882105223171,10119.64185560304,2073.8821161396013
