NM_PARR,ID_PARR,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
LLANO CHICO,17.0,1752.0,181756281,8115.9,368.77095489,615.2420979,253.27574481,134.31937163,380.39185221,41.537402808,24.7167048904,58161582,2419.90259732,609.557886919,31.999764589588057,2.370856324657534,304.5466909449352,29816.811411180523,7510.662858327481
ZAMBIZA,18.0,461.0,57919150,2954.7,79.92189961,166.7821852,72.74713292,38.34203515,103.2067486,11.519591447,9.4820998462,18661307,904.74895815,225.945960028,32.21958003854095,2.498826778091106,320.9158238129083,30620.67073306935,7647.001727011203
CHILIBULO,19.0,5126.0,869344433,48791.3,1331.98537502,2187.7694539999998,709.331305642,314.384073207,582.529747094,66.6492896812,81.95721063965,172960942,8191.622460964,1815.8314542151,19.895559823709615,1.3002202434881,167.97505014141865,16789.1047399106,3721.6295819441166
LA MENA,20.0,6046.0,794620550,44212.7,2238.09874495,2528.89840785,650.331192007,255.03010355,373.641595246,43.6958763804,51.18777473463,114465965,5011.24372011,1026.4642155765,14.40511005345142,0.722723724452531,115.77617909476236,11334.398758976495,2321.6501493383125
CARCELEN,21.0,7979.0,1203740583,55415.3,1716.33211697,3409.4825544,1238.69564325,568.104659213,1046.385113632,125.7091643377,144.1182034688,295430429,12236.08926494,2768.760832459,24.542699126627674,1.575500242357438,260.0693372927693,22080.705626316198,4996.383367876741
PERUCHO,22.0,154.0,13287952,475.6,133.5399595,17.679188852,1.83790544745,0.502850532308,0.4400999051996,0.04649102957627,0.009357341423292,163776,2.55761950549,0.4228223828872,1.232512953220814,0.030188980244331,1.967481375797309,537.7669271425567,88.90294005197644
GUANGOPOLO,23.0,31.0,3793046,1978.7,5.08744706,11.4216352,5.08484086,2.65584848,6.75022833,0.767567397,6.227549639,1206772,565.8636101,135.96346723,31.815390085150895,2.476023861290323,314.7293495224137,28597.74650528124,6871.35327386668
RUMIPAMBA,24.0,3508.0,1517196293,28308.2,686.80597921,1450.25198037,579.22599341,274.639992197,517.076058067,62.7854384983,90.49158883341,388496914,6929.93203774,1639.627399645,25.60623935181598,1.789778748526226,319.6656404625162,24480.299127955856,5792.058130312064
ITCHIMBIA,25.0,4025.0,994320733,33931.2,407.897321617,1428.0256839,745.02421667,407.25053778,1036.80224667,121.711869079,148.5684783562,374073562,12276.29610544,3078.789538309,37.62101603050132,3.02389736842236,437.8521194540717,36179.964473522894,9073.624093191518
PUENGASI,26.0,8161.0,1139284656,63206.3,1371.72570943,3232.5213169,1363.68895134,682.93120583,1510.13284779,178.166098042,217.37997885,343438154,17936.020299750002,4289.375650428,30.145069751410723,2.183140522509496,343.92137943527774,28376.950240324146,6786.310305187932
CHAVEZPAMBA,27.0,70.0,11024840,463.7,58.7064385,9.465558949,1.16485996892,0.3396321026707,0.3235098887844,0.0336218432106,0.01215762579959,184495,3.632724607715,0.64231278052906,1.673451648438903,0.048031204586571,2.621873150655596,783.4213085432392,138.51903828532676
BELISARIO QUEVEDO,28.0,5368.0,1346079857,44574.1,1105.5089048,2261.33064619,840.28547474,393.048705765,767.826157936,90.8694285886,91.7379981442,331884954,8354.8374578,1888.835941,24.655666001196018,1.69279859516766,205.8100963209577,18743.704208946452,4237.51896504921
QUITUMBE,29.0,11352.0,1806225117,79966.9,4678.10204624,4503.29955796,1124.53576783,434.28920666,611.7733277715,71.28375101646,93.077751639578,254838168,8877.009474398,1802.8906256293,14.10888185931485,0.627940019524841,116.39534812475911,11100.854821679972,2254.546100485701
IÑAQUITO,30.0,5297.0,3609643787,45074.9,817.51394282,1733.55842826,946.75926556,524.93857594,1274.22975522,149.418939348,209.0480543425,1209750729,15393.28039634,3940.54962179,33.51440751252818,2.820821962393808,463.7792969978857,34150.44824578646,8742.225987833584
CHILLOGALLO,31.0,7751.0,931633339,56227.7,3392.8020518,3005.32168506,702.962358627,267.6345416642,382.2793277148,43.50224168009,46.879112582718,113835922,5108.2679283503,1029.51127839249,12.218961775202246,0.561246828539414,83.37369763073717,9084.966890607833,1830.9681498487225
NAYON,32.0,3131.0,789397336,24531.5,563.38779425,1294.287998,509.04069556,245.06661927,519.2168967599999,61.057306736,65.1444327163,206924488,5805.66478895,1345.354889776,26.212970107409916,1.950089643436602,265.55421688971325,23666.163051382915,5484.19334233944
TURUBAMBA,33.0,9624.0,1153835415,53379.1,5018.5645449,3317.13077104,704.426558259,253.9183792796,329.9597903874,37.650797724033,32.619709089236004,107275421,3648.5397878726,704.77011351073,9.297289690898634,0.391217765212313,61.109514939809785,6835.1466920060475,1320.3109709806458
GUAMANI,34.0,12487.0,1354320151,68353.0,7122.4923695,4019.79566071,759.0815071484,262.2670172643,323.36343733528,37.200990629104,32.5147350442224,109012007,3649.8802836054,688.99452689938,8.049205123027626,0.297917759502715,47.568848542452265,5339.751413405996,1007.9945677576407
SAN JUAN,35.0,5695.0,1261273325,54274.9,1005.087230111,2201.48618523,916.3487368680001,465.70836381600003,1106.369453065,129.4088811674,144.63268064269,386079568,13456.02614584,3280.414900319,30.610301549783298,2.272324515669886,266.4817081978778,24792.355482626408,6044.073596301421
POMASQUI,36.0,3927.0,796730654,31179.7,1309.16136876,1646.863991928,462.798020091,191.74457666909998,316.4320443786,37.378842564,43.729162680902,127502891,4375.803948201,945.9569876164,16.00326160739462,0.951842183957219,140.2488243341084,14034.143844235192,3033.8873934527915
COCHAPAMBA,37.0,5201.0,968964540,57034.9,1821.3976159,2223.0705528,578.248955344,229.292050756,348.99086649000003,40.025883264,60.40215049892,139833018,6311.983076783,1303.9800687602,14.431180170372034,0.769580528052298,105.90384220699957,11066.87848454718,2286.2844832904066
LA ECUATORIANA,38.0,10413.0,1097298856,61184.6,5344.5297738,3660.79192247,770.8548897469,277.83016711845,358.99317059225,41.89969561536,41.534379488454,108817761,4412.6004159806,856.86995454902,9.916875484721785,0.402378715215212,67.8837150009218,7211.946169429236,1400.4667098404175
TABABELA,39.0,78.0,19805895,1410.3,37.4643895,25.21223907,6.899133836,2.9684450446,5.4557934388,0.58140510532,1.02320024966,2180764,128.388498328,26.8169673264,11.010679584145386,0.745391160666667,72.55195700631073,9103.630314684819,1901.5080001701767
CUMBAYA,40.0,5721.0,1805991449,32733.2,872.95344048,2338.7464598,990.60685224,487.561593928,1031.13170814,123.4307966918,101.6091080731,514413123,8855.70626588,2082.711688924,28.483696468731363,2.157503875053312,310.4160548712011,27054.202662373373,6362.68891805262
ALANGASI,41.0,3321.0,860076609,21216.8,862.07212757,1379.88380567,469.656262445,211.468030905,397.91982738080003,46.18807394739,36.82354025185,180986023,3805.343162596,851.6307058324,21.043011882525136,1.390788134519422,173.55840773278723,17935.51884636703,4013.9451087458997
LA MERCED,42.0,1541.0,235921217,7627.5,658.39270947,530.8995348,153.902168222,67.8941205878,129.9114433627,14.16516242635,7.382403620007,35584066,981.5621597894,220.99570819336,15.083029021467384,0.919218846615834,96.7866747952409,12868.727103105868,2897.354417480957
PUEMBO,43.0,609.0,189241634,9060.9,255.14847716,216.87349667,60.639938406,26.317664329,50.0204196272,5.40420798834,7.78291968483,30172314,1192.023477164,266.6662005549,15.943803449859903,0.887390474275862,85.89565810051982,13155.685165535433,2943.0431916796347
CONOCOTO,44.0,13693.0,3071911171,84022.1,3860.07399479,5671.12259043,1833.866680008,815.7489914737,1512.1877621668,176.80698023868,158.74948643739,631820877,14929.619432969,3341.2719715846,20.56768055748558,1.291221647839626,188.9377752250777,17768.68161230081,3976.658488165137
EL CONDADO,45.0,13392.0,1573501467,82977.8,5496.544093,5250.92351458,1318.830221614,522.103766485,803.5983307908,90.47218916959,74.289852742197,221584147,8304.75262718,1717.8013992867,14.082233241792853,0.675568915543533,89.52979320034635,10008.403003188803,2070.1939546320823
GUAYLLABAMBA,46.0,1804.0,324104635,13715.4,823.73558291,655.88833809,163.0802782853,64.15849886356,97.13728366037999,10.940985634932,10.2851489737536,35978869,1183.5090543690999,242.23226164092,11.101004087599021,0.606484791293348,74.98978501358765,8629.052410932965,1766.1334094588567
AMAGUAÑA,47.0,3848.0,657517842,22380.0,1980.09677854,1298.95990482,292.558296176,111.899689452,164.48536400251,18.296339916317,11.8650133764787,64700106,1667.3844435059,344.03682833596,9.84005333287621,0.475476609051897,53.016145560673365,7450.332634074621,1537.25124368168
TUMBACO,48.0,6974.0,1751057050,55731.1,1852.3073359,2759.73015117,965.9275842549999,452.19646508,943.838416087,107.4593771637,95.79407930315,379366186,10307.720001281,2367.7462140607,21.664981500316436,1.540857143156008,171.8862166782102,18495.45406654633,4248.518715870851
YARUQUI,49.0,1188.0,202221566,9989.4,582.680233,389.4715767,101.294556374,42.2876869704,72.2659444958,7.73971826599,5.184243493933,23401814,936.6005637439999,207.6361281032,11.572363086940014,0.651491436531145,51.89744623233627,9375.944138226521,2078.564559465033
PUELLARO,50.0,413.0,53917846,2897.5,323.8650576,74.893687699,9.06095372841,2.63502098053,2.545279401414,0.2637800648313,0.13941374304661,1345235,32.988015415897,5.7357631336128,2.494971129827979,0.063869265092324,4.811518310495599,1138.4992378221573,197.9555870099327
EL QUINCHE,51.0,740.0,131286902,12136.699999999999,458.1002518,197.12489072,42.641559612,16.5620687753,25.5712408753,2.66695293026,4.979223970043,13142587,809.122225002,161.19102626434,10.010584872986898,0.36039904462973,41.02617655576063,6666.73992932181,1328.1289499150512
CALDERON,52.0,22195.0,3591056480,150349.8,5636.37253846,8382.03893314,3196.840580851,1560.747340965,3419.0005395443,393.75222255976,432.606197288712,969393507,37952.219106962,9011.3201080015,26.99466056029138,1.774058222841902,287.7331378483457,25242.61362965698,5993.569734047867
ATAHUALPA,53.0,264.0,31752846,1252.0,225.5501959,33.5566560714,3.282319122479,0.8722302945676,0.73859893025405,0.076582260524213,0.026567231833144,576073,11.609299264743301,2.0605072711634,1.814240891420158,0.029008432016747,2.121983373254313,927.2603246600081,164.57725808014376
CHECA,54.0,455.0,105720419,6107.4,223.7003883,148.70581775,38.713388809,16.1510846625,27.7293300233,2.93167377043,3.401718915558,10984506,516.2736697997,109.67407973148,10.390146400594,0.644323905589011,55.69831541340014,8453.24802370403,1795.7572736594952
SAN ANTONIO,55.0,3447.0,793464061,31990.1,1689.6491401,1256.11859594,267.4521262348,98.32103299022,135.459069023894,15.3370098885826,18.59198216300604,74586943,2183.55676709171,426.277312299519,9.40016650552748,0.444937913797,58.117924492283684,6825.726606330428,1332.5288520496
GUALEA,56.0,68.0,4000364,346.3,62.1903498,5.0050137964,0.562555074453,0.13996212354489,0.10212061103237,0.009789930553813,0.002584838035264,32402,0.9660011533718,0.150662304624702,0.809978152633056,0.014396956696784,0.746415834612792,278.9492213028588,43.50629645529945
NANEGALITO,57.0,88.0,12448632,1397.6,74.7660349,11.375364624,1.27121818505,0.336007504975,0.2513752076454,0.02198279763643,0.022393710337958,192028,5.64112942568,0.8333333232034,1.542563640813428,0.02498045185958,1.602297534198483,403.6297528391529,59.626024842830574
CALACALI,58.0,109.0,41815855,3030.6,63.1333838,30.47569712,7.4827089221,3.01936627203,4.88884246559,0.496199959761,0.9525314177611,3236090,262.21801332719997,59.418356934660004,7.738907288207051,0.455229320881651,31.430456601369364,8652.346509839635,1960.6136387071867
NONO,59.0,107.0,24711254,1351.1999999999998,56.1600283,31.60349193,9.0832632112,3.83720666564,6.316011595872,0.6251559946951,0.2380853707908,2129391,99.39637809949,21.683275977242,8.617091453318332,0.584257938967383,17.620290911101247,7356.155868819568,1604.7421534370933
NANEGAL,60.0,83.0,11161607,1121.6,72.1341027,9.1406374961,1.149736188007,0.31602270562499,0.25950180674071,0.024573036917071,0.048294441064724,196124,12.3106009503517,2.13412652712292,1.757127119213954,0.029606068574784,4.305852448709327,1097.592809410815,190.27518965075964
PIFO,61.0,1353.0,335038369,16800.0,645.7143612,467.68095261,116.4311348585,47.07432933425,76.09920050125,8.194430934772,8.1719192550287,45305608,1913.57862354221,427.337800144263,13.52251334978855,0.605648997396305,48.64237651802797,11390.34894965601,2543.677381811089
SAN JOSE DE MINAS,62.0,660.0,62757157,3554.4,542.6834715,97.7297567153,12.5655742021876,3.6422289747692,3.378972313568303,0.354306066406733,0.140062084455719,1325008,36.78172738993783,6.406860338782235,2.111325359207032,0.053682737334354,3.940526796525968,1034.822400122041,180.25152877510226
PACTO,63.0,394.0,20479440,1629.1,369.473377,21.89400878043,1.943943385883605,0.42949364437305,0.259178223682427,0.02406973983485,0.01193012789398,118510,3.349226326603483,0.464290115605131,0.578679394321497,0.006109071024074,0.732314031918228,205.58752234997752,28.499792253706392
PINTAG,64.0,1048.0,121792928,9809.3,697.993185,243.880026547,54.111016720260004,20.937229910677,31.078540676254,3.2938615810176,2.723639311433364,7875658,440.674658867258,88.6891906673409,6.466433224298545,0.314299769181069,27.765888610128794,4492.416980490535,904.1337370387376
LLOA,65.0,194.0,9146620,795.1,133.550234,42.110313409999996,9.048298166,3.5851466162,5.7060076629,0.57294431095,0.258691387284,739264,47.2080967012,9.97301515648,8.082368342848016,0.295332119046392,32.53570460118224,5937.378531153314,1254.3095404955352
