comuna,comuna_1,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
6,,23223.0,1481322447,145955.0,19973.4119531,2735.50028684,348.644830714,92.335613878,73.1072615227,8.07688741156,6.21090725796,22203398,1099.911705438,171.117223049,1.498890240889138,0.034779690012315,4.255357649933199,753.5964546867184,117.23971295878866
4,,11222.0,2781717665,52446.0,9851.9377644,1157.23059963,144.043498408,38.227147691,30.560990495,3.3563578557,1.832598989003,36695722,350.58996859,54.9439660203,1.319174944436843,0.029908731560328,3.494258835760591,668.477993726881,104.76292952808603
5,,14702.0,1938502800,108834.0,12686.894208,1716.2118838,206.941713173,52.824418193999996,39.1278457009,4.39433244499,4.42226831429,27061254,734.936487616,106.981009954,1.395987334355389,0.029889351414705,4.063315061736222,675.2820695885478,98.29741620633258
7,,12945.0,1437644456,68039.0,11470.7124026,1244.05892673,155.700676642,41.347766571,33.180284121,3.547096815,2.008836984827,17388928,412.377790494,64.7394986606,1.209543001238633,0.027401288644264,2.952478703136437,606.0903165743176,95.15057343670543
8,,18260.0,2661259503,94730.0,16070.0512507,1864.93066743,224.293759468,57.4856700332,43.2384799611,4.80356284926,2.962566550058,32828049,564.192167961,85.4791277013,1.233553107115742,0.02630647781632,3.127379446910166,595.579191344875,90.23448506418241
9,,11397.0,1525212474,35186.0,10279.6860862,956.32238421,111.077238102,28.3344796618,21.5798768394,2.37951978319,0.851209894507,15541181,175.238915837,26.957826725,1.018951877107485,0.020878474889796,2.419172098297619,498.03591154720624,76.61520697152277
21,,22875.0,778100948,125655.0,20083.6099554,2352.90401702,297.473460631,78.704530525,62.307878009,6.4717171758,3.775937756466,9782611,791.310276037,124.4909904032,1.257241919837661,0.028291659784918,3.005003984295094,629.7483395304604,99.0736464153436
13,,24971.0,1544601519,137416.0,21950.1503237,2543.37877421,323.104844255,85.888587194,68.477526489,7.2115756115,4.437575644198,22252412,910.879723021,143.7699834143,1.440657158898689,0.0288798030175,3.229300550298364,662.8629293684869,104.62390363152761
12,,10008.0,876211224,66262.0,8877.4651887,958.87029824,117.643774505,30.546855036,23.473856057,2.5472635754,1.90422077505,10678704,380.062835365,58.4840017056,1.21873625777627,0.025452273934852,2.873774976683469,573.5758585086476,88.26175138933326
14,,26271.0,1183724308,147875.0,23318.8858137,2467.0827962099997,324.191904202,87.991155783,72.848311986,7.5590819238,4.298278663778,15398339,956.462716531,153.6347678468,1.300838290140932,0.028773483779833,2.90669732123618,646.804880156213,103.89502474847
11,,14355.0,1485929811,98826.0,12614.8617464,1472.60644711,182.756589131,47.770784122,37.004275914,4.0874038275,3.252684531424,18562243,617.49857131,95.4459323783,1.249200507409367,0.028473729205852,3.291324683204825,624.8341239248781,96.57977898356707
10,,15435.0,2104735955,98743.0,13671.4273962,1508.28577179,176.527353179,44.9804424456,33.7791161784,3.66710879513,2.874057526322,25442949,540.528915562,80.5778461594,1.208842798122121,0.023758398413541,2.910644325493453,547.4098574704029,81.60360345482717
20,,8809.0,460253731,55925.0,8433.0511035,333.658947682,30.8897358236,6.93064489515,4.46967074674,0.4606017562494,0.2784994130449,1910530,76.2503724315,10.72094133472,0.415103549622108,0.005228763267674,0.497987327751274,136.34398289047832,19.170212489441216
16,,13943.0,1230954787,93741.0,12257.7952884,1429.74793869,174.469017108,45.605975815,35.3817632062,3.77929768643,2.981646050589,15554780,575.890877135,89.1807065886,1.263635343930796,0.027105340934017,3.180727803830768,614.3425791649331,95.13522000896087
15,,27726.0,1187313488,121236.0,24661.0310845,2587.72021645,324.029969522,85.57856378700001,67.6401613602,6.94192283514,3.110548007883,14458064,697.260600049,109.242817081,1.217712426844767,0.025037592278511,2.565696664260616,575.126695081494,90.1075728999637
17,,16680.0,7917764287,159909.0,14954.4550353,1515.712423884,150.6631342024,35.3566994713,23.81270757008,2.538745026649,2.891213256176,70754197,550.060798925,74.7368706349,0.893613333644772,0.015220293924754,1.808036605929622,343.98364002338826,46.73712588716082
18,,14744.0,1762480248,108465.0,13837.678901,801.10310912,76.573314941,17.38238505,11.26224226391,1.180037779447,0.8704113183042,9386980,202.3022016879,27.7991448145,0.532600575107279,0.00800351179766,0.802481278112018,186.51380785313236,25.629599238925
22,,6109.0,3470137568,23621.0,5659.3435083,403.107643,33.893177240199996,7.63553127644,5.02016907648,0.5713142328047,0.224807881485,19100830,41.2711442869,5.7150845246,0.550434382120963,0.009352009049021,0.951728891600694,174.72225683459632,24.19493046272385
2,,19133.0,8582687257,109999.0,17549.9672393,1380.1234594896,142.3006150518,35.00366361339,25.60498265878,2.7560131314095,1.8519880912525,40671605,350.3021300288,51.09028852157,0.473879609897582,0.01440450076522,1.683640843328121,318.4593769296084,46.44613907541887
1,,7847.0,673344396,57956.0,7284.5372361,491.129048772,51.0060720156,12.09611350456,8.23157575408,0.88060271672,0.59000920249,3391345,131.311803967,18.8028616142,0.503656827665062,0.0112221577255,1.018029543947132,226.57154387293812,32.44333910932432
3,,9548.0,3765203981,31627.0,8786.5104699,666.516546765,67.9149225787,16.0633277838,10.99475631823,1.225380004982,0.4378655167874,24811006,95.4700150824,13.83703935914,0.65895517230777,0.012833891966716,1.38446743854112,301.86238050526447,43.75071729579157
19,,18507.0,9611570190,102670.0,16864.5909753,1452.5939062414,137.31700820561,31.604481464771,20.893695712077,2.3243979446903,1.3079037794077,60770511,246.7513458388,33.87109467129,0.632264137052213,0.012559560948237,1.273890892575923,240.33441690737317,32.990254866358235
