#,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gite09ae1ae50', start_date='2022-05-12T23:20:49', checksum=1168242191, investigation_time=None, risk_investigation_time=None"
loss_type,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,3.29956E+05,1.67056E+04,1.50055E+03,3.34426E+02,2.13254E+02,2.28796E+01,6.56121E-05,1.55190E+01,7.58832E-06,3.40213E+03,1.66354E-03,4.67625E+02,2.28654E-04,2.17468E+08,3.71991E-03
