barrio,id_barrio,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
Ciudadela Floralia,610.0,6839.0,322746305,38325.0,6299.468794,473.65136596,47.2958828,11.090808580800001,7.4931064096,0.83711545868,0.531535585155,2300985,107.749628277,15.6557421831,0.712939103892999,0.012240319618073,1.386916073463796,281.1471057455969,40.84994698786693
Brisas de Los Alamos,219.0,1821.0,191934730,13842.0,1694.5259677,112.32985798,10.333261899,2.3208879742,1.4900213982,0.15615566983,0.148694712999,1227887,31.656390951,4.0871135156,0.639741756452687,0.008575270171884,1.074228529107065,228.69809963155615,29.526900127149258
Menga,216.0,161.0,169122686,835.0,159.0139167,1.901822498,0.0701444541,0.01010826365,0.004008235822,0.0004478855354,0.0001838571194,125572,0.05342283396,0.004998073337,0.074249329357854,0.00027818977354,0.022018816694611,6.397944186826347,0.598571657125749
Paso del Comercio,603.0,1636.0,77065478,9292.0,1508.9055562,111.47302993,11.22797369,2.6228397724,1.7705747643,0.19244331419,0.128039514386,567966,26.519601894,3.8100621488,0.736991675254218,0.01176303876467,1.377954308932415,285.40251715454156,41.00368218682738
Los Guaduales,608.0,1850.0,121062905,10487.0,1713.8564523,121.06428899,10.97249503,2.4798057206,1.6269639703,0.1824322211,0.128083424886,769884,24.345946291,3.4039485263,0.63593677297463,0.009861201140541,1.221354294707733,232.15358339849337,32.45874441022218
Área en Desarrollo - Parque del Amor,298.0,133.0,301609965,6696.0,126.4180661,5.9642186918,0.47522169048,0.09382795359,0.048664246785,0.0046466775799,0.0130984024912,582523,3.4983384492,0.45972440799,0.193137940448185,0.003493742541278,0.195615329916368,52.2451978673835,6.865657228046595
Urbanización La Flora,295.0,1694.0,461938463,9165.0,1594.2508762,90.348044026,6.9972283924,1.4956787751,0.90815894338,0.09708585048,0.060908607305,2147411,12.360181668,1.6395617025,0.464869414645833,0.005731160004723,0.664578366666667,134.86286599018,17.889380278232405
Altos de Menga,296.0,683.0,25390842,6092.0,675.9579784,6.600536319,0.359092919,0.0576959298,0.02469648147,0.002504842486,0.002135212219,20146,0.8076468697,0.09080858947,0.079341688308425,0.000366741213177,0.035049445485883,13.257499502626397,1.490620313033487
Urbanización Calimio,697.0,1152.0,65763429,8300.0,1067.3815143,74.48478717,7.333115339,1.6911057265,1.1094624993,0.11938528238,0.116996615265,431160,21.783893061,2.9837857292,0.65562340310328,0.010363305762153,1.409597774277108,262.45654290361443,35.94922565301205
San Luis II,696.0,1738.0,127723318,11400.0,1603.4907736,118.62370503,11.507780738,2.6417377269,1.73598733,0.19443111814,0.1589827856,877622,30.297727426,4.2921581588,0.687127822937392,0.011187060882624,1.394585838596491,265.76953882456144,37.65051016491228
Sector Puente del Comercio,698.0,892.0,73022208,8184.0,832.0963081,52.87151729,5.113239669,1.1647208393,0.7542080678,0.08162985013,0.113584027081,507109,20.626091904,2.7648642253,0.694458043325122,0.00915132848991,1.387879118780547,252.02947096774196,33.78377596896383
Los Alcazares,604.0,201.0,86219821,10406.0,178.6399867,19.503587879999998,2.121807937,0.4707897924,0.263823626,0.03287760487,0.2403554973,808000,38.17998851,4.857625902,0.93713922732247,0.016357017348259,2.30977798673842,366.90359898135694,46.68101001345377
Ciudad de Los Alamos,217.0,1782.0,211380472,14132.0,1665.3134272,104.29952474,9.164084044,1.9999983424,1.2229895414,0.12854984427,0.143510364539,1247412,27.948998813,3.5943169742,0.590126612111416,0.007213795974747,1.01549932450467,197.77100773422023,25.433887448344183
La Flora,212.0,1419.0,406997277,4503.0,1388.0891803,28.5652511787,1.7984530803,0.351336268633,0.195775827377,0.0218572226849,0.00804349560224,700472,1.76979212795,0.224591865125,0.172107357869427,0.001540325770606,0.178625263207639,39.30251227959138,4.987605265933822
Calima,421.0,923.0,102033555,4871.0,864.7109906,51.41461019,4.979158769,1.1427693194,0.7524739203,0.08254012124,0.051289341161,627315,11.058603666,1.5511352965,0.614811987454493,0.00894259168364,1.052953010901252,227.02943268322727,31.844288575241222
El Bosque,215.0,762.0,209940178,3277.0,752.7050292,8.875310653,0.3487070915,0.05084651042,0.020111512281,0.0021859923843,0.0009438557368,168864,0.2702693958,0.027655032268,0.080434168856858,0.000286875640984,0.028802433225511,8.247464015868172,0.843913099420201
Fonaviemcali,695.0,374.0,29277908,2355.0,347.134652,23.84675564,2.20443655,0.4966577868,0.3175055386,0.03504151593,0.028193703442,185228,5.36845548,0.738062625,0.632652815700834,0.009369389286096,1.197184859532909,227.95989299363058,31.340238853503184
Metropolitano del Norte,506.0,693.0,107157630,7737.0,644.9439610000001,42.71131589,3.9064784,0.8768487031,0.5614051683,0.06280252371,0.094539357503,673919,17.582732009,2.2740828625,0.628903885936122,0.009062413233766,1.221912336861833,227.25516361638878,29.392307903580196
La Campiña,213.0,307.0,84559278,2262.0,303.3812164,3.4495453098,0.1408860964,0.02038366064,0.007972658774,0.0008652597221,0.0005647919113,58018,0.1726642176,0.01783826042,0.06861226023193,0.000281843557687,0.024968696343943,7.633254535809019,0.788605677276746
Vipasa,294.0,1969.0,333880553,7830.0,1871.6838446,86.072060394,8.1499581287,1.87339792495,1.22075532844,0.131150169942,0.0557650420692,1638425,13.5182066033,1.89060003306,0.490721762510367,0.006660750124022,0.712197216720307,172.6463167726692,24.145594291954023
San Luis,601.0,1724.0,143730989,11749.0,1587.5466932,118.93743623,12.4844097,2.9855941932,2.0458815613,0.22875658361,0.180211351846,1079920,35.746466894,5.2109199736,0.751348348648839,0.013268943364849,1.533844172661503,304.25114387607454,44.352029735296625
Flora Industrial,420.0,479.0,343252420,1438.0,447.6854746,27.96446493,2.453742479,0.5481567247,0.3481573358,0.03930440943,0.012868945398,2030139,2.879914332,0.3943594493,0.591442098101926,0.008205513450939,0.894919707788595,200.27220667593878,27.42416198191933
Villa del Sol,595.0,116.0,73987203,4365.0,105.9151794,9.0749063,0.781025153,0.152661761,0.0762290672,0.00855743963,0.04864051216,511564,8.96687232,1.047661198,0.69142276691387,0.00737710312931,1.114330175486827,205.4266281786942,24.001402016036657
Urbanización La Merced,293.0,1186.0,139758053,4403.0,1105.9856338,71.71971003,6.11159726,1.3457534224,0.8373429923,0.0915778696,0.042044022464,759387,8.219024176,1.1454614924,0.543358271099943,0.007721574165261,0.9548949003861,186.66872986600043,26.015477910515557
La Paz,214.0,116.0,25035357,472.0,114.57491710000001,1.357694433,0.056200008,0.008059467,0.00312981326,0.000341252167,0.000151705558,22869,0.0468466351,0.00486833153,0.091345558102584,0.000294182902586,0.032141008050847,9.925134555084746,1.03142617161017
Petecuy II,606.0,1155.0,60338940,6567.0,1071.3909116,72.97317504,7.53765221,1.8184309042,1.2798338122,0.13899541497,0.08618800642,403676,18.108975585,2.6808223916,0.669014286859629,0.012034235062338,1.312441090604538,275.7572039744175,40.822634256129135
Los Parques Barranquilla,594.0,1145.0,148888009,10032.0,1059.9178267,75.11550774,7.257946219,1.6507157567,1.0580144248,0.11823782855,0.1167972496,955510,22.475654734,2.9343149959,0.641764351715151,0.010326447908297,1.164246905901116,224.03962055422647,29.24955139453748
Chiminangos II,504.0,140.0,106286029,9750.0,126.0058428,12.32983104,1.279078614,0.2596440951,0.1256006373,0.01532986885,0.15131700004,863266,26.844753333,3.108244257,0.812210600153285,0.010949906321429,1.551969231179487,275.33080341538465,31.87942827692308
Olaya Herrera,418.0,776.0,77025170,4069.0,725.1261368,44.76511716,4.389164992,1.0283624669,0.6912241266,0.07640009731,0.046627807658,452798,9.764941554,1.4123133184,0.587856845724844,0.009845373364691,1.14592793457852,239.98381798967807,34.70910096829688
Chipichape,218.0,116.0,186167170,1485.0,114.680662,1.2573666155,0.05138264092,0.007574968393,0.003011498561,0.0003317008526,0.0001837560492,101846,0.05132126075,0.005307145643,0.054706629626533,0.000285949010862,0.012374144727273,3.455977154882155,0.357383544983165
Torres de Comfandi,598.0,1537.0,228752626,15993.0,1422.0384506,102.12138936000001,9.417663924,2.1027875978,1.3197431661,0.14497302326,0.222613792673,1459836,39.453383493,5.024473891,0.638172451602346,0.009432207108653,1.391945180222597,246.6915743950478,31.416706627899707
Chiminangos I,505.0,155.0,38056289,4530.0,135.8742901,16.67361621,1.868987954,0.3911447742,0.1919652716,0.02477422431,0.105121573432,402395,17.352728101,2.0371835453,1.057368029988637,0.015983370522581,2.320564534922737,383.06243048565125,44.970939189845474
Petecuy III,609.0,932.0,45453276,4295.0,860.0877699,62.84317318,6.453760573,1.541936164,1.0733417751,0.11980884824,0.062845162574,329020,12.445427045,1.8314252194,0.723865112715806,0.012855026635193,1.463216823608847,289.76547252619326,42.640866575087315
Evaristo Garcia,415.0,315.0,78278137,1519.0,293.8366812,18.6450694,1.816456659,0.4218811664,0.279912365,0.03102109389,0.018559427066,474904,3.806828884,0.5464142262,0.606687535470399,0.009847966314286,1.221818766688611,250.61414641211326,35.971970125082294
La Isla,413.0,1069.0,39879964,7216.0,1009.2138884999999,52.56344068,5.164727041,1.2214304091,0.8365091908,0.08951730366,0.064528133224,215778,14.704729586,2.1345144603,0.541069349302465,0.008373929247895,0.894236879490022,203.77951200110863,29.58030017045455
Jorge Eliécer Gaitán,602.0,2514.0,232810514,14017.0,2337.3067079,156.36294917,14.830523171,3.3484922105,2.1513689084,0.23159186155,0.16152669126,1447119,33.903573179,4.7864926404,0.621586759670394,0.009212086776054,1.152362782763787,241.87467488763644,34.14776799885853
Prados del Norte,211.0,1386.0,579321580,9088.0,1317.4822697,61.766490351,4.9863478349,1.08615552871,0.678722172907,0.0748767773998,0.0511558712294,2729526,10.7824050549,1.41166809032,0.471159093811185,0.00540236489176,0.562894709830546,118.64442181888204,15.533319655809862
La Rivera I,607.0,813.0,36757928,4163.0,750.1347244,54.91716718,5.696226026,1.3455327699,0.9063590959,0.10003279528,0.059297095181,263606,12.156340765,1.7459814685,0.717140601879917,0.012304156861009,1.424383742036993,292.00914640883974,41.94046285130916
Los Guayacanes,503.0,2454.0,197046512,12066.0,2284.2512084,149.70591519,14.625668586,3.3173102931,2.0998788041,0.23814667957,0.141820099036,1297331,28.418224045,3.9462826132,0.658388450947066,0.009704428670334,1.175369625692027,235.52315634841702,32.70580650754186
Petecuy I,605.0,1403.0,59349428,6415.0,1305.5299823,85.0375231,8.775989964,2.1280142906,1.5284478569,0.1657022027,0.080268953133,397848,17.168387876,2.5638383677,0.670348159162003,0.011810563271561,1.251269729275136,267.6288055494934,39.96630347155105
La Alianza,497.0,417.0,233555823,1275.0,392.3306615,22.14224644,1.874000938,0.4047659336,0.2483233998,0.02721900759,0.011900401023,1446144,2.4294485,0.3143233863,0.619185442350529,0.00652733994964,0.933364786117647,190.54498039215684,24.652814611764704
Guillermo Valencia,412.0,632.0,97745818,2525.0,591.2204344,36.14210238,3.380361047,0.766215587,0.490883925,0.05465389012,0.026059620284,583580,5.495219983,0.7674501425,0.597038285790096,0.008647767424051,1.032064169663366,217.63247457425743,30.39406504950495
Marco Fidel Suárez,414.0,250.0,14694167,1278.0,233.9786743,14.14520188,1.353580838,0.3137905138,0.2087533574,0.02282250202,0.013336740251,84510,2.837946431,0.4068992771,0.575128147923271,0.009129000808,1.043563399921753,222.06153607198746,31.83875407668232
Paseo de Los Almendros,596.0,1150.0,70478491,3156.0,1061.7779447,78.50309956,7.189191574,1.5752210672,0.9545352689,0.10858698749,0.037647193671,467617,7.209534853,0.981011312,0.663488440728654,0.009442346738261,1.192876859030418,228.4390004119138,31.084008618504434
Santa Mónica,210.0,1116.0,717657799,3105.0,1100.7364067,14.6228881422,0.53804689917,0.074715641309,0.027941980351,0.0032473643319,0.00071668107031,474836,0.19208236572,0.018282345875,0.066164684745061,0.000290982467016,0.023081515952013,6.18622755942029,0.588803409822866
San Vicente,209.0,1512.0,1241925985,2982.0,1491.4440137,19.66505992,0.74610719588,0.104941536605,0.039890633031,0.0046521720143,0.00061353196527,766591,0.16701958507,0.015988406584,0.061725986341933,0.000307683334279,0.020574512584507,5.600925052649229,0.53616386934943
Los Andes,502.0,1085.0,104347940,9236.0,1004.2660969,71.92561819,6.518552161,1.4257352796,0.8639873511,0.09844839827,0.110237601268,687574,21.007931575,2.786794019,0.658924716399504,0.009073585094009,1.193564327284539,227.45703307708965,30.173170409268078
Ignacio Rengifo,411.0,369.0,52874103,2163.0,344.8793693,21.39375639,2.007537035,0.4452886269,0.27404131,0.03089710447,0.023988143876,326647,4.845304511,0.6455980649,0.617783169723179,0.00837319904336,1.109021908275543,224.00853032824782,29.847344655570968
El Sena,501.0,1482.0,486420896,8354.0,1388.2813591,83.38983031000001,7.574162157,1.6877049659,1.0669418023,0.12005724083,0.089711134792,3005251,17.992409172,2.4329121097,0.617829370730077,0.008101028396086,1.073870418865214,215.37478060809192,29.122720968398372
Popular,410.0,191.0,35402395,754.0,180.8768151,9.00666567,0.81474286,0.1836240208,0.1181476836,0.01288403825,0.005170919157,176458,1.26645191,0.1768479861,0.498435598486764,0.006745569764398,0.68579829668435,167.96444429708222,23.454640066312994
Bolivariano,417.0,393.0,106835407,1415.0,369.27597430000003,20.99040896,1.976574918,0.4554791139,0.3015599639,0.03328571706,0.01326608879,521748,2.971916189,0.4267168053,0.488365762627231,0.00846964810687,0.937532776678445,210.02941265017668,30.156664685512368
