lon,lat,vs30,z1pt0,z2pt5,vs30measured
-76.4851,3.3342,216.84,504.23,2.55,1
-76.4851,3.3409,216.62,504.31,2.55,1
-76.4851,3.3476,207.71,507.15,2.68,1
-76.4851,3.3544,180,514.02,3.15,1
-76.4851,3.3611,180,514.02,3.15,1
-76.4851,3.3679,203.01,508.52,2.75,1
-76.4851,3.3746,206.16,507.61,2.7,1
-76.4851,3.3814,207.21,507.3,2.68,1
-76.4851,3.3881,205.4,507.83,2.71,1
-76.4851,3.3949,205.4,507.83,2.71,1
-76.4851,3.4016,187.63,512.4,3.01,1
-76.4851,3.4084,212.23,505.75,2.61,1
-76.4851,3.4151,206.53,507.5,2.69,1
-76.4851,3.4219,209.53,506.59,2.65,1
-76.4851,3.4286,209.53,506.59,2.65,1
-76.4851,3.4353,193.63,510.99,2.9,1
-76.4851,3.4421,210.17,506.4,2.64,1
-76.4851,3.4488,222.2,502.35,2.48,1
-76.4851,3.4556,238.37,495.89,2.29,1
-76.4851,3.4623,238.37,495.89,2.29,1
-76.4851,3.4691,235.99,496.92,2.31,1
-76.4851,3.4758,228.79,499.87,2.4,1
-76.4851,3.4825,222.04,502.41,2.48,1
-76.4851,3.4893,213.94,505.2,2.59,1
-76.4851,3.496,202.14,508.76,2.76,1
-76.4851,3.5028,202.14,508.76,2.76,1
-76.4851,3.5095,197.37,510.04,2.84,1
-76.4851,3.5163,203.33,508.42,2.74,1
-76.4851,3.523,218.04,503.82,2.53,1
-76.4784,3.3072,215.71,504.61,2.56,1
-76.4784,3.3139,206.56,507.49,2.69,1
-76.4784,3.3207,206.56,507.49,2.69,1
-76.4784,3.3274,180,514.02,3.15,1
-76.4784,3.3342,204.1,508.21,2.73,1
-76.4784,3.3409,210.74,506.22,2.63,1
-76.4784,3.3476,200.74,509.15,2.78,1
-76.4784,3.3544,199.59,509.46,2.8,1
-76.4784,3.3611,199.59,509.46,2.8,1
-76.4784,3.3679,180,514.02,3.15,1
-76.4784,3.3746,201.14,509.04,2.78,1
-76.4784,3.3814,220.47,502.97,2.5,1
-76.4784,3.3881,208.74,506.84,2.66,1
-76.4784,3.3949,208.74,506.84,2.66,1
-76.4784,3.4016,202.19,508.75,2.76,1
-76.4784,3.4084,180.72,513.88,3.14,1
-76.4784,3.4151,203.82,508.28,2.73,1
-76.4784,3.4219,203.24,508.45,2.74,1
-76.4784,3.4286,203.24,508.45,2.74,1
-76.4784,3.4353,203.15,508.48,2.75,1
-76.4784,3.4421,208.8,506.82,2.66,1
-76.4784,3.4488,218.49,503.67,2.53,1
-76.4784,3.4556,234.83,497.41,2.33,1
-76.4784,3.4623,234.83,497.41,2.33,1
-76.4784,3.4691,226.91,500.59,2.42,1
-76.4784,3.4758,218.66,503.61,2.52,1
-76.4784,3.4825,205.42,507.82,2.71,1
-76.4784,3.4893,206.03,507.65,2.7,1
-76.4784,3.496,215,504.85,2.57,1
-76.4784,3.5028,215,504.85,2.57,1
-76.4784,3.5095,218.12,503.8,2.53,1
-76.4784,3.5163,219.78,503.22,2.51,1
-76.4784,3.523,220.66,502.91,2.5,1
-76.4716,3.3072,215.71,504.61,2.56,1
-76.4716,3.3139,206.56,507.49,2.69,1
-76.4716,3.3207,206.56,507.49,2.69,1
-76.4716,3.3274,180,514.02,3.15,1
-76.4716,3.3342,204.1,508.21,2.73,1
-76.4716,3.3409,210.74,506.22,2.63,1
-76.4716,3.3476,200.74,509.15,2.78,1
-76.4716,3.3544,199.59,509.46,2.8,1
-76.4716,3.3611,199.59,509.46,2.8,1
-76.4716,3.3679,180,514.02,3.15,1
-76.4716,3.3746,201.14,509.04,2.78,1
-76.4716,3.3814,220.47,502.97,2.5,1
-76.4716,3.3881,208.74,506.84,2.66,1
-76.4716,3.3949,208.74,506.84,2.66,1
-76.4716,3.4016,202.19,508.75,2.76,1
-76.4716,3.4084,180.72,513.88,3.14,1
-76.4716,3.4151,203.82,508.28,2.73,1
-76.4716,3.4219,203.24,508.45,2.74,1
-76.4716,3.4286,203.24,508.45,2.74,1
-76.4716,3.4353,203.15,508.48,2.75,1
-76.4716,3.4421,208.8,506.82,2.66,1
-76.4716,3.4488,218.49,503.67,2.53,1
-76.4716,3.4556,234.83,497.41,2.33,1
-76.4716,3.4623,234.83,497.41,2.33,1
-76.4716,3.4691,226.91,500.59,2.42,1
-76.4716,3.4758,218.66,503.61,2.52,1
-76.4716,3.4825,205.42,507.82,2.71,1
-76.4716,3.4893,206.03,507.65,2.7,1
-76.4716,3.496,215,504.85,2.57,1
-76.4716,3.5028,215,504.85,2.57,1
-76.4716,3.5095,218.12,503.8,2.53,1
-76.4716,3.5163,219.78,503.22,2.51,1
-76.4716,3.523,220.66,502.91,2.5,1
-76.4649,3.3072,199.94,509.36,2.8,1
-76.4649,3.3139,203,508.52,2.75,1
-76.4649,3.3207,203,508.52,2.75,1
-76.4649,3.3274,203.16,508.47,2.74,1
-76.4649,3.3342,208.47,506.92,2.67,1
-76.4649,3.3409,214.67,504.96,2.58,1
-76.4649,3.3476,180,514.02,3.15,1
-76.4649,3.3544,193.24,511.09,2.91,1
-76.4649,3.3611,193.24,511.09,2.91,1
-76.4649,3.3679,187.92,512.34,3,1
-76.4649,3.3746,183.06,513.4,3.09,1
-76.4649,3.3814,203.97,508.24,2.73,1
-76.4649,3.3881,210,506.45,2.64,1
-76.4649,3.3949,210,506.45,2.64,1
-76.4649,3.4016,201.79,508.86,2.77,1
-76.4649,3.4084,197.77,509.94,2.83,1
-76.4649,3.4151,186,512.76,3.04,1
-76.4649,3.4219,202.06,508.78,2.76,1
-76.4649,3.4286,202.06,508.78,2.76,1
-76.4649,3.4353,180,514.02,3.15,1
-76.4649,3.4421,208.1,507.03,2.67,1
-76.4649,3.4488,222.65,502.19,2.47,1
-76.4649,3.4556,217.61,503.97,2.54,1
-76.4649,3.4623,217.61,503.97,2.54,1
-76.4648,3.4691,185.8,512.81,3.04,1
-76.4648,3.4758,188.7,512.16,2.99,1
-76.4648,3.4825,180,514.02,3.15,1
-76.4648,3.4893,191.51,511.5,2.94,1
-76.4648,3.496,206.28,507.57,2.7,1
-76.4648,3.5028,206.28,507.57,2.7,1
-76.4648,3.5095,205.94,507.67,2.7,1
-76.4648,3.5163,205.25,507.88,2.71,1
-76.4648,3.523,184.61,513.07,3.06,1
-76.4581,3.3072,180,514.02,3.15,1
-76.4581,3.3139,180,514.02,3.15,1
-76.4581,3.3207,180,514.02,3.15,1
-76.4581,3.3274,196.11,510.37,2.86,1
-76.4581,3.3342,192.74,511.21,2.92,1
-76.4581,3.3409,207.56,507.19,2.68,1
-76.4581,3.3476,208.72,506.84,2.66,1
-76.4581,3.3544,208.99,506.76,2.66,1
-76.4581,3.3611,208.99,506.76,2.66,1
-76.4581,3.3679,193.3,511.07,2.91,1
-76.4581,3.3746,192.65,511.23,2.92,1
-76.4581,3.3814,200.9,509.1,2.78,1
-76.4581,3.3881,214.87,504.89,2.57,1
-76.4581,3.3949,214.87,504.89,2.57,1
-76.4581,3.4016,207.84,507.11,2.67,1
-76.4581,3.4084,180,514.02,3.15,1
-76.4581,3.4151,180,514.02,3.15,1
-76.4581,3.4219,206.83,507.41,2.69,1
-76.4581,3.4286,206.83,507.41,2.69,1
-76.4581,3.4353,199.97,509.35,2.8,1
-76.4581,3.4421,205.86,507.7,2.7,1
-76.4581,3.4488,180,514.02,3.15,1
-76.4581,3.4556,211.7,505.92,2.62,1
-76.4581,3.4623,211.7,505.92,2.62,1
-76.4581,3.4691,195.36,510.56,2.87,1
-76.4581,3.4758,180,514.02,3.15,1
-76.4581,3.4825,191.68,511.46,2.93,1
-76.4581,3.4893,204.55,508.08,2.72,1
-76.4581,3.496,206.79,507.42,2.69,1
-76.4581,3.5028,206.79,507.42,2.69,1
-76.4581,3.5095,195.71,510.47,2.86,1
-76.4581,3.5163,180,514.02,3.15,1
-76.4581,3.523,195.55,510.51,2.87,1
-76.4514,3.3072,206.82,507.41,2.69,1
-76.4514,3.3139,197.07,510.12,2.84,1
-76.4514,3.3207,197.07,510.12,2.84,1
-76.4514,3.3274,201.89,508.83,2.76,1
-76.4514,3.3342,209.55,506.59,2.65,1
-76.4514,3.3409,221.18,502.72,2.49,1
-76.4514,3.3476,226.77,500.65,2.42,1
-76.4514,3.3544,211.62,505.94,2.62,1
-76.4514,3.3611,211.62,505.94,2.62,1
-76.4514,3.3679,214.95,504.87,2.57,1
-76.4514,3.3746,212.17,505.77,2.61,1
-76.4514,3.3814,210.53,506.29,2.64,1
-76.4514,3.3881,211.16,506.09,2.63,1
-76.4514,3.3949,211.16,506.09,2.63,1
-76.4514,3.4016,192.6,511.24,2.92,1
-76.4514,3.4084,193.89,510.93,2.9,1
-76.4514,3.4151,200.63,509.17,2.78,1
-76.4514,3.4219,208.03,507.05,2.67,1
-76.4514,3.4286,208.03,507.05,2.67,1
-76.4514,3.4353,191.71,511.46,2.93,1
-76.4513,3.4421,198.59,509.72,2.82,1
-76.4513,3.4488,186.99,512.55,3.02,1
-76.4513,3.4556,202.88,508.55,2.75,1
-76.4513,3.4623,202.88,508.55,2.75,1
-76.4513,3.4691,202.37,508.69,2.76,1
-76.4513,3.4758,195.26,510.58,2.87,1
-76.4513,3.4825,186.95,512.56,3.02,1
-76.4513,3.4893,180,514.02,3.15,1
-76.4513,3.496,209.06,506.74,2.66,1
-76.4513,3.5028,209.06,506.74,2.66,1
-76.4513,3.5095,205.64,507.76,2.71,1
-76.4513,3.5163,207.1,507.33,2.69,1
-76.4513,3.523,180,514.02,3.15,1
-76.4446,3.3072,225.13,501.27,2.44,1
-76.4446,3.3139,224,501.69,2.45,1
-76.4446,3.3207,224,501.69,2.45,1
-76.4446,3.3274,227.99,500.18,2.41,1
-76.4446,3.3342,227.89,500.22,2.41,1
-76.4446,3.3409,226.34,500.82,2.43,1
-76.4446,3.3476,224,501.69,2.45,1
-76.4446,3.3544,215.15,504.8,2.57,1
-76.4446,3.3611,215.15,504.8,2.57,1
-76.4446,3.3679,217.23,504.1,2.54,1
-76.4446,3.3746,225.09,501.29,2.44,1
-76.4446,3.3814,222.98,502.07,2.47,1
-76.4446,3.3881,227.37,500.42,2.41,1
-76.4446,3.3949,227.37,500.42,2.41,1
-76.4446,3.4016,225.11,501.28,2.44,1
-76.4446,3.4084,220.44,502.98,2.5,1
-76.4446,3.4151,223.42,501.91,2.46,1
-76.4446,3.4219,210,506.45,2.64,1
-76.4446,3.4286,210,506.45,2.64,1
-76.4446,3.4353,211.24,506.06,2.63,1
-76.4446,3.4421,213.62,505.3,2.59,1
-76.4446,3.4488,204.66,508.05,2.72,1
-76.4446,3.4556,214.81,504.91,2.58,1
-76.4446,3.4623,214.81,504.91,2.58,1
-76.4446,3.4691,189.29,512.02,2.98,1
-76.4446,3.4758,185.1,512.96,3.05,1
-76.4446,3.4825,182.4,513.53,3.11,1
-76.4446,3.4893,180,514.02,3.15,1
-76.4446,3.496,202.57,508.64,2.75,1
-76.4446,3.5028,202.57,508.64,2.75,1
-76.4446,3.5095,220.96,502.8,2.49,1
-76.4446,3.5163,214.7,504.95,2.58,1
-76.4446,3.523,202.08,508.78,2.76,1
