#vs30_ref=800,,,,,,,,,,,,,,,
ampcode,level,PGA,SA(0.1),SA(0.2),SA(0.3),SA(0.6),SA(1.0),SA(2.0),sigma_PGA,sigma_SA(0.1),sigma_SA(0.2),sigma_SA(0.3),sigma_SA(0.6),sigma_SA(1.0),sigma_SA(2.0)
6,0.0584,1.0171,1.1464,1.3961,1.5428,1.7261,1.6587,1.943,0.3,0.3,0.3,0.3,0.3,0.3,0.3
6,0.0918,0.9949,1.1336,1.352,1.5031,1.6912,1.6538,1.937,0.3,0.3,0.3,0.3,0.3,0.3,0.3
6,0.1443,0.9694,1.1108,1.2969,1.4543,1.6287,1.6891,1.9268,0.3,0.3,0.3,0.3,0.3,0.3,0.3
6,0.2267,0.9108,1.0876,1.2328,1.3915,1.5562,1.7246,1.9637,0.3,0.3,0.3,0.3,0.3,0.3,0.3
6,0.3562,0.8504,1.056,1.1609,1.2857,1.4766,1.6945,1.9466,0.3,0.3,0.3,0.3,0.3,0.3,0.3
6,0.5598,0.8038,1.0042,1.0708,1.1822,1.3839,1.577,1.8544,0.3,0.3,0.3,0.3,0.3,0.3,0.3
6,0.8796,0.7331,0.9298,0.9851,1.0783,1.2673,1.4245,1.7686,0.3,0.3,0.3,0.3,0.3,0.3,0.3
6,1.3823,0.6721,0.865,0.9041,0.9557,1.152,1.2795,1.6867,0.3,0.3,0.3,0.3,0.3,0.3,0.3
6,2.1721,0.616,0.7911,0.8057,0.8559,1.0449,1.149,1.6086,0.3,0.3,0.3,0.3,0.3,0.3,0.3
6,3.4133,0.5655,0.7296,0.7202,0.7644,0.9469,1.0318,1.5342,0.3,0.3,0.3,0.3,0.3,0.3,0.3
6,5.3636,0.5193,0.6724,0.644,0.6842,0.8581,0.9265,1.4632,0.3,0.3,0.3,0.3,0.3,0.3,0.3
noaf,0.001,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0016,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0025,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0039,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0061,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0096,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0151,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0237,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0372,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0584,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0918,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.1443,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.2267,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.3562,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.5598,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.8796,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,1.3823,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,2.1721,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,3.4133,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,5.3636,1,1,1,1,1,1,1,0,0,0,0,0,0,0
