lon,lat,vs30,z1pt0,z2pt5,vs30measured
-76.5932,3.5095,850.9418,21.7003,0.5332,1
-76.5932,3.5163,938.1712,11.9377,0.4769,1
-76.5932,3.523,949.5595,11.0632,0.4704,1
-76.5865,3.3072,874.0771,18.4756,0.5171,1
-76.5865,3.3139,914.7023,13.9849,0.4909,1
-76.5865,3.3207,927.3228,12.8407,0.4833,1
-76.5865,3.3274,650.6379,89.4609,0.7249,1
-76.5865,3.3342,345.4866,417.8047,1.4954,1
-76.5865,3.3409,334.2747,428.9427,1.5529,1
-76.5865,3.3476,319.0048,443.0413,1.6382,1
-76.5865,3.3544,569.231,153.2222,0.8446,1
-76.5865,3.3611,402.2802,352.8965,1.2564,1
-76.5865,3.3679,700.8408,62.9465,0.6658,1
-76.5865,3.3746,636.3148,98.6949,0.7436,1
-76.5865,3.3814,461.6763,276.9332,1.0733,1
-76.5865,3.3881,419.1862,331.6312,1.1986,1
-76.5865,3.3949,338.4949,424.8262,1.5308,1
-76.5865,3.4016,794.1349,32.3914,0.5771,1
-76.5865,3.4084,745.8241,45.7036,0.62,1
-76.5865,3.4151,768.1895,38.9629,0.5994,1
-76.5865,3.4219,896.3657,15.8473,0.5024,1
-76.5865,3.4286,676.1187,74.9285,0.6937,1
-76.5865,3.4353,832.7518,24.6512,0.5466,1
-76.5865,3.4421,925.6967,12.9823,0.4843,1
-76.5865,3.4488,882.0779,17.4822,0.5117,1
-76.5865,3.4556,589.344,134.8569,0.8117,1
-76.5865,3.4623,356.6855,406.0559,1.4418,1
-76.5865,3.4691,638.7812,97.0477,0.7403,1
-76.5865,3.4758,638.7023,97.0999,0.7404,1
-76.5865,3.4825,650.7734,89.3773,0.7247,1
-76.5865,3.4893,866.9296,19.4139,0.522,1
-76.5865,3.496,962.5828,10.1474,0.4631,1
-76.5865,3.5028,630.9391,102.3692,0.7508,1
-76.5865,3.5095,403.1518,351.815,1.2533,1
-76.5865,3.5163,446.5267,296.4638,1.115,1
-76.5865,3.523,478.7927,255.135,1.0295,1
-76.5797,3.3072,492.2158,238.3983,0.9974,1
-76.5797,3.3139,450.5176,291.3085,1.1037,1
-76.5797,3.3207,448.0588,294.4843,1.1107,1
-76.5797,3.3274,344.6646,418.643,1.4994,1
-76.5797,3.3342,344.172,419.1438,1.5019,1
-76.5797,3.3409,362.815,399.378,1.4139,1
-76.5797,3.3476,344.1711,419.1447,1.5019,1
-76.5797,3.3544,502.2045,226.2202,0.9748,1
-76.5797,3.3611,671.4904,77.3961,0.6992,1
-76.5797,3.3679,734.2578,49.6342,0.6312,1
-76.5797,3.3746,428.9522,319.1352,1.1674,1
-76.5797,3.3814,348.5659,414.6346,1.4803,1
-76.5797,3.3881,341.6267,421.7118,1.5147,1
-76.5797,3.3949,328.0056,434.8839,1.5869,1
-76.5797,3.4016,626.0082,105.8423,0.7576,1
-76.5797,3.4084,428.665,319.5042,1.1683,1
-76.5797,3.4151,486.1384,245.9283,1.0117,1
-76.5797,3.4219,794.8355,32.2305,0.5765,1
-76.5797,3.4286,320.9818,441.2878,1.6267,1
-76.5797,3.4353,348.123,415.0934,1.4824,1
-76.5797,3.4421,497.4002,232.0448,0.9856,1
-76.5797,3.4488,648.7766,90.616,0.7272,1
-76.5797,3.4556,332.4948,430.6508,1.5624,1
-76.5797,3.4623,368.8903,392.5971,1.3873,1
-76.5797,3.4691,757.3941,42.0818,0.6092,1
-76.5797,3.4758,837.8587,23.7824,0.5428,1
-76.5797,3.4825,774.1732,37.3358,0.5941,1
-76.5797,3.4893,647.7898,91.2338,0.7285,1
-76.5797,3.496,689.6096,68.1469,0.6782,1
-76.5797,3.5028,778.8144,36.1214,0.5901,1
-76.5797,3.5095,787.377,33.9855,0.5827,1
-76.5797,3.5163,820.0898,26.9516,0.5562,1
-76.5797,3.523,715.7831,56.6133,0.6499,1
-76.573,3.3072,345.8636,417.4191,1.4935,1
-76.573,3.3139,350.4666,412.6547,1.4711,1
-76.573,3.3207,343.2495,420.0784,1.5065,1
-76.573,3.3274,332.6619,430.4912,1.5615,1
-76.573,3.3342,340.3438,422.9936,1.5212,1
-76.573,3.3409,340.1234,423.213,1.5224,1
-76.573,3.3476,332.6558,430.497,1.5615,1
-76.573,3.3544,340.4131,422.9246,1.5209,1
-76.573,3.3611,363.5278,398.5906,1.4108,1
-76.573,3.3679,404.6285,349.9785,1.2481,1
-76.573,3.3746,414.6492,337.3915,1.2136,1
-76.573,3.3814,374.8767,385.7668,1.362,1
-76.573,3.3881,338.871,424.4549,1.5288,1
-76.573,3.3949,344.8615,418.4426,1.4985,1
-76.573,3.4016,578.6376,144.416,0.8289,1
-76.573,3.4084,377.812,382.3666,1.3499,1
-76.573,3.4151,385.3434,373.4989,1.3198,1
-76.573,3.4219,790.317,33.2823,0.5803,1
-76.573,3.4286,472.5243,263.0695,1.0451,1
-76.573,3.4353,454.7424,285.8569,1.092,1
-76.573,3.4421,456.0429,284.1806,1.0885,1
-76.573,3.4488,346.8374,416.4199,1.4887,1
-76.573,3.4556,338.2592,425.0586,1.532,1
-76.573,3.4623,527.4504,196.7717,0.9216,1
-76.573,3.4691,852.5942,21.4513,0.532,1
-76.573,3.4758,692.4289,66.8044,0.675,1
-76.573,3.4825,886.1232,17.0018,0.5091,1
-76.573,3.4893,633.1637,100.8346,0.7478,1
-76.573,3.496,497.7966,231.5618,0.9847,1
-76.573,3.5028,672.6597,76.7657,0.6978,1
-76.573,3.5095,717.3889,55.9705,0.6482,1
-76.573,3.5163,709.7556,59.0904,0.6562,1
-76.573,3.523,453.8581,286.9973,1.0945,1
-76.5662,3.3072,325.2879,437.3937,1.6021,1
-76.5662,3.3139,350.7891,412.3169,1.4695,1
-76.5662,3.3207,342.2133,421.1228,1.5117,1
-76.5662,3.3274,340.0582,423.2779,1.5227,1
-76.5662,3.3342,341.7735,421.5646,1.514,1
-76.5662,3.3409,336.7415,426.5478,1.5399,1
-76.5662,3.3476,324.3254,438.2729,1.6075,1
-76.5662,3.3544,336.6281,426.6586,1.5405,1
-76.5662,3.3611,348.0678,415.1505,1.4827,1
-76.5662,3.3679,338.6783,424.6452,1.5298,1
-76.5662,3.3746,336.1688,427.1067,1.5429,1
-76.5662,3.3814,335.0928,428.152,1.5485,1
-76.5662,3.3881,344.1175,419.1991,1.5022,1
-76.5662,3.3949,437.3582,308.3073,1.1418,1
-76.5662,3.4016,349.1799,413.9968,1.4773,1
-76.5662,3.4084,354.4274,408.473,1.4523,1
-76.5662,3.4151,326.5713,436.2135,1.5949,1
-76.5662,3.4219,610.5703,117.365,0.7795,1
-76.5662,3.4286,856.9251,20.8129,0.529,1
-76.5662,3.4353,410.6761,342.4064,1.2271,1
-76.5662,3.4421,686.2319,69.7887,0.682,1
-76.5662,3.4488,638.3278,97.3487,0.7409,1
-76.5662,3.4556,314.7431,446.7474,1.6636,1
-76.5662,3.4623,457.03,282.909,1.0858,1
-76.5662,3.4691,613.5891,115.0334,0.7751,1
-76.5662,3.4758,674.823,75.6119,0.6952,1
-76.5662,3.4825,753.8121,43.1713,0.6125,1
-76.5662,3.4893,837.306,23.8749,0.5432,1
-76.5662,3.496,857.9445,20.6656,0.5282,1
-76.5662,3.5028,808.7402,29.2035,0.5652,1
-76.5662,3.5095,739.6036,47.7776,0.626,1
-76.5662,3.5163,712.2131,58.068,0.6536,1
-76.5662,3.523,755.5629,42.6353,0.6109,1
-76.5595,3.3072,313.7561,447.5912,1.6696,1
-76.5595,3.3139,345.8925,417.3896,1.4934,1
-76.5595,3.3207,347.2722,415.9721,1.4866,1
-76.5595,3.3274,348.6131,414.5856,1.48,1
-76.5595,3.3342,340.0252,423.3107,1.5229,1
-76.5595,3.3409,334.5806,428.6475,1.5513,1
-76.5595,3.3476,322.6417,439.7988,1.6171,1
-76.5595,3.3544,332.021,431.1027,1.5649,1
-76.5595,3.3611,333.0814,430.0898,1.5593,1
-76.5595,3.3679,302.5238,456.8067,1.7407,1
-76.5595,3.3746,330.4879,432.5566,1.5733,1
-76.5595,3.3814,343.5009,419.8241,1.5053,1
-76.5595,3.3881,495.2032,234.7289,0.9906,1
-76.5595,3.3949,450.681,291.0976,1.1033,1
-76.5595,3.4016,383.5447,375.6349,1.3269,1
-76.5595,3.4084,346.8027,416.4555,1.4889,1
-76.5595,3.4151,323.4599,439.0592,1.6124,1
-76.5595,3.4219,526.6217,197.7042,0.9232,1
-76.5595,3.4286,809.8685,28.9712,0.5643,1
-76.5595,3.4353,849.2399,21.9599,0.5344,1
-76.5595,3.4421,789.1738,33.554,0.5812,1
-76.5595,3.4488,648.2236,90.9617,0.7279,1
-76.5595,3.4556,313.9785,447.4016,1.6682,1
-76.5595,3.4623,385.4742,373.3432,1.3193,1
-76.5595,3.4691,410.5745,342.5342,1.2274,1
-76.5595,3.4758,342.2659,421.07,1.5115,1
-76.5595,3.4825,624.9551,106.5968,0.759,1
-76.5595,3.4893,389.0719,369.0372,1.3053,1
-76.5595,3.496,439.092,306.0691,1.1367,1
-76.5595,3.5028,513.3593,212.9542,0.9506,1
-76.5594,3.5095,823.9728,26.2232,0.5532,1
-76.5594,3.5163,486.1803,245.8761,1.0116,1
-76.5594,3.523,945.256,11.3852,0.4728,1
-76.5527,3.3072,306.3778,453.7253,1.7157,1
-76.5527,3.3139,329.865,433.1437,1.5767,1
-76.5527,3.3207,339.2641,424.0659,1.5268,1
-76.5527,3.3274,326.9225,435.889,1.5929,1
-76.5527,3.3342,321.0467,441.2298,1.6263,1
-76.5527,3.3409,328.3043,434.6056,1.5852,1
-76.5527,3.3476,319.1313,442.9297,1.6375,1
-76.5527,3.3544,327.8776,435.003,1.5876,1
-76.5527,3.3611,319.7461,442.3864,1.6339,1
-76.5527,3.3679,305.3481,454.5569,1.7223,1
-76.5527,3.3746,338.0817,425.2334,1.5329,1
-76.5527,3.3814,350.3977,412.7267,1.4714,1
-76.5527,3.3881,339.8754,423.4596,1.5236,1
-76.5527,3.3949,299.4559,459.1991,1.7611,1
-76.5527,3.4016,317.3429,444.4986,1.648,1
-76.5527,3.4084,326.8946,435.9148,1.5931,1
-76.5527,3.4151,297.0971,461.002,1.7771,1
-76.5527,3.4219,376.5142,383.874,1.3553,1
-76.5527,3.4286,684.5184,70.6357,0.684,1
-76.5527,3.4353,767.7996,39.0713,0.5998,1
-76.5527,3.4421,580.4189,142.7913,0.826,1
-76.5527,3.4488,372.1749,388.8672,1.3733,1
-76.5527,3.4556,323.595,438.9368,1.6117,1
-76.5527,3.4623,468.4706,268.233,1.0555,1
-76.5527,3.4691,765.1649,39.8124,0.6021,1
-76.5527,3.4758,552.0603,170.2653,0.8747,1
-76.5527,3.4825,391.3033,366.3458,1.2968,1
-76.5527,3.4893,377.9023,382.2615,1.3496,1
-76.5527,3.496,694.6486,65.7651,0.6726,1
-76.5527,3.5028,632.8423,101.0551,0.7482,1
-76.5527,3.5095,622.2177,108.5797,0.7629,1
-76.5527,3.5163,491.6924,239.0434,0.9987,1
-76.5527,3.523,781.7699,35.3691,0.5875,1
-76.546,3.3072,288.565,467.2583,1.8374,1
-76.546,3.3139,298.7626,459.7323,1.7658,1
-76.546,3.3207,295.6428,462.0977,1.7871,1
-76.546,3.3274,297.2292,460.9018,1.7762,1
-76.546,3.3342,305.2232,454.6573,1.7231,1
-76.546,3.3409,303.0115,456.4214,1.7375,1
-76.546,3.3476,307.1718,453.08,1.7106,1
-76.546,3.3544,327.835,435.0426,1.5878,1
-76.546,3.3611,322.5652,439.8677,1.6175,1
-76.546,3.3679,315.2871,446.28,1.6603,1
-76.546,3.3746,317.9036,444.0086,1.6447,1
-76.546,3.3814,303.4714,456.0569,1.7345,1
-76.546,3.3881,278.8578,473.8727,1.9107,1
-76.546,3.3949,196.5182,510.263,2.8514,1
-76.546,3.4016,146.3032,519.1245,3.9963,1
-76.546,3.4084,190.6937,511.6971,2.9513,1
-76.546,3.4151,176.9008,514.6254,3.216,1
-76.546,3.4219,249.4841,490.7066,2.1702,1
-76.5459,3.4286,350.5827,412.5331,1.4705,1
-76.5459,3.4353,472.5696,263.0119,1.045,1
-76.5459,3.4421,498.7266,230.4305,0.9826,1
-76.5459,3.4488,339.173,424.1562,1.5273,1
-76.5459,3.4556,341.267,422.0721,1.5165,1
-76.5459,3.4623,888.0613,16.7766,0.5078,1
-76.5459,3.4691,701.137,62.8145,0.6654,1
-76.5459,3.4758,500.0903,228.7757,0.9795,1
-76.5459,3.4825,538.3212,184.7735,0.9003,1
-76.5459,3.4893,363.9398,398.1344,1.409,1
-76.5459,3.496,440.5324,304.2088,1.1324,1
-76.5459,3.5028,597.8063,127.6516,0.7986,1
-76.5459,3.5095,882.5811,17.4217,0.5114,1
-76.5459,3.5163,933.9741,12.2786,0.4793,1
-76.5459,3.523,799.867,31.0995,0.5723,1
-76.5392,3.3072,252.3315,489.2775,2.1422,1
-76.5392,3.3139,279.8844,473.1983,1.9027,1
-76.5392,3.3207,288.6057,467.2294,1.8371,1
-76.5392,3.3274,300.314,458.5353,1.7554,1
-76.5392,3.3342,301.386,457.7002,1.7482,1
-76.5392,3.3409,305.9556,454.067,1.7184,1
-76.5392,3.3476,326.848,435.9578,1.5933,1
-76.5392,3.3544,329.2969,433.6773,1.5798,1
-76.5392,3.3611,309.2849,451.3452,1.6972,1
-76.5392,3.3679,297.4945,460.7005,1.7744,1
-76.5392,3.3746,280.0261,473.1048,1.9016,1
-76.5392,3.3814,262.547,483.7985,2.0471,1
-76.5392,3.3881,179.1835,514.1839,3.1691,1
-76.5392,3.3949,169.7561,515.9045,3.3713,1
-76.5392,3.4016,148.0103,518.9354,3.9437,1
-76.5392,3.4084,167.5758,516.2649,3.4215,1
-76.5392,3.4151,175.1523,514.9527,3.2527,1
-76.5392,3.4219,173.1387,515.318,3.296,1
-76.5392,3.4286,216.6511,504.2961,2.5504,1
-76.5392,3.4353,282.5421,471.425,1.8822,1
-76.5392,3.4421,316.186,445.504,1.6549,1
-76.5392,3.4488,323.5192,439.0055,1.6121,1
-76.5392,3.4556,411.2443,341.691,1.2251,1
-76.5392,3.4623,866.1678,19.5168,0.5225,1
-76.5392,3.4691,971.8361,9.547,0.458,1
-76.5392,3.4758,935.847,12.1252,0.4783,1
-76.5392,3.4825,929.6922,12.6373,0.4819,1
-76.5392,3.4893,959.1149,10.3829,0.465,1
-76.5392,3.496,943.114,11.5492,0.474,1
-76.5392,3.5028,927.3124,12.8416,0.4833,1
-76.5392,3.5095,904.0315,15.0382,0.4976,1
-76.5392,3.5163,664.4659,81.2843,0.7076,1
-76.5392,3.523,769.9218,38.4846,0.5979,1
-76.5324,3.3072,251.5378,489.6801,2.1499,1
-76.5324,3.3139,277.5837,474.7013,1.9208,1
-76.5324,3.3207,285.6201,469.3213,1.8591,1
-76.5324,3.3274,294.2281,463.1521,1.797,1
-76.5324,3.3342,297.2969,460.8505,1.7758,1
-76.5324,3.3409,302.2692,457.0073,1.7424,1
-76.5324,3.3476,319.8269,442.3148,1.6334,1
-76.5324,3.3544,314.972,446.5509,1.6622,1
-76.5324,3.3611,293.5321,463.6666,1.8018,1
-76.5324,3.3679,277.2182,474.9373,1.9236,1
-76.5324,3.3746,273.0543,477.5734,1.9572,1
-76.5324,3.3814,205.6012,507.7726,2.7078,1
-76.5324,3.3881,184.1409,513.1673,3.0717,1
-76.5324,3.3949,179.2195,514.1768,3.1684,1
-76.5324,3.4016,148.7045,518.8567,3.9226,1
-76.5324,3.4084,154.4277,518.1649,3.7567,1
-76.5324,3.4151,161.2367,517.2377,3.5758,1
-76.5324,3.4219,157.3413,517.7825,3.6773,1
-76.5324,3.4286,154.093,518.2075,3.7661,1
-76.5324,3.4353,207.5382,507.1996,2.6789,1
-76.5324,3.4421,289.2955,466.7389,1.8321,1
-76.5324,3.4488,305.1315,454.731,1.7237,1
-76.5324,3.4556,312.3,448.8262,1.6785,1
-76.5324,3.4623,446.5753,296.4011,1.1149,1
-76.5324,3.4691,670.9474,77.6905,0.6998,1
-76.5324,3.4758,742.3625,46.8464,0.6233,1
-76.5324,3.4825,742.2418,46.8868,0.6235,1
-76.5324,3.4893,608.3665,119.0914,0.7828,1
-76.5324,3.496,774.5093,37.2464,0.5938,1
-76.5324,3.5028,792.2582,32.8262,0.5786,1
-76.5324,3.5095,912.9624,14.1511,0.492,1
-76.5324,3.5163,656.8905,85.6761,0.717,1
-76.5324,3.523,631.4865,101.9898,0.7501,1
-76.5257,3.3072,226.5043,500.7518,2.4239,1
-76.5257,3.3139,273.0055,477.6037,1.9576,1
-76.5257,3.3207,279.5315,473.4308,1.9054,1
-76.5257,3.3274,285.7214,469.2512,1.8583,1
-76.5257,3.3342,289.1108,466.8705,1.8334,1
-76.5257,3.3409,294.0393,463.2919,1.7983,1
-76.5257,3.3476,302.2099,457.054,1.7428,1
-76.5257,3.3544,295.108,462.4976,1.7908,1
-76.5257,3.3611,277.6335,474.6691,1.9204,1
-76.5257,3.3679,195.3944,510.5494,2.8702,1
-76.5257,3.3746,258.9524,485.7899,2.0796,1
-76.5257,3.3814,217.8154,503.8997,2.5348,1
-76.5257,3.3881,180.8739,513.8462,3.1353,1
-76.5257,3.3949,159.722,517.4542,3.6146,1
-76.5257,3.4016,150.7149,518.6224,3.8628,1
-76.5257,3.4084,145.0286,519.2615,4.0366,1
-76.5257,3.4151,140.5004,519.7202,4.1857,1
-76.5257,3.4219,133.2242,520.371,4.4483,1
-76.5257,3.4286,154.1956,518.1945,3.7632,1
-76.5257,3.4353,164.7367,516.7142,3.489,1
-76.5257,3.4421,215.9756,504.5233,2.5595,1
-76.5257,3.4488,284.7187,469.9429,1.8658,1
-76.5257,3.4556,282.5937,471.3902,1.8818,1
-76.5257,3.4623,279.5014,473.4506,1.9057,1
-76.5257,3.4691,296.0206,461.8142,1.7845,1
-76.5257,3.4758,318.6757,443.3311,1.6401,1
-76.5257,3.4825,331.2673,431.819,1.569,1
-76.5257,3.4893,345.6051,417.6836,1.4948,1
-76.5257,3.496,422.6531,327.2087,1.1874,1
-76.5257,3.5028,443.2964,300.6378,1.1243,1
-76.5257,3.5095,765.3158,39.7696,0.602,1
-76.5257,3.5163,761.1032,40.9828,0.6058,1
-76.5257,3.523,671.3329,77.4814,0.6994,1
-76.5189,3.3072,224.4199,501.538,2.4496,1
-76.5189,3.3139,274.9326,476.3963,1.942,1
-76.5189,3.3207,276.1765,475.6058,1.932,1
-76.5189,3.3274,281.7969,471.9263,1.8879,1
-76.5189,3.3342,287.9591,467.6868,1.8418,1
-76.5189,3.3409,286.2238,468.9024,1.8546,1
-76.5189,3.3476,286.7366,468.545,1.8508,1
-76.5189,3.3544,283.6477,470.6755,1.8738,1
-76.5189,3.3611,267.2546,481.0845,2.0059,1
-76.5189,3.3679,172.0089,515.5177,3.3208,1
-76.5189,3.3746,164.7017,516.7196,3.4899,1
-76.5189,3.3814,173.8063,515.1983,3.2815,1
-76.5189,3.3881,175.5367,514.8816,3.2446,1
-76.5189,3.3949,160.8587,517.2923,3.5854,1
-76.5189,3.4016,148.2468,518.9087,3.9365,1
-76.5189,3.4084,140.2272,519.7465,4.1951,1
-76.5189,3.4151,139.5616,519.81,4.218,1
-76.5189,3.4219,139.5645,519.8097,4.2178,1
-76.5189,3.4286,146.3151,519.1232,3.996,1
-76.5189,3.4353,165.2076,516.6412,3.4777,1
-76.5189,3.4421,168.5949,516.0982,3.3978,1
-76.5189,3.4488,213.914,505.2049,2.5877,1
-76.5189,3.4556,254.0478,488.3957,2.1256,1
-76.5189,3.4623,222.1126,502.3852,2.4788,1
-76.5189,3.4691,194.3846,510.8027,2.8872,1
-76.5189,3.4758,185.5372,512.8663,3.0453,1
-76.5189,3.4825,227.0956,500.5252,2.4166,1
-76.5189,3.4893,271.6404,478.4465,1.9689,1
-76.5189,3.496,301.3487,457.7294,1.7485,1
-76.5189,3.5028,317.4982,444.3631,1.6471,1
-76.5189,3.5095,350.2408,412.8907,1.4722,1
-76.5189,3.5163,452.032,289.3535,1.0995,1
-76.5189,3.523,345.7239,417.5621,1.4942,1
-76.5122,3.3072,186.7451,512.6006,3.0228,1
-76.5122,3.3139,268.8451,480.1401,1.9923,1
-76.5122,3.3207,267.9281,480.6862,2.0001,1
-76.5122,3.3274,270.0886,479.392,1.9818,1
-76.5122,3.3342,277.2781,474.8987,1.9232,1
-76.5122,3.3409,278.8596,473.8714,1.9107,1
-76.5122,3.3476,278.1323,474.3456,1.9164,1
-76.5122,3.3544,276.8692,475.162,1.9264,1
-76.5122,3.3611,215.1065,504.8129,2.5713,1
-76.5122,3.3679,159.9089,517.4278,3.6098,1
-76.5122,3.3746,144.1325,519.3557,4.0653,1
-76.5122,3.3814,144.093,519.3598,4.0665,1
-76.5122,3.3881,143.2802,519.4437,4.093,1
-76.5122,3.3949,145.4338,519.2183,4.0237,1
-76.5122,3.4016,142.4938,519.5236,4.1188,1
-76.5122,3.4084,130.4989,520.5891,4.5547,1
-76.5122,3.4151,126.582,520.8798,4.7163,1
-76.5122,3.4219,133.1135,520.3801,4.4525,1
-76.5122,3.4286,142.5541,519.5175,4.1168,1
-76.5122,3.4353,160.8958,517.2869,3.5845,1
-76.5122,3.4421,167.4411,516.2867,3.4246,1
-76.5122,3.4488,166.6925,516.4071,3.4422,1
-76.5122,3.4556,172.9751,515.3472,3.2996,1
-76.5122,3.4623,163.1489,516.9557,3.5279,1
-76.5122,3.4691,154.7745,518.1205,3.7471,1
-76.5122,3.4758,152.3556,518.4243,3.8153,1
-76.5122,3.4825,154.2596,518.1863,3.7614,1
-76.5122,3.4893,156.959,517.8339,3.6875,1
-76.5122,3.496,180.9288,513.8351,3.1342,1
-76.5122,3.5028,202.6076,508.6288,2.7536,1
-76.5122,3.5095,227.3121,500.4418,2.414,1
-76.5122,3.5163,278.8363,473.8867,1.9109,1
-76.5122,3.523,294.5504,462.9129,1.7947,1
-76.5054,3.3072,182.1495,513.5853,3.1102,1
-76.5054,3.3139,227.5958,500.3322,2.4106,1
-76.5054,3.3207,270.3286,479.2467,1.9798,1
-76.5054,3.3274,261.3617,484.4628,2.0577,1
-76.5054,3.3342,262.5507,483.7964,2.0471,1
-76.5054,3.3409,270.4435,479.177,1.9789,1
-76.5054,3.3476,245.1168,492.8172,2.2145,1
-76.5054,3.3544,235.3882,497.1739,2.3195,1
-76.5054,3.3611,177.9223,514.4299,3.1948,1
-76.5054,3.3679,153.7605,518.2495,3.7754,1
-76.5054,3.3746,133.0208,520.3877,4.456,1
-76.5054,3.3814,135.76,520.1558,4.3533,1
-76.5054,3.3881,130.5195,520.5875,4.5539,1
-76.5054,3.3949,129.5749,520.6601,4.5919,1
-76.5054,3.4016,122.4575,521.1583,4.8984,1
-76.5054,3.4084,117.8823,521.4363,5.1165,1
-76.5054,3.4151,122.0093,521.187,4.919,1
-76.5054,3.4219,124.4863,521.0248,4.8072,1
-76.5054,3.4286,134.5667,520.2585,4.3975,1
-76.5054,3.4353,147.8929,518.9486,3.9472,1
-76.5054,3.4421,153.7192,518.2547,3.7766,1
-76.5054,3.4488,163.1734,516.9521,3.5273,1
-76.5054,3.4556,170.6816,515.7474,3.3504,1
-76.5054,3.4623,169.846,515.8894,3.3692,1
-76.5054,3.4691,160.8049,517.3,3.5868,1
-76.5054,3.4758,159.6126,517.4696,3.6175,1
-76.5054,3.4825,147.6322,518.9779,3.9552,1
-76.5054,3.4893,139.529,519.8131,4.2191,1
-76.5054,3.496,146.2862,519.1264,3.9969,1
-76.5054,3.5028,153.4433,518.2894,3.7843,1
-76.5054,3.5095,196.6009,510.2418,2.85,1
-76.5054,3.5163,200.8637,509.1113,2.781,1
-76.5054,3.523,261.6451,484.3047,2.0552,1
-76.4987,3.3072,146.1419,519.142,4.0014,1
-76.4987,3.3139,176.5804,514.6861,3.2226,1
-76.4987,3.3207,171.0956,515.6763,3.3411,1
-76.4987,3.3274,183.9601,513.2058,3.0752,1
-76.4987,3.3342,188.6263,512.1769,2.9883,1
-76.4987,3.3409,217.6453,503.958,2.537,1
-76.4986,3.3476,192.1377,511.353,2.9259,1
-76.4986,3.3544,180.0267,514.0166,3.1522,1
-76.4986,3.3611,148.9624,518.8271,3.9148,1
-76.4986,3.3679,132.4516,520.4342,4.478,1
-76.4986,3.3746,148.8161,518.8439,3.9192,1
-76.4986,3.3814,161.608,517.1837,3.5664,1
