#,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-git0887e53562', start_date='2022-05-13T16:18:00', checksum=1779208469, investigation_time=None, risk_investigation_time=None"
loss_type,nm_parroquia,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,TUMBACO,1.31335E+03,2.63499E+03,1.09400E+03,5.57460E+02,1.37420E+03,1.56720E+02,2.24721E-02,1.46285E+02,2.62484E-03,1.45828E+04,2.61664E-01,3.53437E+03,6.34182E-02,5.01232E+08,2.86245E-01
structural,CONOCOTO,2.50928E+03,5.34554E+03,2.20050E+03,1.10292E+03,2.53476E+03,2.96676E+02,2.16663E-02,2.66096E+02,3.16698E-03,2.30058E+04,2.73807E-01,5.53493E+03,6.58747E-02,9.20921E+08,2.99788E-01
structural,PIFO,4.35467E+02,5.01513E+02,1.68044E+02,7.89117E+01,1.69064E+02,1.83233E+01,1.35427E-02,1.94610E+01,1.15839E-03,3.79081E+03,2.25644E-01,9.31610E+02,5.54530E-02,8.16126E+07,2.43592E-01
structural,NANEGALITO,7.43242E+01,1.17150E+01,1.33442E+00,3.56271E-01,2.70080E-01,2.35454E-02,2.67561E-04,2.41591E-02,1.72862E-05,6.03079E+00,4.31510E-03,8.96380E-01,6.41371E-04,2.00559E+05,1.61109E-02
structural,NANEGAL,7.18667E+01,9.33813E+00,1.19158E+00,3.29969E-01,2.73607E-01,2.57977E-02,3.10816E-04,5.04856E-02,4.50121E-05,1.28448E+01,1.14523E-02,2.23582E+00,1.99342E-03,2.02619E+05,1.81533E-02
structural,NONO,5.31155E+01,3.24308E+01,9.81227E+00,4.26120E+00,7.38028E+00,7.30015E-01,6.82257E-03,2.84949E-01,2.10886E-04,1.16081E+02,8.59096E-02,2.57770E+01,1.90771E-02,2.43500E+06,9.85383E-02
structural,SAN ANTONIO,1.65124E+03,1.27065E+03,2.77380E+02,1.03137E+02,1.44593E+02,1.63786E+01,4.75155E-03,1.99239E+01,6.22815E-04,2.31672E+03,7.24198E-02,4.55735E+02,1.42461E-02,7.81118E+07,9.84440E-02
structural,CALDERON,5.47677E+03,8.44645E+03,3.23960E+03,1.58194E+03,3.45024E+03,3.96905E+02,1.78826E-02,4.32169E+02,2.87442E-03,3.81071E+04,2.53456E-01,9.02345E+03,6.00164E-02,9.69355E+08,2.69936E-01
structural,LLANO CHICO,3.96432E+02,6.25449E+02,2.48640E+02,1.29446E+02,3.52032E+02,3.84003E+01,2.19180E-02,2.24951E+01,2.77173E-03,2.24900E+03,2.77110E-01,5.59230E+02,6.89055E-02,5.44974E+07,2.99838E-01
structural,ZAMBIZA,8.64977E+01,1.70681E+02,7.14276E+01,3.68873E+01,9.55063E+01,1.06444E+01,2.30898E-02,8.61478E+00,2.91562E-03,8.39296E+02,2.84054E-01,2.06945E+02,7.00391E-02,1.74745E+07,3.01705E-01
structural,PERUCHO,1.33025E+02,1.80747E+01,1.90831E+00,5.26183E-01,4.65775E-01,4.91889E-02,3.19409E-04,9.88679E-03,2.07880E-05,2.68737E+00,5.65047E-03,4.46577E-01,9.38976E-04,1.69348E+05,1.27444E-02
structural,SAN JOSE DE MINAS,5.40357E+02,9.93988E+01,1.29397E+01,3.77326E+00,3.53145E+00,3.70196E-01,5.60904E-04,1.46485E-01,4.12123E-05,3.82546E+01,1.07626E-02,6.68895E+00,1.88188E-03,1.36344E+06,2.17257E-02
structural,PUELLARO,3.20572E+02,7.72336E+01,9.59106E+00,2.82433E+00,2.77914E+00,2.87806E-01,6.96867E-04,1.53411E-01,5.29459E-05,3.57150E+01,1.23261E-02,6.25156E+00,2.15757E-03,1.41768E+06,2.62933E-02
structural,CHAVEZPAMBA,5.83916E+01,9.69595E+00,1.21253E+00,3.56337E-01,3.43535E-01,3.57060E-02,5.10085E-04,1.29351E-02,2.78954E-05,3.83596E+00,8.27251E-03,6.81826E-01,1.47040E-03,1.91253E+05,1.73475E-02
structural,TURUBAMBA,2.37386E+03,3.69156E+03,1.40278E+03,6.83329E+02,1.47247E+03,1.68168E+02,1.74739E-02,1.49257E+02,2.79617E-03,1.32629E+04,2.48466E-01,3.12507E+03,5.85447E-02,3.13557E+08,2.71752E-01
structural,AMAGUAÑA,7.88841E+02,1.39840E+03,5.78442E+02,3.00204E+02,7.82109E+02,8.73818E+01,2.27084E-02,6.45272E+01,2.88325E-03,6.75483E+03,3.01825E-01,1.70184E+03,7.60430E-02,2.02100E+08,3.07368E-01
structural,GUAMANI,3.75496E+03,4.88275E+03,1.63127E+03,7.47513E+02,1.47050E+03,1.68505E+02,1.34945E-02,1.47307E+02,2.15510E-03,1.35156E+04,1.97733E-01,3.08228E+03,4.50936E-02,3.03598E+08,2.24170E-01
structural,PUENGASI,1.70498E+03,3.41748E+03,1.27340E+03,5.97393E+02,1.16774E+03,1.37797E+02,1.68849E-02,1.68628E+02,2.66790E-03,1.45208E+04,2.29736E-01,3.33397E+03,5.27475E-02,2.86224E+08,2.51232E-01
structural,CHILLOGALLO,2.78839E+03,3.12365E+03,8.74050E+02,3.63948E+02,6.00961E+02,6.85279E+01,8.84117E-03,7.59155E+01,1.35014E-03,7.65948E+03,1.36223E-01,1.64213E+03,2.92050E-02,1.56812E+08,1.68319E-01
structural,CHIMBACALLE,7.49706E+02,1.78911E+03,7.18022E+02,3.45070E+02,6.98096E+02,8.16301E+01,1.89837E-02,1.20690E+02,2.94224E-03,1.05317E+04,2.56748E-01,2.46721E+03,6.01469E-02,2.14903E+08,2.75225E-01
structural,SAN BARTOLO,1.75602E+03,3.54687E+03,1.33760E+03,6.19971E+02,1.15353E+03,1.37209E+02,1.63073E-02,1.63255E+02,2.54739E-03,1.44730E+04,2.25834E-01,3.27004E+03,5.10251E-02,3.22846E+08,2.36260E-01
structural,CHILIBULO,1.50727E+03,2.19389E+03,6.57238E+02,2.80676E+02,4.86928E+02,5.56605E+01,1.08585E-02,6.82037E+01,1.39787E-03,7.00007E+03,1.43470E-01,1.51552E+03,3.10612E-02,1.52533E+08,1.75457E-01
structural,POMASQUI,1.27753E+03,1.65421E+03,4.71771E+02,1.96576E+02,3.26910E+02,3.86132E+01,9.83275E-03,4.53593E+01,1.45477E-03,4.51744E+03,1.44884E-01,9.80102E+02,3.14340E-02,1.31157E+08,1.64619E-01
structural,CENTRO HISTORICO,5.34812E+02,1.33227E+03,6.64439E+02,3.60388E+02,8.92087E+02,1.05118E+02,2.77795E-02,1.40809E+02,3.44929E-03,1.32237E+04,3.23931E-01,3.33844E+03,8.17789E-02,3.71548E+08,3.37557E-01
structural,CARCELEN,1.74538E+03,3.42397E+03,1.22973E+03,5.60504E+02,1.01942E+03,1.22409E+02,1.53414E-02,1.41546E+02,2.55428E-03,1.20551E+04,2.17540E-01,2.71836E+03,4.90544E-02,2.91956E+08,2.42541E-01
structural,COMITE DEL PUEBLO,1.15109E+03,2.35537E+03,9.30560E+02,4.54206E+02,9.77774E+02,1.12829E+02,1.92246E-02,1.41888E+02,3.07503E-03,1.20442E+04,2.61024E-01,2.83520E+03,6.14451E-02,2.71945E+08,2.72401E-01
structural,LA  ARGELIA,1.81313E+03,3.02828E+03,1.01598E+03,4.58750E+02,8.81851E+02,1.01011E+02,1.40332E-02,1.16994E+02,2.02019E-03,1.09076E+04,1.88347E-01,2.44062E+03,4.21435E-02,2.11541E+08,2.11458E-01
structural,LA FERROVIARIA,1.45807E+03,2.81966E+03,1.00226E+03,4.61177E+02,8.99833E+02,1.04193E+02,1.56894E-02,1.42237E+02,2.17655E-03,1.34700E+04,2.06121E-01,3.06807E+03,4.69484E-02,2.48478E+08,2.30690E-01
structural,LA MENA,2.13488E+03,2.54263E+03,6.81716E+02,2.73087E+02,4.13695E+02,4.83515E+01,7.99727E-03,5.71847E+01,1.29340E-03,5.50450E+03,1.24501E-01,1.14441E+03,2.58842E-02,1.23739E+08,1.55720E-01
structural,PONCEANO,1.20051E+03,2.39962E+03,9.63192E+02,4.65871E+02,9.30809E+02,1.09759E+02,1.84160E-02,1.73320E+02,3.18963E-03,1.43858E+04,2.64744E-01,3.35079E+03,6.16650E-02,4.50858E+08,2.77673E-01
structural,EL CONDADO,5.07279E+03,5.33917E+03,1.43609E+03,5.87858E+02,9.56091E+02,1.07650E+02,8.03835E-03,8.85816E+01,1.06753E-03,9.64946E+03,1.16290E-01,2.03915E+03,2.45746E-02,2.47942E+08,1.57574E-01
structural,COCHAPAMBA,1.81076E+03,2.22718E+03,5.80970E+02,2.30624E+02,3.51466E+02,4.02822E+01,7.74509E-03,6.12953E+01,1.07470E-03,6.38941E+03,1.12026E-01,1.32159E+03,2.31716E-02,1.39235E+08,1.43695E-01
structural,BELISARIO QUEVEDO,1.29164E+03,2.31672E+03,7.82854E+02,3.49431E+02,6.27350E+02,7.41909E+01,1.38210E-02,7.49310E+01,1.68104E-03,7.04415E+03,1.58032E-01,1.54800E+03,3.47287E-02,2.88504E+08,2.14329E-01
structural,SAN JUAN,1.27506E+03,2.30323E+03,8.50477E+02,4.07488E+02,8.58742E+02,1.00377E+02,1.76255E-02,1.10259E+02,2.03150E-03,1.07291E+04,1.97681E-01,2.52329E+03,4.64909E-02,3.22017E+08,2.55311E-01
structural,RUMIPAMBA,7.57670E+02,1.48166E+03,5.55766E+02,2.55598E+02,4.57310E+02,5.54724E+01,1.58131E-02,8.20222E+01,2.89747E-03,6.36417E+03,2.24817E-01,1.48546E+03,5.24747E-02,3.60937E+08,2.37897E-01
structural,LA LIBERTAD,8.55971E+02,1.19172E+03,3.51522E+02,1.51844E+02,2.73944E+02,3.11901E+01,1.10407E-02,3.32813E+01,1.21033E-03,3.75945E+03,1.36719E-01,8.33441E+02,3.03095E-02,6.43595E+07,1.66849E-01
structural,ITCHIMBIA,5.53314E+02,1.57361E+03,7.14261E+02,3.64906E+02,8.18910E+02,9.60268E+01,2.38576E-02,1.16645E+02,3.43770E-03,1.00703E+04,2.96787E-01,2.43181E+03,7.16689E-02,3.17069E+08,3.18880E-01
structural,JIPI JAPA,4.51104E+02,1.40667E+03,6.96416E+02,3.68061E+02,8.34750E+02,1.00784E+02,2.68256E-02,1.57595E+02,4.80561E-03,1.18490E+04,3.61315E-01,2.93417E+03,8.94729E-02,4.27152E+08,3.50650E-01
structural,COTOCOLLAO,9.91083E+02,1.63780E+03,5.42191E+02,2.39565E+02,4.27358E+02,5.00318E+01,1.30359E-02,6.34612E+01,2.05753E-03,5.76564E+03,1.86933E-01,1.27833E+03,4.14458E-02,1.54034E+08,2.15159E-01
structural,SOLANDA,1.44001E+03,3.89000E+03,1.58907E+03,7.46803E+02,1.33612E+03,1.56191E+02,1.73507E-02,2.38097E+02,3.04278E-03,1.95693E+04,2.50086E-01,4.43034E+03,5.66178E-02,3.38713E+08,2.65164E-01
structural,LA CONCEPCION,8.84858E+02,2.00119E+03,7.30554E+02,3.33443E+02,5.97956E+02,7.30786E+01,1.60683E-02,8.15003E+01,2.54225E-03,6.76858E+03,2.11133E-01,1.51638E+03,4.73006E-02,2.31220E+08,2.28414E-01
structural,KENNEDY,1.44646E+03,3.35452E+03,1.46138E+03,7.40365E+02,1.63228E+03,1.93003E+02,2.23512E-02,2.74435E+02,3.96657E-03,2.18468E+04,3.15765E-01,5.29882E+03,7.65871E-02,5.62364E+08,3.21763E-01
structural,MARISCAL SUCRE,3.83258E+02,8.90534E+02,4.62702E+02,2.55118E+02,6.51389E+02,7.57460E+01,2.86591E-02,5.91922E+01,4.34231E-03,4.70777E+03,3.45360E-01,1.19611E+03,8.77461E-02,4.96998E+08,3.43279E-01
structural,IÑAQUITO,9.40336E+02,1.84894E+03,9.22353E+02,4.89066E+02,1.09630E+03,1.28280E+02,2.42174E-02,1.86160E+02,4.13001E-03,1.39473E+04,3.09424E-01,3.50831E+03,7.78329E-02,1.10437E+09,3.05950E-01
structural,LA MAGDALENA,6.42389E+02,1.53026E+03,6.06570E+02,2.89038E+02,5.78744E+02,6.73501E+01,1.84673E-02,7.93000E+01,2.79698E-03,6.99299E+03,2.46649E-01,1.62332E+03,5.72558E-02,2.06166E+08,2.63940E-01
structural,SAN ISIDRO,7.50429E+02,1.73492E+03,7.57322E+02,3.83480E+02,8.46846E+02,9.82560E+01,2.19665E-02,1.45247E+02,3.48374E-03,1.22887E+04,2.94744E-01,2.94638E+03,7.06689E-02,3.14065E+08,3.20314E-01
structural,GUAYLLABAMBA,6.52135E+02,6.88612E+02,2.09234E+02,9.10505E+01,1.62968E+02,1.84017E+01,1.02005E-02,1.79450E+01,1.30838E-03,1.89565E+03,1.38213E-01,4.14186E+02,3.01986E-02,5.29523E+07,1.63380E-01
structural,EL QUINCHE,3.74068E+02,2.32203E+02,6.02365E+01,2.57864E+01,4.77069E+01,4.98690E+00,6.73906E-03,9.58195E+00,7.89502E-04,1.38379E+03,1.14017E-01,2.96126E+02,2.43993E-02,2.08613E+07,1.58898E-01
structural,TABABELA,2.74972E+01,2.70693E+01,9.07036E+00,4.35747E+00,1.00057E+01,1.07306E+00,1.37571E-02,2.09055E+00,1.48235E-03,2.30309E+02,1.63305E-01,5.20500E+01,3.69070E-02,3.63073E+06,1.83316E-01
structural,YARUQUI,4.47672E+02,4.17486E+02,1.32615E+02,6.14924E+01,1.28734E+02,1.38414E+01,1.16510E-02,9.86701E+00,9.87748E-04,1.57188E+03,1.57355E-01,3.72334E+02,3.72729E-02,3.63689E+07,1.79847E-01
structural,PUEMBO,1.77651E+02,2.25721E+02,7.82386E+01,3.78474E+01,8.95422E+01,9.73411E+00,1.59838E-02,1.48340E+01,1.63715E-03,1.95892E+03,2.16195E-01,4.70278E+02,5.19019E-02,4.57739E+07,2.41881E-01
structural,CHECA,1.78787E+02,1.58076E+02,4.92960E+01,2.25872E+01,4.62542E+01,4.90395E+00,1.07779E-02,6.14061E+00,1.00544E-03,8.34746E+02,1.36678E-01,1.88217E+02,3.08179E-02,1.63618E+07,1.54764E-01
structural,PACTO,3.68932E+02,2.23411E+01,2.00856E+00,4.46781E-01,2.71703E-01,2.51862E-02,6.39244E-05,1.24772E-02,7.65898E-06,3.49529E+00,2.14554E-03,4.86412E-01,2.98577E-04,1.21891E+05,5.95187E-03
structural,GUALEA,6.20320E+01,5.12867E+00,5.84825E-01,1.46590E-01,1.07924E-01,1.03309E-02,1.51925E-04,2.73322E-03,7.89264E-06,1.01757E+00,2.93840E-03,1.59369E-01,4.60206E-04,3.36017E+04,8.39966E-03
structural,ATAHUALPA,2.23408E+02,3.52354E+01,3.56343E+00,9.61458E-01,8.31625E-01,8.62458E-02,3.26689E-04,2.97417E-02,2.37554E-05,1.26424E+01,1.00978E-02,2.25853E+00,1.80394E-03,6.14916E+05,1.93657E-02
