#,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gitd06801bbb2', start_date='2022-05-18T16:10:40', checksum=6584200, investigation_time=None, risk_investigation_time=None"
loss_type,nm_barrio,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,LOS JARDINES METROPOLITANOS,9.28660E+02,3.92500E+02,8.99442E+01,3.18890E+01,3.70071E+01,3.29208E+00,2.22438E-03,8.34726E-01,1.86036E-04,2.00987E+02,4.47942E-02,3.77450E+01,8.41228E-03,3.23666E+07,5.96068E-02
structural,LA ZURZA,5.44796E+02,3.18847E+02,8.08536E+01,2.90097E+01,3.44938E+01,2.83290E+00,2.81042E-03,8.48165E-01,1.74040E-04,2.65839E+02,5.45491E-02,4.88513E+01,1.00241E-02,2.70156E+07,7.28427E-02
structural,URBANIZACIÓN HENRÍQUEZ,8.31437E+02,4.38169E+02,1.08306E+02,3.92801E+01,4.68078E+01,6.22942E+00,4.25507E-03,2.91148E+00,3.32049E-04,4.79561E+02,5.46931E-02,9.07076E+01,1.03450E-02,1.89595E+07,7.03425E-02
structural,PARQUE METROPOLITANO DE SANTIAGO,2.30178E+00,4.87726E-01,1.10666E-01,4.13079E-02,5.85219E-02,5.85219E-03,1.95073E-03,2.28329E-01,6.16822E-05,1.57037E+02,4.24229E-02,3.21704E+01,8.69070E-03,1.60329E+06,1.99018E-02
structural,LOS SANTOS,4.00495E+02,2.36663E+02,6.46008E+01,2.57545E+01,3.84870E+01,4.26198E+00,5.56394E-03,3.08933E+00,4.14039E-04,6.07581E+02,8.14293E-02,1.33983E+02,1.79566E-02,6.38596E+06,9.90316E-02
structural,URBANIZACIÓN  LOS REYES,1.78416E+03,9.67747E+02,2.37780E+02,8.61118E+01,1.02197E+02,1.15373E+01,3.63037E-03,6.61329E+00,3.93882E-04,1.03063E+03,6.13834E-02,1.98490E+02,1.18219E-02,6.75736E+07,8.03763E-02
structural,EL  ENSUEÑO,1.38254E+03,7.50333E+02,1.86294E+02,6.87281E+01,8.71071E+01,1.01512E+01,4.10149E-03,4.90978E+00,3.53299E-04,8.26467E+02,5.94711E-02,1.61767E+02,1.16405E-02,2.20428E+07,7.69122E-02
structural,ENSANCHE BERMÚDEZ,8.82917E+02,4.33913E+02,1.06859E+02,3.90512E+01,4.72593E+01,6.54820E+00,4.33656E-03,4.01223E+00,4.05349E-04,5.61446E+02,5.67220E-02,1.10313E+02,1.11448E-02,8.76229E+06,6.91408E-02
structural,ALTOS DE RAFEY,8.50579E+02,4.34046E+02,1.09310E+02,4.11247E+01,5.39413E+01,6.26130E+00,4.20504E-03,1.78042E+00,2.42925E-04,4.39125E+02,5.99154E-02,9.05778E+01,1.23587E-02,3.96489E+07,6.31094E-02
structural,LA TERRAZA,2.80643E+02,1.54049E+02,3.92186E+01,1.47272E+01,1.93625E+01,2.01773E+00,3.97191E-03,9.04291E-01,2.25421E-04,2.59915E+02,6.47914E-02,5.27391E+01,1.31468E-02,1.31975E+07,8.16443E-02
structural,NIBAJE,3.28476E+02,1.97808E+02,5.57213E+01,2.24210E+01,3.35732E+01,3.98726E+00,6.24962E-03,2.46087E+00,7.13452E-04,3.01852E+02,8.75124E-02,6.61608E+01,1.91812E-02,5.19198E+06,9.67544E-02
structural,PUEBLO NUEVO,1.18569E+03,5.93607E+02,1.45450E+02,5.26618E+01,6.25878E+01,9.07406E+00,4.44807E-03,4.97117E+00,4.29178E-04,6.49698E+02,5.60907E-02,1.24193E+02,1.07220E-02,8.40945E+06,6.45883E-02
structural,RINCÓN LARGO,6.98667E+01,1.65953E+01,3.39209E+00,1.09152E+00,1.05436E+00,9.19377E-02,9.99323E-04,3.60260E-02,9.39645E-05,8.84121E+00,2.30600E-02,1.53654E+00,4.00766E-03,6.74075E+06,3.62260E-02
structural,ENSANCHE LIBERTAD,1.59778E+03,8.17114E+02,1.96715E+02,6.97089E+01,7.86822E+01,1.09256E+01,3.95855E-03,5.78984E+00,3.26813E-04,8.91792E+02,5.03381E-02,1.65934E+02,9.36629E-03,2.91129E+07,6.42090E-02
structural,REPARTO CONSUELO,5.27157E+02,2.77090E+02,6.99504E+01,2.62520E+01,3.45505E+01,3.74858E+00,4.00918E-03,1.82701E+00,3.08879E-04,3.64794E+02,6.16730E-02,7.25245E+01,1.22612E-02,2.55508E+07,7.88596E-02
structural,LA JOYA,5.89782E+02,7.63754E+02,2.95016E+02,1.34393E+02,2.24055E+02,2.66770E+01,1.32920E-02,1.53531E+01,1.59829E-03,1.72841E+03,1.79932E-01,3.92792E+02,4.08907E-02,6.07550E+07,2.01135E-01
structural,LOS CERROS DE GURABO,1.51925E+03,9.86992E+02,2.60752E+02,9.40199E+01,1.04984E+02,8.74061E+00,2.94694E-03,3.47937E+00,2.05855E-04,1.02223E+03,6.04795E-02,1.88414E+02,1.11474E-02,1.04317E+08,7.91148E-02
structural,BUENOS AIRES,1.28578E+03,6.85010E+02,1.76229E+02,6.54599E+01,7.95203E+01,1.16619E+01,5.08807E-03,4.11812E+00,4.30066E-04,5.93770E+02,6.20090E-02,1.16237E+02,1.21389E-02,1.58865E+07,7.26990E-02
structural,GREGORIO LUPERÓN,6.08653E+02,3.38196E+02,8.29953E+01,2.98560E+01,3.43006E+01,3.10595E+00,2.83908E-03,3.50314E+00,2.44919E-04,8.36797E+02,5.85040E-02,1.55576E+02,1.08770E-02,4.08957E+07,7.84637E-02
structural,LOS SALADOS,1.06385E+03,5.37612E+02,1.32245E+02,4.80766E+01,5.82129E+01,8.43031E+00,4.58169E-03,7.14346E+00,4.37274E-04,9.41017E+02,5.76026E-02,1.80887E+02,1.10727E-02,1.15270E+07,7.54468E-02
structural,LAS ANTILLAS,6.58889E+02,3.08257E+02,7.10662E+01,2.50681E+01,2.87206E+01,3.00234E+00,2.74940E-03,8.69208E-01,2.75558E-04,1.62473E+02,5.15074E-02,3.02192E+01,9.58016E-03,2.07465E+07,6.89997E-02
structural,BUENA VISTA,7.75198E+02,4.27699E+02,1.08077E+02,4.02299E+01,5.07962E+01,5.68773E+00,4.05687E-03,4.40231E+00,3.52542E-04,8.64901E+02,6.92623E-02,1.76087E+02,1.41012E-02,3.41141E+07,8.53096E-02
structural,MONTE ADENTRO,2.13222E+01,6.43139E+00,1.62723E+00,6.43371E-01,9.75854E-01,9.75854E-02,3.14792E-03,5.03491E-02,8.03785E-05,3.33560E+01,5.32503E-02,7.09123E+00,1.13206E-02,1.13364E+06,6.58876E-02
structural,LOS RIELES,1.02272E+03,6.19035E+02,1.60979E+02,6.04054E+01,7.58558E+01,8.01283E+00,4.13246E-03,2.49062E-01,3.88133E-04,4.44706E+01,6.93021E-02,8.69696E+00,1.35532E-02,7.06353E+07,8.90706E-02
structural,EL DORADO,8.29289E+02,5.56677E+02,1.51766E+02,5.67847E+01,6.94833E+01,5.34682E+00,3.21323E-03,2.69976E+00,2.59789E-04,7.75403E+02,7.46145E-02,1.48634E+02,1.43026E-02,5.58786E+07,9.53420E-02
structural,PONTEZUELA AL MEDIO,7.92493E+02,5.24412E+02,1.45806E+02,5.49228E+01,6.83666E+01,6.70833E+00,4.22972E-03,2.96335E+00,3.78735E-04,5.89679E+02,7.53648E-02,1.15080E+02,1.47080E-02,4.60844E+07,9.55759E-02
structural,PONTEZUELA ARRIBA,1.55563E+03,9.92782E+02,3.16374E+02,1.38815E+02,2.51947E+02,2.66457E+01,8.18470E-03,5.10721E+00,3.99944E-04,1.53388E+03,1.20117E-01,3.59269E+02,2.81342E-02,1.63844E+07,1.12008E-01
structural,HOYA DEL CAIMITO,5.41856E+02,3.53426E+02,9.97259E+01,3.85527E+01,5.04394E+01,7.38880E+00,6.81623E-03,4.65345E+00,6.70753E-04,5.64775E+02,8.14072E-02,1.12542E+02,1.62219E-02,7.90315E+06,1.01614E-01
structural,REPARTO DEL ESTE,4.68633E+02,3.19520E+02,8.64411E+01,3.12212E+01,3.41850E+01,2.52707E+00,2.68838E-03,9.27821E-01,2.24673E-04,2.92496E+02,7.08282E-02,5.36497E+01,1.29913E-02,2.54952E+07,8.13469E-02
structural,VILLA OLGA,1.27204E+03,8.44311E+02,2.22404E+02,7.99083E+01,8.83403E+01,5.87609E+00,2.34388E-03,2.54316E+00,2.03767E-04,8.55321E+02,6.85312E-02,1.56264E+02,1.25204E-02,8.83398E+07,9.00033E-02
structural,JARDINES DEL ESTE,5.72508E+02,3.44534E+02,9.03427E+01,3.37062E+01,4.19095E+01,3.74307E+00,3.45621E-03,1.19784E+00,2.76163E-04,2.91649E+02,6.72403E-02,5.65025E+01,1.30268E-02,4.23481E+07,8.69210E-02
structural,MONTE ADENTRO ABAJO O LAS AROMAS,4.66860E+02,3.19318E+02,9.89774E+01,4.22038E+01,7.19514E+01,7.66951E+00,7.67480E-03,1.69966E+00,4.32947E-04,4.48460E+02,1.14234E-01,1.01911E+02,2.59593E-02,4.26459E+06,1.24087E-01
structural,PONTEZUELA ABAJO,1.09789E+02,7.03614E+01,1.98926E+01,7.83524E+00,1.09292E+01,1.23240E+00,5.63238E-03,4.17967E-01,4.93002E-04,7.30477E+01,8.61615E-02,1.52137E+01,1.79449E-02,2.32923E+06,9.53031E-02
structural,LA FARDIQUERA,3.62766E+02,2.25053E+02,5.95202E+01,2.24378E+01,2.82234E+01,2.69924E+00,3.86711E-03,9.84120E-01,3.37802E-04,2.08689E+02,7.16332E-02,4.06922E+01,1.39677E-02,2.53590E+07,7.88834E-02
structural,REPARTO UNIVERSITARIO,5.65569E+02,3.53363E+02,9.23880E+01,3.35343E+01,3.81462E+01,3.03624E+00,2.80354E-03,1.70279E+00,2.47651E-04,4.62309E+02,6.72373E-02,8.60153E+01,1.25099E-02,4.87195E+07,7.13510E-02
structural,VILLA OLÍMPICA,1.95014E+03,1.00386E+03,2.53808E+02,9.42719E+01,1.18918E+02,1.55513E+01,4.54582E-03,1.20683E+01,3.37548E-04,2.05857E+03,5.75780E-02,4.04171E+02,1.13046E-02,5.59140E+07,7.19438E-02
structural,LOS ÁLAMOS,9.61300E+02,5.71232E+02,1.48154E+02,5.54397E+01,6.98747E+01,8.21319E+00,4.54772E-03,2.86275E+00,3.74667E-04,5.02320E+02,6.57418E-02,9.82023E+01,1.28524E-02,4.54100E+07,8.36321E-02
structural,HATO MAYOR,1.11755E+03,6.86574E+02,1.88954E+02,7.26880E+01,9.62340E+01,1.35496E+01,6.26718E-03,9.53956E+00,6.59789E-04,1.13313E+03,7.83712E-02,2.30226E+02,1.59233E-02,1.42798E+07,9.74592E-02
structural,CANABACOA ABAJO,7.47648E+02,4.99288E+02,1.57457E+02,6.85562E+01,1.20807E+02,1.31806E+01,8.27014E-03,3.47979E+00,5.56129E-04,7.43825E+02,1.18876E-01,1.72624E+02,2.75882E-02,8.83212E+06,1.35469E-01
structural,PEKÍN,2.10488E+03,1.01273E+03,2.42362E+02,8.69230E+01,1.01098E+02,1.48659E+01,4.18993E-03,1.05685E+01,3.97146E-04,1.42455E+03,5.35321E-02,2.71054E+02,1.01857E-02,2.17882E+07,7.09202E-02
structural,ARBOLEDA,5.51747E+00,2.52795E+00,5.52270E-01,1.91426E-01,2.10883E-01,2.10883E-02,2.34315E-03,1.07551E-01,2.34315E-04,2.05178E+01,4.47010E-02,3.79224E+00,8.26196E-03,1.57298E+05,6.25100E-02
structural,LOS JAZMINES,1.97473E+03,9.56291E+02,2.36259E+02,8.77450E+01,1.12974E+02,1.54605E+01,4.59041E-03,1.17332E+01,4.19059E-04,1.61018E+03,5.75087E-02,3.17454E+02,1.13381E-02,1.66772E+07,7.48232E-02
structural,ARROYO HONDO ABAJO,1.42477E+03,6.24947E+02,1.43461E+02,5.09765E+01,5.98411E+01,7.09176E+00,3.07802E-03,3.68191E+00,2.61032E-04,6.49536E+02,4.60494E-02,1.22842E+02,8.70899E-03,2.21315E+07,6.16428E-02
structural,ARROYO HONDO ARRIBA,1.38265E+03,5.50075E+02,1.21328E+02,4.20860E+01,4.78570E+01,5.14375E+00,2.39914E-03,2.90456E+00,2.15670E-04,5.74156E+02,4.26324E-02,1.07389E+02,7.97386E-03,2.74208E+07,5.88671E-02
structural,BELLA  VISTA,2.08096E+03,1.13752E+03,3.02436E+02,1.16105E+02,1.56979E+02,2.01736E+01,5.31724E-03,1.20998E+01,5.25958E-04,1.58887E+03,6.90651E-02,3.21703E+02,1.39838E-02,3.28296E+07,7.63934E-02
structural,LA YAGÜITA DE PASTOR,1.61957E+03,8.06876E+02,2.02741E+02,7.78739E+01,1.12942E+02,1.37474E+01,4.87495E-03,6.07508E+00,3.51661E-04,9.69145E+02,5.60998E-02,1.96024E+02,1.13470E-02,2.10663E+07,6.32828E-02
structural,PERALTA,1.78306E+03,7.55237E+02,1.80149E+02,6.50693E+01,7.94846E+01,9.65666E+00,3.37292E-03,2.39451E+00,2.67246E-04,4.35156E+02,4.85668E-02,8.36910E+01,9.34057E-03,2.71165E+07,6.39961E-02
structural,LA BARRANQUITA,3.03487E+02,1.13429E+02,2.61883E+01,9.28671E+00,1.06093E+01,1.29388E+00,2.79456E-03,1.51341E-01,1.25831E-04,4.61642E+01,3.83829E-02,8.85340E+00,7.36110E-03,2.63648E+07,4.80280E-02
structural,LAS CHARCAS,2.57543E+00,1.87148E+00,3.18760E-01,1.07176E-01,1.27157E-01,2.40695E-02,4.81389E-03,2.18452E+00,4.99587E-04,2.00993E+02,4.59660E-02,3.85034E+01,8.80551E-03,1.62628E+04,6.96571E-02
structural,LA OTRA BANDA,1.58398E+03,7.72978E+02,1.91075E+02,7.08134E+01,8.91541E+01,1.18131E+01,4.36231E-03,8.38869E+00,4.40693E-04,1.09308E+03,5.74240E-02,2.15970E+02,1.13458E-02,2.40958E+07,7.07904E-02
structural,LA HERRADURA,3.05521E+03,1.35156E+03,3.15190E+02,1.12849E+02,1.33187E+02,1.57331E+01,3.16689E-03,6.13529E+00,2.69816E-04,1.01749E+03,4.47470E-02,1.91654E+02,8.42849E-03,5.77540E+07,6.01059E-02
structural,ESPAILLAT,9.41590E+02,4.84534E+02,1.19590E+02,4.34790E+01,5.18076E+01,7.63680E+00,4.65375E-03,2.19860E+00,4.71919E-04,2.70669E+02,5.80977E-02,5.18274E+01,1.11245E-02,1.58740E+07,7.70665E-02
structural,ZONA INDUSTRIAL,4.23802E+02,1.42857E+02,3.17464E+01,1.09148E+01,1.16790E+01,9.44454E-01,1.52086E-03,2.25560E-01,1.94766E-04,5.27566E+01,4.55542E-02,9.82182E+00,8.48093E-03,1.08158E+07,3.15145E-02
structural,MONTE RICO,3.11935E+03,1.44762E+03,3.40833E+02,1.21111E+02,1.40081E+02,2.01248E+01,3.89337E-03,1.86638E+01,3.79371E-04,2.48608E+03,5.05335E-02,4.70233E+02,9.55821E-03,2.76209E+07,6.81651E-02
structural,LA HERRADURA ARRIBA,1.55765E+00,3.16813E-01,6.86184E-02,2.48203E-02,3.20976E-02,3.20976E-03,1.60488E-03,0.00000E+00,,0.00000E+00,,0.00000E+00,,7.19772E+04,3.82280E-02
structural,ÁREA MONUMENTAL,9.85937E-01,5.93925E-03,3.51267E-03,1.81402E-03,2.79727E-03,1.39863E-04,1.39863E-04,0.00000E+00,,0.00000E+00,,0.00000E+00,,7.99137E+03,4.88518E-03
structural,JACAGUA ABAJO,1.68654E+03,9.49898E+02,2.81617E+02,1.19501E+02,2.03295E+02,2.10064E+01,6.48177E-03,3.54864E+00,2.78725E-04,1.26810E+03,9.96022E-02,2.91542E+02,2.28989E-02,9.07999E+06,1.05745E-01
structural,LA HERRADURA ABAJO,1.30936E+01,2.81751E+00,5.91678E-01,2.12005E-01,2.85254E-01,2.85254E-02,1.67796E-03,1.62475E-01,4.19491E-05,1.13292E+02,2.92505E-02,2.28958E+01,5.91141E-03,2.16854E+05,3.95099E-02
structural,LOS GONZÁLEZ,8.73517E+02,5.28079E+02,1.60925E+02,6.88310E+01,1.15998E+02,1.21133E+01,6.93239E-03,2.55405E+00,3.73779E-04,7.25286E+02,1.06144E-01,1.65745E+02,2.42563E-02,7.17202E+06,9.50974E-02
structural,JACAGUA AL MEDIO,7.76025E+02,4.42385E+02,1.33927E+02,5.72263E+01,9.73051E+01,1.02084E+01,6.77458E-03,2.07269E+00,3.50132E-04,6.07078E+02,1.02551E-01,1.39268E+02,2.35260E-02,6.32170E+06,1.08516E-01
structural,KILÓMETRO 4 1/2 (ANTIGUO KILÓMETRO 6),2.25945E+02,1.58032E+02,4.90280E+01,2.07112E+01,3.42543E+01,3.67931E+00,7.54000E-03,1.12567E+00,5.87205E-04,2.15933E+02,1.12641E-01,4.86903E+01,2.53992E-02,3.75769E+06,1.18502E-01
structural,LIMONAL ABAJO,3.69332E+02,2.89487E+02,9.83186E+01,4.41684E+01,8.25330E+01,8.91970E+00,1.00920E-02,2.22595E+00,6.41085E-04,4.97748E+02,1.43354E-01,1.17800E+02,3.39269E-02,5.39179E+06,1.60367E-01
structural,LA FREIDURÍA O FARDIQUERA,1.18535E+02,8.64100E+01,2.79593E+01,1.21869E+01,2.13931E+01,2.32124E+00,8.71058E-03,6.35345E-01,6.06890E-04,1.31919E+02,1.26011E-01,3.06508E+01,2.92780E-02,1.36422E+06,1.45662E-01
structural,EL PAPAYO,6.65480E+02,4.03853E+02,1.23366E+02,5.29330E+01,9.14780E+01,9.48612E+00,7.09449E-03,2.00562E+00,3.81815E-04,5.67320E+02,1.08002E-01,1.31046E+02,2.49476E-02,2.16404E+06,1.26855E-01
structural,CIENFUEGOS,1.08287E+04,3.70274E+03,1.07955E+03,4.26725E+02,5.53286E+02,4.03313E+01,2.43091E-03,1.18057E+01,1.81130E-04,3.84999E+03,5.90688E-02,7.73165E+02,1.18624E-02,1.55697E+07,7.12885E-02
structural,CALLEJÓN DE LOS SÁNCHEZ,6.69094E+02,3.48924E+02,9.50737E+01,3.80749E+01,5.77653E+01,6.34141E+00,5.24546E-03,1.44552E+00,3.04365E-04,3.76509E+02,7.92768E-02,8.27066E+01,1.74145E-02,3.56348E+06,9.40974E-02
structural,TIERRA BLANCA,4.65929E+02,3.03365E+02,9.58187E+01,4.19112E+01,7.50379E+01,7.97573E+00,8.12142E-03,1.84012E+00,4.76956E-04,4.59436E+02,1.19085E-01,1.07455E+02,2.78521E-02,4.78891E+06,1.37954E-01
structural,LA CIÉNAGA,5.60727E+02,2.83338E+02,8.05989E+01,3.35329E+01,5.53865E+01,5.64495E+00,5.56930E-03,7.92443E-01,1.99013E-04,3.49321E+02,8.77277E-02,7.95310E+01,1.99733E-02,1.87706E+06,1.04799E-01
structural,LAS PALOMAS O CENTRO DEL PUEBLO,4.30848E+02,3.25906E+02,1.13205E+02,5.23605E+01,1.05127E+02,1.08909E+01,1.05999E-02,1.91646E+00,4.74803E-04,6.18690E+02,1.53280E-01,1.50059E+02,3.71771E-02,3.17082E+06,1.71491E-01
structural,TRIPLE PLAY,2.77543E+02,2.14738E+02,7.44966E+01,3.42803E+01,6.82002E+01,7.11693E+00,1.06341E-02,1.36382E+00,5.18724E-04,4.02596E+02,1.53126E-01,9.73740E+01,3.70358E-02,1.21598E+06,1.71872E-01
structural,LOS PORTES,4.50626E+01,3.22794E+01,1.09024E+01,4.99066E+00,1.01957E+01,1.02495E+00,9.90951E-03,1.12698E-01,2.77355E-04,5.96599E+01,1.46827E-01,1.45503E+01,3.58090E-02,6.83378E+05,1.64387E-01
structural,LAS PALOMAS ARRIBA,2.04002E+02,1.70950E+02,6.05858E+01,2.81065E+01,5.67979E+01,6.12431E+00,1.17675E-02,1.59688E+00,7.81038E-04,3.33548E+02,1.63139E-01,8.10606E+01,3.96470E-02,3.21763E+06,1.82492E-01
structural,LAS PALOMAS ABAJO,1.62446E+02,1.16425E+02,3.89283E+01,1.76244E+01,3.38772E+01,3.48297E+00,9.43124E-03,5.55355E-01,3.82792E-04,2.02324E+02,1.39457E-01,4.84132E+01,3.33699E-02,1.38709E+06,1.57688E-01
structural,LIMONAL,2.45012E+02,1.82490E+02,6.26949E+01,2.86087E+01,5.55099E+01,5.72451E+00,9.96753E-03,9.50785E-01,4.21409E-04,3.30461E+02,1.46468E-01,7.93044E+01,3.51495E-02,3.04917E+06,1.64959E-01
structural,CENTRO DEL PUEBLO,1.07980E+03,8.72756E+02,2.95781E+02,1.32866E+02,2.44215E+02,2.74606E+01,1.04595E-02,9.50230E+00,9.21302E-04,1.48137E+03,1.43627E-01,3.49379E+02,3.38743E-02,9.44928E+06,1.63474E-01
structural,LOS RECIO,2.00691E+02,1.45802E+02,4.73824E+01,2.08940E+01,3.72505E+01,4.14097E+00,9.16104E-03,1.33804E+00,7.53502E-04,2.28421E+02,1.28633E-01,5.33420E+01,3.00389E-02,9.73397E+05,1.48354E-01
structural,MANOLO DÁJER,3.04773E+02,2.20920E+02,7.31482E+01,3.25567E+01,6.01567E+01,6.59619E+00,9.53821E-03,1.94777E+00,7.16940E-04,3.64225E+02,1.34065E-01,8.60620E+01,3.16780E-02,2.18072E+06,1.53502E-01
structural,LOS CRUCES,1.52654E+01,1.28052E+01,4.51481E+00,2.08152E+00,4.06651E+00,4.43197E-01,1.14422E-02,1.25363E-01,8.23861E-04,2.41526E+01,1.58727E-01,5.80806E+00,3.81696E-02,8.39252E+05,1.78081E-01
structural,HICO MARTÍNEZ,4.54516E+02,3.60019E+02,1.21823E+02,5.45878E+01,9.93687E+01,1.11235E+01,1.02021E-02,3.74967E+00,8.75414E-04,6.04820E+02,1.41204E-01,1.42195E+02,3.31974E-02,3.94774E+06,1.60955E-01
structural,VILLA ALBA,5.37441E+01,4.93338E+01,1.80282E+01,8.38711E+00,1.62564E+01,1.78831E+00,1.22697E-02,5.39886E-01,9.42903E-04,9.68124E+01,1.69081E-01,2.32198E+01,4.05529E-02,7.88613E+05,1.88747E-01
structural,LOS OSORIAS,8.10407E+01,6.92491E+01,2.47126E+01,1.14861E+01,2.28942E+01,2.48736E+00,1.18795E-02,6.87520E-01,8.35827E-04,1.35064E+02,1.64199E-01,3.26825E+01,3.97325E-02,2.12710E+06,1.83542E-01
structural,EL CENTRO,3.55193E+02,3.54524E+02,1.32202E+02,6.14826E+01,1.17062E+02,1.32855E+01,1.30190E-02,4.84114E+00,1.20760E-03,7.01414E+02,1.74964E-01,1.67268E+02,4.17242E-02,9.96208E+06,1.95182E-01
structural,MONCADA,1.12920E+02,6.90125E+01,2.19939E+01,9.68859E+00,1.76904E+01,1.84164E+00,7.96195E-03,3.43461E-01,3.77975E-04,1.07558E+02,1.18367E-01,2.53187E+01,2.78630E-02,4.91616E+05,1.36383E-01
structural,BOCA DE LICEY,1.47373E+01,8.87931E+00,2.80288E+00,1.23619E+00,2.30333E+00,2.37044E-01,7.91228E-03,3.83082E-02,3.25489E-04,1.39051E+01,1.18146E-01,3.29501E+00,2.79963E-02,1.54870E+05,1.35774E-01
structural,VISTA ALEGRE,6.06365E+02,3.89920E+02,1.26545E+02,5.66238E+01,1.07612E+02,1.11949E+01,8.69800E-03,2.07059E+00,4.09512E-04,6.45203E+02,1.27605E-01,1.53847E+02,3.04271E-02,2.85098E+06,1.45280E-01
structural,VALENTÍN,1.61145E+02,1.06843E+02,3.40154E+01,1.50023E+01,2.71815E+01,2.93320E+00,8.52212E-03,7.69630E-01,5.69193E-04,1.65720E+02,1.22561E-01,3.89089E+01,2.87757E-02,1.09038E+06,1.41457E-01
structural,LOS POLANCO,7.75013E+01,4.95288E+01,1.60329E+01,7.19238E+00,1.37727E+01,1.43155E+00,8.72745E-03,2.62141E-01,4.06808E-04,8.23614E+01,1.27814E-01,1.96862E+01,3.05502E-02,1.17745E+06,1.45496E-01
structural,LA CACATA,8.99417E+01,6.42845E+01,2.07605E+01,9.09216E+00,1.56199E+01,1.74872E+00,8.75682E-03,5.89888E-01,7.51912E-04,9.70816E+01,1.23747E-01,2.23893E+01,2.85390E-02,5.99124E+05,1.43503E-01
structural,DON MANUEL,1.77338E+02,1.17749E+02,3.73467E+01,1.62741E+01,2.89811E+01,3.10281E+00,8.21525E-03,7.63108E-01,5.14309E-04,1.77785E+02,1.19821E-01,4.15084E+01,2.79753E-02,1.32444E+06,1.38738E-01
