#,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gitd06801bbb2', start_date='2022-05-18T16:10:40', checksum=6584200"
event_id,slight,moderate,extensive,complete,collapsed,fatalities,homeless,injured,losses,loss_type
0,4.76488E+04,1.22436E+04,4.65027E+03,7.09236E+03,8.16444E+02,3.44402E+02,5.56809E+04,1.19241E+04,2.00818E+09,structural
1,4.86025E+04,1.49162E+04,6.00251E+03,7.71273E+03,8.57820E+02,3.58197E+02,6.69708E+04,1.32449E+04,2.21238E+09,structural
2,4.91115E+04,1.31719E+04,5.19321E+03,7.69543E+03,8.34677E+02,3.19061E+02,6.02026E+04,1.26778E+04,2.11064E+09,structural
3,5.02464E+04,1.37577E+04,5.31600E+03,7.47864E+03,8.29875E+02,3.27415E+02,6.03048E+04,1.24084E+04,1.80988E+09,structural
4,4.88161E+04,1.29552E+04,4.83671E+03,6.27048E+03,7.17739E+02,2.72468E+02,5.33486E+04,1.06717E+04,1.71624E+09,structural
5,4.80342E+04,1.30833E+04,5.09823E+03,6.96487E+03,7.94263E+02,3.22879E+02,5.97796E+04,1.22771E+04,1.93470E+09,structural
6,4.79887E+04,1.36808E+04,5.41021E+03,7.82069E+03,8.96969E+02,3.67364E+02,6.44273E+04,1.35223E+04,1.96694E+09,structural
7,4.65140E+04,1.29524E+04,5.28155E+03,8.54285E+03,9.22235E+02,3.65476E+02,6.45837E+04,1.40598E+04,1.94054E+09,structural
8,4.66725E+04,1.34149E+04,5.30484E+03,7.04421E+03,7.82560E+02,3.27499E+02,5.99940E+04,1.21180E+04,1.95512E+09,structural
9,4.95683E+04,1.47390E+04,5.92669E+03,8.46805E+03,9.48205E+02,3.61000E+02,6.59063E+04,1.33933E+04,2.13915E+09,structural
10,4.78302E+04,1.28706E+04,4.94011E+03,7.02020E+03,8.18081E+02,3.24384E+02,5.59385E+04,1.16590E+04,1.91123E+09,structural
11,4.66789E+04,1.18408E+04,4.28350E+03,5.24136E+03,5.81888E+02,2.34138E+02,4.80841E+04,9.31857E+03,1.91407E+09,structural
12,4.89532E+04,1.39351E+04,5.72991E+03,8.60083E+03,9.28962E+02,3.54489E+02,6.54871E+04,1.36299E+04,1.99959E+09,structural
13,4.82419E+04,1.30539E+04,5.14561E+03,7.78438E+03,8.38968E+02,3.27428E+02,6.13188E+04,1.29357E+04,2.32112E+09,structural
14,4.72712E+04,1.38507E+04,5.64407E+03,8.49352E+03,9.96375E+02,4.19853E+02,6.82797E+04,1.47885E+04,2.35963E+09,structural
15,4.84961E+04,1.44462E+04,5.84590E+03,8.40878E+03,9.57882E+02,3.86495E+02,6.92422E+04,1.44263E+04,2.36218E+09,structural
16,4.38538E+04,1.23663E+04,5.13084E+03,8.74927E+03,9.35816E+02,3.32260E+02,6.16801E+04,1.35551E+04,2.11515E+09,structural
17,5.14791E+04,1.27383E+04,4.65610E+03,6.43349E+03,7.04355E+02,2.79480E+02,5.44452E+04,1.11526E+04,1.87096E+09,structural
18,4.88792E+04,1.29967E+04,4.82440E+03,6.06926E+03,6.69379E+02,2.70536E+02,5.13367E+04,1.00850E+04,1.63413E+09,structural
19,4.63644E+04,1.36385E+04,5.51054E+03,7.77556E+03,8.92713E+02,3.68272E+02,6.35753E+04,1.32132E+04,1.92433E+09,structural
20,4.48704E+04,1.17906E+04,4.52353E+03,6.23044E+03,6.96102E+02,2.33054E+02,4.68159E+04,9.45897E+03,1.83613E+09,structural
21,4.81775E+04,1.37121E+04,5.40461E+03,7.41179E+03,8.44215E+02,3.23500E+02,6.07672E+04,1.25171E+04,2.03745E+09,structural
22,4.71822E+04,1.42234E+04,5.74926E+03,7.55206E+03,8.70817E+02,3.67621E+02,6.37666E+04,1.29145E+04,2.04272E+09,structural
23,4.93474E+04,1.20334E+04,4.48806E+03,6.13034E+03,6.63038E+02,2.32929E+02,4.98191E+04,1.01343E+04,1.96733E+09,structural
24,4.75495E+04,1.23271E+04,4.68587E+03,6.70332E+03,7.91489E+02,3.48031E+02,5.53408E+04,1.18681E+04,1.68935E+09,structural
