#,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gitd06801bbb2', start_date='2022-05-18T16:06:05', checksum=2453683168"
event_id,slight,moderate,extensive,complete,collapsed,fatalities,homeless,injured,losses,loss_type
0,6.29207E+04,2.53813E+04,1.15306E+04,1.80749E+04,1.96781E+03,8.54975E+02,1.45488E+05,3.12968E+04,4.46499E+09,structural
1,5.88411E+04,2.48652E+04,1.22743E+04,2.20974E+04,2.32995E+03,1.00717E+03,1.71325E+05,3.85442E+04,4.99552E+09,structural
2,6.40447E+04,2.63636E+04,1.18714E+04,1.89480E+04,2.01535E+03,8.13607E+02,1.48049E+05,3.19085E+04,4.80203E+09,structural
3,6.27218E+04,2.59720E+04,1.21036E+04,2.04187E+04,2.21448E+03,9.52662E+02,1.59720E+05,3.53565E+04,4.47552E+09,structural
4,6.32694E+04,2.64110E+04,1.19098E+04,1.74007E+04,1.91844E+03,7.79867E+02,1.44328E+05,3.03695E+04,4.32862E+09,structural
5,6.20552E+04,2.57168E+04,1.18720E+04,1.88946E+04,2.06915E+03,8.91424E+02,1.52761E+05,3.29730E+04,4.46824E+09,structural
6,6.23387E+04,2.50297E+04,1.15415E+04,1.92484E+04,2.12528E+03,9.22092E+02,1.54182E+05,3.37303E+04,4.51492E+09,structural
7,6.27644E+04,2.45631E+04,1.08841E+04,1.92598E+04,2.13780E+03,8.94710E+02,1.45336E+05,3.25310E+04,4.33128E+09,structural
8,6.10151E+04,2.42969E+04,1.13699E+04,1.98514E+04,2.09359E+03,9.07830E+02,1.54979E+05,3.44861E+04,4.59491E+09,structural
9,6.04843E+04,2.65024E+04,1.26401E+04,2.16040E+04,2.37943E+03,1.00256E+03,1.66146E+05,3.65551E+04,4.88627E+09,structural
10,6.19184E+04,2.49795E+04,1.15533E+04,1.88009E+04,2.08360E+03,8.71730E+02,1.46566E+05,3.18242E+04,4.42036E+09,structural
11,6.41451E+04,2.44139E+04,1.05864E+04,1.50192E+04,1.60002E+03,7.22673E+02,1.33641E+05,2.80702E+04,4.52856E+09,structural
12,6.30291E+04,2.57615E+04,1.17484E+04,2.09876E+04,2.27736E+03,9.32461E+02,1.59239E+05,3.51458E+04,4.55073E+09,structural
13,6.28598E+04,2.53357E+04,1.14541E+04,1.96317E+04,2.06341E+03,8.46561E+02,1.49993E+05,3.32505E+04,5.06827E+09,structural
14,5.97723E+04,2.53024E+04,1.19495E+04,2.06619E+04,2.35604E+03,1.01719E+03,1.59840E+05,3.58542E+04,5.09250E+09,structural
15,6.14268E+04,2.60603E+04,1.22796E+04,2.01311E+04,2.23530E+03,9.62441E+02,1.61689E+05,3.52795E+04,5.06164E+09,structural
16,6.16516E+04,2.36884E+04,1.07039E+04,1.94997E+04,2.08899E+03,8.28872E+02,1.42955E+05,3.19940E+04,4.54086E+09,structural
17,6.47889E+04,2.65624E+04,1.19757E+04,1.85970E+04,1.93620E+03,8.33857E+02,1.52701E+05,3.29741E+04,4.67367E+09,structural
18,6.23686E+04,2.51222E+04,1.13632E+04,1.81424E+04,1.93125E+03,8.42845E+02,1.43763E+05,3.10654E+04,4.10029E+09,structural
19,6.12386E+04,2.53640E+04,1.17402E+04,1.89990E+04,2.07191E+03,9.02817E+02,1.51766E+05,3.33042E+04,4.60842E+09,structural
20,6.44547E+04,2.42028E+04,1.04648E+04,1.50923E+04,1.65504E+03,6.30505E+02,1.19657E+05,2.44463E+04,4.34506E+09,structural
21,6.14782E+04,2.51473E+04,1.19874E+04,1.99792E+04,2.14687E+03,8.89812E+02,1.57949E+05,3.46902E+04,4.64242E+09,structural
22,6.14644E+04,2.49325E+04,1.16389E+04,2.00908E+04,2.23522E+03,9.77035E+02,1.57490E+05,3.50330E+04,4.62932E+09,structural
23,6.65935E+04,2.70903E+04,1.18998E+04,1.64455E+04,1.73244E+03,6.79739E+02,1.36796E+05,2.82650E+04,4.64942E+09,structural
24,6.46393E+04,2.55271E+04,1.12251E+04,1.67857E+04,1.93330E+03,8.47443E+02,1.39231E+05,2.98131E+04,4.17235E+09,structural
25,6.19328E+04,2.61968E+04,1.24086E+04,2.01647E+04,2.18609E+03,9.89559E+02,1.66173E+05,3.63196E+04,4.82728E+09,structural
26,6.37773E+04,2.41153E+04,1.05484E+04,1.67184E+04,1.75872E+03,7.20763E+02,1.33008E+05,2.84901E+04,4.46388E+09,structural
27,6.25517E+04,2.50846E+04,1.14028E+04,1.77778E+04,1.89460E+03,7.47785E+02,1.38720E+05,2.91674E+04,4.32440E+09,structural
28,6.18679E+04,2.42961E+04,1.13096E+04,1.88115E+04,1.97942E+03,8.06686E+02,1.50531E+05,3.31265E+04,4.61675E+09,structural
29,6.07799E+04,2.47338E+04,1.15455E+04,2.00954E+04,2.07933E+03,8.33294E+02,1.56642E+05,3.47073E+04,4.98085E+09,structural
30,6.28056E+04,2.46761E+04,1.12755E+04,1.83372E+04,1.90263E+03,7.62126E+02,1.42957E+05,3.07682E+04,4.34878E+09,structural
31,6.40208E+04,2.55982E+04,1.14278E+04,1.76559E+04,1.94030E+03,8.37661E+02,1.43470E+05,3.07573E+04,4.54778E+09,structural
32,6.27322E+04,2.53697E+04,1.14925E+04,1.85523E+04,2.09383E+03,8.76316E+02,1.44577E+05,3.12771E+04,4.41755E+09,structural
33,6.26146E+04,2.53917E+04,1.14214E+04,1.72338E+04,1.92818E+03,8.21162E+02,1.42965E+05,3.03882E+04,4.40374E+09,structural
34,6.45910E+04,2.39383E+04,1.03805E+04,1.67545E+04,1.82743E+03,6.93783E+02,1.28561E+05,2.73140E+04,4.28549E+09,structural
35,6.22226E+04,2.58109E+04,1.19818E+04,1.87903E+04,2.01230E+03,8.44488E+02,1.52230E+05,3.27669E+04,4.40591E+09,structural
36,6.00639E+04,2.52968E+04,1.20264E+04,2.05523E+04,2.19214E+03,9.56147E+02,1.66311E+05,3.67683E+04,4.84735E+09,structural
37,6.27952E+04,2.44151E+04,1.12329E+04,2.06471E+04,2.21804E+03,8.97944E+02,1.50417E+05,3.39255E+04,4.72514E+09,structural
38,5.86826E+04,2.62047E+04,1.31604E+04,2.48842E+04,2.59298E+03,1.03569E+03,1.82145E+05,4.18389E+04,5.34802E+09,structural
