barrio,id_barrio,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
Sector Puente del Comercio,698.0,892.0,73022208,8184.0,502.611382,259.2890632,69.16334377,26.3822155,34.55399372,3.741518496,5.2926539853,7312614,644.0491558,126.78032998,10.014233353419472,0.419452746188341,64.67074762096775,7869.613340664712,1549.124266617791
Los Alcazares,604.0,201.0,86219821,10406.0,79.8585528,71.7675629,25.154459860000003,10.43542602,13.78399765,1.722763248,12.72754627,12074328,1273.016511,254.4418073,14.0041210867284,0.857096143283582,122.30968931385739,12233.485594849126,2445.145178743033
Ciudad de Los Alamos,217.0,1782.0,211380472,14132.0,1006.487598,540.926408,128.70331151,47.05898542,58.82369636,6.178257329,7.7789977713,18443461,978.03603294,188.55005145,8.725243393838515,0.346703553815937,55.04527152066233,6920.719168836682,1334.20642124257
La Flora,212.0,1419.0,406997277,4503.0,865.2619976,383.44051439,91.63056414,34.08861187,44.5783043,4.940567252,1.8785172716,31638005,261.32635856,51.723217732,7.773517657009322,0.348172463143058,41.717016913169,5803.3834901177,1148.6390791028205
Calima,421.0,923.0,102033555,4871.0,558.654376,239.3260433,64.67571161,25.2657626,35.07809667,3.845742909,2.4018560522,9062104,349.2218119,71.00517997,8.881494243405207,0.416656869880823,49.309301010059535,7169.406936973926,1457.7125840689798
El Bosque,215.0,762.0,209940178,3277.0,556.8908533,154.29427758,29.29829472,9.939456359,11.577114558,1.2618878746,0.5448130176,10315159,82.04195839,15.146605252,4.913380143467575,0.16560208328084,16.62535909673482,2503.569068965517,462.2094980775099
Fonaviemcali,695.0,374.0,29277908,2355.0,196.871242,121.59598679999999,30.30616186,11.19404234,14.03256653,1.548252356,1.3591201252,2741359,173.4418977,34.2412506,9.363232939226418,0.413971218181818,57.712107227176226,7364.836420382167,1453.9809171974523
Metropolitano del Norte,506.0,693.0,107157630,7737.0,372.0946297,217.4773174,55.87396506,20.90269751,26.65139623,2.985596776,5.6905819232,10801255,664.29458,130.56337021,10.079781174245186,0.430822045598846,73.55023811813365,8585.945198397312,1687.5193254491403
La Campiña,213.0,307.0,84559278,2262.0,187.3639883,81.30673272,20.456688540000002,7.733628417,10.138964101000001,1.0892457613,0.8513534324,6780055,131.77636705,26.4712957,8.018108785652599,0.354803179576547,37.63719860300619,5825.657252431476,1170.260641025641
Vipasa,294.0,1969.0,333880553,7830.0,1311.2783787,434.8669726,113.62080345,44.58603795,64.64779605,6.935459316,2.9781361277,25913728,474.90246132,98.257927968,7.761376993179531,0.352232570644997,38.0349441596424,6065.165534099617,1254.8905232183909
San Luis,601.0,1724.0,143730989,11749.0,927.1045782,522.1862139,141.57453286,55.46261621,77.67206141,8.684420917,6.921294755,14330741,947.74520622,195.01988472,9.970529848844238,0.50373671212297,58.90964979998297,8066.603168099412,1659.8849665503446
Flora Industrial,420.0,479.0,343252420,1438.0,280.8404685,135.1689063,33.52329829,12.63250104,16.83482543,1.901194679,0.64763496977,28809523,95.58135554,19.17648588,8.393101143979424,0.396909118789144,45.037202348400555,6646.825837273993,1333.5525646731571
Villa del Sol,595.0,116.0,73987203,4365.0,57.163997699999996,38.7114521,11.00419209,4.17740124,4.94295555,0.555592417,3.218526106,7582593,357.1216324,67.99899927,10.248520244399128,0.478958980172414,73.73484778923253,8181.480696449027,1557.8235800687285
Urbanización La Merced,293.0,1186.0,139758053,4403.0,651.9074223,372.6094133,87.64131801,32.31424219,41.527666419999996,4.527570847,2.0795560297,11450517,277.89903565,55.577163660000004,8.193099979872857,0.381751336172007,47.230434469679764,6311.583821258232,1262.2567263229616
La Paz,214.0,116.0,25035357,472.0,68.8799445,31.6662129,8.20179586,3.12606078,4.12598591,0.44954027,0.2004520097,2345637,30.3554114,6.05290957,9.369298470772478,0.387534715517241,42.46864612288135,6431.23122881356,1282.396095338983
Petecuy II,606.0,1155.0,60338940,6567.0,657.1322145,328.9686406,87.4371723,33.97915432,47.48283731,5.154013181,3.2290715223,5404536,478.2554851,98.04821904,8.956962405095178,0.446234907445887,49.17118200548195,7282.708772651134,1493.044297852901
Los Parques Barranquilla,594.0,1145.0,148888009,10032.0,621.2426645,352.5215428,90.65269341,34.57726289,46.00586301,5.144400752,6.1242632031,14223664,758.4700091,149.60390948,9.553263879873276,0.44929264209607,61.0472807326555,7560.506470295056,1491.2670402711324
Chiminangos II,504.0,140.0,106286029,9750.0,60.2624622,48.3212804,16.18036491,6.66865282,8.567236130000001,1.04615565,10.520399713,13745823,1080.0265494999999,213.57190097,12.93286007014862,0.747254035714286,107.90153551794872,11077.195379487179,2190.481035589744
Olaya Herrera,418.0,776.0,77025170,4069.0,445.2321362,218.0719104,58.19840049,22.63028231,31.86726646,3.520678531,2.13543191535,6833669,305.82810894,63.06029445,8.87199479616259,0.453695686984536,52.48050910174489,7516.050846399607,1549.7737638240353
Chipichape,218.0,116.0,186167170,1485.0,73.5627708,29.5960999,6.990139076,2.584806534,3.266184632,0.3468238922,0.3923900626,12360448,64.67554591,13.482939579,6.639434951733286,0.298986113965517,26.423573239057237,4355.255616835017,907.9420591919192
Torres de Comfandi,598.0,1537.0,228752626,15993.0,818.6093299,493.7464482,121.8588115,45.2796763,57.50577524,6.331223227,11.333879446100001,22081900,1283.4847791,249.01366154,9.653178741227432,0.41192083454782,70.86775117926594,8025.290934158694,1557.016579378478
Chiminangos I,505.0,155.0,38056289,4530.0,57.5846213,55.8301875,20.610681260000003,8.90020672,12.07431185,1.558964743,6.6279137151,5987887,624.2720594,126.78302469,15.73429016710534,1.00578370516129,146.3115610397351,13780.84016335541,2798.7422668874174
Petecuy III,609.0,932.0,45453276,4295.0,510.3477524,276.7672341,74.89080353,29.25620775,40.73799602,4.544005289,2.4009230884,4380327,333.7238043,68.34885548,9.636988583516972,0.48755421555794,55.90042115017462,7770.053650756693,1591.3586840512223
Evaristo Garcia,415.0,315.0,78278137,1519.0,182.8082574,87.58031940000001,23.22603174,8.981037,12.404360709999999,1.373460396,0.8085055563,6751539,113.9963645,23.30452286,8.625062963817308,0.436019173333333,53.22617223831468,7504.6981237656355,1534.2016366030282
La Isla,413.0,1069.0,39879964,7216.0,652.4065534,274.6947775,72.75115994,28.33729387,40.81018935,4.365623625,3.1779706179,3446046,495.495401,102.34576771,8.641045567558214,0.408383875116932,44.04061277577605,6866.62141075388,1418.3171800166297
Jorge Eliécer Gaitán,602.0,2514.0,232810514,14017.0,1393.7983911,751.4569581,195.2774171,74.57684745,98.89036963,10.619091158,7.1688634122,20647753,1032.9762421,208.49536922,8.868909112147648,0.422398216308671,51.144063724049374,7369.453107654991,1487.4464523079116
Prados del Norte,211.0,1386.0,579321580,9088.0,835.6877327,379.18071833,91.85457515,34.28053641,44.99642701,4.9404932248,3.9405064448,51062637,540.67830842,107.13502894,8.814212822915488,0.356456942626263,43.359445915492955,5949.365189480634,1178.8625543573944
La Rivera I,607.0,813.0,36757928,4163.0,444.2670066,239.2133236,66.2070407,26.20136813,37.11125798,4.093186074,2.4496023203,3611310,342.2317974,70.30987519,9.824573085348694,0.503466921771218,58.842236855632954,8220.797439346625,1688.9232570261831
Los Guayacanes,503.0,2454.0,197046512,12066.0,1382.7836729,702.9839498,190.08888502,74.54062852,103.60283811000001,11.692435015000001,6.9782256502,19297115,935.2399302,190.93181512,9.793177791977767,0.476464344539527,57.833794548317584,7751.035390353059,1582.3952852643795
Petecuy I,605.0,1403.0,59349428,6415.0,816.7403511,384.6207753,103.51707402000001,40.561598260000004,57.56019544,6.236719402,3.0446569575,5376172,462.2502582,94.94747459999999,9.058506842379963,0.444527398574483,47.46152700701481,7205.771756819953,1480.08534060795
La Alianza,497.0,417.0,233555823,1275.0,249.44179,112.4445451,29.23971034,11.11894722,14.75501113,1.615209553,0.66469822549,21104634,90.15294703,17.56913194,9.036226683860887,0.387340420383693,52.13319415607843,7070.819374901961,1377.9711325490196
Guillermo Valencia,412.0,632.0,97745818,2525.0,359.7485179,181.9601609,47.50836717,18.16442691,24.618523970000002,2.742033593,1.3184824643,8857762,186.022745,37.80740433,9.062037111327891,0.433866074841772,52.217127299009896,7367.237425742574,1497.322943762376
Marco Fidel Suárez,414.0,250.0,14694167,1278.0,142.9962489,71.372387,18.62893822,7.14618203,9.85624358,1.077462083,0.632145739,1293503,91.9358641,18.79303922,8.802833329613051,0.4309848332,49.46367284820031,7193.729585289516,1470.5038513302034
Paseo de Los Almendros,596.0,1150.0,70478491,3156.0,585.187464,381.2246043,98.1338683,37.22401337,48.23005174,5.484319932,1.9369276999,7029552,245.069382,49.23686087,9.97403889829369,0.476897385391304,61.37286755069709,7765.189543726235,1560.1033228770596
Santa Mónica,210.0,1116.0,717657799,3105.0,823.2006965,230.43835481,38.366774234,11.981716761,12.012459591,1.397299581,0.33840849403,31376159,49.24304867,8.401255107999999,4.372022231412542,0.125206055645161,10.898824284380032,1585.9274933977458,270.5718231239935
San Vicente,209.0,1512.0,1241925985,2982.0,834.8580959,468.65466906,114.53699751,42.099720222,51.850533515,5.976457254,1.72299468221,111702922,200.47981049,40.901842667,8.994330067853614,0.395268336904762,57.779835084171694,6722.998339704895,1371.6245025821595
Los Andes,502.0,1085.0,104347940,9236.0,568.6886761,344.6919827,91.01657456,34.809399909999996,45.79337554,5.21741415,6.0889928055,10541045,747.706602,149.80486957,10.101823947108645,0.48086766359447,65.92673024577739,8095.567366825465,1621.9669723906452
Ignacio Rengifo,411.0,369.0,52874103,2163.0,209.9927616,105.9437589,27.88694071,10.71283575,14.46370356,1.630731662,1.28728571579,4943874,167.52452589,33.74922342,9.350275207976992,0.441932699728997,59.51390271798427,7745.008131761442,1560.2969680998613
El Sena,501.0,1482.0,486420896,8354.0,849.7514017,419.5916752,111.52590371,42.96225654,58.16874277,6.533951766,4.9057329093,45800041,648.4110456,130.65492442,9.41572233708306,0.440887433603239,58.72316147115154,7761.683571941584,1563.9804215944457
Popular,410.0,191.0,35402395,754.0,118.2300343,49.2977197,12.32738654,4.68550414,6.45935673,0.705592513,0.2889209647,2855515,46.8497862,9.52779319,8.065881680176558,0.369420163874346,38.31843033156499,6213.49949602122,1263.633049071618
Bolivariano,417.0,393.0,106835407,1415.0,231.9662002,107.80446549999999,27.67602756,10.64597316,14.90732834,1.646515817,0.64465970776,8548591,98.22216688,20.26959882,8.001645581280616,0.418960767684478,45.55898994770318,6941.495892579505,1432.4804819787985
Los Andes B - La Riviera,597.0,941.0,100678359,6138.0,474.268305,309.6563212,83.20834254,31.99414411,41.87290838,4.840096017,4.2847338368,10575361,521.5781642,104.71129763,10.504105195673073,0.514356643676939,69.80667704138155,8497.526298468556,1705.9514113717826
Manzanares,405.0,322.0,156377624,1830.0,195.8587081,84.3225452,21.81285467,8.40437816,11.60152016,1.299046062,1.2902929217,12472810,152.6706411,30.17943639,7.976083860227261,0.403430454037267,70.50780992896176,8342.657983606558,1649.1495295081968
Unidad Residencial Bueno Madrid,419.0,68.0,18044454,773.0,40.6849335,18.065528099999998,4.78366966,1.85828938,2.60757863,0.281822578,0.41573941942,1594784,54.55108889,11.00846251,8.838084200776434,0.414444967647059,53.78258983441138,7057.061952134542,1424.1219288486416
Salomia,406.0,993.0,168109933,6728.0,599.9375220000001,262.3247321,68.40945943999999,26.34506671,35.98322946,3.926941079,3.10203991038,13899676,455.94987873,92.2041831,8.268206362415082,0.395462344310171,46.10641959542211,6776.900694560048,1370.4545645065398
Sultana - Berlín - San Francisco,408.0,273.0,53075929,1541.0,154.4538697,78.5099656,20.80126595,8.01899094,11.215905509999999,1.23525774,0.8648621123,4503513,119.28622313,24.53782414,8.485038703313492,0.452475362637363,56.12343363400389,7740.832130434783,1592.3312225827387
Alfonso Lopez I,701.0,2287.0,179079504,12403.0,1421.1240021,569.6704893,151.48182613,59.24202241,85.48169003,9.036296555,4.9544807375,14344294,825.41438012,170.59677373,8.010014436413053,0.395115721687801,39.94582550592598,6654.957511247279,1375.4476637103926
Sector Patio Bonito,196.0,659.0,22795216,4811.0,484.8742546,124.98962134,27.261965019999998,9.746852661,12.12730247,1.2576325526,0.85818007448,1108438,167.17418905,32.491421115,4.862591245636749,0.190839537572079,17.837873092496363,3474.832447516109,675.3569136354189
Santander,402.0,766.0,293934998,1374.0,449.9368609,206.0635417,56.37262572,22.15186795,31.47510579,3.452472546,0.6124932609,28637410,102.0631602,21.52106843,9.742769727238946,0.450714431592689,44.577384344978164,7428.1775982532745,1566.307745997089
Fepicol,798.0,702.0,135954740,4460.0,414.6170484,195.2871851,49.00889182,18.48359092,24.60328965,2.672773232,2.0763723743,11640923,297.5410176,59.63262546,8.56235178628933,0.380736927635328,46.55543440134529,6671.32326457399,1337.0543825112106
Fátima,407.0,138.0,15618114,636.0,75.6410858,41.2980826,10.91806807,4.21187939,5.93088438,0.665394259,0.3419093803,1498815,49.7330198,10.36994688,9.596648458527534,0.482169752898551,53.75933652515723,7819.657201257863,1630.49479245283
Las Delicias,404.0,707.0,154304915,4184.0,404.6564991,202.1264477,52.68516213,20.23305065,27.29883868,3.043802967,2.37039257128,13442341,311.66366253,62.34794705,8.711544596010185,0.430523757708628,56.65374214340345,7448.940309034418,1490.1516981357552
Industria de Licores,423.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base Aérea,711.0,124.0,243580724,0.0,76.6669272,33.522167599999996,7.62035843,2.74876953,3.4417746,0.379881773,0.0,17967083,0.0,0.0,7.376233450967265,0.306356268548387,0.0,0.0,0.0
Versalles,208.0,326.0,439285034,1543.0,202.699987,85.82207895,20.78309843,7.609046803,9.085793312,1.0185601781,0.78740304202,25639225,84.76087045,17.859631127,5.83658051533932,0.312441772423313,51.03065729228775,5493.251487362281,1157.4615117952042
Aguacatal,199.0,1995.0,282895391,17305.0,1274.6803479,475.50456622999997,124.73178438000001,48.975031739,71.108285966,7.4724759702,6.35706592951,15517945,914.76128294,187.401582329,5.485400353388516,0.374560199007519,36.735428659404796,5286.109696272753,1082.9331541693152
Granada,207.0,902.0,583652832,3923.0,627.3772984,201.75732954,41.72619375,14.455167558,16.684010334,1.8602926781,1.20998450682,34282566,148.37377355,29.012949819,5.873794137100528,0.206240873403548,30.843347102217688,3782.150740504716,739.5602808819781
El Piloto,314.0,370.0,68347623,671.0,229.3852077,92.1429313,25.11816207,9.83384189,13.51986332,1.497868629,0.3253970784,5996064,54.01960649,11.13093561,8.772893314240132,0.404829359189189,48.49434849478391,8050.6119955290615,1658.8577660208646
Alfonso Lopez II,702.0,1110.0,113101045,7239.0,672.4536717,289.8044041,76.73972393,29.72232961,41.27985363,4.448766878,3.2778748074,9972597,496.1041012,100.9237644,8.817422230581636,0.400789808828829,45.280768164111066,6853.213167564581,1394.1672109407375
Porvenir,403.0,890.0,182760091,2462.0,551.8147966,220.9585118,59.80281865,23.59018984,33.8336938,3.686029348,1.1937730601,14105350,188.13562854,39.09919539,7.717959729673584,0.414160600898876,48.48793907798538,7641.577113728676,1588.1070426482534
San Marino,709.0,593.0,25911538,2339.0,372.3849274,141.9475521,39.50870677,15.81823979,23.34058704,2.457984665,0.9486508165,2222003,163.68318942,34.0421562,8.57534224789136,0.414499943507589,40.5579656477127,6997.998692603677,1455.4149722103464
La Esmeralda,416.0,505.0,94190831,2589.0,279.7915835,152.319531,38.79078735,14.71532158,19.38277321,2.140565967,1.3208459806,9032176,183.3517422,37.08536881,9.589231102026172,0.423874448910891,51.01761222865971,7081.952190034763,1432.4205797605252
Jorge Isaacs,401.0,671.0,179428880,1806.0,408.3933966,172.6809034,46.60180616,18.1734858,25.15040336,2.741500795,0.9575321414,15466803,141.7691354,28.89994364,8.620018950614613,0.408569418032787,53.01949841638981,7849.8967552602435,1600.2183632336655
San Nicolás,312.0,2286.0,907974053,3484.0,1345.3550962,621.956111,166.59675827,64.64200984,87.45003251,9.950210382,2.11449255887,88068365,295.43449637,60.71478397,9.699436258786594,0.435267295800525,60.691520059414465,8479.75018283582,1742.6746260045925
Los Pinos,708.0,484.0,38393754,2408.0,278.7232577,137.6119858,35.9461739,13.68439957,18.03417316,1.94195271,1.1520723156,3400152,167.1965673,33.276385330000004,8.85600271258142,0.401229898760331,47.84353470099668,6943.379040697674,1381.9096897840532
Vista Hermosa,102.0,1436.0,63917532,11539.0,936.8312114,342.4435267,84.00137225,31.431014349999998,41.2928819,4.315031989,3.7214140931,4338354,616.80250345,122.65399349,6.787423566423143,0.300489692827298,32.25075043851287,5345.3722458618595,1062.95167250195
Las Ceibas,710.0,1571.0,124136470,7717.0,908.3924661,446.42041,115.13708515,43.65213489,57.39786287,6.288308934,4.0482234923,11043637,559.58161,110.84681585999999,8.89636825103883,0.400274279694462,52.458513571336006,7251.28430737333,1436.3977693404172
El Hoyo,313.0,246.0,91619886,458.0,139.5973673,71.273648,18.58123997,7.10861985,9.43912703,1.072996923,0.29760171751,8511478,38.53242286,7.75345532,9.289990201140903,0.43617761097561,64.97854094104804,8413.19276419214,1692.8941746724893
Juanambú,205.0,333.0,364252553,1652.0,190.4912365,97.05508028,24.51858702,9.21627385,11.71882182,1.303818231,0.71574314599,25796252,92.71674774,18.552138241,7.081968781152328,0.391537006306306,43.32585629479419,5612.3939309927355,1123.0107894067796
Parque de la Caña,797.0,122.0,29936969,302.0,81.4703314,27.222694100000002,6.94497404,2.66817992,3.69382383,0.395447426,0.1234971641,1540994,19.293913,3.9298721,5.14746014391094,0.324137234426229,40.89310069536424,6388.712913907285,1301.282152317881
Puerto Nuevo,704.0,440.0,9465803,1022.0,269.8263945,103.272196,31.67026481,13.3997014,21.83141924,2.209247749,0.27547669,892518,82.18714522,18.13383015,9.428865689824681,0.502101761136364,26.95466634050881,8041.795031311155,1774.3473727984347
Industrial,809.0,907.0,398985088,2769.0,521.4024845,258.0183775,67.02231732,25.75269807,34.80411644,3.922468002,1.457713124,31712858,208.23682780000001,42.61088333,7.948381751024357,0.432466152370452,52.644027591188156,7520.289916937522,1538.8545803539182
Alfonso Lopez III,703.0,2247.0,226866214,12471.0,1343.3074588,603.0160487,157.99235745,60.62242683,82.06165019,8.833726202,5.5415304787,19061264,840.39149961,169.43613495,8.401984561092718,0.393134232398754,44.43533380402534,6738.765933846525,1358.6411270146739
San Pedro,311.0,563.0,848769243,537.0,299.2555748,172.78103321,48.58576278,18.78279327,23.59483346,2.693222209,0.3632068077,77257951,42.7849872,8.49901959,9.102350412946373,0.478369841740675,67.63627703910615,7967.409162011174,1582.685212290503
Normandia,204.0,246.0,429201105,2058.0,146.6897372,66.19091237,17.31027965,6.73611672,9.07295121,0.991567562,0.9783991563,28310327,116.27916843999999,23.960441561,6.596051793432486,0.403076244715447,47.541261239067055,5650.105366375121,1164.2585792517007
Terron Colorado,101.0,3757.0,303736256,24301.0,2259.5771623,1005.37539288,257.68278229,98.87133436,135.49326513,14.715014269000001,10.9297525658,23592923,1558.05842254,316.29147626,7.767568764095826,0.391669264546181,44.97655473355006,6411.499208016132,1301.5574513806016
Centenario,206.0,190.0,297304520,1695.0,107.8483174,55.77457932,14.26970247,5.36838988,6.73900972,0.738541604,0.8892391557,25420169,104.0264567,20.93857939,8.55021290552916,0.388706107368421,52.4624870619469,6137.25408259587,1235.3144182890858
Santa Rita,201.0,300.0,175640978,1271.0,170.65736,91.138826,21.15565698,7.67106519,9.37708888,1.0562923398,0.57326244831,12841248,70.73525605,13.933331811,7.311077354722278,0.3520974466,45.1032610786782,5565.323056648309,1096.2495523996854
Santa Teresita,202.0,281.0,486839711,3167.0,160.8268915,81.07189913,21.02211141,7.98323489,10.09586089,1.122391397,1.5472256804,33705722,179.97362209,36.769770980000004,6.92337149208124,0.39942754341637,48.85461573729081,5682.779352383959,1161.028449005368
El Troncal,810.0,1945.0,364056514,9483.0,1120.0828211,548.6187675,145.77471812000002,56.03931911,74.48437671,8.361863667,5.0738245695,31424490,707.5226087,141.99610693,8.631761453205073,0.429915869768637,53.50442443846884,7460.957594643044,1497.3753762522408
La Merced,308.0,251.0,509225707,811.0,149.7653013,66.55473021,18.30708512,7.09841749,9.27446536,1.03457826,0.5145224455,42382758,57.35878549,11.70372159,8.322980858255962,0.412182573705179,63.44296491985204,7072.599937114674,1443.1222675709002
Barrio Obrero,910.0,1573.0,200446139,3176.0,943.1587996,413.144514,111.11181219,43.62411005,61.960753260000004,6.830086036,1.5371476214,17487315,243.57248188,50.82710789,8.724196431765831,0.434207631023522,48.39885457808564,7669.158749370276,1600.349744647355
Villa Colombia,815.0,1453.0,234666643,7286.0,859.2974098,396.5958196,103.6300116,39.70308422,53.7736838,5.918730968,3.54141577743,20741361,511.87364946,103.26169096,8.838649144475811,0.407345558706125,48.605761425061765,7025.441249794126,1417.2617480098818
Urbanización La Nueva Base,818.0,1134.0,162360589,8673.0,605.8501341,349.293416,93.90686562,36.37332602,48.57623037,5.256752645,6.1726657774,16125358,755.8241641,152.12943852,9.931817853527102,0.463558434303351,71.17105704369882,8714.679627579846,1754.0578637149774
La Base,817.0,1420.0,155380618,7752.0,813.7964748,400.4096232,106.64822657,41.46015921,57.68548101,6.463608242,4.22987054466,14581150,577.60982897,118.0332446,9.384150066018751,0.455183679014085,54.564893506965944,7451.107184855521,1522.6166744066047
Siete de Agosto,707.0,2001.0,190625674,11569.0,1177.7737003,546.930802,144.21845797,55.738345790000004,76.33865682,8.199846505,5.43214896818,16915965,806.4121461,163.36753065,8.873917671291826,0.409787431534233,46.95435187293629,6970.456790560982,1412.114535828507
Arboledas,203.0,392.0,519890136,4521.0,229.8072022,110.80451351,27.82108421,10.408261691,13.15893476,1.4239629931,1.83418473591,37365704,248.31740463,48.476636266,7.187230796953354,0.363255865586735,40.57033257929662,5492.532727936297,1072.2547282902012
Sucre,909.0,1916.0,262417263,3220.0,1178.8160938,479.9077412,131.98990527,52.10743772,73.17881482,7.949074795,1.4275698725,23869876,253.5420903,53.07531265,9.096153033357375,0.414878642745303,44.33446809006212,7873.977959627329,1648.3016350931675
El Peñón,302.0,268.0,299584836,1585.0,156.6766574,73.63952193,20.061272680000002,7.712184,9.91036651,1.093149092,1.0339063467,25063852,110.60975949,22.013123902,8.36619516337576,0.407891452238806,65.23068433438486,6978.533721766561,1388.8406247318612
Urbanización El Angel del Hogar,706.0,667.0,72192939,3266.0,417.1805384,159.9903205,45.13675694,18.13796875,26.55442124,2.810254814,1.3765520805,7497137,231.5141521,48.20637035,10.384862281642034,0.42132755832084,42.147951025719536,7088.614577464788,1476.0064406001225
El Calvario,310.0,413.0,159861333,995.0,237.0547931,115.3246965,31.77361427,12.38783625,16.45905255,1.860229882,0.4792785372,16565872,78.9472094,16.41266363,10.362650758704056,0.450418857627119,48.16869720603015,7934.392904522613,1649.5139326633168
Municipal,808.0,581.0,90871414,2752.0,339.8350501,159.7711817,42.80410278,16.49354633,22.0961131,2.432418405,1.3789685015,8107034,199.9133423,40.11017008,8.921435283645405,0.418660654905336,50.10786706031976,7264.292961482559,1457.4916453488374
San Antonio,303.0,887.0,118750526,3126.0,541.3487437,226.2722059,61.16579739,24.03214854,34.1811284,3.773984951,1.51282506342,9590819,230.21634021,47.55145691,8.076443135965027,0.425477446561443,48.39491565642994,7364.566225527831,1521.1598499680103
Las Américas,811.0,610.0,68560105,4064.0,351.815557,172.9694362,45.51035744,17.3127598,22.39188857,2.475552408,2.0029448505,5846639,283.3680906,56.09851913,8.527757427714695,0.405828263606557,49.28506029773622,6972.640024606299,1380.3769470964567
Benjamín Herrera,807.0,764.0,69063204,3220.0,469.3025889,193.67044429999999,52.04535498,20.34647893,28.63513601,3.091528652,1.44213470263,5699489,225.46047529999998,46.00353383,8.25256988345162,0.404650347120419,44.78679200714286,7001.878114906832,1428.6811748447205
Planta de Tratamiento,2199.0,119.0,97743750,2860.0,74.862184,29.8799143,7.787894880000001,2.89781104,3.57219706,0.379601579,1.426444791,6351016,198.2490635,37.098715500000004,6.497618162373351,0.318992923529412,49.87569199300699,6931.7854370629375,1297.1578846153848
Santa Rosa,307.0,471.0,186559517,1563.0,286.7180451,120.08595469,33.18540934,13.06526439,17.94531686,1.983070182,0.8994373905,16655731,116.394884,23.64986183,8.927837845716478,0.421034008917197,57.54557840690978,7446.889571337173,1513.1069628918747
Atanasio Girardot,812.0,1221.0,144178784,7701.0,679.316624,362.770627,95.49230207000001,36.30700805,47.11345522,5.372859502,4.2180007751,13244560,566.72994402,112.86069548,9.186205882600948,0.440037633251433,54.77211758343072,7359.173406310868,1465.5329889624725
Bellavista,1909.0,743.0,328198730,6018.0,430.8090915,204.93033859,55.41262847,21.67973697,30.16820365,3.2315327342,2.75792389681,26697135,365.40885179,73.463441651,8.134441991879795,0.434930381453567,45.827914536556996,6071.931734629446,1220.728508657361
La Floresta,806.0,1169.0,154868286,4940.0,677.4931025,322.3247947,87.36957059,34.11337575,47.69916427,5.273729232,2.48234513774,14240787,371.6878314,76.31281029,9.195418409631197,0.451131670829769,50.249901573684205,7524.045170040486,1544.7937305668017
