NM_PARR,ID_PARR,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
CHIMBACALLE,1.0,4300.0,780826265,41019.7,1291.2892498,1897.22479031,542.572789717,222.297194637,346.6159940534,40.40291422512,58.29044453922,130182537,5729.699911127,1219.8559562831,16.672407586970557,0.939602656398139,142.10353693279083,13968.166298454156,2973.8295411304816
LA LIBERTAD,2.0,2825.0,385733696,27497.7,1126.3476439,1147.77585715,276.562035915,108.6576736221,165.6568060188,18.80381105552,19.297383268776,44667312,2380.727031887,496.0748218046,11.57983159397647,0.665621630283894,70.17817224268211,8657.913323248853,1804.0593278877868
COTOCOLLAO,3.0,3838.0,715905633,30843.4,2478.3253202,1141.16320764,141.7962096616,39.8477444364,36.867479840137,4.2837180010179,4.9201673938475,29773189,644.92857697512,105.647168203554,4.158814674590637,0.111613288197444,15.952091513411295,2090.977573727669,342.52763380027494
MARISCAL SUCRE,4.0,2643.0,1447796575,13631.5,1138.91444963,1005.42166693,257.128301719,100.50218306000001,141.03339173554,16.469904623216,11.415365081214,135583580,1154.821013581,237.12999256506,9.36482253616799,0.623151896451608,83.74254543677512,8471.709009140593,1739.5737267729892
LA MAGDALENA,5.0,3647.0,781109400,28352.0,835.84056093,1608.40393096,544.192514149,239.688800197,418.874195775,48.6620116776,56.98309737524,162373318,5311.08086743,1173.8531317773,20.787525793654805,1.334302486361393,200.98440101312076,18732.649786364276,4140.283337250635
CENTRO HISTORICO,6.0,3784.0,1100694380,40822.7,1014.39091496,1529.10036238,546.561895352,249.0371946905,444.90971126979997,52.32710936379,68.62942004039,217416357,7315.400422626,1672.6848454724,19.75265444512362,1.382851727372886,168.1158278124426,17919.93283792106,4097.438056454865
SAN BARTOLO,7.0,8414.0,1366485605,64087.0,1880.71480255,3604.27721255,1298.39744955,587.428266742,1043.182292883,123.6209089085,148.09459910651,289137105,13331.86875151,2964.60162525,21.159176806384576,1.46922877238531,231.08368172407822,20802.766163980214,4625.901704323809
SOLANDA,8.0,9002.0,1277371113,78250.0,1319.57441275,3825.9457244,1626.42880371,780.509717926,1449.541437969,169.5491975759,260.4009430441,358321712,21089.27939656,4847.44127902,28.05149638834982,1.883461426081982,332.78075788383387,26951.155778351436,6194.8131361277965
LA CONCEPCION,9.0,4548.0,1012286631,32058.4,2586.4773564,1613.85311132,223.7156493128,64.64980315688,59.30415648015,7.231534536457,7.651358419249,48295831,879.9479067595599,145.344536650016,4.770964013620763,0.159004717160444,23.866937898488384,2744.827897710303,453.3742689903925
COMITE DEL PUEBLO,10.0,5869.0,998326189,46141.9,4245.1103709,1393.882922883,152.82206332363,41.1112271885,36.0734080373099,4.16308252370909,4.90459950192088,31394733,643.660329644768,101.21435133073,3.14473700573068,0.070933421770474,10.629383492922658,1394.9584426405675,219.3545374827001
SAN ISIDRO,11.0,4473.0,980491758,41692.8,2999.7483671,1232.866082281,156.50368247416,43.996751019989,39.8851860617992,4.62764822162512,6.56061546922489,39719439,838.520576851562,136.9158642257739,4.050971266641477,0.103457371375478,15.73560775295708,2011.1879673506264,328.39210661258994
JIPI JAPA,12.0,3757.0,1218171533,32794.0,1984.2070894,1408.3496647270001,227.6895616961,69.49467786661,67.259038349904,8.0882301613962,12.32290172159488,72147632,1350.89271650409,233.497320492931,5.922616840052068,0.215284273659734,37.576696107808985,4119.328890968134,712.0123208298195
LA FERROVIARIA,13.0,6641.0,1077104614,65349.9,2359.30693775,2830.27078293,726.869672155,287.621822661,436.9306580753,50.42707469472,67.36971206919,149748609,7160.391421386,1486.3966945517,13.90288441191151,0.759329539146514,103.09076535570827,10957.004404575982,2274.5202281131264
PONCEANO,14.0,5960.0,1623701668,54338.6,3950.0717135,1691.991058295,210.34279396306,57.702069699794,49.892327602448,5.8644664697632,9.05402545654776,60067775,1142.993631080105,182.4133206818738,3.69943418390899,0.098397088418846,16.66223542113297,2103.465365467835,335.69749806191885
KENNEDY,15.0,8635.0,1747759641,69186.8,5145.037762,2832.56443872,413.5380461989,123.42086154237,120.438836001011,14.2079294008178,19.2034964200389,92903285,2251.26967816639,383.530592788989,5.315564179204549,0.16453884656419,27.756011869372337,3253.9005679788484,554.3407019677005
LA  ARGELIA,16.0,7198.0,1000393637,57912.3,2343.85652741,3029.1876156,861.66125976,359.885795651,603.408798608,69.1009996037,79.62509803837,161894116,7849.073555475,1671.2399640624,16.183041359058624,0.960002773043901,137.49255000815023,13553.379084365497,2885.8117603037695
LLANO CHICO,17.0,1752.0,181756281,8115.9,1348.7827084,332.752566858,43.48124052227,13.151514958748,13.831944355160699,1.48278208396807,0.66095077951942,5364852,115.578973840882,19.9848385544483,2.95167334361295,0.084633680591785,8.143899992846388,1424.1054453712097,246.24303594731697
