#,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-git0887e53562', start_date='2022-05-13T13:54:44', checksum=1200175571, investigation_time=None, risk_investigation_time=None"
loss_type,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,3.23817E+05,2.14807E+04,2.36110E+03,5.97546E+02,4.53710E+02,4.87514E+01,1.39805E-04,2.83133E+01,1.38443E-05,5.77228E+03,2.82247E-03,8.81514E+02,4.31034E-04,2.79466E+08,4.78041E-03
