#,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-git0887e53562', start_date='2022-05-13T13:54:44', checksum=1200175571"
event_id,slight,moderate,extensive,complete,collapsed,fatalities,homeless,injured,losses,loss_type
0,2.00451E+04,2.81010E+03,9.26232E+02,1.00054E+03,1.07474E+02,6.02879E+01,1.07915E+04,1.94204E+03,2.95456E+08,structural
1,2.12906E+04,1.87879E+03,3.81370E+02,2.04526E+02,2.19894E+01,1.31094E+01,3.27859E+03,4.15498E+02,2.11181E+08,structural
2,2.20681E+04,2.37427E+03,5.88177E+02,4.20091E+02,4.50097E+01,2.68254E+01,5.51195E+03,8.20622E+02,2.63036E+08,structural
3,1.82686E+04,1.75692E+03,4.01448E+02,2.56535E+02,2.77668E+01,1.50469E+01,3.40639E+03,4.66318E+02,2.16311E+08,structural
4,2.24847E+04,2.34529E+03,5.38742E+02,3.33662E+02,3.54889E+01,2.00412E+01,4.67534E+03,6.37572E+02,2.58396E+08,structural
5,2.19383E+04,2.30153E+03,5.62713E+02,3.94139E+02,4.26906E+01,2.69425E+01,5.54228E+03,8.15066E+02,2.76368E+08,structural
6,1.91893E+04,1.64128E+03,3.44672E+02,2.00951E+02,2.18699E+01,1.34965E+01,3.01052E+03,3.99698E+02,2.25246E+08,structural
7,1.73397E+04,1.39009E+03,2.88203E+02,1.69054E+02,1.84299E+01,1.04572E+01,2.47073E+03,3.19322E+02,1.83104E+08,structural
8,2.08981E+04,2.08285E+03,5.16290E+02,4.11410E+02,4.35536E+01,2.50982E+01,4.99115E+03,7.93938E+02,2.11974E+08,structural
9,1.81920E+04,1.35424E+03,2.47430E+02,1.19545E+02,1.30411E+01,8.51731E+00,2.16580E+03,2.58159E+02,2.07185E+08,structural
10,1.94246E+04,2.45072E+03,7.31768E+02,7.06250E+02,7.59502E+01,4.10155E+01,7.31186E+03,1.24684E+03,2.72349E+08,structural
11,2.14050E+04,2.32146E+03,5.49542E+02,3.57417E+02,3.85645E+01,2.49723E+01,5.53175E+03,7.74636E+02,2.86968E+08,structural
12,2.25118E+04,2.32446E+03,5.20288E+02,3.13998E+02,3.37408E+01,1.81882E+01,4.29235E+03,5.81411E+02,2.60570E+08,structural
13,1.96709E+04,1.83199E+03,4.00117E+02,2.36095E+02,2.56346E+01,1.41572E+01,3.30221E+03,4.40398E+02,2.11169E+08,structural
14,1.92503E+04,2.05169E+03,4.94958E+02,3.35921E+02,3.61344E+01,2.07498E+01,4.59656E+03,6.64915E+02,2.28028E+08,structural
15,2.31973E+04,2.06887E+03,4.26958E+02,2.43599E+02,2.63355E+01,1.46162E+01,3.50110E+03,4.58412E+02,2.35461E+08,structural
16,2.06594E+04,1.89445E+03,4.18402E+02,2.56241E+02,2.77184E+01,1.75012E+01,4.02859E+03,5.56664E+02,2.51162E+08,structural
17,1.49315E+04,1.12245E+03,2.23523E+02,1.21728E+02,1.30413E+01,6.42179E+00,1.67271E+03,2.06747E+02,1.64151E+08,structural
18,1.87527E+04,1.85725E+03,4.46483E+02,3.11653E+02,3.34841E+01,2.15462E+01,4.40002E+03,6.46923E+02,2.51226E+08,structural
19,2.67419E+04,3.17969E+03,8.55564E+02,7.51819E+02,7.81357E+01,4.20602E+01,8.84299E+03,1.46226E+03,3.07480E+08,structural
20,2.01263E+04,1.88988E+03,4.18205E+02,2.51186E+02,2.68547E+01,1.52271E+01,3.81403E+03,5.07877E+02,2.39517E+08,structural
21,2.39977E+04,2.55639E+03,5.99815E+02,3.92402E+02,4.22367E+01,2.07202E+01,4.74909E+03,6.55125E+02,2.92047E+08,structural
22,2.34974E+04,3.32252E+03,9.48735E+02,7.73711E+02,8.33889E+01,4.44842E+01,8.97564E+03,1.39957E+03,3.31184E+08,structural
23,1.82619E+04,1.63286E+03,3.86996E+02,2.67824E+02,2.85145E+01,1.75150E+01,3.76706E+03,5.47387E+02,1.93676E+08,structural
24,2.51784E+04,3.18341E+03,8.40560E+02,6.25760E+02,6.79050E+01,3.77059E+01,7.86192E+03,1.19237E+03,3.65199E+08,structural
25,2.20491E+04,3.05844E+03,9.56383E+02,1.00738E+03,1.07170E+02,5.80839E+01,1.03374E+04,1.85938E+03,3.16529E+08,structural
26,1.89546E+04,1.53509E+03,3.00693E+02,1.55408E+02,1.66225E+01,1.03514E+01,2.66526E+03,3.29426E+02,2.11842E+08,structural
