taxonomy,conversion,weight
COM/Y:> 2010/H:2/E:1,MR_LWAL-DUM_H2,0.0001
COM/Y:> 2010/H:2/E:1,MUR_LWAL-DNO_H2,0.24
COM/Y:> 2010/H:2/E:1,S_LFBR-DUH_H2,0.004
COM/Y:> 2010/H:2/E:1,S_LFBR-DUM_H2,0.001
COM/Y:> 2010/H:2/E:1,S_LFM-DUH_H2,0.004
COM/Y:> 2010/H:2/E:1,S_LFM-DUM_H2,0.001000000000000111
COM/Y:> 2010/H:2/E:2,CR_LFINF-DUH_H2,0.039
COM/Y:> 2010/H:2/E:2,CR_LFINF-DUL_H2,0.052
COM/Y:> 2010/H:2/E:2,CR_LFINF-DUM_H2,0.039
COM/Y:> 2010/H:2/E:2,CR_LFM-DUH_H2,0.0105
COM/Y:> 2010/H:2/E:2,CR_LFM-DUL_H2,0.014
COM/Y:> 2010/H:2/E:2,CR_LFM-DUM_H2,0.0105
COM/Y:> 2010/H:2/E:2,MCF_LWAL-DUH_H2,0.0584
COM/Y:> 2010/H:2/E:2,MCF_LWAL-DUL_H2,0.4672
COM/Y:> 2010/H:2/E:2,MCF_LWAL-DUM_H2,0.0584
COM/Y:> 2010/H:2/E:2,MR_LWAL-DUH_H2,0.0001
COM/Y:> 2010/H:2/E:2,MR_LWAL-DUL_H2,0.0008
COM/Y:> 2010/H:2/E:2,MR_LWAL-DUM_H2,0.0001
COM/Y:> 2010/H:2/E:2,MUR_LWAL-DNO_H2,0.24
COM/Y:> 2010/H:2/E:2,S_LFBR-DUH_H2,0.004
COM/Y:> 2010/H:2/E:2,S_LFBR-DUM_H2,0.001
COM/Y:> 2010/H:2/E:2,S_LFM-DUH_H2,0.004
COM/Y:> 2010/H:2/E:2,S_LFM-DUM_H2,0.001000000000000111
COM/Y:> 2010/H:2/E:3,CR_LFINF-DUH_H2,0.039
COM/Y:> 2010/H:2/E:3,CR_LFINF-DUL_H2,0.052
COM/Y:> 2010/H:2/E:3,CR_LFINF-DUM_H2,0.039
COM/Y:> 2010/H:2/E:3,CR_LFM-DUH_H2,0.0105
COM/Y:> 2010/H:2/E:3,CR_LFM-DUL_H2,0.014
COM/Y:> 2010/H:2/E:3,CR_LFM-DUM_H2,0.0105
COM/Y:> 2010/H:2/E:3,MCF_LWAL-DUH_H2,0.0584
COM/Y:> 2010/H:2/E:3,MCF_LWAL-DUL_H2,0.4672
COM/Y:> 2010/H:2/E:3,MCF_LWAL-DUM_H2,0.0584
COM/Y:> 2010/H:2/E:3,MR_LWAL-DUH_H2,0.0001
COM/Y:> 2010/H:2/E:3,MR_LWAL-DUL_H2,0.0008
COM/Y:> 2010/H:2/E:3,MR_LWAL-DUM_H2,0.0001
COM/Y:> 2010/H:2/E:3,MUR_LWAL-DNO_H2,0.24
COM/Y:> 2010/H:2/E:3,S_LFBR-DUH_H2,0.004
COM/Y:> 2010/H:2/E:3,S_LFBR-DUM_H2,0.001
COM/Y:> 2010/H:2/E:3,S_LFM-DUH_H2,0.004
COM/Y:> 2010/H:2/E:3,S_LFM-DUM_H2,0.001000000000000111
COM/Y:> 2010/H:2/E:4,CR_LFINF-DUH_H2,0.039
COM/Y:> 2010/H:2/E:4,CR_LFINF-DUL_H2,0.052
COM/Y:> 2010/H:2/E:4,CR_LFINF-DUM_H2,0.039
COM/Y:> 2010/H:2/E:4,CR_LFM-DUH_H2,0.0105
COM/Y:> 2010/H:2/E:4,CR_LFM-DUL_H2,0.014
COM/Y:> 2010/H:2/E:4,CR_LFM-DUM_H2,0.0105
COM/Y:> 2010/H:2/E:4,MCF_LWAL-DUH_H2,0.0584
COM/Y:> 2010/H:2/E:4,MCF_LWAL-DUL_H2,0.4672
COM/Y:> 2010/H:2/E:4,MCF_LWAL-DUM_H2,0.0584
COM/Y:> 2010/H:2/E:4,MR_LWAL-DUH_H2,0.0001
COM/Y:> 2010/H:2/E:4,MR_LWAL-DUL_H2,0.0008
COM/Y:> 2010/H:2/E:4,MR_LWAL-DUM_H2,0.0001
COM/Y:> 2010/H:2/E:4,MUR_LWAL-DNO_H2,0.24
COM/Y:> 2010/H:2/E:4,S_LFBR-DUH_H2,0.004
COM/Y:> 2010/H:2/E:4,S_LFBR-DUM_H2,0.001
COM/Y:> 2010/H:2/E:4,S_LFM-DUH_H2,0.004
COM/Y:> 2010/H:2/E:4,S_LFM-DUM_H2,0.001000000000000111
COM/Y:> 2010/H:2/E:5,CR_LFINF-DUH_H2,0.039
COM/Y:> 2010/H:2/E:5,CR_LFINF-DUL_H2,0.052
COM/Y:> 2010/H:2/E:5,CR_LFINF-DUM_H2,0.039
COM/Y:> 2010/H:2/E:5,CR_LFM-DUH_H2,0.0105
COM/Y:> 2010/H:2/E:5,CR_LFM-DUL_H2,0.014
COM/Y:> 2010/H:2/E:5,CR_LFM-DUM_H2,0.0105
COM/Y:> 2010/H:2/E:5,MCF_LWAL-DUH_H2,0.0584
COM/Y:> 2010/H:2/E:5,MCF_LWAL-DUL_H2,0.4672
COM/Y:> 2010/H:2/E:5,MCF_LWAL-DUM_H2,0.0584
COM/Y:> 2010/H:2/E:5,MR_LWAL-DUH_H2,0.0001
COM/Y:> 2010/H:2/E:5,MR_LWAL-DUL_H2,0.0008
COM/Y:> 2010/H:2/E:5,MR_LWAL-DUM_H2,0.0001
COM/Y:> 2010/H:2/E:5,MUR_LWAL-DNO_H2,0.24
COM/Y:> 2010/H:2/E:5,S_LFBR-DUH_H2,0.004
COM/Y:> 2010/H:2/E:5,S_LFBR-DUM_H2,0.001
COM/Y:> 2010/H:2/E:5,S_LFM-DUH_H2,0.004
COM/Y:> 2010/H:2/E:5,S_LFM-DUM_H2,0.001000000000000111
COM/Y:> 2010/H:2/E:6,CR_LFINF-DUH_H2,0.039
COM/Y:> 2010/H:2/E:6,CR_LFINF-DUL_H2,0.052
COM/Y:> 2010/H:2/E:6,CR_LFINF-DUM_H2,0.039
COM/Y:> 2010/H:2/E:6,CR_LFM-DUH_H2,0.0105
COM/Y:> 2010/H:2/E:6,CR_LFM-DUL_H2,0.014
COM/Y:> 2010/H:2/E:6,CR_LFM-DUM_H2,0.0105
COM/Y:> 2010/H:2/E:6,MCF_LWAL-DUH_H2,0.0584
COM/Y:> 2010/H:2/E:6,MCF_LWAL-DUL_H2,0.4672
COM/Y:> 2010/H:2/E:6,MCF_LWAL-DUM_H2,0.0584
COM/Y:> 2010/H:2/E:6,MR_LWAL-DUH_H2,0.0001
COM/Y:> 2010/H:2/E:6,MR_LWAL-DUL_H2,0.0008
COM/Y:> 2010/H:2/E:6,MR_LWAL-DUM_H2,0.0001
COM/Y:> 2010/H:2/E:6,MUR_LWAL-DNO_H2,0.24
COM/Y:> 2010/H:2/E:6,S_LFBR-DUH_H2,0.004
COM/Y:> 2010/H:2/E:6,S_LFBR-DUM_H2,0.001
COM/Y:> 2010/H:2/E:6,S_LFM-DUH_H2,0.004
COM/Y:> 2010/H:2/E:6,S_LFM-DUM_H2,0.001000000000000111
COM/Y:> 2010/H:3/E:1,CR_LFINF-DUH_H3,0.045
COM/Y:> 2010/H:3/E:1,CR_LFINF-DUL_H3,0.06
COM/Y:> 2010/H:3/E:1,CR_LFINF-DUM_H3,0.045
COM/Y:> 2010/H:3/E:1,CR_LFM-DUH_H3,0.012
COM/Y:> 2010/H:3/E:1,CR_LFM-DUL_H3,0.016
COM/Y:> 2010/H:3/E:1,CR_LFM-DUM_H3,0.012
COM/Y:> 2010/H:3/E:1,MCF_LWAL-DUH_H3,0.0696
COM/Y:> 2010/H:3/E:1,MCF_LWAL-DUL_H3,0.5568
COM/Y:> 2010/H:3/E:1,MCF_LWAL-DUM_H3,0.0696
COM/Y:> 2010/H:3/E:1,MR_LWAL-DUH_H3,0.001
COM/Y:> 2010/H:3/E:1,MR_LWAL-DUL_H3,0.008
COM/Y:> 2010/H:3/E:1,MR_LWAL-DUM_H3,0.001
COM/Y:> 2010/H:3/E:1,MUR_LWAL-DNO_H3,0.1
COM/Y:> 2010/H:3/E:1,S_LFBR-DUH_H3,0.0012
COM/Y:> 2010/H:3/E:1,S_LFBR-DUM_H3,0.0003
COM/Y:> 2010/H:3/E:1,S_LFM-DUH_H3,0.002
COM/Y:> 2010/H:3/E:1,S_LFM-DUM_H3,0.0005000000000002221
COM/Y:> 2010/H:3/E:2,CR_LFINF-DUH_H3,0.045
COM/Y:> 2010/H:3/E:2,CR_LFINF-DUL_H3,0.06
COM/Y:> 2010/H:3/E:2,CR_LFINF-DUM_H3,0.045
COM/Y:> 2010/H:3/E:2,CR_LFM-DUH_H3,0.012
COM/Y:> 2010/H:3/E:2,CR_LFM-DUL_H3,0.016
COM/Y:> 2010/H:3/E:2,CR_LFM-DUM_H3,0.012
COM/Y:> 2010/H:3/E:2,MCF_LWAL-DUH_H3,0.0696
COM/Y:> 2010/H:3/E:2,MCF_LWAL-DUL_H3,0.5568
COM/Y:> 2010/H:3/E:2,MCF_LWAL-DUM_H3,0.0696
COM/Y:> 2010/H:3/E:2,MR_LWAL-DUH_H3,0.001
COM/Y:> 2010/H:3/E:2,MR_LWAL-DUL_H3,0.008
COM/Y:> 2010/H:3/E:2,MR_LWAL-DUM_H3,0.001
COM/Y:> 2010/H:3/E:2,MUR_LWAL-DNO_H3,0.1
COM/Y:> 2010/H:3/E:2,S_LFBR-DUH_H3,0.0012
COM/Y:> 2010/H:3/E:2,S_LFBR-DUM_H3,0.0003
COM/Y:> 2010/H:3/E:2,S_LFM-DUH_H3,0.002
COM/Y:> 2010/H:3/E:2,S_LFM-DUM_H3,0.0005000000000002221
COM/Y:> 2010/H:3/E:3,CR_LFINF-DUH_H3,0.045
COM/Y:> 2010/H:3/E:3,CR_LFINF-DUL_H3,0.06
COM/Y:> 2010/H:3/E:3,CR_LFINF-DUM_H3,0.045
COM/Y:> 2010/H:3/E:3,CR_LFM-DUH_H3,0.012
COM/Y:> 2010/H:3/E:3,CR_LFM-DUL_H3,0.016
COM/Y:> 2010/H:3/E:3,CR_LFM-DUM_H3,0.012
COM/Y:> 2010/H:3/E:3,MCF_LWAL-DUH_H3,0.0696
COM/Y:> 2010/H:3/E:3,MCF_LWAL-DUL_H3,0.5568
COM/Y:> 2010/H:3/E:3,MCF_LWAL-DUM_H3,0.0696
COM/Y:> 2010/H:3/E:3,MR_LWAL-DUH_H3,0.001
COM/Y:> 2010/H:3/E:3,MR_LWAL-DUL_H3,0.008
COM/Y:> 2010/H:3/E:3,MR_LWAL-DUM_H3,0.001
COM/Y:> 2010/H:3/E:3,MUR_LWAL-DNO_H3,0.1
COM/Y:> 2010/H:3/E:3,S_LFBR-DUH_H3,0.0012
COM/Y:> 2010/H:3/E:3,S_LFBR-DUM_H3,0.0003
COM/Y:> 2010/H:3/E:3,S_LFM-DUH_H3,0.002
COM/Y:> 2010/H:3/E:3,S_LFM-DUM_H3,0.0005000000000002221
COM/Y:> 2010/H:3/E:4,CR_LFINF-DUH_H3,0.045
COM/Y:> 2010/H:3/E:4,CR_LFINF-DUL_H3,0.06
COM/Y:> 2010/H:3/E:4,CR_LFINF-DUM_H3,0.045
COM/Y:> 2010/H:3/E:4,CR_LFM-DUH_H3,0.012
COM/Y:> 2010/H:3/E:4,CR_LFM-DUL_H3,0.016
COM/Y:> 2010/H:3/E:4,CR_LFM-DUM_H3,0.012
COM/Y:> 2010/H:3/E:4,MCF_LWAL-DUH_H3,0.0696
COM/Y:> 2010/H:3/E:4,MCF_LWAL-DUL_H3,0.5568
COM/Y:> 2010/H:3/E:4,MCF_LWAL-DUM_H3,0.0696
COM/Y:> 2010/H:3/E:4,MR_LWAL-DUH_H3,0.001
COM/Y:> 2010/H:3/E:4,MR_LWAL-DUL_H3,0.008
COM/Y:> 2010/H:3/E:4,MR_LWAL-DUM_H3,0.001
COM/Y:> 2010/H:3/E:4,MUR_LWAL-DNO_H3,0.1
COM/Y:> 2010/H:3/E:4,S_LFBR-DUH_H3,0.0012
COM/Y:> 2010/H:3/E:4,S_LFBR-DUM_H3,0.0003
COM/Y:> 2010/H:3/E:4,S_LFM-DUH_H3,0.002
COM/Y:> 2010/H:3/E:4,S_LFM-DUM_H3,0.0005000000000002221
COM/Y:> 2010/H:3/E:5,CR_LFINF-DUH_H3,0.045
COM/Y:> 2010/H:3/E:5,CR_LFINF-DUL_H3,0.06
COM/Y:> 2010/H:3/E:5,CR_LFINF-DUM_H3,0.045
COM/Y:> 2010/H:3/E:5,CR_LFM-DUH_H3,0.012
COM/Y:> 2010/H:3/E:5,CR_LFM-DUL_H3,0.016
COM/Y:> 2010/H:3/E:5,CR_LFM-DUM_H3,0.012
COM/Y:> 2010/H:3/E:5,MCF_LWAL-DUH_H3,0.0696
COM/Y:> 2010/H:3/E:5,MCF_LWAL-DUL_H3,0.5568
COM/Y:> 2010/H:3/E:5,MCF_LWAL-DUM_H3,0.0696
COM/Y:> 2010/H:3/E:5,MR_LWAL-DUH_H3,0.001
COM/Y:> 2010/H:3/E:5,MR_LWAL-DUL_H3,0.008
COM/Y:> 2010/H:3/E:5,MR_LWAL-DUM_H3,0.001
COM/Y:> 2010/H:3/E:5,MUR_LWAL-DNO_H3,0.1
COM/Y:> 2010/H:3/E:5,S_LFBR-DUH_H3,0.0012
COM/Y:> 2010/H:3/E:5,S_LFBR-DUM_H3,0.0003
COM/Y:> 2010/H:3/E:5,S_LFM-DUH_H3,0.002
COM/Y:> 2010/H:3/E:5,S_LFM-DUM_H3,0.0005000000000002221
COM/Y:> 2010/H:3/E:6,CR_LFINF-DUH_H3,0.045
COM/Y:> 2010/H:3/E:6,CR_LFINF-DUL_H3,0.06
COM/Y:> 2010/H:3/E:6,CR_LFINF-DUM_H3,0.045
COM/Y:> 2010/H:3/E:6,CR_LFM-DUH_H3,0.012
COM/Y:> 2010/H:3/E:6,CR_LFM-DUL_H3,0.016
COM/Y:> 2010/H:3/E:6,CR_LFM-DUM_H3,0.012
COM/Y:> 2010/H:3/E:6,MCF_LWAL-DUH_H3,0.0696
COM/Y:> 2010/H:3/E:6,MCF_LWAL-DUL_H3,0.5568
COM/Y:> 2010/H:3/E:6,MCF_LWAL-DUM_H3,0.0696
COM/Y:> 2010/H:3/E:6,MR_LWAL-DUH_H3,0.001
COM/Y:> 2010/H:3/E:6,MR_LWAL-DUL_H3,0.008
COM/Y:> 2010/H:3/E:6,MR_LWAL-DUM_H3,0.001
COM/Y:> 2010/H:3/E:6,MUR_LWAL-DNO_H3,0.1
COM/Y:> 2010/H:3/E:6,S_LFBR-DUH_H3,0.0012
COM/Y:> 2010/H:3/E:6,S_LFBR-DUM_H3,0.0003
COM/Y:> 2010/H:3/E:6,S_LFM-DUH_H3,0.002
COM/Y:> 2010/H:3/E:6,S_LFM-DUM_H3,0.0005000000000002221
COM/Y:> 2010/H:4/E:2,CR_LFINF-DUH_H4,0.093
COM/Y:> 2010/H:4/E:2,CR_LFINF-DUL_H4,0.124
COM/Y:> 2010/H:4/E:2,CR_LFINF-DUM_H4,0.093
COM/Y:> 2010/H:4/E:2,CR_LFM-DUH_H4,0.0369
COM/Y:> 2010/H:4/E:2,CR_LFM-DUL_H4,0.0492
COM/Y:> 2010/H:4/E:2,CR_LFM-DUM_H4,0.0369
COM/Y:> 2010/H:4/E:2,MCF_LWAL-DUH_H4,0.046
COM/Y:> 2010/H:4/E:2,MCF_LWAL-DUL_H4,0.368
COM/Y:> 2010/H:4/E:2,MCF_LWAL-DUM_H4,0.046
COM/Y:> 2010/H:4/E:2,MR_LWAL-DUH_H4,0.005
COM/Y:> 2010/H:4/E:2,MR_LWAL-DUL_H4,0.04
COM/Y:> 2010/H:4/E:2,MR_LWAL-DUM_H4,0.005
COM/Y:> 2010/H:4/E:2,MUR_LWAL-DNO_H4,0.05
COM/Y:> 2010/H:4/E:2,S_LFBR-DUH_H4,0.0032
COM/Y:> 2010/H:4/E:2,S_LFBR-DUM_H4,0.0008
COM/Y:> 2010/H:4/E:2,S_LFM-DUH_H4,0.0024
COM/Y:> 2010/H:4/E:2,S_LFM-DUM_H4,0.0006
COM/Y:> 2010/H:4/E:3,CR_LFINF-DUH_H4,0.093
COM/Y:> 2010/H:4/E:3,CR_LFINF-DUL_H4,0.124
COM/Y:> 2010/H:4/E:3,CR_LFINF-DUM_H4,0.093
COM/Y:> 2010/H:4/E:3,CR_LFM-DUH_H4,0.0369
COM/Y:> 2010/H:4/E:3,CR_LFM-DUL_H4,0.0492
COM/Y:> 2010/H:4/E:3,CR_LFM-DUM_H4,0.0369
COM/Y:> 2010/H:4/E:3,MCF_LWAL-DUH_H4,0.046
COM/Y:> 2010/H:4/E:3,MCF_LWAL-DUL_H4,0.368
COM/Y:> 2010/H:4/E:3,MCF_LWAL-DUM_H4,0.046
COM/Y:> 2010/H:4/E:3,MR_LWAL-DUH_H4,0.005
COM/Y:> 2010/H:4/E:3,MR_LWAL-DUL_H4,0.04
COM/Y:> 2010/H:4/E:3,MR_LWAL-DUM_H4,0.005
COM/Y:> 2010/H:4/E:3,MUR_LWAL-DNO_H4,0.05
COM/Y:> 2010/H:4/E:3,S_LFBR-DUH_H4,0.0032
COM/Y:> 2010/H:4/E:3,S_LFBR-DUM_H4,0.0008
COM/Y:> 2010/H:4/E:3,S_LFM-DUH_H4,0.0024
COM/Y:> 2010/H:4/E:3,S_LFM-DUM_H4,0.0006
COM/Y:> 2010/H:4/E:4,CR_LFINF-DUH_H4,0.093
COM/Y:> 2010/H:4/E:4,CR_LFINF-DUL_H4,0.124
COM/Y:> 2010/H:4/E:4,CR_LFINF-DUM_H4,0.093
COM/Y:> 2010/H:4/E:4,CR_LFM-DUH_H4,0.0369
COM/Y:> 2010/H:4/E:4,CR_LFM-DUL_H4,0.0492
COM/Y:> 2010/H:4/E:4,CR_LFM-DUM_H4,0.0369
COM/Y:> 2010/H:4/E:4,MCF_LWAL-DUH_H4,0.046
COM/Y:> 2010/H:4/E:4,MCF_LWAL-DUL_H4,0.368
COM/Y:> 2010/H:4/E:4,MCF_LWAL-DUM_H4,0.046
COM/Y:> 2010/H:4/E:4,MR_LWAL-DUH_H4,0.005
COM/Y:> 2010/H:4/E:4,MR_LWAL-DUL_H4,0.04
COM/Y:> 2010/H:4/E:4,MR_LWAL-DUM_H4,0.005
COM/Y:> 2010/H:4/E:4,MUR_LWAL-DNO_H4,0.05
COM/Y:> 2010/H:4/E:4,S_LFBR-DUH_H4,0.0032
COM/Y:> 2010/H:4/E:4,S_LFBR-DUM_H4,0.0008
COM/Y:> 2010/H:4/E:4,S_LFM-DUH_H4,0.0024
COM/Y:> 2010/H:4/E:4,S_LFM-DUM_H4,0.0006
COM/Y:> 2010/H:4/E:5,CR_LFINF-DUH_H4,0.093
COM/Y:> 2010/H:4/E:5,CR_LFINF-DUL_H4,0.124
COM/Y:> 2010/H:4/E:5,CR_LFINF-DUM_H4,0.093
COM/Y:> 2010/H:4/E:5,CR_LFM-DUH_H4,0.0369
COM/Y:> 2010/H:4/E:5,CR_LFM-DUL_H4,0.0492
COM/Y:> 2010/H:4/E:5,CR_LFM-DUM_H4,0.0369
COM/Y:> 2010/H:4/E:5,MCF_LWAL-DUH_H4,0.046
COM/Y:> 2010/H:4/E:5,MCF_LWAL-DUL_H4,0.368
COM/Y:> 2010/H:4/E:5,MCF_LWAL-DUM_H4,0.046
COM/Y:> 2010/H:4/E:5,MR_LWAL-DUH_H4,0.005
COM/Y:> 2010/H:4/E:5,MR_LWAL-DUL_H4,0.04
COM/Y:> 2010/H:4/E:5,MR_LWAL-DUM_H4,0.005
COM/Y:> 2010/H:4/E:5,MUR_LWAL-DNO_H4,0.05
COM/Y:> 2010/H:4/E:5,S_LFBR-DUH_H4,0.0032
COM/Y:> 2010/H:4/E:5,S_LFBR-DUM_H4,0.0008
COM/Y:> 2010/H:4/E:5,S_LFM-DUH_H4,0.0024
COM/Y:> 2010/H:4/E:5,S_LFM-DUM_H4,0.0006
COM/Y:> 2010/H:5/E:2,CR_LFINF-DUH_H5,0.186
COM/Y:> 2010/H:5/E:2,CR_LFINF-DUL_H5,0.248
COM/Y:> 2010/H:5/E:2,CR_LFINF-DUM_H5,0.186
COM/Y:> 2010/H:5/E:2,CR_LFM-DUH_H5,0.09
COM/Y:> 2010/H:5/E:2,CR_LFM-DUL_H5,0.12
COM/Y:> 2010/H:5/E:2,CR_LFM-DUM_H5,0.09
COM/Y:> 2010/H:5/E:2,CR_LWAL-DUH_H5,0.008
COM/Y:> 2010/H:5/E:2,CR_LWAL-DUM_H5,0.002
COM/Y:> 2010/H:5/E:2,MR_LWAL-DUH_H5,0.005
COM/Y:> 2010/H:5/E:2,MR_LWAL-DUL_H5,0.04
COM/Y:> 2010/H:5/E:2,MR_LWAL-DUM_H5,0.005
COM/Y:> 2010/H:5/E:2,MUR_LWAL-DNO_H5,0.01
COM/Y:> 2010/H:5/E:2,S_LFBR-DUH_H5,0.008
COM/Y:> 2010/H:5/E:2,S_LFBR-DUM_H5,0.002
COM/Y:> 2010/H:5/E:3,CR_LFINF-DUH_H5,0.186
COM/Y:> 2010/H:5/E:3,CR_LFINF-DUL_H5,0.248
COM/Y:> 2010/H:5/E:3,CR_LFINF-DUM_H5,0.186
COM/Y:> 2010/H:5/E:3,CR_LFM-DUH_H5,0.09
COM/Y:> 2010/H:5/E:3,CR_LFM-DUL_H5,0.12
COM/Y:> 2010/H:5/E:3,CR_LFM-DUM_H5,0.09
COM/Y:> 2010/H:5/E:3,CR_LWAL-DUH_H5,0.008
COM/Y:> 2010/H:5/E:3,CR_LWAL-DUM_H5,0.002
COM/Y:> 2010/H:5/E:3,MR_LWAL-DUH_H5,0.005
COM/Y:> 2010/H:5/E:3,MR_LWAL-DUL_H5,0.04
COM/Y:> 2010/H:5/E:3,MR_LWAL-DUM_H5,0.005
COM/Y:> 2010/H:5/E:3,MUR_LWAL-DNO_H5,0.01
COM/Y:> 2010/H:5/E:3,S_LFBR-DUH_H5,0.008
COM/Y:> 2010/H:5/E:3,S_LFBR-DUM_H5,0.002
COM/Y:> 2010/H:5/E:4,CR_LFINF-DUH_H5,0.186
COM/Y:> 2010/H:5/E:4,CR_LFINF-DUL_H5,0.248
COM/Y:> 2010/H:5/E:4,CR_LFINF-DUM_H5,0.186
COM/Y:> 2010/H:5/E:4,CR_LFM-DUH_H5,0.09
COM/Y:> 2010/H:5/E:4,CR_LFM-DUL_H5,0.12
COM/Y:> 2010/H:5/E:4,CR_LFM-DUM_H5,0.09
COM/Y:> 2010/H:5/E:4,CR_LWAL-DUH_H5,0.008
COM/Y:> 2010/H:5/E:4,CR_LWAL-DUM_H5,0.002
COM/Y:> 2010/H:5/E:4,MR_LWAL-DUH_H5,0.005
COM/Y:> 2010/H:5/E:4,MR_LWAL-DUL_H5,0.04
COM/Y:> 2010/H:5/E:4,MR_LWAL-DUM_H5,0.005
COM/Y:> 2010/H:5/E:4,MUR_LWAL-DNO_H5,0.01
COM/Y:> 2010/H:5/E:4,S_LFBR-DUH_H5,0.008
COM/Y:> 2010/H:5/E:4,S_LFBR-DUM_H5,0.002
COM/Y:> 2010/H:5/E:5,CR_LFINF-DUH_H5,0.186
COM/Y:> 2010/H:5/E:5,CR_LFINF-DUL_H5,0.248
COM/Y:> 2010/H:5/E:5,CR_LFINF-DUM_H5,0.186
COM/Y:> 2010/H:5/E:5,CR_LFM-DUH_H5,0.09
COM/Y:> 2010/H:5/E:5,CR_LFM-DUL_H5,0.12
COM/Y:> 2010/H:5/E:5,CR_LFM-DUM_H5,0.09
COM/Y:> 2010/H:5/E:5,CR_LWAL-DUH_H5,0.008
COM/Y:> 2010/H:5/E:5,CR_LWAL-DUM_H5,0.002
COM/Y:> 2010/H:5/E:5,MR_LWAL-DUH_H5,0.005
COM/Y:> 2010/H:5/E:5,MR_LWAL-DUL_H5,0.04
COM/Y:> 2010/H:5/E:5,MR_LWAL-DUM_H5,0.005
COM/Y:> 2010/H:5/E:5,MUR_LWAL-DNO_H5,0.01
COM/Y:> 2010/H:5/E:5,S_LFBR-DUH_H5,0.008
COM/Y:> 2010/H:5/E:5,S_LFBR-DUM_H5,0.002
COM/Y:> 2010/H:6/E:2,CR_LDUAL-DUH_H6,0.16
COM/Y:> 2010/H:6/E:2,CR_LDUAL-DUM_H6,0.04
COM/Y:> 2010/H:6/E:2,CR_LFINF-DUH_H6,0.099
COM/Y:> 2010/H:6/E:2,CR_LFINF-DUL_H6,0.132
COM/Y:> 2010/H:6/E:2,CR_LFINF-DUM_H6,0.099
COM/Y:> 2010/H:6/E:2,CR_LFM-DUH_H6,0.135
COM/Y:> 2010/H:6/E:2,CR_LFM-DUL_H6,0.18
COM/Y:> 2010/H:6/E:2,CR_LFM-DUM_H6,0.135
COM/Y:> 2010/H:6/E:2,CR_LWAL-DUH_H6,0.008
COM/Y:> 2010/H:6/E:2,CR_LWAL-DUM_H6,0.002
COM/Y:> 2010/H:6/E:2,S_LFBR-DUH_H6,0.008
COM/Y:> 2010/H:6/E:2,S_LFBR-DUM_H6,0.002
COM/Y:> 2010/H:6/E:3,CR_LDUAL-DUH_H6,0.16
COM/Y:> 2010/H:6/E:3,CR_LDUAL-DUM_H6,0.04
COM/Y:> 2010/H:6/E:3,CR_LFINF-DUH_H6,0.099
COM/Y:> 2010/H:6/E:3,CR_LFINF-DUL_H6,0.132
COM/Y:> 2010/H:6/E:3,CR_LFINF-DUM_H6,0.099
COM/Y:> 2010/H:6/E:3,CR_LFM-DUH_H6,0.135
COM/Y:> 2010/H:6/E:3,CR_LFM-DUL_H6,0.18
COM/Y:> 2010/H:6/E:3,CR_LFM-DUM_H6,0.135
COM/Y:> 2010/H:6/E:3,CR_LWAL-DUH_H6,0.008
COM/Y:> 2010/H:6/E:3,CR_LWAL-DUM_H6,0.002
COM/Y:> 2010/H:6/E:3,S_LFBR-DUH_H6,0.008
COM/Y:> 2010/H:6/E:3,S_LFBR-DUM_H6,0.002
COM/Y:> 2010/H:6/E:4,CR_LDUAL-DUH_H6,0.16
COM/Y:> 2010/H:6/E:4,CR_LDUAL-DUM_H6,0.04
COM/Y:> 2010/H:6/E:4,CR_LFINF-DUH_H6,0.099
COM/Y:> 2010/H:6/E:4,CR_LFINF-DUL_H6,0.132
COM/Y:> 2010/H:6/E:4,CR_LFINF-DUM_H6,0.099
COM/Y:> 2010/H:6/E:4,CR_LFM-DUH_H6,0.135
COM/Y:> 2010/H:6/E:4,CR_LFM-DUL_H6,0.18
COM/Y:> 2010/H:6/E:4,CR_LFM-DUM_H6,0.135
COM/Y:> 2010/H:6/E:4,CR_LWAL-DUH_H6,0.008
COM/Y:> 2010/H:6/E:4,CR_LWAL-DUM_H6,0.002
COM/Y:> 2010/H:6/E:4,S_LFBR-DUH_H6,0.008
COM/Y:> 2010/H:6/E:4,S_LFBR-DUM_H6,0.002
COM/Y:> 2010/H:6/E:5,CR_LDUAL-DUH_H6,0.16
COM/Y:> 2010/H:6/E:5,CR_LDUAL-DUM_H6,0.04
COM/Y:> 2010/H:6/E:5,CR_LFINF-DUH_H6,0.099
COM/Y:> 2010/H:6/E:5,CR_LFINF-DUL_H6,0.132
COM/Y:> 2010/H:6/E:5,CR_LFINF-DUM_H6,0.099
COM/Y:> 2010/H:6/E:5,CR_LFM-DUH_H6,0.135
COM/Y:> 2010/H:6/E:5,CR_LFM-DUL_H6,0.18
COM/Y:> 2010/H:6/E:5,CR_LFM-DUM_H6,0.135
COM/Y:> 2010/H:6/E:5,CR_LWAL-DUH_H6,0.008
COM/Y:> 2010/H:6/E:5,CR_LWAL-DUM_H6,0.002
COM/Y:> 2010/H:6/E:5,S_LFBR-DUH_H6,0.008
COM/Y:> 2010/H:6/E:5,S_LFBR-DUM_H6,0.002
COM/Y:> 2010/H:6/E:6,CR_LDUAL-DUH_H6,0.16
