barrio,id_barrio,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
Ciudadela Floralia,610.0,6839.0,322746305,38325.0,5605.541555,1058.32731285,124.485275274,30.099093938,20.546702167,2.2938818989,1.46660048851,5664823,294.975492766,43.152333786,1.755193820323778,0.033541188754204,3.826746219204174,769.6686047384214,112.59578287279844
Brisas de Los Alamos,219.0,1821.0,191934730,13842.0,1529.3314055,254.54183119,26.913414896,6.206160915,4.007151946,0.4200536167,0.47742070229,3108742,96.75668618099999,12.901910108000001,1.619686895016678,0.023067194766612,3.449073127365987,699.0079914824447,93.20842441843665
Menga,216.0,161.0,169122686,835.0,158.0026849,2.890508571,0.0907969215,0.01179709157,0.004211874576,0.0004715071412,0.00021644323738,188431,0.06605241158,0.005820471087,0.111416747999438,0.000292861578385,0.025921345794012,7.910468452694611,0.697062405628743
Paso del Comercio,603.0,1636.0,77065478,9292.0,1320.9649511,266.36849651,34.087198613,8.534548032,6.044769468,0.6569805739,0.43916111546,1575405,87.992209028,13.00225225,2.044242293067223,0.040157736790954,4.726228104390874,946.9673808437366,139.92953346965132
Los Guaduales,608.0,1850.0,121062905,10487.0,1531.6490691000001,277.75898207,29.407425832,6.779338972000001,4.405227989,0.4943251068,0.39089655581,1983544,72.094285714,10.195187896,1.63844090540199,0.026720276043243,3.727439265852961,687.4633900448173,97.21739197101174
Área en Desarrollo - Parque del Amor,298.0,133.0,301609965,6696.0,119.18297369999999,12.1312603429,1.25301794309,0.2752940547,0.157452629615,0.0139839702607,0.0633244215336,1678534,16.0479403417,2.3170900375,0.556524788283736,0.01051426335391,0.945705220035842,239.66458096923532,34.60409255525686
Urbanización La Flora,295.0,1694.0,461938463,9165.0,1485.6449263,187.00789975,15.87400843,3.4134619714,2.0596972598,0.21887454193,0.182608342203,4964420,34.92459351,4.7976268888,1.074692969696919,0.012920575084416,1.992453270081833,381.0648500818331,52.3472655624659
Altos de Menga,296.0,683.0,25390842,6092.0,671.8195794,10.566493178,0.5078015494,0.07586350753,0.03026134899,0.003071885341,0.0026843692931,31043,1.0525873573,0.11384595424,0.122260137227313,0.000449763593119,0.04406384263132,17.278190369336833,1.868777975049245
Urbanización Calimio,697.0,1152.0,65763429,8300.0,929.5682052999999,189.59590324,23.176077916,5.703093461,3.956684439,0.4267340717,0.50306888968,1338117,84.56970986,12.268909071,2.034743479365545,0.037042888168403,6.061070959999999,1018.9121669879519,147.81818157831324
San Luis II,696.0,1738.0,127723318,11400.0,1402.5640715,286.9400876,34.412638967999996,8.361687235,5.721463252,0.6402741116,0.5337907005,2439577,98.469668662,14.311360996,1.91004854660119,0.036839707226697,4.682374565789474,863.7690233508773,125.53825435087718
Sector Puente del Comercio,698.0,892.0,73022208,8184.0,750.1060153,122.56649328,13.941801456,3.264426918,2.121275476,0.2302448847,0.34405374101,1305134,60.469544254,8.250458701,1.787311499561939,0.025812206804933,4.203980217619746,738.8751741691104,100.81205646383187
Los Alcazares,604.0,201.0,86219821,10406.0,150.5372806,42.3151168,5.891205246,1.409586978,0.846806657,0.1057627204,0.775966843,2076928,117.5923273,15.64132703,2.408874805900603,0.052618268855721,7.456917576398232,1130.04350663079,150.3106576013838
Ciudad de Los Alamos,217.0,1782.0,211380472,14132.0,1516.9873339,233.35543496,23.221686038,5.198220369,3.2373243636,0.34050617579,0.422730458927,3000842,78.841990626,10.3894717955,1.419640136814866,0.01910809067284,2.991299596143504,557.8969050806679,73.51734924639118
La Flora,212.0,1419.0,406997277,4503.0,1361.7687064,52.4509881217,3.62170246306,0.73444306226,0.424156188309,0.0473575325578,0.01888107186629,1362342,3.93703495118,0.512841627648,0.334729975892411,0.003337387777153,0.419299841578725,87.43137799644681,11.388888022385077
Calima,421.0,923.0,102033555,4871.0,786.4894732,117.61740423,13.517794827,3.221054667,2.154276224,0.2365785344,0.15053009579,1590183,31.666751618,4.497486237,1.558490109140436,0.025631477183099,3.090332494149045,650.1078139601725,92.3318874358448
El Bosque,215.0,762.0,209940178,3277.0,746.9318025,14.466724365,0.50719327,0.06889691089,0.02538465183,0.0027608489418,0.00119657971697,264074,0.35830199003,0.035269407696,0.125785121879204,0.000362316134094,0.036514486328044,10.933841624351542,1.076271214403418
Fonaviemcali,695.0,374.0,29277908,2355.0,307.60554890000003,57.6744728,6.29222113,1.468766939,0.958988844,0.1061795052,0.0900477784,493272,16.569618761,2.323126035,1.684792112737076,0.028390242032086,3.823684857749469,703.5931533333334,98.6465407643312
Metropolitano del Norte,506.0,693.0,107157630,7737.0,578.3405497,99.97313369,10.665061209,2.451027548,1.570228614,0.1757310048,0.32979103223,1809314,57.702717574,7.741722399,1.688460031788889,0.025358009350649,4.262518188315885,745.8022175778726,100.06103656455991
La Campiña,213.0,307.0,84559278,2262.0,301.0793046,5.6733859072,0.20886886374,0.02818488016,0.010249097428,0.0011127141798,0.0007375490763,91472,0.235907026,0.02338998408,0.108174974254957,0.00036244761557,0.032606059960212,10.42913465959328,1.034039968169761
Vipasa,294.0,1969.0,333880553,7830.0,1766.6173897,177.210803814,18.2058520269,4.21582167711,2.75018499506,0.295603460712,0.1287332216907,3520079,30.7220886103,4.31146024739,1.054293032092457,0.015012872560284,1.644102448157088,392.3638392120051,55.06334926424011
San Luis,601.0,1724.0,143730989,11749.0,1374.0452151,294.96956902,38.155473382000004,9.739726594,7.090001299,0.7925329964,0.63157121143,3104725,120.360096674,18.158810955,2.160094395166087,0.045970591438515,5.375531631883565,1024.4284336879734,154.55622567878117
Flora Industrial,420.0,479.0,343252420,1438.0,405.2922827,64.57121058,6.614456383,1.526952724,0.995097893,0.1123059471,0.038696543619,5055120,8.39255169,1.1707864134,1.4727120653929,0.023445917974948,2.690997470027816,583.6266821974965,81.41769216968011
Villa del Sol,595.0,116.0,73987203,4365.0,92.4720819,20.393718720000003,2.331823618,0.514568739,0.28780615,0.0321002495,0.1910292363,1388384,32.43296218,4.127114015,1.876519357417159,0.02767262887931,4.376385711340205,743.0231885452462,94.55014925544101
Urbanización La Merced,293.0,1186.0,139758053,4403.0,1020.6919338,147.06147203,13.46665901,2.959302577,1.8205844613,0.19915023071,0.091643561573,1606979,18.023457801,2.4953315826,1.149829022976032,0.016791756383642,2.081389088644106,409.3449421076539,56.67344044060868
La Paz,214.0,116.0,25035357,472.0,113.6850394,2.217061845,0.0828054129,0.01108659392,0.00400595403,0.000437357608,0.0001954771444,35584,0.0632426523,0.00629910957,0.142134466307131,0.00037703242069,0.041414649237288,13.398867012711863,1.334557112288135
Petecuy II,606.0,1155.0,60338940,6567.0,937.9198366,183.47902798,23.292115139,5.936066288,4.37293997,0.4748899219,0.29522757971,1168483,60.30487185,9.152740894,1.936531548112535,0.041116010554113,4.495623263438405,918.3016879853814,139.37476616415412
Los Parques Barranquilla,594.0,1145.0,148888009,10032.0,949.6640627,169.15829327,18.846035353999998,4.434257512,2.897325605,0.3233448203,0.3970143508,2567266,73.974895918,10.092461043,1.724293060162342,0.028239722296943,3.957479573365231,737.3893133771929,100.60268184808614
Chiminangos II,504.0,140.0,106286029,9750.0,108.56093249999999,26.55408151,3.598514577,0.828172488,0.458299076,0.0559595622,0.560007067,2259193,90.82460561,11.468538978,2.125578402406149,0.039971115857143,5.743662225641026,931.5344165128206,117.6260408
Olaya Herrera,418.0,776.0,77025170,4069.0,663.3487693,97.71178929,10.700722272,2.534102863,1.704623844,0.1887073385,0.116970109342,1054821,24.3259265,3.5257800601,1.369449161335141,0.024317955992268,2.874664766330794,597.8355001228804,86.64979258048659
Chipichape,218.0,116.0,186167170,1485.0,113.8546166,2.057197022,0.07432602719,0.01013601136,0.003722822779,0.0004090277719,0.0002285510196,156953,0.06772142003,0.00670958226,0.084307360902011,0.00035261014819,0.015390641050505,4.560364985185185,0.451823721212121
Torres de Comfandi,598.0,1537.0,228752626,15993.0,1271.5652811,231.58551151,24.600135433,5.653428237,3.595629364,0.3958883166,0.73450479023,4065734,123.286263843,16.303449233,1.777349781036805,0.025757209928432,4.592664229537923,770.8764074470081,101.94115696242105
Chiminangos I,505.0,155.0,38056289,4530.0,113.3449948,34.56289564,5.15674285,1.233783513,0.701579829,0.0905917539,0.38538480296,1034321,57.707035772,7.441953873999999,2.717871234267636,0.05844629283871,8.507390793818985,1273.8859993818983,164.28154247240616
Petecuy III,609.0,932.0,45453276,4295.0,745.3314477,157.57633916999998,20.204394586,5.137159948,3.750660242,0.4186492658,0.2207208151,956247,42.38407765,6.406769034,2.103802528310363,0.044919449120172,5.139017813736904,986.8236938300349,149.16807995343422
Evaristo Garcia,415.0,315.0,78278137,1519.0,265.5930948,42.64928106,4.825368566,1.15297981,0.779274696,0.0863975704,0.051724148,1180313,10.46961444,1.518832485,1.507845277211509,0.027427800126984,3.405144700460829,689.2438736010533,99.98897202106649
La Isla,413.0,1069.0,39879964,7216.0,933.2810111,117.93864415,12.719199109,3.013482209,2.0476841211,0.21900520795,0.156793931566,499468,35.882196052,5.185932808,1.252429244361949,0.020486923101029,2.172864905293791,497.2588144678492,71.86713980044345
Jorge Eliécer Gaitán,602.0,2514.0,232810514,14017.0,2038.4318261,405.88691417,49.216411072,12.091341626,8.373563107,0.9001814054,0.61975938227,4333379,124.27460078,18.304511406,1.861332872631777,0.035806738480509,4.421483785902833,886.5991351929799,130.58793897410288
Prados del Norte,211.0,1386.0,579321580,9088.0,1234.8780434,134.077966839,12.4984194728,2.79032239381,1.755234776765,0.1928201237321,0.1829708766742,7095491,36.9437758162,5.10089637736,1.224793131754732,0.013911985839257,2.013323907066461,406.5116176958627,56.127821053697176
La Rivera I,607.0,813.0,36757928,4163.0,649.7057341,137.32822423,18.006712191000002,4.607535692,3.351796255,0.3698425239,0.22148400306,777342,43.21062003,6.481895317,2.11476017913478,0.045491085350554,5.320297935623349,1037.9682928176796,155.70250581311555
Los Guayacanes,503.0,2454.0,197046512,12066.0,2044.3959119,351.58002434,41.327267293,9.979814471,6.716957975,0.7615188974,0.45529968339,3407635,87.641294832,12.603933495,1.729355572409607,0.03103173991035,3.773410271755345,726.3492029835903,104.45825870213822
Petecuy I,605.0,1403.0,59349428,6415.0,1147.3171866,215.73753915,27.602770664,7.071500602,5.271020785,0.5712891886,0.27729836886,1158102,57.97689398,8.833866794,1.951328046823628,0.040719115367071,4.32265578893219,903.7707557287607,137.70641923616526
La Alianza,497.0,417.0,233555823,1275.0,355.126846,54.10989012,5.656242228,1.287572888,0.819445918,0.0898205749,0.039736727804,3805432,7.837442755000001,1.0500672339,1.629345887824883,0.021539706211031,3.11660610227451,614.7013925490196,82.3582144235294
Guillermo Valencia,412.0,632.0,97745818,2525.0,539.5867135,80.7046531,8.501983424,1.954133436,1.2525231264,0.140039556,0.067135702777,1416693,13.937025179,1.950074606,1.449363958015407,0.022158157594937,2.658839713940594,551.9613932277229,77.23067746534653
Marco Fidel Suárez,414.0,250.0,14694167,1278.0,214.7824876,30.719438959999998,3.243040946,0.75530479,0.499732355,0.0546244995,0.032126045475,191926,6.863392567,0.982407459,1.306136877987399,0.0218497998,2.51377507629108,537.0416719092332,76.87069319248826
Paseo de Los Almendros,596.0,1150.0,70478491,3156.0,942.1019035,180.96301479,19.569619129,4.50903198,2.856428152,0.3252084871,0.11454188415,1199714,21.210535063,2.964389162,1.70224082958723,0.028278998878261,3.629337267110266,672.0701857731306,93.92868067173637
Santa Mónica,210.0,1116.0,717657799,3105.0,1087.8796729,27.0143387757,0.9359491754,0.12498824699,0.045067208203,0.0052399535214,0.0011205748443,845397,0.3089125468,0.028821747421,0.117799414165787,0.00046952988543,0.036089366966184,9.948874293075685,0.928236631916264
San Vicente,209.0,1512.0,1241925985,2982.0,1473.3809993,37.0686829462,1.3111279637,0.17549571819,0.063695769571,0.0074330646785,0.00099000120674,1397393,0.27623204478,0.025942225716,0.112518190172013,0.000491604806779,0.033199235638498,9.263314714285714,0.869960620925553
Los Andes,502.0,1085.0,104347940,9236.0,889.9227295000001,169.43877293,18.596887284,4.301834619,2.739766461,0.3125871247,0.3699889648,1842580,67.00543002,9.235608145,1.765804322311499,0.02880987324424,4.005943750541359,725.4810526201819,99.9957573083586
Ignacio Rengifo,411.0,369.0,52874103,2163.0,310.2902591,50.94701337,5.629036355,1.304268741,0.829430867,0.0936424613,0.076312961661,857345,14.791160937999999,2.0271706528,1.621484362153689,0.025377360785908,3.528107335228849,683.8262107258437,93.72032606564957
El Sena,501.0,1482.0,486420896,8354.0,1247.0918751,203.79382936,22.449890189999998,5.241675724,3.422705834,0.3850157857,0.30124939975,8082455,57.946805583,8.067866408,1.661617610777439,0.025979472719298,3.60604979351209,693.6414362341393,96.57489116590855
Popular,410.0,191.0,35402395,754.0,165.05442250000002,22.64237798,2.380988224,0.555028638,0.367186638,0.0400743594,0.016331964328,480285,3.898046846,0.553651455,1.35664645896733,0.02098134,2.166043014323607,516.9823403183024,73.428574933687
Bolivariano,417.0,393.0,106835407,1415.0,333.7049601,51.45309798,5.612876988,1.330737899,0.898331313,0.0992028653,0.039673695456,1415167,8.754378537,1.2723814592,1.324623152782245,0.025242459363868,2.803794731872792,618.6839955477031,89.92095118021201
Los Andes B - La Riviera,597.0,941.0,100678359,6138.0,765.4329941,152.31879619,16.884234076,3.899496265,2.46448314,0.2853238138,0.24886836788,1790096,44.880190506,6.204690482,1.77803483916392,0.030321340467588,4.054551448028674,731.1858994134897,101.08651811665038
Manzanares,405.0,322.0,156377624,1830.0,274.80052539999997,41.16059905,4.355824543,1.015464973,0.667580954,0.0748380988,0.08063979895,2098533,14.22132687,1.895108157,1.34196507929588,0.023241645590062,4.406546390710383,777.1216868852459,103.55782278688525
Unidad Residencial Bueno Madrid,419.0,68.0,18044454,773.0,57.9549567,8.64660607,0.998779695,0.239067926,0.160589326,0.0173565995,0.024451879171,266354,4.691756427,0.6580624568,1.476096717492059,0.025524411029412,3.16324439469599,606.9542596377748,85.13097759379043
Salomia,406.0,993.0,168109933,6728.0,850.41037,123.77287507999999,13.548853922,3.17357712,2.09433849,0.2287513544,0.184507586965,2343589,39.254200072,5.5498878776,1.394080973929904,0.023036390171198,2.742383872844827,583.4453042806184,82.48941554102258
Sultana - Berlín - San Francisco,408.0,273.0,53075929,1541.0,228.7604961,38.1800194,4.311149058,1.035821827,0.712510667,0.0785396193,0.055739060932,772194,11.044258089,1.6101511133,1.454885478648738,0.028769091318681,3.617070793770279,716.6942303049967,104.48741812459441
Alfonso Lopez I,701.0,2287.0,179079504,12403.0,1925.8064321,305.3132841,38.521571953,9.897965694,7.460766431,0.7885073167,0.426915341343,2931042,98.637687588,15.080109143,1.636726461749938,0.03447780134237,3.4420329060953,795.2728177698945,121.58436783842619
Sector Patio Bonito,196.0,659.0,22795216,4811.0,642.0314095,15.921344625,0.8519180832,0.13628023772,0.05903681371,0.006189805706,0.00476069170391,42499,1.5599668103,0.17728934714,0.186437772679783,0.00093927248953,0.098954306878196,32.42500125337767,3.685083083350655
Santander,402.0,766.0,293934998,1374.0,642.1135898,106.82037128,12.186115802,2.917923526,1.961997589,0.2149632646,0.03819748379,5359870,9.226674923,1.371817568,1.823488110377799,0.028063089373368,2.780020654294032,671.5192811499271,99.84116215429403
Fepicol,798.0,702.0,135954740,4460.0,582.2433924,102.98551577,11.85419773,2.889956842,2.02693335,0.2202613808,0.17336851209,2453011,34.33864037,5.063458277,1.804285355673964,0.031376265071225,3.887186369730942,769.9246719730942,113.5304546412556
Fátima,407.0,138.0,15618114,636.0,114.0804095,20.70119973,2.288259714,0.549440029,0.380687942,0.0426883326,0.02238537129,270424,4.65082193,0.693697303,1.73147430149524,0.030933574347826,3.519712466981132,731.2613097484277,109.07190298742138
Las Delicias,404.0,707.0,154304915,4184.0,594.1185338,98.08371496,10.687306974,2.490796068,1.619652412,0.1806513945,0.144734053605,2323530,27.92798627,3.8496251526,1.505804454171796,0.025551823833098,3.459226902605162,667.4948917304016,92.00824934512428
