comuna,comuna_1,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
6,,23223.0,1481322447,145955.0,18891.287943,3696.52447887,448.171721469,110.203873223,76.81189995,8.4817681752,6.8096474728,28375078,1281.244017309,186.483550165,1.915523404267919,0.03652313730009,4.665580125929225,877.8349609872905,127.76783951560414
4,,11222.0,2781717665,52446.0,9572.639522,1432.20893104,156.203763392,36.674047058,24.273806749,2.67076948995,1.533317275458,43807612,320.485152124,45.4232671438,1.574840342520003,0.023799407324452,2.923611477439652,611.0764445791863,86.6095929981314
5,,14702.0,1938502800,108834.0,12135.701546100001,2227.32235447,245.402063447,57.024539601,36.549479041,4.1108033036,4.69604865311,33460544,829.680430163,112.443761727,1.726102458538848,0.02796084412733,4.314872790773104,762.3356948775198,103.31675921770768
7,,12945.0,1437644456,68039.0,10682.8801602,1912.89684256,242.660287607,61.5862260802,44.9763929312,4.81601146545,2.812949917439,25894629,599.41200969,89.7227550446,1.80118451734035,0.037203642066049,4.134319900996488,880.9829798938844,131.86959691441675
8,,18260.0,2661259503,94730.0,15442.5705722,2449.68684827,266.684219849,61.6130872,39.4453913463,4.39855081639,2.947790020971,38803492,598.970196197,83.4649203637,1.458087489694807,0.024088449158762,3.111780872976881,632.2919837401033,88.10822375562124
9,,11397.0,1525212474,35186.0,10203.6079191,1060.8293539,98.637126972,21.2238593639,12.7017528253,1.40718027418,0.536055247595,14701578,123.636653621,16.6442599854,0.963903577469491,0.012346935809248,1.523490159708407,351.38024674870684,47.30364345307793
21,,22875.0,778100948,125655.0,17469.6448042,4413.23256831,663.189493861,182.450256834,146.483010282,15.214128826,8.96537909151,20427569,1861.59890727,295.367955046,2.625310924313029,0.066509852791257,7.134916311734511,1481.5159820699535,235.0626358250766
13,,24971.0,1544601519,137416.0,19893.5100165,4232.73596639,578.796444285,151.6202251302,114.3375395636,12.05650495217,7.598782182859,39144476,1595.7190998,245.089752269,2.534276697560721,0.048282026959954,5.529765225926385,1161.232389095884,178.3560518927927
12,,10008.0,876211224,66262.0,8333.7800592,1433.38479868,170.831036319,41.542131261,28.461977524,3.0924040205,2.356952639936,15135176,497.709406532,72.1078761708,1.727343300279534,0.030899320748401,3.557020071739458,751.1234290121035,108.82236601792883
14,,26271.0,1183724308,147875.0,20784.9686731,4473.19631695,675.209743231,186.414506678,151.210764948,15.6881016139,8.80884257482,30312020,1981.28112676,315.044468287,2.560733124685506,0.059716423485592,5.956951868010144,1339.8350814945056,213.04782301741335
11,,14355.0,1485929811,98826.0,11780.1013194,2200.04708795,265.495485249,64.782258288,44.5738346015,4.93935070813,4.06379051537,26009133,812.438401473,118.145305203,1.750360836808642,0.034408573376036,4.112066172232004,822.0897349614474,119.54880821140186
10,,15435.0,2104735955,98743.0,13171.2254923,1982.4870105,205.601626942,46.5186752384,29.1671397637,3.17151523861,2.66044914635,30161467,546.466650014,73.9178660873,1.433028565953899,0.020547555805701,2.694316707361534,553.4231793787915,74.85884172781869
20,,8809.0,460253731,55925.0,8505.1668535,279.905687783,18.7181509709,3.44772334018,1.761623645305,0.1829165573961,0.11769938134396,1380025,35.4589486429,4.37710332457,0.299839956967813,0.002076473576979,0.210459331862244,63.40446784604381,7.826738175359857
16,,13943.0,1230954787,93741.0,11199.5978117,2320.65866063,294.342342207,74.490419167,53.91079774,5.7682490143,4.640903639523,25439901,922.213491136,137.7066706528,2.06668039600568,0.041370214547085,4.950772489650206,983.7888342731568,146.90121787990313
15,,27726.0,1187313488,121236.0,22253.469539499998,4549.67576941,629.473705765,166.360403822,127.02031375199999,13.0371899949,5.8727115744,26881926,1336.241328473,205.727583297,2.264096733033911,0.047021532117507,4.844032774423439,1102.181966142895,169.69182693011976
17,,16680.0,7917764287,159909.0,14034.8819807,2322.67614354,235.442904653,53.4145563261,33.5844509022,3.53515201824,5.23880864421,121619117,1017.020856043,138.3202566165,1.5360285079259,0.021193956943885,3.27611869513911,635.9997598903126,86.49935689454627
18,,14744.0,1762480248,108465.0,13739.8741688,909.30643373,72.452310326,14.4377686031,7.92930060451,0.83293002351,0.691077011185,10214678,171.3589004142,21.29079692819,0.579562719231172,0.005649281222938,0.637142867454939,157.98543347088923,19.629186307278847
22,,6109.0,3470137568,23621.0,5406.896019,629.834505829,53.489914997,11.6337568621,7.1458209194,0.80639153479,0.461539931736,34638575,82.267610756,11.4340294985,0.998190252729804,0.013200057862007,1.953939002311502,348.2816593539647,48.40620421870369
2,,19133.0,8582687257,109999.0,17514.0623778,1446.5847013911,127.46482451828,27.8014132164,17.086649584384,1.825301589092,1.63973222456759,38836421,332.62010549351,44.684241399288,0.452497221082521,0.009540069979052,1.490679210326994,302.38466303649125,40.62240693032482
1,,7847.0,673344396,57956.0,7532.6220714,293.100075777,17.1363898494,2.85871490088,1.28278273743,0.138134261896,0.10844530833041,1577931,29.6981193893,3.37974018167,0.234342408249314,0.001760344869326,0.187116620074557,51.242527761232665,5.831562187987439
3,,9548.0,3765203981,31627.0,8821.9344811,661.116844417,50.2409384832,9.66430343322,5.0434426986,0.564402147821,0.2063650958676,24870884,51.4623231076,6.35187195455,0.660545460572958,0.005911208083588,0.652496587939419,162.7164230170424,20.083700491826605
19,,18507.0,9611570190,102670.0,16722.005413,1619.5061705638,126.5145604234,25.231526613334,13.742367001333,1.52813158036181,1.15323587298442,68046184,232.04432911932,29.384465183865,0.707961161353907,0.008257046416825,1.123245225464518,226.0098657049966,28.620303091326583
