#,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gite09ae1ae50', start_date='2022-05-12T19:55:16', checksum=2764237680, investigation_time=None, risk_investigation_time=None"
loss_type,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,2.38526E+05,8.23990E+04,1.66034E+04,5.46450E+03,5.71691E+03,6.10474E+02,1.75066E-03,3.96342E+02,1.93799E-04,6.70058E+04,3.27638E-02,1.19870E+04,5.86129E-03,2.09432E+09,3.58245E-02
