barrio,id_barrio,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
Ciudadela Floralia,610.0,6839.0,322746305,38325.0,4327.1764373,1882.54027065,381.88223157,123.557965475,123.843059877,13.8028601548,8.64700433256,17676572,1420.95491385,252.86285387499998,5.476924797479588,0.201825707775991,22.562307456125247,3707.644915459882,659.7856591650358
Brisas de Los Alamos,219.0,1821.0,191934730,13842.0,1243.2536529,454.02548149,78.38099336,23.622362980000002,21.717502071,2.2760305597,2.06011605816,7918248,346.26856027,56.306434499,4.125490026878436,0.124987949461834,14.88308089986996,2501.5789645282475,406.77961637769107
Menga,216.0,161.0,169122686,835.0,140.799807,17.71744188,1.773053073,0.417967115,0.2917284879,0.03248456303,0.014487049298,1805227,2.780752931,0.369641596,1.067406823226544,0.020176747223602,1.734975963832335,333.0243031137724,44.26845461077845
Paso del Comercio,603.0,1636.0,77065478,9292.0,1038.5483806,441.3176544,93.83270334,30.888677027,31.41261185,3.408364517,2.22857541076,4513468,370.87977256,65.81011968,5.856666801799789,0.208335239425428,23.98380769220835,3991.387995695222,708.2449384416702
Los Guaduales,608.0,1850.0,121062905,10487.0,1190.2281221,510.77750231,93.34662654,28.684463743,26.963265645,3.0188926802,2.09727629683,5795492,322.20050683,55.331627798,4.787174392107239,0.163183388118919,19.99882041413178,3072.3801547630396,527.6211289978067
Área en Desarrollo - Parque del Amor,298.0,133.0,301609965,6696.0,111.202852,17.878495908999998,2.650581535,0.7178891118,0.550180601,0.05413566452,0.13202320244,2982457,28.685446443,4.495559146,0.988845634220109,0.040703507157895,1.971672676821983,428.39675094086016,67.1379800776583
Urbanización La Flora,295.0,1694.0,461938463,9165.0,1230.4051578,375.5805524,56.723623405,16.483813523,14.8068679397,1.58639277345,0.96681951901,14533982,154.70282212,25.63867997,3.146302681607362,0.093647743414994,10.549040032842335,1687.9740547735955,279.74555340971085
Altos de Menga,296.0,683.0,25390842,6092.0,636.337406,40.49972855,4.388848167,1.0515009117,0.7225412797,0.07321149091,0.056823366303,182908,16.687224592,2.4353004915,0.720370798739553,0.010719105550512,0.932753878906763,273.9202986211425,39.975385612278394
Urbanización Calimio,697.0,1152.0,65763429,8300.0,719.6017435,324.9502842,65.48095125,21.068680785,20.898398546,2.2476702835,2.2263930135,3608814,322.49620902,56.09255385,5.487570166890257,0.195110267664931,26.824012210843378,3885.4964942168676,675.813901807229
San Luis II,696.0,1738.0,127723318,11400.0,1060.4976973,505.45551240000003,104.25952266,33.869844086,33.917473406,3.7942459013,3.05502608428,7470443,461.21995071,81.667809713,5.848926135310379,0.218311041501726,26.79847442350877,4045.7890413157893,716.3842957280702
Sector Puente del Comercio,698.0,892.0,73022208,8184.0,591.9998219,227.9038252,44.58334843,14.031024341,13.4819983,1.454465635,1.88251876982,3784814,272.81504952,46.087865665,5.183099679869523,0.163056685538117,23.002428761241443,3333.5172228739,563.1459636485826
Los Alcazares,604.0,201.0,86219821,10406.0,111.3318202,64.86494915,15.284165680000001,4.981189946,4.537877883,0.5659767814,4.1343189,5806367,494.237685,82.8503919,6.734376357076706,0.281580488258706,39.730145108591195,4749.545310397847,796.1790495867768
Ciudad de Los Alamos,217.0,1782.0,211380472,14132.0,1217.3170172,445.6465965,75.7239112,22.669631226,20.6427873,2.1680005917,2.40343721389,8837185,364.16850354999997,59.59526163,4.180700897473916,0.121661088198653,17.00705642435607,2576.9070446504384,421.7043704358902
La Flora,212.0,1419.0,406997277,4503.0,1176.3870452,203.633935025,26.047529781,7.0696812082,5.8617944144,0.65105262179,0.203452608582,7465956,36.952631583,5.8647594377,1.834399535817283,0.045881086806906,4.518156974950034,820.6225090606262,130.2411600644015
