taxonomy,consequence,loss_type,slight,moderate,extensive,complete
CR_LFM-DUM_H10,homeless,structural,0,0,1,1
CR_LFM-DUM_H2,homeless,structural,0,0,1,1
CR_LFM-DUM_H3,homeless,structural,0,0,1,1
CR_LFM-DUM_H4,homeless,structural,0,0,1,1
CR_LFM-DUM_H5,homeless,structural,0,0,1,1
CR_LFM-DUM_H6,homeless,structural,0,0,1,1
CR_LFM-DUM_H7,homeless,structural,0,0,1,1
CR_LFM-DUM_H8,homeless,structural,0,0,1,1
CR_LFM-DUM_H9,homeless,structural,0,0,1,1
CR_LPB-DUH_H4,homeless,structural,0,0,1,1
CR_LPB-DUH_H5,homeless,structural,0,0,1,1
CR_LPB-DUH_H6,homeless,structural,0,0,1,1
CR_LPB-DUH_H7,homeless,structural,0,0,1,1
CR_LPB-DUH_H8,homeless,structural,0,0,1,1
CR_LPB-DUH_H9,homeless,structural,0,0,1,1
CR_LPB-DUL_H4,homeless,structural,0,0,1,1
CR_LPB-DUL_H5,homeless,structural,0,0,1,1
CR_LPB-DUL_H6,homeless,structural,0,0,1,1
CR_LPB-DUL_H7,homeless,structural,0,0,1,1
CR_LPB-DUL_H8,homeless,structural,0,0,1,1
CR_LPB-DUL_H9,homeless,structural,0,0,1,1
CR_LPB-DUM_H4,homeless,structural,0,0,1,1
CR_LPB-DUM_H5,homeless,structural,0,0,1,1
CR_LPB-DUM_H6,homeless,structural,0,0,1,1
CR_LPB-DUM_H7,homeless,structural,0,0,1,1
CR_LPB-DUM_H8,homeless,structural,0,0,1,1
CR_LPB-DUM_H9,homeless,structural,0,0,1,1
CR_LWAL-DUH_H1,homeless,structural,0,0,1,1
CR_LWAL-DUH_H10,homeless,structural,0,0,1,1
CR_LWAL-DUH_H11,homeless,structural,0,0,1,1
CR_LWAL-DUH_H12,homeless,structural,0,0,1,1
CR_LWAL-DUH_H13,homeless,structural,0,0,1,1
CR_LWAL-DUH_H14,homeless,structural,0,0,1,1
CR_LWAL-DUH_H15,homeless,structural,0,0,1,1
CR_LWAL-DUH_H16,homeless,structural,0,0,1,1
CR_LWAL-DUH_H17,homeless,structural,0,0,1,1
CR_LWAL-DUH_H18,homeless,structural,0,0,1,1
CR_LWAL-DUH_H19,homeless,structural,0,0,1,1
CR_LWAL-DUH_H2,homeless,structural,0,0,1,1
CR_LWAL-DUH_H20,homeless,structural,0,0,1,1
CR_LWAL-DUH_H25,homeless,structural,0,0,1,1
CR_LWAL-DUH_H45,homeless,structural,0,0,1,1
CR_LWAL-DUH_H3,homeless,structural,0,0,1,1
CR_LWAL-DUH_H4,homeless,structural,0,0,1,1
CR_LWAL-DUH_H5,homeless,structural,0,0,1,1
CR_LWAL-DUH_H6,homeless,structural,0,0,1,1
CR_LWAL-DUH_H7,homeless,structural,0,0,1,1
CR_LWAL-DUH_H8,homeless,structural,0,0,1,1
CR_LWAL-DUH_H9,homeless,structural,0,0,1,1
CR_LWAL-DUL_H1,homeless,structural,0,0,1,1
CR_LWAL-DUL_H10,homeless,structural,0,0,1,1
CR_LWAL-DUL_H11,homeless,structural,0,0,1,1
CR_LWAL-DUL_H12,homeless,structural,0,0,1,1
CR_LWAL-DUL_H2,homeless,structural,0,0,1,1
CR_LWAL-DUL_H3,homeless,structural,0,0,1,1
CR_LWAL-DUL_H4,homeless,structural,0,0,1,1
CR_LWAL-DUL_H5,homeless,structural,0,0,1,1
CR_LWAL-DUL_H6,homeless,structural,0,0,1,1
CR_LWAL-DUL_H7,homeless,structural,0,0,1,1
CR_LWAL-DUL_H8,homeless,structural,0,0,1,1
CR_LWAL-DUL_H9,homeless,structural,0,0,1,1
CR_LWAL-DUM_H1,homeless,structural,0,0,1,1
CR_LWAL-DUM_H10,homeless,structural,0,0,1,1
CR_LWAL-DUM_H11,homeless,structural,0,0,1,1
CR_LWAL-DUM_H12,homeless,structural,0,0,1,1
CR_LWAL-DUM_H13,homeless,structural,0,0,1,1
CR_LWAL-DUM_H14,homeless,structural,0,0,1,1
CR_LWAL-DUM_H15,homeless,structural,0,0,1,1
CR_LWAL-DUM_H16,homeless,structural,0,0,1,1
CR_LWAL-DUM_H17,homeless,structural,0,0,1,1
CR_LWAL-DUM_H18,homeless,structural,0,0,1,1
CR_LWAL-DUM_H19,homeless,structural,0,0,1,1
CR_LWAL-DUM_H2,homeless,structural,0,0,1,1
CR_LWAL-DUM_H20,homeless,structural,0,0,1,1
CR_LWAL-DUM_H25,homeless,structural,0,0,1,1
CR_LWAL-DUM_H45,homeless,structural,0,0,1,1
CR_LWAL-DUM_H3,homeless,structural,0,0,1,1
CR_LWAL-DUM_H4,homeless,structural,0,0,1,1
CR_LWAL-DUM_H5,homeless,structural,0,0,1,1
CR_LWAL-DUM_H6,homeless,structural,0,0,1,1
CR_LWAL-DUM_H7,homeless,structural,0,0,1,1
CR_LWAL-DUM_H8,homeless,structural,0,0,1,1
CR_LWAL-DUM_H9,homeless,structural,0,0,1,1
MCF_LWAL-DUH_H1,homeless,structural,0,0,1,1
MCF_LWAL-DUH_H2,homeless,structural,0,0,1,1
MCF_LWAL-DUH_H3,homeless,structural,0,0,1,1
MCF_LWAL-DUH_H4,homeless,structural,0,0,1,1
MCF_LWAL-DUH_H5,homeless,structural,0,0,1,1
MCF_LWAL-DUH_H6,homeless,structural,0,0,1,1
MCF_LWAL-DUL_H1,homeless,structural,0,0,1,1
MCF_LWAL-DUL_H1_CCA,homeless,structural,0,0,1,1
MCF_LWAL-DUL_H2,homeless,structural,0,0,1,1
MCF_LWAL-DUL_H2_CCA,homeless,structural,0,0,1,1
MCF_LWAL-DUL_H3,homeless,structural,0,0,1,1
MCF_LWAL-DUL_H3_CCA,homeless,structural,0,0,1,1
MCF_LWAL-DUL_H4,homeless,structural,0,0,1,1
MCF_LWAL-DUL_H4_CCA,homeless,structural,0,0,1,1
MCF_LWAL-DUL_H5,homeless,structural,0,0,1,1
MCF_LWAL-DUL_H5_CCA,homeless,structural,0,0,1,1
MCF_LWAL-DUL_H6,homeless,structural,0,0,1,1
MCF_LWAL-DUL_H6_CCA,homeless,structural,0,0,1,1
MCF_LWAL-DUM_H1,homeless,structural,0,0,1,1
MCF_LWAL-DUM_H1_CCA,homeless,structural,0,0,1,1
MCF_LWAL-DUM_H2,homeless,structural,0,0,1,1
MCF_LWAL-DUM_H2_CCA,homeless,structural,0,0,1,1
MCF_LWAL-DUM_H3,homeless,structural,0,0,1,1
MCF_LWAL-DUM_H3_CCA,homeless,structural,0,0,1,1
MCF_LWAL-DUM_H4,homeless,structural,0,0,1,1
MCF_LWAL-DUM_H4_CCA,homeless,structural,0,0,1,1
MCF_LWAL-DUM_H5,homeless,structural,0,0,1,1
MCF_LWAL-DUM_H5_CCA,homeless,structural,0,0,1,1
MCF_LWAL-DUM_H6,homeless,structural,0,0,1,1
MCF_LWAL-DUM_H6_CCA,homeless,structural,0,0,1,1
MR_LWAL-DUH_H1,homeless,structural,0,0,1,1
MR_LWAL-DUH_H2,homeless,structural,0,0,1,1
MR_LWAL-DUH_H3,homeless,structural,0,0,1,1
MR_LWAL-DUH_H4,homeless,structural,0,0,1,1
MR_LWAL-DUH_H5,homeless,structural,0,0,1,1
MR_LWAL-DUL_H1,homeless,structural,0,0,1,1
MR_LWAL-DUL_H1_CCA,homeless,structural,0,0,1,1
MR_LWAL-DUL_H2,homeless,structural,0,0,1,1
MR_LWAL-DUL_H2_CCA,homeless,structural,0,0,1,1
MR_LWAL-DUL_H3,homeless,structural,0,0,1,1
MR_LWAL-DUL_H3_CCA,homeless,structural,0,0,1,1
MR_LWAL-DUL_H4,homeless,structural,0,0,1,1
MR_LWAL-DUL_H4_CCA,homeless,structural,0,0,1,1
MR_LWAL-DUL_H5,homeless,structural,0,0,1,1
MR_LWAL-DUL_H5_CCA,homeless,structural,0,0,1,1
MR_LWAL-DUM_H1,homeless,structural,0,0,1,1
MR_LWAL-DUM_H2,homeless,structural,0,0,1,1
MR_LWAL-DUM_H3,homeless,structural,0,0,1,1
MR_LWAL-DUM_H4,homeless,structural,0,0,1,1
MR_LWAL-DUM_H5,homeless,structural,0,0,1,1
MUR_LWAL-DNO_H1,homeless,structural,0,0,1,1
MUR_LWAL-DNO_H1_SAM,homeless,structural,0,0,1,1
MUR_LWAL-DNO_H2,homeless,structural,0,0,1,1
MUR_LWAL-DNO_H2_SAM,homeless,structural,0,0,1,1
MUR_LWAL-DNO_H3,homeless,structural,0,0,1,1
MUR_LWAL-DNO_H3_SAM,homeless,structural,0,0,1,1
MUR_LWAL-DNO_H4,homeless,structural,0,0,1,1
MUR_LWAL-DNO_H4_SAM,homeless,structural,0,0,1,1
MUR_LWAL-DNO_H5,homeless,structural,0,0,1,1
MUR_LWAL-DNO_H5_SAM,homeless,structural,0,0,1,1
MUR-ADO_LWAL-DNO_H1,homeless,structural,0,0,1,1
MUR-ADO_LWAL-DNO_H1_CCA,homeless,structural,0,0,1,1
MUR-ADO_LWAL-DNO_H1_SAM,homeless,structural,0,0,1,1
MUR-ADO_LWAL-DNO_H2,homeless,structural,0,0,1,1
MUR-ADO_LWAL-DNO_H2_CCA,homeless,structural,0,0,1,1
MUR-ADO_LWAL-DNO_H2_SAM,homeless,structural,0,0,1,1
MUR-ADO_LWAL-DNO_H3,homeless,structural,0,0,1,1
MUR-ADO_LWAL-DNO_H3_CCA,homeless,structural,0,0,1,1
MUR-ADO_LWAL-DNO_H3_SAM,homeless,structural,0,0,1,1
MUR-CB99_LWAL-DNO_H1,homeless,structural,0,0,1,1
MUR-CB99_LWAL-DNO_H2,homeless,structural,0,0,1,1
MUR-CB99_LWAL-DNO_H3,homeless,structural,0,0,1,1
MUR-CB99_LWAL-DNO_H4,homeless,structural,0,0,1,1
MUR-CB99_LWAL-DNO_H5,homeless,structural,0,0,1,1
MUR-CL99_LWAL-DNO_H1,homeless,structural,0,0,1,1
MUR-CL99_LWAL-DNO_H2,homeless,structural,0,0,1,1
MUR-CL99_LWAL-DNO_H3,homeless,structural,0,0,1,1
MUR-CL99_LWAL-DNO_H4,homeless,structural,0,0,1,1
MUR-CL99_LWAL-DNO_H5,homeless,structural,0,0,1,1
MUR-STDRE_LWAL-DNO_H1,homeless,structural,0,0,1,1
MUR-STDRE_LWAL-DNO_H2,homeless,structural,0,0,1,1
MUR-STDRE_LWAL-DNO_H3,homeless,structural,0,0,1,1
MUR-STDRE_LWAL-DNO_H4,homeless,structural,0,0,1,1
MUR-STDRE_LWAL-DNO_H5,homeless,structural,0,0,1,1
MUR-STRUB_LWAL-DNO_H1,homeless,structural,0,0,1,1
MUR-STRUB_LWAL-DNO_H2,homeless,structural,0,0,1,1
MUR-STRUB_LWAL-DNO_H3,homeless,structural,0,0,1,1
MUR-STRUB_LWAL-DNO_H4,homeless,structural,0,0,1,1
MUR-STRUB_LWAL-DNO_H5,homeless,structural,0,0,1,1
S_LFBR-DUH_H1,homeless,structural,0,0,1,1
S_LFBR-DUH_H10,homeless,structural,0,0,1,1
S_LFBR-DUH_H11,homeless,structural,0,0,1,1
S_LFBR-DUH_H12,homeless,structural,0,0,1,1
S_LFBR-DUH_H13,homeless,structural,0,0,1,1
S_LFBR-DUH_H14,homeless,structural,0,0,1,1
S_LFBR-DUH_H15,homeless,structural,0,0,1,1
S_LFBR-DUH_H16,homeless,structural,0,0,1,1
S_LFBR-DUH_H17,homeless,structural,0,0,1,1
S_LFBR-DUH_H18,homeless,structural,0,0,1,1
S_LFBR-DUH_H19,homeless,structural,0,0,1,1
S_LFBR-DUH_H2,homeless,structural,0,0,1,1
S_LFBR-DUH_H20,homeless,structural,0,0,1,1
S_LFBR-DUH_H25,homeless,structural,0,0,1,1
S_LFBR-DUH_H3,homeless,structural,0,0,1,1
S_LFBR-DUH_H30,homeless,structural,0,0,1,1
S_LFBR-DUH_H35,homeless,structural,0,0,1,1
S_LFBR-DUH_H4,homeless,structural,0,0,1,1
S_LFBR-DUH_H5,homeless,structural,0,0,1,1
S_LFBR-DUH_H6,homeless,structural,0,0,1,1
S_LFBR-DUH_H7,homeless,structural,0,0,1,1
S_LFBR-DUH_H8,homeless,structural,0,0,1,1
S_LFBR-DUH_H9,homeless,structural,0,0,1,1
S_LFBR-DUL_H1,homeless,structural,0,0,1,1
S_LFBR-DUL_H10,homeless,structural,0,0,1,1
S_LFBR-DUL_H11,homeless,structural,0,0,1,1
S_LFBR-DUL_H12,homeless,structural,0,0,1,1
S_LFBR-DUL_H13,homeless,structural,0,0,1,1
S_LFBR-DUL_H14,homeless,structural,0,0,1,1
S_LFBR-DUL_H15,homeless,structural,0,0,1,1
S_LFBR-DUL_H16,homeless,structural,0,0,1,1
S_LFBR-DUL_H17,homeless,structural,0,0,1,1
S_LFBR-DUL_H18,homeless,structural,0,0,1,1
S_LFBR-DUL_H19,homeless,structural,0,0,1,1
S_LFBR-DUL_H2,homeless,structural,0,0,1,1
S_LFBR-DUL_H20,homeless,structural,0,0,1,1
S_LFBR-DUL_H25,homeless,structural,0,0,1,1
S_LFBR-DUL_H3,homeless,structural,0,0,1,1
S_LFBR-DUL_H30,homeless,structural,0,0,1,1
S_LFBR-DUL_H35,homeless,structural,0,0,1,1
S_LFBR-DUL_H4,homeless,structural,0,0,1,1
S_LFBR-DUL_H5,homeless,structural,0,0,1,1
S_LFBR-DUL_H6,homeless,structural,0,0,1,1
S_LFBR-DUL_H7,homeless,structural,0,0,1,1
S_LFBR-DUL_H8,homeless,structural,0,0,1,1
S_LFBR-DUL_H9,homeless,structural,0,0,1,1
S_LFBR-DUM_H1,homeless,structural,0,0,1,1
S_LFBR-DUM_H10,homeless,structural,0,0,1,1
S_LFBR-DUM_H11,homeless,structural,0,0,1,1
S_LFBR-DUM_H12,homeless,structural,0,0,1,1
S_LFBR-DUM_H13,homeless,structural,0,0,1,1
S_LFBR-DUM_H14,homeless,structural,0,0,1,1
S_LFBR-DUM_H15,homeless,structural,0,0,1,1
S_LFBR-DUM_H16,homeless,structural,0,0,1,1
S_LFBR-DUM_H17,homeless,structural,0,0,1,1
S_LFBR-DUM_H18,homeless,structural,0,0,1,1
S_LFBR-DUM_H19,homeless,structural,0,0,1,1
S_LFBR-DUM_H2,homeless,structural,0,0,1,1
S_LFBR-DUM_H20,homeless,structural,0,0,1,1
S_LFBR-DUM_H25,homeless,structural,0,0,1,1
S_LFBR-DUM_H3,homeless,structural,0,0,1,1
S_LFBR-DUM_H30,homeless,structural,0,0,1,1
S_LFBR-DUM_H35,homeless,structural,0,0,1,1
S_LFBR-DUM_H4,homeless,structural,0,0,1,1
S_LFBR-DUM_H5,homeless,structural,0,0,1,1
S_LFBR-DUM_H6,homeless,structural,0,0,1,1
S_LFBR-DUM_H7,homeless,structural,0,0,1,1
S_LFBR-DUM_H8,homeless,structural,0,0,1,1
S_LFBR-DUM_H9,homeless,structural,0,0,1,1
S_LFINF-DUH_H1,homeless,structural,0,0,1,1
S_LFINF-DUH_H10,homeless,structural,0,0,1,1
S_LFINF-DUH_H11,homeless,structural,0,0,1,1
S_LFINF-DUH_H12,homeless,structural,0,0,1,1
S_LFINF-DUH_H2,homeless,structural,0,0,1,1
S_LFINF-DUH_H3,homeless,structural,0,0,1,1
S_LFINF-DUH_H4,homeless,structural,0,0,1,1
S_LFINF-DUH_H5,homeless,structural,0,0,1,1
S_LFINF-DUH_H6,homeless,structural,0,0,1,1
S_LFINF-DUH_H7,homeless,structural,0,0,1,1
S_LFINF-DUH_H8,homeless,structural,0,0,1,1
S_LFINF-DUH_H9,homeless,structural,0,0,1,1
S_LFINF-DUL_H1,homeless,structural,0,0,1,1
S_LFINF-DUL_H10,homeless,structural,0,0,1,1
S_LFINF-DUL_H11,homeless,structural,0,0,1,1
S_LFINF-DUL_H12,homeless,structural,0,0,1,1
S_LFINF-DUL_H2,homeless,structural,0,0,1,1
S_LFINF-DUL_H3,homeless,structural,0,0,1,1
S_LFINF-DUL_H4,homeless,structural,0,0,1,1
S_LFINF-DUL_H5,homeless,structural,0,0,1,1
S_LFINF-DUL_H6,homeless,structural,0,0,1,1
S_LFINF-DUL_H7,homeless,structural,0,0,1,1
S_LFINF-DUL_H8,homeless,structural,0,0,1,1
S_LFINF-DUL_H9,homeless,structural,0,0,1,1
S_LFINF-DUM_H1,homeless,structural,0,0,1,1
S_LFINF-DUM_H10,homeless,structural,0,0,1,1
S_LFINF-DUM_H11,homeless,structural,0,0,1,1
S_LFINF-DUM_H12,homeless,structural,0,0,1,1
S_LFINF-DUM_H2,homeless,structural,0,0,1,1
S_LFINF-DUM_H3,homeless,structural,0,0,1,1
S_LFINF-DUM_H4,homeless,structural,0,0,1,1
S_LFINF-DUM_H5,homeless,structural,0,0,1,1
S_LFINF-DUM_H6,homeless,structural,0,0,1,1
S_LFINF-DUM_H7,homeless,structural,0,0,1,1
S_LFINF-DUM_H8,homeless,structural,0,0,1,1
S_LFINF-DUM_H9,homeless,structural,0,0,1,1
S_LFM-DUH_H1,homeless,structural,0,0,1,1
S_LFM-DUH_H10,homeless,structural,0,0,1,1
S_LFM-DUH_H11,homeless,structural,0,0,1,1
S_LFM-DUH_H12,homeless,structural,0,0,1,1
S_LFM-DUH_H13,homeless,structural,0,0,1,1
S_LFM-DUH_H14,homeless,structural,0,0,1,1
S_LFM-DUH_H15,homeless,structural,0,0,1,1
S_LFM-DUH_H16,homeless,structural,0,0,1,1
S_LFM-DUH_H17,homeless,structural,0,0,1,1
S_LFM-DUH_H18,homeless,structural,0,0,1,1
S_LFM-DUH_H19,homeless,structural,0,0,1,1
S_LFM-DUH_H2,homeless,structural,0,0,1,1
S_LFM-DUH_H20,homeless,structural,0,0,1,1
S_LFM-DUH_H25,homeless,structural,0,0,1,1
S_LFM-DUH_H3,homeless,structural,0,0,1,1
S_LFM-DUH_H30,homeless,structural,0,0,1,1
S_LFM-DUH_H35,homeless,structural,0,0,1,1
S_LFM-DUH_H4,homeless,structural,0,0,1,1
S_LFM-DUH_H5,homeless,structural,0,0,1,1
S_LFM-DUH_H6,homeless,structural,0,0,1,1
S_LFM-DUH_H7,homeless,structural,0,0,1,1
S_LFM-DUH_H8,homeless,structural,0,0,1,1
S_LFM-DUH_H9,homeless,structural,0,0,1,1
S_LFM-DUL_H1,homeless,structural,0,0,1,1
S_LFM-DUL_H10,homeless,structural,0,0,1,1
S_LFM-DUL_H11,homeless,structural,0,0,1,1
S_LFM-DUL_H12,homeless,structural,0,0,1,1
S_LFM-DUL_H13,homeless,structural,0,0,1,1
S_LFM-DUL_H14,homeless,structural,0,0,1,1
S_LFM-DUL_H15,homeless,structural,0,0,1,1
S_LFM-DUL_H16,homeless,structural,0,0,1,1
S_LFM-DUL_H17,homeless,structural,0,0,1,1
S_LFM-DUL_H18,homeless,structural,0,0,1,1
S_LFM-DUL_H19,homeless,structural,0,0,1,1
S_LFM-DUL_H2,homeless,structural,0,0,1,1
S_LFM-DUL_H20,homeless,structural,0,0,1,1
S_LFM-DUL_H25,homeless,structural,0,0,1,1
S_LFM-DUL_H3,homeless,structural,0,0,1,1
S_LFM-DUL_H30,homeless,structural,0,0,1,1
S_LFM-DUL_H35,homeless,structural,0,0,1,1
S_LFM-DUL_H4,homeless,structural,0,0,1,1
S_LFM-DUL_H5,homeless,structural,0,0,1,1
S_LFM-DUL_H6,homeless,structural,0,0,1,1
S_LFM-DUL_H7,homeless,structural,0,0,1,1
S_LFM-DUL_H8,homeless,structural,0,0,1,1
S_LFM-DUL_H9,homeless,structural,0,0,1,1
S_LFM-DUM_H1,homeless,structural,0,0,1,1
S_LFM-DUM_H10,homeless,structural,0,0,1,1
S_LFM-DUM_H11,homeless,structural,0,0,1,1
S_LFM-DUM_H12,homeless,structural,0,0,1,1
S_LFM-DUM_H13,homeless,structural,0,0,1,1
S_LFM-DUM_H14,homeless,structural,0,0,1,1
S_LFM-DUM_H15,homeless,structural,0,0,1,1
S_LFM-DUM_H16,homeless,structural,0,0,1,1
S_LFM-DUM_H17,homeless,structural,0,0,1,1
S_LFM-DUM_H18,homeless,structural,0,0,1,1
S_LFM-DUM_H19,homeless,structural,0,0,1,1
S_LFM-DUM_H2,homeless,structural,0,0,1,1
S_LFM-DUM_H20,homeless,structural,0,0,1,1
S_LFM-DUM_H25,homeless,structural,0,0,1,1
S_LFM-DUM_H3,homeless,structural,0,0,1,1
S_LFM-DUM_H30,homeless,structural,0,0,1,1
S_LFM-DUM_H35,homeless,structural,0,0,1,1
S_LFM-DUM_H4,homeless,structural,0,0,1,1
S_LFM-DUM_H5,homeless,structural,0,0,1,1
S_LFM-DUM_H6,homeless,structural,0,0,1,1
S_LFM-DUM_H7,homeless,structural,0,0,1,1
S_LFM-DUM_H8,homeless,structural,0,0,1,1
S_LFM-DUM_H9,homeless,structural,0,0,1,1
S_LWAL-DUH_H1,homeless,structural,0,0,1,1
S_LWAL-DUH_H10,homeless,structural,0,0,1,1
S_LWAL-DUH_H11,homeless,structural,0,0,1,1
S_LWAL-DUH_H12,homeless,structural,0,0,1,1
S_LWAL-DUH_H2,homeless,structural,0,0,1,1
S_LWAL-DUH_H3,homeless,structural,0,0,1,1
S_LWAL-DUH_H4,homeless,structural,0,0,1,1
S_LWAL-DUH_H5,homeless,structural,0,0,1,1
