taxonomy,consequence,loss_type,slight,moderate,extensive,complete
S_LFM-DUH_H10,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H11,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H12,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H13,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H14,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H15,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H16,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H17,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H18,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H19,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H2,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H20,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H25,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H3,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H30,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H35,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H4,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H5,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H6,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H7,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H8,losses,structural,0.05,0.2,0.6,1
S_LFM-DUH_H9,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H1,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H10,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H11,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H12,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H13,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H14,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H15,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H16,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H17,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H18,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H19,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H2,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H20,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H25,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H3,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H30,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H35,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H4,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H5,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H6,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H7,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H8,losses,structural,0.05,0.2,0.6,1
S_LFM-DUL_H9,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H1,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H10,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H11,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H12,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H13,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H14,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H15,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H16,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H17,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H18,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H19,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H2,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H20,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H25,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H3,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H30,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H35,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H4,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H5,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H6,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H7,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H8,losses,structural,0.05,0.2,0.6,1
S_LFM-DUM_H9,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUH_H1,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUH_H10,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUH_H11,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUH_H12,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUH_H2,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUH_H3,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUH_H4,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUH_H5,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUH_H6,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUH_H7,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUH_H8,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUH_H9,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUL_H1,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUL_H10,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUL_H11,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUL_H12,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUL_H2,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUL_H3,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUL_H4,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUL_H5,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUL_H6,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUL_H7,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUL_H8,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUL_H9,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUM_H1,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUM_H10,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUM_H11,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUM_H12,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUM_H2,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUM_H3,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUM_H4,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUM_H5,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUM_H6,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUM_H7,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUM_H8,losses,structural,0.05,0.2,0.6,1
S_LWAL-DUM_H9,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUH_H1,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUH_H10,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUH_H11,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUH_H12,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUH_H13,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUH_H14,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUH_H15,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUH_H2,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUH_H3,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUH_H4,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUH_H5,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUH_H6,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUH_H7,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUH_H8,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUH_H9,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUM_H1,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUM_H10,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUM_H11,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUM_H12,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUM_H13,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUM_H14,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUM_H15,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUM_H2,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUM_H3,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUM_H4,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUM_H5,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUM_H6,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUM_H7,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUM_H8,losses,structural,0.05,0.2,0.6,1
SRC_LDUAL-DUM_H9,losses,structural,0.05,0.2,0.6,1
W_LFM-DUH_H1,losses,structural,0.05,0.2,0.6,1
W_LFM-DUH_H2,losses,structural,0.05,0.2,0.6,1
W_LFM-DUH_H3,losses,structural,0.05,0.2,0.6,1
W_LFM-DUH_H4,losses,structural,0.05,0.2,0.6,1
W_LFM-DUH_H5,losses,structural,0.05,0.2,0.6,1
W_LFM-DUH_H6,losses,structural,0.05,0.2,0.6,1
W_LFM-DUL_H1,losses,structural,0.05,0.2,0.6,1
W_LFM-DUL_H2,losses,structural,0.05,0.2,0.6,1
W_LFM-DUL_H3,losses,structural,0.05,0.2,0.6,1
W_LFM-DUL_H4,losses,structural,0.05,0.2,0.6,1
W_LFM-DUL_H5,losses,structural,0.05,0.2,0.6,1
W_LFM-DUL_H6,losses,structural,0.05,0.2,0.6,1
W_LFM-DUM_H1,losses,structural,0.05,0.2,0.6,1
W_LFM-DUM_H2,losses,structural,0.05,0.2,0.6,1
W_LFM-DUM_H3,losses,structural,0.05,0.2,0.6,1
W_LFM-DUM_H4,losses,structural,0.05,0.2,0.6,1
W_LFM-DUM_H5,losses,structural,0.05,0.2,0.6,1
W_LFM-DUM_H6,losses,structural,0.05,0.2,0.6,1
W-WWD_LWAL-DNO_H1,losses,structural,0.05,0.2,0.6,1
W-WWD_LWAL-DNO_H2,losses,structural,0.05,0.2,0.6,1
