barrio,id_barrio,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
Ciudadela Floralia,610.0,6839.0,322746305,38325.0,6599.2542333,212.464844028,19.7833482465,4.5466339804,2.9509028234,0.33024352607,0.222516331918,1019456,45.395678268,6.4633033992,0.315869210384662,0.004828827695131,0.580603605787345,118.44925836399216,16.864457662622307
Brisas de Los Alamos,219.0,1821.0,191934730,13842.0,1761.6108424,53.029065282,4.6779736518,1.0365510642,0.6455412107,0.0676504145,0.08952740345,697926,18.930073624,2.3950226676,0.363626643320458,0.003715014524986,0.646780836945528,136.75822586331455,17.302576705678373
Menga,216.0,161.0,169122686,835.0,159.7898992,1.154868141,0.04610363052,0.00663691783,0.00249204805,0.0002739235493,0.00020116162026,94005,0.05647222135,0.005289927517,0.055584074901226,0.000170138850497,0.024091212007186,6.763140281437126,0.633524253532934
Paso del Comercio,603.0,1636.0,77065478,9292.0,1581.1582599,48.73975355,4.439947145,1.0087515733,0.6532484296,0.07127542874,0.051023032625,241541,10.600498089,1.4924047544,0.313423047755005,0.004356688798289,0.549107109610418,114.08198546061128,16.061179018510547
Los Guaduales,608.0,1850.0,121062905,10487.0,1786.7193031,56.406469245,4.9851265609,1.1400611322,0.7490163537,0.08404363881,0.071139658894,407007,13.181963847,1.8393027313,0.336195038657962,0.004542899395135,0.678360435720416,125.69813909602365,17.538883677886908
Área en Desarrollo - Parque del Amor,298.0,133.0,301609965,6696.0,128.2138652,4.2730012489,0.3830976113,0.08277598427,0.04725980722,0.0041120694703,0.0207763855231,587995,5.19201023186,0.7580478019,0.194952097565238,0.003091781556617,0.310280548433393,77.53898195728794,11.320905046296296
Urbanización La Flora,295.0,1694.0,461938463,9165.0,1642.2089722,46.858707194,3.6667050231,0.7900283168,0.4755813835,0.050470443375,0.0521933429077,1334520,9.6664576072,1.3361092915,0.28889556949774,0.002979365016234,0.569485465441353,105.47144143153301,14.57838834151664
Altos de Menga,296.0,683.0,25390842,6092.0,679.4968685,3.284879357,0.1780867504,0.02827899932,0.011873823387,0.0012058126302,0.00107709003467,10124,0.40414033096,0.04493172766,0.039871624269298,0.000176546505154,0.017680401094386,6.633951591595536,0.737552981943532
Urbanización Calimio,697.0,1152.0,65763429,8300.0,1112.3040526,35.163466387,3.3025512382,0.7513491564,0.4785964826,0.05178399122,0.07276477025,240202,12.601276992,1.7185242709,0.365251564121339,0.004495138126736,0.876683978915663,151.8226143614458,20.70511169759036
San Luis II,696.0,1738.0,127723318,11400.0,1675.0805971,55.824628214,5.1553677331,1.1782881307,0.7611335091,0.08561431711,0.082592569292,430748,15.046521889000001,2.1199890739,0.337250608228856,0.004926025150173,0.724496221859649,131.98703411403508,18.596395385087718
Sector Puente del Comercio,698.0,892.0,73022208,8184.0,861.34701,26.96178547,2.658078845,0.6239461446,0.4091776674,0.04494055685,0.086235614214,333859,14.435449796,1.9821719992,0.457201570695244,0.005038179019058,1.053709851099707,176.3862389540567,24.220087966764417
