#,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gitd06801bbb2', start_date='2022-05-18T16:15:19', checksum=1703710268, investigation_time=None, risk_investigation_time=None"
loss_type,nm_barrio,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,LOS SALADOS,7.63311E+02,6.86382E+02,2.07680E+02,8.06413E+01,1.01985E+02,1.47687E+01,8.02644E-03,1.25320E+01,7.67127E-04,1.62148E+03,9.92562E-02,3.17934E+02,1.94618E-02,1.86298E+07,1.21935E-01
structural,LAS ANTILLAS,4.77557E+02,4.04585E+02,1.14364E+02,4.32284E+01,5.22657E+01,5.44470E+00,4.98599E-03,1.60876E+00,5.10011E-04,2.99491E+02,9.49453E-02,5.74828E+01,1.82233E-02,3.52213E+07,1.17141E-01
structural,BUENA VISTA,5.52566E+02,5.35951E+02,1.63923E+02,6.47627E+01,8.47977E+01,9.49826E+00,6.77479E-03,7.35763E+00,5.89208E-04,1.41287E+03,1.13144E-01,2.91822E+02,2.33695E-02,5.30006E+07,1.32539E-01
structural,MONTE ADENTRO,1.67649E+01,8.93692E+00,2.58496E+00,1.06300E+00,1.65024E+00,1.65024E-01,5.32336E-03,8.34603E-02,1.33238E-04,5.48648E+01,8.75874E-02,1.17535E+01,1.87635E-02,1.80550E+06,1.04936E-01
structural,LOS RIELES,7.22956E+02,7.60338E+02,2.38807E+02,9.47791E+01,1.22119E+02,1.29365E+01,6.67174E-03,4.04741E-01,6.30741E-04,7.13331E+01,1.11164E-01,1.41035E+01,2.19787E-02,1.07446E+08,1.35489E-01
structural,EL DORADO,5.20662E+02,6.69542E+02,2.41649E+02,1.00260E+02,1.31887E+02,9.71347E+00,5.83742E-03,5.12663E+00,4.93319E-04,1.46924E+03,1.41380E-01,2.92035E+02,2.81016E-02,9.65183E+07,1.64683E-01
structural,PONTEZUELA AL MEDIO,5.04068E+02,6.28054E+02,2.29175E+02,9.59428E+01,1.28760E+02,1.20846E+01,7.61953E-03,5.31879E+00,6.79776E-04,1.07143E+03,1.36936E-01,2.15543E+02,2.75477E-02,7.76802E+07,1.61103E-01
structural,PONTEZUELA ARRIBA,1.04522E+03,1.15843E+03,4.46133E+02,2.08975E+02,3.96797E+02,4.19393E+01,1.28824E-02,8.00657E+00,6.26992E-04,2.37774E+03,1.86200E-01,5.64687E+02,4.42204E-02,2.51796E+07,1.72135E-01
structural,HOYA DEL CAIMITO,3.68002E+02,4.23655E+02,1.47487E+02,6.12485E+01,8.36074E+01,1.22400E+01,1.12915E-02,7.74901E+00,1.11695E-03,9.29461E+02,1.33973E-01,1.88841E+02,2.72197E-02,1.22940E+07,1.58069E-01
structural,REPARTO DEL ESTE,3.19819E+02,3.82416E+02,1.29122E+02,5.03918E+01,5.82515E+01,4.28060E+00,4.55383E-03,1.60095E+00,3.87673E-04,4.90523E+02,1.18781E-01,9.25427E+01,2.24093E-02,3.98013E+07,1.26993E-01
structural,VILLA OLGA,7.88601E+02,1.02546E+03,3.65152E+02,1.47556E+02,1.80233E+02,1.14131E+01,4.55248E-03,5.22313E+00,4.18495E-04,1.70841E+03,1.36883E-01,3.29395E+02,2.63922E-02,1.58206E+08,1.61185E-01
structural,JARDINES DEL ESTE,3.89789E+02,4.23836E+02,1.39434E+02,5.63466E+01,7.35951E+01,6.41045E+00,5.91916E-03,2.10141E+00,4.84484E-04,5.11506E+02,1.17929E-01,1.01476E+02,2.33955E-02,6.89946E+07,1.41614E-01
structural,MONTE ADENTRO ABAJO O LAS AROMAS,3.09557E+02,3.71836E+02,1.40190E+02,6.39166E+01,1.13811E+02,1.21431E+01,1.21515E-02,2.71707E+00,6.92106E-04,6.98206E+02,1.77851E-01,1.60922E+02,4.09908E-02,6.39637E+06,1.86116E-01
structural,PONTEZUELA ABAJO,7.16160E+01,8.50365E+01,3.01437E+01,1.28673E+01,1.91436E+01,2.15753E+00,9.86043E-03,7.32940E-01,8.64520E-04,1.24696E+02,1.47081E-01,2.66214E+01,3.14006E-02,3.79340E+06,1.55211E-01
structural,LA FARDIQUERA,2.50932E+02,2.73479E+02,8.95106E+01,3.62304E+01,4.78477E+01,4.48855E+00,6.43059E-03,1.66862E+00,5.72758E-04,3.57983E+02,1.22879E-01,7.16116E+01,2.45809E-02,4.06100E+07,1.26324E-01
structural,REPARTO UNIVERSITARIO,3.78705E+02,4.31477E+02,1.44332E+02,5.76351E+01,7.08504E+01,5.46212E+00,5.04351E-03,3.12914E+00,4.55096E-04,8.42201E+02,1.22488E-01,1.62768E+02,2.36727E-02,8.41560E+07,1.23248E-01
structural,VILLA OLÍMPICA,1.30334E+03,1.30179E+03,4.18399E+02,1.69129E+02,2.28336E+02,2.97374E+01,8.69260E-03,2.28888E+01,6.40199E-04,3.87731E+03,1.08448E-01,7.82152E+02,2.18767E-02,9.81740E+07,1.26319E-01
structural,LOS ÁLAMOS,6.62060E+02,7.06483E+02,2.26481E+02,9.09269E+01,1.20048E+02,1.41269E+01,7.82223E-03,4.89835E+00,6.41079E-04,8.42111E+02,1.10212E-01,1.67766E+02,2.19566E-02,7.16390E+07,1.31938E-01
structural,HATO MAYOR,7.48847E+02,8.34607E+02,2.88289E+02,1.20453E+02,1.69804E+02,2.39143E+01,1.10612E-02,1.68316E+01,1.16413E-03,1.94658E+03,1.34632E-01,4.05625E+02,2.80544E-02,2.30064E+07,1.57018E-01
structural,CANABACOA ABAJO,4.64683E+02,5.79446E+02,2.30749E+02,1.09434E+02,2.09445E+02,2.28598E+01,1.43433E-02,6.05079E+00,9.67018E-04,1.25257E+03,2.00182E-01,2.98439E+02,4.76956E-02,1.41433E+07,2.16934E-01
structural,PEKÍN,1.32004E+03,1.37178E+03,4.43551E+02,1.78395E+02,2.34240E+02,3.44922E+01,9.72160E-03,2.41190E+01,9.06349E-04,3.06336E+03,1.15116E-01,6.12287E+02,2.30086E-02,4.24737E+07,1.38251E-01
structural,ARBOLEDA,3.55750E+00,3.53538E+00,1.02746E+00,3.93851E-01,4.85815E-01,4.85815E-02,5.39794E-03,2.47766E-01,5.39794E-04,4.48629E+01,9.77406E-02,8.73065E+00,1.90210E-02,3.08783E+05,1.22710E-01
structural,LOS JAZMINES,1.33828E+03,1.25325E+03,3.93617E+02,1.59350E+02,2.23503E+02,3.06080E+01,9.08788E-03,2.34864E+01,8.38829E-04,3.11328E+03,1.11193E-01,6.36100E+02,2.27187E-02,2.99638E+07,1.34434E-01
structural,ARROYO HONDO ABAJO,9.94040E+02,8.45683E+02,2.46513E+02,9.54929E+01,1.22271E+02,1.46763E+01,6.36991E-03,7.45056E+00,5.28214E-04,1.25607E+03,8.90500E-02,2.45762E+02,1.74235E-02,3.92368E+07,1.09286E-01
structural,ARROYO HONDO ARRIBA,1.00417E+03,7.57224E+02,2.08569E+02,7.83164E+01,9.57250E+01,1.02131E+01,4.76359E-03,5.60034E+00,4.15838E-04,1.08962E+03,8.09068E-02,2.10035E+02,1.55956E-02,4.81947E+07,1.03464E-01
structural,BELLA  VISTA,1.43600E+03,1.41471E+03,4.67225E+02,1.94266E+02,2.81794E+02,3.60633E+01,9.50536E-03,2.12548E+01,9.23909E-04,2.73393E+03,1.18839E-01,5.68059E+02,2.46925E-02,5.33731E+07,1.24198E-01
structural,LA YAGÜITA DE PASTOR,1.05057E+03,1.04242E+03,3.43930E+02,1.46070E+02,2.37008E+02,2.90022E+01,1.02845E-02,1.29734E+01,7.50977E-04,1.96611E+03,1.13810E-01,4.13385E+02,2.39292E-02,3.91241E+07,1.17528E-01
structural,PERALTA,1.25425E+03,1.01778E+03,3.08038E+02,1.21663E+02,1.61265E+02,1.93941E+01,6.77406E-03,4.78097E+00,5.33593E-04,8.60602E+02,9.60499E-02,1.71667E+02,1.91594E-02,4.94499E+07,1.16704E-01
structural,LA BARRANQUITA,2.12489E+02,1.59812E+02,4.76948E+01,1.87579E+01,2.42462E+01,3.00305E+00,6.48608E-03,3.43278E-01,2.85416E-04,9.99870E+01,8.31334E-02,2.01526E+01,1.67557E-02,5.36009E+07,9.76431E-02
structural,LAS CHARCAS,1.58854E+00,2.37863E+00,5.57553E-01,2.06898E-01,2.68376E-01,5.04612E-02,1.00922E-02,4.46221E+00,1.02048E-03,3.95954E+02,9.05525E-02,7.86116E+01,1.79780E-02,2.92579E+04,1.25318E-01
structural,LA OTRA BANDA,1.12712E+03,9.98746E+02,3.02374E+02,1.19904E+02,1.59860E+02,2.11441E+01,7.80802E-03,1.46579E+01,7.70038E-04,1.88377E+03,9.89621E-02,3.79749E+02,1.99498E-02,3.93127E+07,1.15496E-01
structural,LA HERRADURA,2.13905E+03,1.80989E+03,5.35206E+02,2.09848E+02,2.73999E+02,3.25823E+01,6.55843E-03,1.26976E+01,5.58413E-04,1.98919E+03,8.74799E-02,3.89571E+02,1.71324E-02,1.02362E+08,1.06531E-01
structural,ESPAILLAT,6.67083E+02,6.18891E+02,1.88605E+02,7.35935E+01,9.28288E+01,1.36765E+01,8.33426E-03,3.88653E+00,8.34225E-04,4.66975E+02,1.00234E-01,9.15897E+01,1.96593E-02,2.55672E+07,1.24126E-01
structural,ZONA INDUSTRIAL,3.34034E+02,1.97284E+02,5.10443E+01,1.83593E+01,2.02789E+01,1.59753E+00,2.57251E-03,3.85886E-01,3.33204E-04,9.03670E+01,7.80300E-02,1.71550E+01,1.48130E-02,1.82966E+07,5.33114E-02
structural,MONTE RICO,2.27114E+03,1.89243E+03,5.46243E+02,2.07313E+02,2.51878E+02,3.62113E+01,7.00548E-03,3.37573E+01,6.86170E-04,4.39612E+03,8.93581E-02,8.50877E+02,1.72954E-02,4.56190E+07,1.12582E-01
structural,LA HERRADURA ARRIBA,1.17982E+00,5.33529E-01,1.45100E-01,5.76326E-02,8.39188E-02,8.39188E-03,4.19594E-03,0.00000E+00,,0.00000E+00,,0.00000E+00,,1.63921E+05,8.70605E-02
structural,ÁREA MONUMENTAL,9.47683E-01,1.85466E-02,1.21550E-02,6.99948E-03,1.46163E-02,7.30815E-04,7.30815E-04,0.00000E+00,,0.00000E+00,,0.00000E+00,,3.62737E+04,2.21743E-02
structural,JACAGUA ABAJO,1.13243E+03,1.14913E+03,4.18829E+02,1.91520E+02,3.48945E+02,3.60299E+01,1.11174E-02,6.03130E+00,4.73723E-04,2.12322E+03,1.66767E-01,4.99078E+02,3.91997E-02,1.44995E+07,1.68861E-01
structural,LA HERRADURA ABAJO,1.04366E+01,4.40624E+00,1.12841E+00,4.29653E-01,5.99097E-01,5.99097E-02,3.52410E-03,3.41234E-01,8.81025E-05,2.34383E+02,6.05147E-02,4.80761E+01,1.24127E-02,4.20648E+05,7.66401E-02
structural,LOS GONZÁLEZ,5.38907E+02,6.30524E+02,2.45532E+02,1.15518E+02,2.16867E+02,2.26069E+01,1.29378E-02,4.74080E+00,6.93804E-04,1.30410E+03,1.90852E-01,3.08642E+02,4.51689E-02,1.26044E+07,1.67128E-01
structural,JACAGUA AL MEDIO,5.43968E+02,5.27066E+02,1.91401E+02,8.73119E+01,1.57122E+02,1.64530E+01,1.09187E-02,3.27467E+00,5.53177E-04,9.60263E+02,1.62213E-01,2.24371E+02,3.79022E-02,9.62104E+06,1.65152E-01
structural,KILÓMETRO 4 1/2 (ANTIGUO KILÓMETRO 6),1.44552E+02,1.83551E+02,7.08929E+01,3.23940E+01,5.65808E+01,6.06596E+00,1.24310E-02,1.85424E+00,9.67264E-04,3.49539E+02,1.82336E-01,8.02274E+01,4.18505E-02,5.93697E+06,1.87227E-01
structural,LIMONAL ABAJO,2.30481E+02,3.20696E+02,1.35537E+02,6.59504E+01,1.31174E+02,1.41635E+01,1.60249E-02,3.50526E+00,1.00953E-03,7.74406E+02,2.23033E-01,1.86816E+02,5.38038E-02,8.03241E+06,2.38907E-01
structural,LA FREIDURÍA O FARDIQUERA,6.92198E+01,9.76094E+01,4.12326E+01,1.99366E+01,3.84863E+01,4.18040E+00,1.56872E-02,1.15348E+00,1.10182E-03,2.29515E+02,2.19236E-01,5.49507E+01,5.24896E-02,2.24515E+06,2.39722E-01
structural,EL PAPAYO,4.21210E+02,4.78938E+02,1.85645E+02,8.70788E+01,1.64238E+02,1.69940E+01,1.27095E-02,3.56163E+00,6.78037E-04,9.87301E+02,1.87955E-01,2.34522E+02,4.46467E-02,3.56169E+06,2.08784E-01
structural,CIENFUEGOS,7.92028E+03,5.04475E+03,1.79683E+03,7.67681E+02,1.06148E+03,7.52783E+01,4.53729E-03,2.15406E+01,3.30489E-04,7.18589E+03,1.10250E-01,1.48134E+03,2.27276E-02,2.69925E+07,1.23590E-01
structural,CALLEJÓN DE LOS SÁNCHEZ,4.52190E+02,4.37257E+02,1.48897E+02,6.46495E+01,1.05938E+02,1.16327E+01,9.62227E-03,2.64331E+00,5.56567E-04,6.70155E+02,1.41106E-01,1.51207E+02,3.18378E-02,5.96649E+06,1.57551E-01
structural,TIERRA BLANCA,2.80943E+02,3.53690E+02,1.43514E+02,6.88814E+01,1.35034E+02,1.43423E+01,1.46043E-02,3.28730E+00,8.52065E-04,8.01082E+02,2.07640E-01,1.92757E+02,4.99625E-02,7.90806E+06,2.27807E-01
structural,LA CIÉNAGA,3.82914E+02,3.52613E+02,1.23515E+02,5.55499E+01,9.89905E+01,1.00742E+01,9.93922E-03,1.38170E+00,3.46997E-04,6.07114E+02,1.52469E-01,1.41715E+02,3.55901E-02,3.08931E+06,1.72481E-01
structural,LAS PALOMAS O CENTRO DEL PUEBLO,2.65982E+02,3.62089E+02,1.55926E+02,7.77457E+01,1.65702E+02,1.71584E+01,1.67001E-02,3.00228E+00,7.43814E-04,9.56389E+02,2.36945E-01,2.36057E+02,5.84831E-02,4.71976E+06,2.55264E-01
structural,TRIPLE PLAY,1.66880E+02,2.36990E+02,1.03433E+02,5.17283E+01,1.10226E+02,1.15054E+01,1.71912E-02,2.21104E+00,8.40959E-04,6.36239E+02,2.41991E-01,1.57022E+02,5.97227E-02,1.84587E+06,2.60903E-01
structural,LOS PORTES,2.60895E+01,3.62496E+01,1.57332E+01,7.90120E+00,1.74574E+01,1.75457E+00,1.69637E-02,1.92101E-01,4.72773E-04,9.96214E+01,2.45174E-01,2.48517E+01,6.11615E-02,1.09209E+06,2.62703E-01
structural,LAS PALOMAS ARRIBA,1.19458E+02,1.85554E+02,8.31418E+01,4.19288E+01,9.03586E+01,9.73517E+00,1.87056E-02,2.52205E+00,1.23354E-03,5.19692E+02,2.54183E-01,1.28683E+02,6.29391E-02,4.81145E+06,2.72888E-01
structural,LAS PALOMAS ABAJO,1.03177E+02,1.31596E+02,5.42790E+01,2.64350E+01,5.38137E+01,5.53440E+00,1.49861E-02,8.86213E-01,6.10843E-04,3.15258E+02,2.17299E-01,7.67478E+01,5.29002E-02,2.08034E+06,2.36500E-01
structural,LIMONAL,1.51926E+02,2.03613E+02,8.68218E+01,4.29356E+01,8.90192E+01,9.17478E+00,1.59751E-02,1.51206E+00,6.70180E-04,5.18386E+02,2.29760E-01,1.26891E+02,5.62411E-02,4.59204E+06,2.48427E-01
structural,CENTRO DEL PUEBLO,7.08241E+02,9.69765E+02,3.97239E+02,1.89710E+02,3.60467E+02,4.05679E+01,1.54519E-02,1.41083E+01,1.36788E-03,2.16138E+03,2.09558E-01,5.14919E+02,4.99243E-02,1.33390E+07,2.30767E-01
structural,LOS RECIO,1.22167E+02,1.66187E+02,6.83025E+01,3.27380E+01,6.26253E+01,6.96127E+00,1.54004E-02,2.24833E+00,1.26612E-03,3.74636E+02,2.10972E-01,8.94424E+01,5.03685E-02,1.52176E+06,2.31929E-01
structural,MANOLO DÁJER,2.02831E+02,2.50796E+02,1.00069E+02,4.74351E+01,9.04229E+01,9.90757E+00,1.43265E-02,2.91064E+00,1.07136E-03,5.41577E+02,1.99345E-01,1.29170E+02,4.75454E-02,3.12708E+06,2.20116E-01
structural,LOS CRUCES,8.80786E+00,1.38434E+01,6.24389E+00,3.15074E+00,6.68754E+00,7.28654E-01,1.88120E-02,2.05695E-01,1.35179E-03,3.86498E+01,2.54000E-01,9.52650E+00,6.26065E-02,1.28464E+06,2.72588E-01
structural,HICO MARTÍNEZ,2.86788E+02,4.00469E+02,1.67024E+02,8.06114E+01,1.55421E+02,1.73977E+01,1.59566E-02,5.86401E+00,1.36904E-03,9.27254E+02,2.16481E-01,2.21920E+02,5.18103E-02,5.81146E+06,2.36942E-01
structural,VILLA ALBA,2.94585E+01,5.16834E+01,2.46478E+01,1.27011E+01,2.72589E+01,2.99669E+00,2.05605E-02,9.00709E-01,1.57307E-03,1.56983E+02,2.74168E-01,3.88146E+01,6.77891E-02,1.21885E+06,2.91721E-01
structural,LOS OSORIAS,4.63503E+01,7.45987E+01,3.40033E+01,1.72698E+01,3.71607E+01,4.03832E+00,1.92868E-02,1.11822E+00,1.35943E-03,2.13831E+02,2.59957E-01,5.29194E+01,6.43348E-02,3.22922E+06,2.78641E-01
structural,EL CENTRO,1.92509E+02,3.64555E+02,1.77782E+02,9.18538E+01,1.93764E+02,2.19627E+01,2.15222E-02,7.94838E+00,1.98268E-03,1.12205E+03,2.79890E-01,2.75983E+02,6.88427E-02,1.51737E+07,2.97290E-01
structural,MONCADA,8.24963E+01,8.07357E+01,2.95773E+01,1.35883E+01,2.49080E+01,2.59148E+00,1.12037E-02,4.79957E-01,5.28187E-04,1.51233E+02,1.66431E-01,3.56255E+01,3.92055E-02,6.73264E+05,1.86775E-01
structural,BOCA DE LICEY,1.01668E+01,1.04760E+01,3.94204E+00,1.84177E+00,3.53248E+00,3.63630E-01,1.21376E-02,5.89621E-02,5.00977E-04,2.11128E+01,1.79387E-01,5.04644E+00,4.28775E-02,2.27440E+05,1.99397E-01
structural,VISTA ALEGRE,3.96168E+02,4.54040E+02,1.79529E+02,8.59660E+01,1.71361E+02,1.78347E+01,1.38568E-02,3.31578E+00,6.55778E-04,1.01091E+03,1.99933E-01,2.44539E+02,4.83637E-02,4.30467E+06,2.19357E-01
structural,VALENTÍN,1.09756E+02,1.23945E+02,4.73328E+01,2.20823E+01,4.10706E+01,4.44370E+00,1.29107E-02,1.19024E+00,8.80264E-04,2.48097E+02,1.83484E-01,5.87123E+01,4.34216E-02,1.58260E+06,2.05313E-01
structural,LOS POLANCO,5.11789E+01,5.77970E+01,2.26483E+01,1.08184E+01,2.15856E+01,2.24469E+00,1.36848E-02,4.13319E-01,6.41415E-04,1.27299E+02,1.97551E-01,3.08037E+01,4.78032E-02,1.75767E+06,2.17193E-01
structural,LA CACATA,5.54074E+01,7.35702E+01,2.99054E+01,1.42410E+01,2.65746E+01,2.97139E+00,1.48794E-02,9.94808E-01,1.26805E-03,1.60345E+02,2.04386E-01,3.79771E+01,4.84081E-02,9.40203E+05,2.25199E-01
structural,DON MANUEL,1.07178E+02,1.36788E+02,5.55576E+01,2.65952E+01,5.15701E+01,5.52163E+00,1.46195E-02,1.35876E+00,9.15761E-04,3.07073E+02,2.06957E-01,7.36338E+01,4.96267E-02,2.16951E+06,2.27262E-01
