#,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gite09ae1ae50', start_date='2022-05-12T21:16:56', checksum=2312394196"
event_id,slight,moderate,extensive,complete,collapsed,fatalities,homeless,injured,losses,loss_type
0,2.62573E+04,3.83076E+03,1.29794E+03,1.52343E+03,1.63650E+02,9.36403E+01,1.59811E+04,2.99127E+03,4.42848E+08,structural
1,2.81718E+04,2.97648E+03,6.74455E+02,4.12717E+02,4.43561E+01,2.62505E+01,6.04407E+03,8.24370E+02,3.30766E+08,structural
2,2.89935E+04,3.52992E+03,9.47009E+02,7.63849E+02,8.18479E+01,4.82237E+01,9.28184E+03,1.47134E+03,4.05722E+08,structural
3,2.43726E+04,2.67044E+03,6.57595E+02,4.61648E+02,4.99733E+01,2.75051E+01,5.87616E+03,8.44779E+02,3.39920E+08,structural
4,2.97094E+04,3.62281E+03,9.13077E+02,6.34731E+02,6.75802E+01,3.79756E+01,8.28190E+03,1.20125E+03,4.06321E+08,structural
5,2.89045E+04,3.44691E+03,8.98511E+02,6.88271E+02,7.46373E+01,4.74240E+01,9.16163E+03,1.41906E+03,4.25880E+08,structural
6,2.59292E+04,2.64566E+03,6.09507E+02,3.94836E+02,4.28463E+01,2.61076E+01,5.51699E+03,7.77133E+02,3.54254E+08,structural
7,2.38074E+04,2.23288E+03,5.05498E+02,3.37980E+02,3.68037E+01,2.04568E+01,4.52942E+03,6.23975E+02,2.91417E+08,structural
8,2.77036E+04,3.09898E+03,7.92714E+02,6.51773E+02,6.92833E+01,3.93945E+01,7.68870E+03,1.24068E+03,3.32784E+08,structural
9,2.50290E+04,2.36836E+03,4.93677E+02,2.74511E+02,2.98571E+01,1.89192E+01,4.46714E+03,5.75168E+02,3.36478E+08,structural
10,2.52009E+04,3.43603E+03,1.07317E+03,1.13847E+03,1.22572E+02,6.73098E+01,1.14046E+04,2.03079E+03,4.18967E+08,structural
11,2.78820E+04,3.53308E+03,9.10865E+02,6.56330E+02,7.08817E+01,4.58251E+01,9.47278E+03,1.40459E+03,4.45288E+08,structural
12,2.91336E+04,3.55465E+03,8.82968E+02,6.08019E+02,6.55048E+01,3.51825E+01,7.63701E+03,1.10934E+03,4.10192E+08,structural
13,2.63521E+04,2.93656E+03,7.26510E+02,5.05650E+02,5.48264E+01,2.95130E+01,6.30780E+03,9.16242E+02,3.42599E+08,structural
14,2.52315E+04,3.13786E+03,8.31621E+02,6.37349E+02,6.84411E+01,3.88390E+01,8.09714E+03,1.24499E+03,3.60840E+08,structural
15,3.07722E+04,3.30626E+03,7.49277E+02,4.71938E+02,5.09830E+01,2.77631E+01,6.30913E+03,8.71644E+02,3.75175E+08,structural
16,2.77426E+04,3.02959E+03,7.44044E+02,5.22353E+02,5.64502E+01,3.49663E+01,7.44322E+03,1.10507E+03,4.03567E+08,structural
17,2.09256E+04,1.82878E+03,3.96201E+02,2.39792E+02,2.56931E+01,1.28119E+01,3.13812E+03,4.08117E+02,2.66169E+08,structural
18,2.52448E+04,2.84095E+03,7.33638E+02,5.65041E+02,6.08024E+01,3.89463E+01,7.47889E+03,1.16004E+03,3.97898E+08,structural
19,3.42254E+04,4.63240E+03,1.32429E+03,1.25358E+03,1.31031E+02,7.18648E+01,1.42091E+04,2.42569E+03,4.73487E+08,structural
20,2.69473E+04,3.01559E+03,7.60516E+02,5.46301E+02,5.81043E+01,3.21928E+01,7.43237E+03,1.08796E+03,3.79887E+08,structural
21,3.11571E+04,3.92005E+03,1.01502E+03,7.51521E+02,8.09097E+01,4.03388E+01,8.58935E+03,1.26704E+03,4.56828E+08,structural
