NM_BARR,ID_BARR,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
LA MERCED,16.0,445.0,44440790,2543.0,396.4407051,45.4262168219,2.415442830648,0.46004389745425,0.257582133418392,0.030040166811148,0.030434007932009,419483,4.92229584454998,0.60084524999604,0.943915157130481,0.006750599283404,1.196775773968097,193.56255778804484,23.627418403304763
FLORIDA,17.0,478.0,56938305,3070.0,417.218856,56.495348853100005,3.2362478851108,0.65414158408842,0.395410942524347,0.047246912172436,0.051165393443014,607580,7.72331444146359,0.999566218521865,1.067085547228922,0.009884291249464,1.666625193583533,251.57376030826026,32.5591602124386
SAN JUAN DE CHILLO,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPEJO,19.0,105.0,13057137,804.1,92.2708646,11.6579869729,0.7785824876443,0.17303307793806,0.119531172060094,0.012852741866171,0.00930207411169,130143,2.08507818187475,0.291088542799947,0.996715574861465,0.01224070653921,1.156830507609738,259.30583035378066,36.20054008207275
ZONA DE PROTECCIÓN LA ECUATORIANA,20.0,3.0,238275,10.5,2.8928439,0.08962296806,0.0118687939896,0.003168257348924,0.002495955951533,0.000249595695153,3.4943394969e-05,1379,0.031719565236119,0.005350209015624,0.578662411080706,0.008319856505111,0.332794237798571,302.09109748684756,50.95437157737524
RUMIHUCO,21.0,87.0,12385730,652.0,75.4196931,10.579443425100001,0.719952776168,0.16326172082885,0.117650104553448,0.012991247096365,0.010869650554159,133820,1.8476816070789,0.25354198225388,1.080436688335168,0.014932467926856,1.667124318122592,283.38674955197854,38.88680709415337
LA CONCEPCIÓN,22.0,36.0,4577629,186.2,33.4614667,2.330936635,0.1501595119519,0.03383976739113,0.023597576741546,0.002441715989055,0.000658789283883,24935,0.26903423597616,0.04120218338461,0.544715003606452,0.006782544414041,0.353807349024018,144.48670030943072,22.127918036847422
CHINCHILOMA,23.0,4.0,666341,30.1,3.738545,0.22916570654,0.02200301337019,0.005693127417788,0.004593063872288,0.000468987877229,0.000157038223928,3782,0.036077191965677,0.004938268462799,0.56752386864269,0.011724696930721,0.521721674180063,119.8577806168671,16.406207517604983
PATICHUBAMBA,24.0,40.0,1267054,52.5,37.7214078,1.9419276694,0.2226610852241,0.06155858862348,0.052444631767058,0.005398635416706,0.000328421376404,6614,0.12507471491831,0.021094454378239,0.522029572084757,0.013496588541764,0.625564526484629,238.23755222535235,40.17991310140743
SAN ANDRÉS,25.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN FRANCISCO,26.0,101.0,26082218,957.8,88.4023336,11.40435879204,0.83614446176718,0.201150026467754,0.156010329319189,0.016721815391919,0.009808388597799,257188,2.342806902732803,0.350258820416585,0.9860678838805,0.016556252863286,1.024053935873803,244.6029340919611,36.56909797625647
SAN JUANITO,27.0,8.0,2985062,123.9,7.5951523,0.3800353771,0.0188155767869,0.003709378399968,0.002287175241165,0.000246130634116,0.000283065944882,9732,0.08912901657475,0.012565100940359,0.326015425341094,0.003076632926444,0.228463232350557,71.9362522798628,10.14132440706941
COMUNA RUMILOMA,28.0,6.0,837178,756.0,5.4215141,0.5593387,0.0163620896,0.00206015258,0.000724906838,8.5618013e-05,0.00224782421,4997,0.462501,0.041878701,0.596835561602323,0.001426966883333,0.297331244708995,61.17738095238096,5.539510714285714
SAN CARLOS,29.0,518.0,153608974,4317.1,454.9642063,59.03218149535,3.05495091767097,0.595049357182283,0.353609102735797,0.041047395282575,0.036807001689284,1364332,7.210218764006459,0.92496984304573,0.888185356039464,0.007924207583509,0.852586265995321,167.0153289014954,21.42572196719394
JACARANDA,30.0,639.0,164505922,2401.9,587.2083183999999,49.66353865987,1.72028104735291,0.277283758298384,0.130581704536765,0.015777196559683,0.00829375550875,861304,1.605582403784621,0.175453846124979,0.523570509082566,0.002469044845021,0.345299783869019,66.84634679980934,7.304793959989136
COMUNA SAN JUAN BAUTISTA DE ANGAMARCA,31.0,2.0,67499,2.8,1.8658418,0.128823160152,0.004320556457311,0.0006917938,0.0003226128,4.03266e-05,8.468585e-06,340,0.001420169,0.00016104100016,0.503217441638413,0.00201633,0.302449464285714,50.72032142857143,5.751464291430672
BARRIO CENTRAL,32.0,360.0,50256435,3024.0,326.7895327,30.91715126342,1.71561711109432,0.354558398964778,0.22313876397539,0.024608902854141,0.020625422709068,349068,4.62867360720135,0.640786049731154,0.694574477959013,0.006835806348373,0.682057629268133,153.06460341274303,21.19001487206196
SANTA  ANA,33.0,104.0,6337676,262.5,99.1924975,4.35304021701,0.32657591111937,0.075504647980356,0.052380518564355,0.005349628275636,0.001606821115618,58921,1.020477580093972,0.17135551920883,0.929696445154816,0.005143873341957,0.612122329759246,388.75336384532267,65.27829303193539
ANGAMARCA,34.0,82.0,10763752,420.0,74.6431615,6.72951634369,0.45758429854309,0.10177701942694,0.067961073013661,0.007382810392367,0.002727373155805,76065,0.688281984955875,0.098042103292396,0.706673477330934,0.009003427307765,0.649374560906002,163.87666308473214,23.34335792676087
CERRO NEGRO,35.0,3.0,421579,16.799999999999997,2.9367523,0.06189870472,0.00115857802333,0.000140895407803,4.9525049328e-05,6.190628933e-06,8.450201344e-06,767,0.00173281835994,0.000162140404515,0.181907862032894,0.000206354297761,0.050298817521238,10.31439499964286,0.965121455449161
LA PRAGA,36.0,22.0,31407027,121.0,20.8520557,1.08143691348,0.0536780712709,0.008879622713705,0.003949735263437,0.000473738739344,0.001154988278526,80223,0.1942500790917,0.019123116733248,0.255431511687268,0.00215335790611,0.954535767376529,160.53725544768594,15.804228705163636
SAN JUAN LOMA,37.0,51.0,8889411,585.0,46.3708409,4.2354512825,0.2835801814508,0.06475035053472,0.045377595153413,0.004921046423641,0.003778456267561,60532,0.94948237107268,0.13962557355266,0.680947453565527,0.009649110634591,0.645889960266872,162.30467881584275,23.86761941071111
CURIQUINGUE,38.0,54.0,5594256,216.1,49.2831314,4.21886722256,0.34212561232076,0.08587319599345,0.070002166918196,0.00750961567302,0.001982730266016,41688,0.425954981125139,0.062850279351489,0.7451881562221,0.013906695690777,0.917505907457544,197.11012546281304,29.083886789213068
LA PRIMAVERA,39.0,937.0,225189221,4111.7,863.5129008,70.73821072154,2.25431090257485,0.342641450035316,0.151921959718304,0.018319590322434,0.010240089377337,1051843,2.07298504696852,0.22129383731832,0.467092862358383,0.001955132371658,0.249047580741236,50.416738744765425,5.382052127303061
ACOSTA SOBERÓN,40.0,268.0,47146671,1304.7,238.3979174,28.1407378174,1.1571754058264,0.201016671892781,0.103148215945623,0.012546628713582,0.008721828795602,341961,1.47987536058417,0.175795615774416,0.725312169450517,0.004681577878202,0.668493047873226,113.42648582694642,13.474025889048534
SANTO DOMINGO,41.0,72.0,4447708,191.79999999999998,66.1399318,4.982820681,0.5831714584007,0.15952196238361,0.134553341530619,0.013520551327922,0.000985523656697,30116,0.56091661914321,0.094773215326505,0.677104712996174,0.018778543511003,0.513828809539484,292.44870653973413,49.412521025289365
LA GRANJA,42.0,130.0,47247040,967.0,118.7400969,10.5783187352,0.514172244806,0.102202706542,0.06521009959483,0.007196406651209,0.005282875722388,317476,1.0263087613565,0.130508796466074,0.671948512353589,0.005535697424007,0.546316000246929,106.13327418371253,13.496256097835987
LA MOYA,43.0,293.0,80760475,1455.2,263.0749766,27.8569002891,1.540659320396,0.321081905571836,0.20638413222558,0.02293467739426,0.010292712618382,619838,2.203404156183847,0.297768667148944,0.767502142432622,0.007827534946846,0.707305704946512,151.415898583277,20.462387791983485
INGA,44.0,10.0,5172673,91.0,9.3761076,0.5404896353,0.0565765840005,0.014909987804221,0.011916179639019,0.001202253723902,0.000418285335142,37409,0.2603068614111,0.044237425693141,0.723209395794054,0.012022537239019,0.459654214442088,286.05149605615384,48.61255570674835
COMUNA LA TOGLLA,45.0,6.0,880306,35.7,5.5788305,0.3828120409,0.0282877072976,0.006171835734189,0.00389793495925,0.000436413436925,0.000160376542808,3965,0.04153236618963,0.006046697488187,0.450468191647,0.007273557282083,0.449234013469188,116.33716019504202,16.937527978114844
LA MANDARINA,46.0,170.0,85187467,1330.1,148.4550949,20.4257396197,0.89125583453795,0.152665539761617,0.075245397107086,0.008920891513711,0.009017985455002,619965,1.738391229834349,0.193719470976331,0.72776505041474,0.005247583243359,0.677993042252585,130.6962807183181,14.564278699070107
SANTA  ROSA,47.0,61.0,16939876,331.09999999999997,58.0375476,2.75605434788,0.15384054891904,0.03204610296261,0.02051120477893,0.002197962174893,0.000793795717454,41273,0.238307533598671,0.033376443143355,0.243645396144379,0.003603216680153,0.239745006781578,71.9744891569529,10.08047210611764
ONTANEDA BAJA,48.0,208.0,57018340,990.4,193.1132798,14.03983995359,0.64399135787649,0.126378646533135,0.076507617593934,0.008545410612193,0.00426174683792,281919,0.865906113483483,0.110006512524986,0.494435435634761,0.004108370486631,0.430305617722111,87.42993876044856,11.107281151553488
SOLIDARIDAD,49.0,646.0,73684470,3864.0,589.9213394,53.62458208335,2.00773322322455,0.310835905954665,0.135504070239549,0.016234421078055,0.01727646228096,447696,3.050681294970808,0.324119120828662,0.607585500304928,0.002513068278337,0.447113413068315,78.95137926943086,8.388176004882547
ROJAS,50.0,201.0,44323061,979.1,186.2383069,14.00459962281,0.59263583655637,0.1068456623813,0.05760842906737,0.006262221574038,0.002202062074083,199853,0.58839934234745,0.070892635941526,0.45090096502877,0.003115533121412,0.224906758664434,60.09593936752631,7.240591966247128
SAN PEDRO DE EL VALLE,51.0,263.0,48228002,1768.6,247.3213507,14.91925873106,0.59704063145598,0.105574714365592,0.056775226619487,0.006312007376049,0.002858975462934,179774,0.681317805704364,0.075740474796007,0.37275767197436,0.002400002804581,0.16165189771196,38.52300156645731,4.282510166007399
SAN ANDRÉS DE CONOCOTO,52.0,19.0,1416425,60.9,18.4852373,0.48811519961,0.02083398271232,0.003794707414332,0.002018974544875,0.000208921299487,2.6182755874e-05,2069,0.011815526510017,0.001540237906307,0.146067839409835,0.001099585786775,0.042993030992164,19.401521362918388,2.529126282933596
MUYULLACTA,53.0,372.0,51130472,1930.3,335.5264094,34.37545085054,1.64625204249982,0.296466860747786,0.15541587831864,0.018238052490344,0.01451802953252,386097,2.529031604434769,0.300993886806397,0.75512169430973,0.004902702282351,0.752112600762564,131.01754154456663,15.593114376335143
TACURI,54.0,236.0,68442178,2743.7,225.0278243,10.55534520654,0.33653550100561,0.054119890556312,0.026176428368863,0.003105311867803,0.003136033642282,205856,0.63355590451449,0.065321218413844,0.300773624160238,0.001315810113476,0.114299436610502,23.09129658907643,2.380771163532609
COMUNA SAN PEDRO DEL TINGO,55.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAPALOMA,56.0,14.0,6941516,279.3,13.1798539,0.79188694018,0.023322229040944,0.00345592402,0.001480811388,0.000258669643,0.0003512559273,19359,0.0647450051,0.006605455463436,0.278894274403871,0.001847640307143,0.125762952846402,23.18116902971715,2.365003746307246
LA  PAZ,57.0,322.0,64576639,2055.1,289.1237858,30.2684561279,1.9054496246688,0.419025903876773,0.283282892249451,0.031136125124946,0.016298159176942,517400,3.842569621365859,0.547493949655551,0.801218680468179,0.00966960407607,0.793059178479984,186.97725762083886,26.640744959152876
ONTANEDA ALTA,58.0,119.0,10411283,336.7,113.86599629999999,4.82430192246,0.23763702958129,0.045908228385371,0.026156046239878,0.002797294353488,0.00052547200858,34045,0.201352274397832,0.027452523485152,0.327001767490649,0.002350667523939,0.156065342613505,59.80168529784152,8.153407628497659
QUILLALLACTA,59.0,92.0,28858197,514.5,80.737094,10.514816746000001,0.592290155521,0.10464515953538,0.05115255559639,0.005919225792049,0.00472224031679,214707,0.83211349682495,0.090075610545281,0.744007622925681,0.006433941078314,0.917830965362449,161.7324580806511,17.50740729743071
SAN MARTÍN DE PORRES,60.0,588.0,59695313,3056.0,567.0850283,20.21011491214,0.575278473206506,0.08858248277575,0.041000924685138,0.004678758751864,0.0033609534779,159857,0.715854879302055,0.077258243669502,0.267787635113873,0.000795707270725,0.10997884417213,23.424570657789758,2.528083889708842
BIENESTAR SOCIAL,61.0,133.0,21641460,1258.0,122.9441354,9.59027506393,0.36985874554079,0.063335365768957,0.032397051705233,0.003786898339523,0.005593504335701,133291,1.058783305049071,0.12613320656634,0.615906720819095,0.002847291984604,0.444634684872931,84.16401470978306,10.02648700845306
SAN JUAN DE CONOCOTO,62.0,270.0,44935851,2038.1,252.0375236,16.86411449971,0.83108436545441,0.166067841085733,0.101208375622277,0.011163932556129,0.009044128014474,229689,2.047884751931742,0.273028825050737,0.511148422652755,0.004134789835603,0.443752907829562,100.4800918469036,13.396242826688457
PUEBLO UNIDO,63.0,946.0,99808669,5448.0,880.181881,62.8610368454,2.3844321196783,0.388716948054965,0.183939026727589,0.021790610538119,0.021060877365263,534497,3.814295204403842,0.418197849591626,0.535521553631841,0.002303447202761,0.386579981007032,70.01276072694276,7.676171982225152
SAN ANTONIO,64.0,210.0,56691002,1495.7,190.8089198,18.055270963799998,0.8656465458358,0.168291745670326,0.101871776466607,0.011378967759687,0.007103657810833,328771,1.385635879337152,0.17079245609355,0.57993536366281,0.005418556076041,0.474938678266573,92.64129700723086,11.418897913588975
SAN JOSÉ DE CONOCOTO BAJO,65.0,640.0,137907109,3033.2,562.3317001,72.9545572198,3.62246732094944,0.69091205394272,0.400371506157618,0.046740670622764,0.027162581601027,1129516,4.808645908134793,0.599142491513645,0.819041446897412,0.007303229784807,0.895509086147544,158.53375669704582,19.752818525439967
CUNUNYACU,66.0,102.0,34181351,1346.8,95.8759167,5.854346371603,0.214416040262844,0.036723782735578,0.018597124827145,0.002312928500414,0.002471763096788,130246,0.80647483143685,0.107048961300022,0.381044769995879,0.002267576961191,0.183528593465114,59.88081611500223,7.948393324919983
INGA ALTO,67.0,5.0,457566,8.399999999999999,4.6738225,0.26970849324,0.036715292567494,0.0104711747908,0.0092826036309,0.00092826667994,7.527401805e-05,2656,0.063884198726,0.011396256085066,0.580374310545545,0.0185653335988,0.8961192625,760.526175309524,135.66971529840032
SANTA INÉS,68.0,522.0,166285943,2718.8,467.3324575,52.04498068545,2.07717224442691,0.359110900657671,0.186281436306241,0.022413209754906,0.015988597278677,1138512,3.006126571286782,0.365007988370146,0.68467095176455,0.004293718343852,0.588075521504973,110.5681392999405,13.42533427873127
SAN GABRIEL,69.0,749.0,214264467,3828.9,660.3091185,83.12293565959,4.19045172527896,0.844278199564275,0.533209128687641,0.063140681839864,0.037412838618299,1814813,6.723742777713254,0.901173033851568,0.846996905620372,0.008429997575416,0.977117151617931,175.60507659414594,23.536081742839144
USHIMANA,70.0,149.0,25114717,891.8,132.3971748,15.2159446984,1.0033304835452,0.225426632806356,0.158123339202163,0.017054768648016,0.007002438649419,205424,1.72749281012444,0.240154891430716,0.817944445324947,0.011446153455044,0.78520280886067,193.70854565198925,26.929232050988592
EL VERGEL,71.0,90.0,10348932,292.3,81.0547783,7.99671147976,0.66447608484988,0.162393182190234,0.121640567667014,0.012876009886701,0.002880314523958,91176,0.707561318440218,0.102992067897054,0.881014465703384,0.01430667765189,0.985396689688066,242.06682122484366,35.2350557294061
TAMBO DEL INCA,72.0,241.0,18275350,1105.0,233.2467139,7.44304324881,0.247946097221978,0.041464186322296,0.020835412723692,0.002262001357729,0.001076521201648,45970,0.271024391107678,0.030947609296044,0.251541699718414,0.000938589774991,0.097422733180804,24.52709421788941,2.80068862407634
LAS PALMERAS,73.0,98.0,14882763,608.3,91.6287693,5.77671229194,0.42963817443688,0.098375713218405,0.066503775697947,0.006925580605881,0.008494258901387,113677,1.83942715004703,0.291041949760073,0.763818343413482,0.007066918985593,1.39639304642238,302.3881555231021,47.845133940501896
SAN FRANCISCO DE TANDA,74.0,506.0,157678112,5040.5,482.8798124,22.371669297951,0.616920871885308,0.091138810707661,0.040451516741338,0.004733940389573,0.005188863148855,437292,1.220164682479991,0.130818928539524,0.277332161259559,0.000935561341813,0.10294342126485,24.207215206427755,2.59535618568641
ZONA DE PROTECCIÓN QUITUMBE,75.0,1.0,110551,4.199999999999998,0.9642884,0.03500798,0.0006157528,6.719678e-05,2.07225e-05,2.590313e-06,1.631897e-06,214,0.000369261,3.148527e-05,0.193458946549556,0.0002590313,0.03885469047619,8.791928571428574,0.749649285714286
COCHAUCO,76.0,39.0,3976164,169.4,37.1178641,1.77668415614,0.08128579769042,0.015375362761006,0.008789323937098,0.001018990102309,0.000475450012219,16665,0.1575806654195,0.02262835437336,0.419132005690631,0.002612795134125,0.280667067425347,93.0228249229634,13.357942369161758
COMUNA SORIALOMA,77.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JERUSALÉN,78.0,8.0,1717642,82.89999999999999,7.485456,0.48877804412,0.02031882242536,0.003582406133526,0.00186468351643,0.000209164200643,0.000211897064674,10715,0.150494572357976,0.022367728786583,0.623841183047525,0.002614552508039,0.255605626868432,181.5374817345911,26.981578753417132
VALLE DEL SUR,79.0,351.0,37075623,2322.0,325.4039417,24.5620677105,0.8443680091893,0.13121880266934,0.058411204464774,0.007135300707477,0.008257636257859,195859,1.48151017085728,0.160663444818042,0.528270259107082,0.00203284920441,0.35562602316359,63.80319426603273,6.919183670027666
EL TABLÓN,80.0,1.0,95396,3.5,0.9764643,0.01957056,0.003042465,0.0006518521,0.0002708368,8.125099e-06,5.687572e-07,215,0.003229411,0.0003384739,0.224896981513803,0.0008125099,0.016250205714286,92.26888571428572,9.670682857142857
COLLAS,81.0,57.0,12679870,185.0,50.5252835,6.130334046910001,0.27106521202764,0.048312021371165,0.025006272435766,0.002806220823578,0.001142969541787,101357,0.240652365881372,0.027317563917979,0.799356536204309,0.004923194427329,0.617821373938659,130.08235993587695,14.766250766475286
SAN SEBASTIÁN DE PACHIJAL,82.0,3.0,349248,15.4,2.4332714,0.40916579,0.09646866,0.032461839,0.028632318,0.0013989022,0.00022033655,9334,0.26750127,0.046864049,2.672495673556526,0.046630073333333,1.430756818181818,1737.0212337662338,304.3120064935065
LOS PUENTES,83.0,1.0,40048,1.4,0.9884941,0.01119958,0.0002578361,3.498915e-05,1.349401e-05,1.349402e-06,2.833743e-07,26,6.787641e-05,6.771544e-06,0.064603379715465,0.0001349402,0.020241021428571,4.848315,0.483681714285714
CARTAGENA,84.0,4.0,786819,34.3,2.8879574,0.8015849,0.1786895,0.06321605,0.068552148,0.0044364581,0.00201684188,32318,1.0017855,0.17997244,4.10744653256775,0.1109114525,5.880005481049563,2920.6574344023325,524.7009912536444
PALUPE,85.0,1.0,24752,1.4,0.8512955,0.1024685,0.0282691,0.009583389,0.008383489,0.0002515048,7.042131e-06,617,0.02515363,0.004149245,2.491077113519348,0.02515048,0.503009357142857,1796.6878571428574,296.3746428571429
BRISAS DE ALAMBI,86.0,2.0,1112614,50.4,1.4662854,0.3880022,0.08143384,0.02860318,0.03567514,0.003567514,0.002247534,49246,1.619814,0.3326558,4.426196008592665,0.1783757,4.459392857142856,3213.916666666667,660.0313492063492
MIRAFLORES,87.0,11.0,1290262,49.699999999999996,8.431407,1.86084413,0.387482675,0.14099407878,0.17927227634,0.016426227634,0.003985528647,41804,0.9910703707,0.18885564751,3.23995018483035,0.149329342127273,8.019172327967807,1994.105373641851,379.9912424748492
LA PERLA,88.0,8.0,536289,23.1,6.8153284,0.91362613,0.1569093223,0.0529068411,0.06122934261,0.005660859613,0.00034608051,9155,0.2307503578,0.04222510099,1.707185734626566,0.0707607451625,1.498184025974026,998.9192978354978,182.79264497835499
PUCARÁ,89.0,6.0,185563,7.7,5.1702317,0.6939904,0.088724357,0.024873914,0.022179652,0.0022179656,6.2901914e-05,2634,0.05385264,0.0095430485,1.419659261342206,0.036966093333333,0.816907974025974,699.384935064935,123.9356948051948
LA LAGUA,90.0,6.0,293542,12.599999999999998,4.738677,0.95988605,0.1764467592,0.0596280484,0.06536222338,0.006832634231,0.001135868498,10473,0.3049226216,0.05613299923,3.567882210117487,0.113877237183333,9.01482934920635,2420.020806349207,445.499993888889
LAS PALMAS,91.0,2.0,164210,7.0,1.8682901,0.11464868,0.0118217861,0.00297597215,0.00226341301,0.000226341402,2.79865914e-05,1308,0.0255372447,0.00424967832,0.796254159298071,0.0113170701,0.399808448571429,364.81778142857144,60.70969028571428
TANDAYAPA,92.0,3.0,364829,15.4,2.7860752,0.18464508,0.020641613,0.0053874686,0.0032505972,0.000131065633,5.26697664e-05,2279,0.035315856,0.004617719,0.624731312595737,0.004368854433333,0.34201147012987,229.32374025974025,29.98518831168831
LA ARMENIA,93.0,14.0,2435995,94.49999999999999,9.2980474,3.745089,0.57462175,0.186784256,0.195457344,0.0169091227,0.00882990885,101262,2.50482886,0.444980297,4.156910644686246,0.120779447857143,9.34381888888889,2650.612550264551,470.8786211640212
NANEGALITO CENTRO,94.0,32.0,5295939,1102.9,26.8652878,4.53428403,0.41039571012,0.105739078369,0.0842927464986,0.00889167766017,0.0364194300462,89021,6.16083422405,0.946055417658,1.680935595557275,0.027786492688031,3.302151604515368,558.6031574984132,85.77889361302022
SAN FRANCISCO DE ALASPUNGO,95.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUAMACUCHO,96.0,2.0,221626,10.499999999999998,1.6180791,0.2846137,0.0588499,0.019597143,0.018860199,0.0012632004,0.00020673117,6533,0.20319818,0.037486288,2.947623668881693,0.06316002,1.968868285714286,1935.2207619047622,357.01226666666673
SAN FRANCISCO,97.0,1.0,50698,2.1,0.9991431,0.0008534448,3.259132e-06,1.613492e-07,2.496147e-08,2.496147e-09,7.86286e-10,2,3.912525e-07,2.045679e-08,0.004344585858486,2.496147e-07,3.7442195238e-05,0.018631071428571,0.000974132857143
EMAAP,98.0,16.0,13038190,352.0,13.4842346,2.349867433,0.12694591237,0.024714168635,0.0142373243982,0.00170376423982,0.00512714864348,149710,0.78043363443,0.0978889731319,1.14824579583558,0.010648526498875,1.456576319170454,221.7141006903409,27.809367367017046
CARCELÉN BAJO,99.0,116.0,25449295,835.6,102.8623557,11.8637233396,0.901923237553,0.21353538870502,0.15846084776199,0.017136656966199,0.01250015307247,347870,2.48605480618437,0.353066056281169,1.366915827801116,0.014772980143275,1.49594938636545,297.5173296055972,42.25299859755493
PAREDES,100.0,481.0,128752702,7071.4,453.1015005,26.668307044851,0.970375856132561,0.16871183132537,0.091105594935907,0.010189927626761,0.024283902627252,564564,4.557478933210369,0.53629325442902,0.438487064247527,0.002118488072092,0.343410111537341,64.44945743714638,7.583975654453435
BARRIO CENTRAL,101.0,407.0,74172593,2775.0,387.5227037,18.678909490557,0.643154249543159,0.104769343527048,0.050461066478597,0.005715870234063,0.004497204990509,222608,0.992186748478753,0.114552843676376,0.300121720880425,0.0014043907209,0.162061441099409,35.754477422657764,4.128030402752303
JESÚS DEL GRAN PODER,102.0,145.0,13180944,522.9,137.9499508,6.4563947264,0.435341236429295,0.09574156080742,0.062572924251408,0.006400199753741,0.000971232177941,45923,0.369306051193013,0.051225312641536,0.348405736724519,0.004413930864649,0.185739563576455,70.62651581430733,9.796387959750708
