#,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-git0887e53562', start_date='2022-05-13T17:39:17', checksum=949654607, investigation_time=None, risk_investigation_time=None"
loss_type,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,2.61101E+05,2.41001E+04,1.26897E+03,2.52721E+02,1.57136E+02,1.73042E+01,6.03188E-05,1.74998E+01,8.05311E-06,3.23289E+03,1.48772E-03,4.27186E+02,1.96584E-04,3.63747E+08,6.55898E-03
