NM_PARR,ID_PARR,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
CHIMBACALLE,1.0,4300.0,780826265,41019.7,3863.7223034999997,410.81718794384,19.9186655338764,3.635976604218232,1.905856264071615,0.219296801690424,0.326321414884471,5601022,60.3570786172902,7.482417647416848,0.717319901873138,0.005099925620708,0.795523650549543,147.1416870852059,18.241034545393674
LA LIBERTAD,2.0,2825.0,385733696,27497.7,2620.7172365,191.650646087491,9.762054878464568,1.850346459442173,1.019713282523182,0.114708211810146,0.104856756223017,1961940,23.992769303319847,3.126421751598163,0.508625551296426,0.004060467674695,0.381329188343088,87.25373141506324,11.369757294603415
COTOCOLLAO,3.0,3838.0,715905633,30843.4,3471.3081163,347.34588002852,15.25884444119219,2.683947179690839,1.403260420812322,0.161414210397195,0.190364475802124,5095439,36.00535332928618,4.22920543654219,0.711747255404862,0.004205685523637,0.617196793486205,116.73600617728972,13.711865217654958
MARISCAL SUCRE,4.0,2643.0,1447796575,13631.5,2356.3573729,262.02392071149,18.34743952088693,3.919697696824612,2.351533297881846,0.268009668832386,0.301589331011148,9366963,43.66955898141709,6.067281570246399,0.646980614643883,0.010140358260779,2.212444199179459,320.3576934410527,44.509273155899194
LA MAGDALENA,5.0,3647.0,781109400,28352.0,3250.5191565,371.50178536332,19.24038453493636,3.666466956521644,2.072121154573115,0.235869027416954,0.246801218920487,5795824,45.69049451325547,5.717160569077699,0.741999037694877,0.006467480872414,0.870489626553636,161.15439656199024,20.16492864375599
CENTRO HISTORICO,6.0,3784.0,1100694380,40822.7,3404.3620284,342.99631370455,27.42909816806207,5.820264152224707,3.392308962464105,0.399773685850074,0.499604885874965,8409447,96.09573375189593,13.581211737111971,0.764012862676517,0.010564843706397,1.223840867642182,235.39779032718545,33.2687738368897
SAN BARTOLO,7.0,8414.0,1366485605,64087.0,7396.2751495,955.47723538533,48.22601558352536,9.002510902364751,5.019200919015113,0.582586321343032,0.709770789110321,10733892,123.1637149969324,15.450423699476445,0.785510784010219,0.006924011425517,1.107511334764182,192.18205719870238,24.108514518508347
SOLANDA,8.0,9002.0,1277371113,78250.0,7695.1014955,1218.13202959783,68.67996648382447,13.005885539814816,7.080626500107096,0.824398480339882,1.211410848099396,12639774,188.07137741082317,23.050087566977613,0.989514639734097,0.009157948015329,1.548128879360251,240.34680819274527,29.456980916265316
LA CONCEPCION,9.0,4548.0,1012286631,32058.4,4113.0133251,414.32139056372,16.647369267397295,2.739195339277817,1.278743038798902,0.156894327811671,0.196643189565526,5955427,33.96972798589683,3.685433709940371,0.588314313427558,0.003449743355578,0.613390529675609,105.96201927075845,11.496000143302131
COMITE DEL PUEBLO,10.0,5869.0,998326189,46141.9,5555.1747972,301.28630490913,10.155597198872968,1.614559284340785,0.768798530327292,0.08754549771093,0.085509708186725,3693324,18.033720378917252,1.921155953713324,0.369951677822996,0.001491659528215,0.185319001139365,39.0831768499287,4.163582240248719
SAN ISIDRO,11.0,4473.0,980491758,41692.8,4122.452508,333.179886652454,13.933270573014731,2.318921760219629,1.115412507529637,0.128495010812843,0.195303218003655,5929988,37.20858868011204,4.154007133654422,0.604797364191478,0.002872680769346,0.468433921453237,89.24463859494213,9.963368096300611
JIPI JAPA,12.0,3757.0,1218171533,32794.0,3339.9404794,392.771943098868,19.109005370842198,3.42343973021383,1.755140777632026,0.20724752001086,0.487026573356142,9290965,70.9146347930423,9.07305635952874,0.76269760383123,0.00551630343388,1.485108780130943,216.24271145039427,27.66681819701391
LA FERROVIARIA,13.0,6641.0,1077104614,65349.9,6039.2989879,567.23863442756,26.652487997436573,4.988066632402068,2.821749309688983,0.319291289540483,0.369980045559343,6856256,74.58209411021078,9.471876842191293,0.636545086550727,0.004807879679875,0.566152428021073,114.12732706585744,14.494095388349931
PONCEANO,14.0,5960.0,1623701668,54338.6,5473.5617632,462.31502542843,19.35943665543682,3.216182507821039,1.547549439960854,0.180818178934766,0.296269692471461,8712767,55.62519430563443,6.199327620203698,0.536598979327938,0.003033862062664,0.54522879218725,102.3677354691406,11.408699562012453
KENNEDY,15.0,8635.0,1747759641,69186.8,7804.2528864,785.96151854506,35.37961744765935,6.209250352708883,3.196676085002865,0.372054324073877,0.529205140250265,12059538,92.92405166334642,10.849097765336518,0.689999799439533,0.004308677754185,0.76489321698686,134.30893127496347,15.680878094284628
LA  ARGELIA,16.0,7198.0,1000393637,57912.3,6567.7992386,591.7200860673,29.381613317195775,5.698072767290449,3.400980051649736,0.381739940922065,0.385914906584047,6548243,72.49129025762431,9.057788332796937,0.654566638754659,0.00530341679525,0.6663781382954,125.17425530953581,15.640525989810344
LLANO CHICO,17.0,1752.0,181756281,8115.9,1680.2293119,67.222944339416,3.424336613865127,0.695253694723024,0.428170967329571,0.044864224381804,0.01475396798876,588956,4.173155132444408,0.554890981288696,0.324035901900032,0.002560743400788,0.181790904135829,51.419499161453544,6.837084997211595
ZAMBIZA,18.0,461.0,57919150,2954.7,443.3704486,16.81479071874,0.640241613495724,0.11389568064723,0.060626960476243,0.006461332350965,0.002766025011033,150744,0.825235733752412,0.100688227574339,0.260267005835076,0.001401590531663,0.093614411311912,27.929594671283432,3.407730990433497
CHILIBULO,19.0,5126.0,869344433,48791.3,4767.1452853,340.352812111012,14.467251424743539,2.604332502299278,1.430258606572657,0.160372231400867,0.165920320893637,4426396,34.09771799535597,4.123932664121592,0.509164827807613,0.003128603811956,0.340061283248524,69.88483191748523,8.452188533860733
LA MENA,20.0,6046.0,794620550,44212.7,5549.0500226,471.77970483018,19.86825835825847,3.484392516596906,1.817593005602387,0.209766701774863,0.235459082414942,5095317,42.776078835363364,5.010831410864355,0.641226412619035,0.003469512103455,0.532559835556168,96.7506595058962,11.33346620058118
CARCELEN,21.0,7979.0,1203740583,55415.3,7201.7997823,736.2957104590799,32.34186035060642,5.663926043637598,2.898560619116843,0.347142547989544,0.382275962251712,8129379,65.76820251388845,7.657149804061361,0.675343133057222,0.004350702443784,0.689838297819758,118.68239008701288,13.817753948929917
PERUCHO,22.0,154.0,13287952,475.6,142.39102689999999,10.2596337122,0.9169823490544,0.23779385867642,0.19456269590097,0.020426614040096,0.003454450384398,82086,1.09362480697873,0.175465006100831,0.617748137942724,0.013264035090971,0.726335236416821,229.94634293076743,36.893399096053614
GUANGOPOLO,23.0,31.0,3793046,1978.7,28.7040295,2.14733643561,0.11339886110187,0.022232375818721,0.013002822504556,0.001449032300656,0.007807577728,20226,1.707556925328347,0.213374222477953,0.533243190420245,0.00467429774405,0.394581175923601,86.2969083402409,10.78355599524702
RUMIPAMBA,24.0,3508.0,1517196293,28308.2,3198.6333777,291.518927503289,14.096719400406398,2.506542284406307,1.244466956635814,0.146741446274772,0.316891063792105,8878953,45.49324787323918,5.733268220441579,0.585221128536645,0.004183051490159,1.119432050755983,160.70696078605908,20.253029936349108
ITCHIMBIA,25.0,4025.0,994320733,33931.2,3563.5947272,427.80287854251,25.450969893013024,5.126240209142424,3.025171193183428,0.348156193764356,0.428244574559,7668496,72.32109262626089,9.71133683248297,0.771229654111296,0.008649843323338,1.262096756256778,213.140391811256,28.620670157503923
PUENGASI,26.0,8161.0,1139284656,63206.3,7538.7069308,594.311983952551,22.52432489203683,3.695087303879055,1.76164819909657,0.204515695729628,0.240696433732205,6017814,44.59314725796834,4.975621677827914,0.528209828171684,0.00250601269121,0.380810826978016,70.55174445896745,7.872034398197511
CHAVEZPAMBA,27.0,70.0,11024840,463.7,62.9134343,6.0745346208,0.6587486282073,0.18502274594,0.168260016560747,0.017521248069395,0.006398073239158,142162,1.88564319106923,0.324828558670252,1.289473993912879,0.02503035438485,1.379787198438247,406.651540019243,70.05144676951743
BELISARIO QUEVEDO,28.0,5368.0,1346079857,44574.1,4897.5764776,444.798147252923,20.307478117946932,3.544795066827056,1.772993992019479,0.206505061048299,0.200613568818285,8079234,38.228105718098035,4.45286304243266,0.600204673813695,0.003846964624596,0.450067570221912,85.76304562088306,9.989799104037232
QUITUMBE,29.0,11352.0,1806225117,79966.9,10417.743942,881.93634384336,40.96697424101115,7.407329935940868,3.945416661306536,0.461800786412894,0.878186447231084,13333047,135.3642378014768,16.91231908012976,0.738171922036287,0.0040680125653,1.09818743408971,169.27533492166984,21.1491493106895
IÑAQUITO,30.0,5297.0,3609643787,45074.9,4753.1737917,503.114424491884,30.831073097063932,6.32261626908294,3.558049948202739,0.397438692109964,0.897798998574239,22837780,118.36771979941278,16.424766158859004,0.632687906810478,0.007503090279592,1.991793655835595,262.6022904086593,36.43882994495607
CHILLOGALLO,31.0,7751.0,931633339,56227.7,6837.407841,841.58189124622,52.861297675222474,11.438949924490373,7.710058191240674,0.853260955537119,0.696432629050345,9169267,129.72336831193837,17.536814544837583,0.984214174947258,0.011008398342628,1.238593485151171,230.7107854526121,31.18892386641741
NAYON,32.0,3131.0,789397336,24531.5,3013.0250257000002,114.351375557968,2.992281083757902,0.436815615722848,0.194487451706715,0.022241437547086,0.017023361717055,1825447,4.033319737975055,0.41530308992831,0.23124561179128,0.000710362106263,0.069393888335628,16.441390611968508,1.692938018173817
TURUBAMBA,33.0,9624.0,1153835415,53379.1,8682.6143533,872.1690695807,51.482130537328544,10.753791750691422,6.980656726691274,0.786609491596734,0.612677111484316,9846978,108.10247493554928,14.45665152418022,0.853412689684159,0.008173415332468,1.147784641337744,202.51835444125,27.082981024746054
GUAMANI,34.0,12487.0,1354320151,68353.0,11400.0082685,1011.06866456668,56.83371978408584,11.690608055036734,7.398716143748399,0.835912423600539,0.648455205981829,10606694,113.86351843905979,14.922209302593409,0.78317476783237,0.006694261420682,0.948685801620746,166.58159618313724,21.831096371181086
SAN JUAN,35.0,5695.0,1261273325,54274.9,5224.7301849,435.670025907872,26.426172841922284,5.229367329973037,2.944283964338215,0.343702617274534,0.338400263663396,8224506,65.65953982916551,8.789158223623565,0.652079634444392,0.006035164482433,0.623493113139584,120.97588356526775,16.19378059401964
POMASQUI,36.0,3927.0,796730654,31179.7,3485.8095159,411.86727898226,22.01813198382708,4.476214694130711,2.828822916181765,0.328964148283749,0.293501759819803,6400809,54.70196568445848,7.270196871230952,0.803384359859507,0.008376983658868,0.941323232166452,175.4409621787845,23.31708410033115
COCHAPAMBA,37.0,5201.0,968964540,57034.9,4918.9508523,270.469761890153,9.348823122113844,1.507013239097833,0.723522440478063,0.081981143302823,0.137270231161804,3776075,28.03446838289205,3.175135060792637,0.389702033682059,0.001576257321723,0.240677604697833,49.15318231975869,5.567003818350934
LA ECUATORIANA,38.0,10413.0,1097298856,61184.6,9410.2495167,936.91997771549,50.15594359257212,9.846342471260847,5.828111187377639,0.671928462259077,0.616915361560018,9177128,105.41509513042173,13.367895862868998,0.836338091757785,0.006452784617873,1.008285355399917,172.290241548399,21.848464912525372
TABABELA,39.0,78.0,19805895,1410.3,72.7445319,4.7667425312,0.3505101316162,0.081007825434647,0.057207367356294,0.005965260364627,0.00602699057357,90016,1.61960430244663,0.226477622012136,0.454492073145362,0.00764776969824,0.427355213328385,114.84111908435298,16.058825924422877
CUMBAYA,40.0,5721.0,1805991449,32733.2,5324.8433052,380.434323722139,12.734363583528085,2.029374512692201,0.958644399925219,0.113457077639677,0.076284706324851,7350167,15.528415180502146,1.721084288539908,0.406987932437821,0.001983168635548,0.233049950279383,47.439343481548235,5.25791639234755
ALANGASI,41.0,3321.0,860076609,21216.8,2970.5099268,326.997630766502,17.611051540697648,3.602336973126656,2.279046576550471,0.258324438500154,0.16591582356941,6805286,34.39239478027709,4.62616079698596,0.791241846754956,0.00777851365553,0.78200210950478,162.099820803689,21.804234366096487
