comuna,comuna_1,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
6,,23223.0,1481322447,145955.0,23101.0028588,119.0256915621,2.63444857999,0.264482276579,0.0724997608314,0.00810652500431,0.005984549207682,458082,2.184220369021,0.184630682148,0.030923881824906,3.4907311735e-05,0.004100270088508,1.496502599445719,0.126498360554966
4,,11222.0,2781717665,52446.0,11192.7333247,28.7554243249,0.462079050099,0.0396943007912,0.0094920362232,0.001065386055614,0.000654530172289,452661,0.27080079429,0.0216919854182,0.01627271211721,9.493727104e-06,0.001248007802863,0.516342131506693,0.041360609804752
5,,14702.0,1938502800,108834.0,14646.4728493,54.48269483147,0.941734282794,0.08264838958368,0.020064154152904,0.002262459053385,0.001678579139421,400850,0.659671403628,0.0484307313499,0.020678328449478,1.5388784202e-05,0.001542329730986,0.606126213892717,0.044499633708124
7,,12945.0,1437644456,68039.0,12897.8270579,46.1412292866,0.92048081204,0.0880384171579,0.02315626157328,0.002514414578056,0.001642699209771,312038,0.662706597632,0.0562885041577,0.021704825731166,1.9423828336e-05,0.002414349431607,0.974009902602919,0.08272976404371
8,,18260.0,2661259503,94730.0,18215.4179219,43.88545730053,0.634909566277,0.0506060715234,0.01127549502298,0.001280447610859,0.000886703376358,397169,0.3741170973585,0.028485684859,0.0149240931621,7.012308931e-06,0.000936032277375,0.394929903260319,0.030070394657447
9,,11397.0,1525212474,35186.0,11382.2689538,14.55169745223,0.16514093757719,0.011811689719281,0.002417875362344,0.000276275219913,0.000117925570822,128491,0.05479260405757,0.004144431638306,0.008424464188004,2.424104764e-06,0.000335149124146,0.155722742163275,0.011778638203564
21,,22875.0,778100948,125655.0,22742.1504768,129.2857150514,3.14131695299,0.32915445911,0.0934765463777,0.00979399959175,0.006398021564249,261261,2.48804385773,0.222591514613,0.033576707088502,4.2815298762e-05,0.005091736551867,1.980059574016156,0.177144972036927
13,,24971.0,1544601519,137416.0,24862.4109076,106.2009111457,2.133443081392,0.20221361820216,0.0525959134076,0.0055891238555,0.003838360971992,467077,1.578920432481,0.1340516375552,0.030239298665327,2.2382459075e-05,0.002793241669087,1.149007708331635,0.097551695257612
12,,10008.0,876211224,66262.0,9981.6218983,25.9362972276,0.401067317447,0.0331618866032,0.00765669008735,0.000848586408326,0.000733838555612,148990,0.31079973475,0.02460406281323,0.017003908566236,8.479080819e-06,0.001107480238466,0.469046715689234,0.037131482317512
14,,26271.0,1183724308,147875.0,26152.9130483,115.0732067452,2.66550294968,0.272294912904,0.0758929075578,0.00798206830929,0.005569597163054,356854,2.295131639607,0.2047358141839,0.030146739860624,3.0383572416e-05,0.00376642242641,1.552075495930346,0.138451945348369
11,,14355.0,1485929811,98826.0,14316.4440129,37.96027604,0.54339875056,0.0428536789277,0.00945358936709,0.001071135670461,0.000957848044028,231754,0.4068565086807,0.03151876218682,0.015596535643844,7.461760156e-06,0.000969226766264,0.411689746302289,0.031893188216481
10,,15435.0,2104735955,98743.0,15403.6527138,30.96262292968,0.3548872327152,0.02487387640464,0.00494552447128,0.000545430961354,0.000436180714726,278332,0.2087457814444,0.01437370324252,0.013224071527744,3.533728289e-06,0.000441733302336,0.211403118645777,0.01455668071916
20,,8809.0,460253731,55925.0,8808.2502896,0.744247668272,0.005117846571755,0.000267281218826,4.0101416499e-05,4.33222586e-06,3.984075264e-06,3609,0.002485372772739,0.000172494540815,0.000784089077914,4.9179542e-08,7.123961133e-06,0.004444117608831,0.000308439053759
16,,13943.0,1230954787,93741.0,13898.2691269,43.9515648638,0.706441859129,0.059054362611,0.01365174994916,0.001475047713553,0.001257482916803,233175,0.542826291571,0.04272781420587,0.018942615877976,1.0579127258e-05,0.001341443889869,0.579070301758035,0.045580710901175
15,,27726.0,1187313488,121236.0,27625.0030406,98.8384756071,1.932400451685,0.1799734967505,0.046056482382,0.00478686633278,0.002506514677072,273092,1.10510417185,0.0931030049498,0.023000812083316,1.7264900573e-05,0.002067467317523,0.911531370096341,0.076794850498037
17,,16680.0,7917764287,159909.0,16646.8337186,32.781157618088,0.35394025000739,0.025755335049824,0.005377381404523,0.000573791128387,0.000473125940872,797647,0.2254274783862,0.014386194819287,0.010074142180505,3.439994775e-06,0.00029587199024,0.140972352016584,0.008996488514897
18,,14744.0,1762480248,108465.0,14740.4471928,3.522703500296,0.02824972242356,0.001627122066887,0.000270829630789,2.8976057082e-05,2.3877983691e-05,27330,0.013817616804747,0.000946352377422,0.001550637130142,1.96527788e-07,2.2014459679e-05,0.012739240127919,0.000872495622941
22,,6109.0,3470137568,23621.0,6105.2162422,3.7517511483961,0.029664451942327,0.001977780169698,0.000382010533816,4.4225800187e-05,1.6417373673e-05,96837,0.00708112715631,0.000482736707513,0.002790594622827,7.23945002e-07,6.950329653e-05,0.029978100657508,0.002043675998108
