barrio,id_barrio,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
Ciudadela Floralia,610.0,6839.0,322746305,38325.0,6800.5036972,37.5393628845,0.84736890872,0.08593371703,0.0236939320081,0.00268107288372,0.001757388759719,104238,0.637390651488,0.0559124873917,0.032297263798899,3.9202703374e-05,0.00458548926215,1.663119769048924,0.145890378060535
Brisas de Los Alamos,219.0,1821.0,191934730,13842.0,1814.2287071,6.6267138313,0.12899686481,0.012349685143,0.0032622862933,0.00034195574968,0.000203628840937,36811,0.084654444386,0.0064938192725,0.019179034342518,1.877845962e-05,0.001471094068321,0.611576682459182,0.046913880020951
Menga,216.0,161.0,169122686,835.0,160.9689249,0.030907347548,0.00015876224606,8.594312305e-06,1.386296535e-06,1.60725502e-07,5.4890118e-08,1581,2.930731398e-05,1.74351034e-06,0.000935002096348,9.9829504e-08,6.573666838e-06,0.003509857961677,0.000208803633485
Paso del Comercio,603.0,1636.0,77065478,9292.0,1626.4196077,9.33544494,0.21644814876,0.022251607064,0.0062464339663,0.00068682276571,0.00048427538399,27873,0.17756007102,0.015522342959,0.036168250627387,4.1981831645e-05,0.005211745415303,1.910891853422299,0.167050612989669
Los Guaduales,608.0,1850.0,121062905,10487.0,1841.5011242,8.3083042853,0.16930771645,0.016732419273,0.0045441017278,0.00051240718408,0.000315248138078,29906,0.111684629288,0.0094969968435,0.02470308169541,2.7697685626e-05,0.003006085039363,1.064981684828836,0.090559710532087
Área en Desarrollo - Parque del Amor,298.0,133.0,301609965,6696.0,132.8761332,0.1229916518877,0.00081824741374,4.7169951349e-05,8.251828886e-06,8.71753524e-07,1.079398049e-06,5246,0.00058233751761,3.7245580452e-05,0.001739195154227,6.55453778e-07,1.6120042544e-05,0.008696796857975,0.000556236267204
Urbanización La Flora,295.0,1694.0,461938463,9165.0,1689.270787,4.652784447647,0.0686606725393,0.00618222077838,0.001552925892234,0.000168583320068,8.0248912725e-05,62119,0.0308545125195,0.00238135542699,0.013447514053658,9.951789851e-06,0.000875601884618,0.336655892193126,0.025983147048445
Altos de Menga,296.0,683.0,25390842,6092.0,682.9759067,0.023953886434,0.0001531716385,7.83231198e-06,1.160326453e-06,1.22766051e-07,1.68268861e-07,72,0.000112452721005,7.924324849e-06,0.000284830890993,1.7974532e-08,2.762128375e-06,0.001845908092663,0.000130077558258
Urbanización Calimio,697.0,1152.0,65763429,8300.0,1146.015076,5.838089189,0.13023583715,0.013036086548,0.0035529611302,0.00038335202347,0.00029940001629,18638,0.11035810958,0.00885119705,0.028340563455215,3.3277085371e-05,0.003607229111928,1.329615778072289,0.106640928313253
San Luis II,696.0,1738.0,127723318,11400.0,1728.0397564,9.7154677828,0.21697092521,0.021823821654,0.0059779791854,0.00067504387174,0.000529442406032,41940,0.18693195971,0.016026743459,0.032836851327539,3.88402688e-05,0.00464423163186,1.63975403254386,0.140585468938596
Sector Puente del Comercio,698.0,892.0,73022208,8184.0,888.4676347,3.451557861,0.07220511062,0.006829810162,0.0017614532947,0.00019010486664,0.00020280486674,18715,0.07814535364,0.00571998883,0.025629078537402,2.131220478e-05,0.002478065331623,0.954855249755621,0.069892336632454
Los Alcazares,604.0,201.0,86219821,10406.0,199.35687389999998,1.6078230653,0.032367822,0.002472312817,0.0004603012301,5.718875734e-05,0.0004090977842,36387,0.1505083651,0.008994536619,0.042202154627883,2.845211808e-05,0.003931364445512,1.446361379012109,0.08643606206996
Ciudad de Los Alamos,217.0,1782.0,211380472,14132.0,1775.8695039,6.0118001981,0.1067182296,0.009616471451,0.0023837290507,0.00025017091004,0.000201762382047,42252,0.082269813455,0.0060289350226,0.019988805594016,1.4038771607e-05,0.001427698712475,0.582152656771865,0.042661583799887
La Flora,212.0,1419.0,406997277,4503.0,1418.0722922,0.9178851557196,0.009010006361982,0.00065993843006,0.000139127374952,1.5939677571e-05,5.591064108e-06,15126,0.00241107242414,0.000176825096801,0.003716556415942,1.123303564e-06,0.000124163093673,0.053543691408839,0.00392682870978
Calima,421.0,923.0,102033555,4871.0,920.0599827,2.8810687662,0.05291939192,0.004822563903,0.0012147158738,0.00013624072821,9.2692031595e-05,21273,0.036650115261,0.0029824146613,0.02084870580624,1.4760642276e-05,0.001902936390782,0.752414601950318,0.061227974980497
El Bosque,215.0,762.0,209940178,3277.0,761.9003238,0.0989998953588,0.000627625577405,3.5210119243e-05,5.742242385e-06,6.41790554e-07,2.33983043e-07,1741,0.00012960047766,8.679646265e-06,0.000829270724405,8.4224482e-08,7.140159996e-06,0.003954851317049,0.000264865616865
Fonaviemcali,695.0,374.0,29277908,2355.0,372.2888451,1.6728049642,0.0341542825,0.003307162012,0.0008778312393,9.71518607e-05,6.9297944994e-05,7521,0.025148108828,0.0020591945126,0.025686918326984,2.5976433342e-05,0.002942587897834,1.067860247473461,0.087439257435244
Metropolitano del Norte,506.0,693.0,107157630,7737.0,690.1082651,2.8305508626,0.05462422285,0.005194569237,0.0013636664147,0.00015347199792,0.000155757706643,24111,0.058138809854,0.0044217930631,0.022500550184678,2.2146031446e-05,0.002013153762996,0.751438669432597,0.057151260993925
La Campiña,213.0,307.0,84559278,2262.0,306.9063342,0.0929553215308,0.00066081885568,3.8212321772e-05,6.398379347e-06,7.07324477e-07,4.61268778e-07,1221,0.00024808912964,1.7046028655e-05,0.001443626172629,2.30398853e-07,2.0392076825e-05,0.010967689197171,0.000753582168656
Vipasa,294.0,1969.0,333880553,7830.0,1964.9708413,3.96174607487,0.0610483803504,0.00517156087975,0.001215944557812,0.000133878713613,6.3667688577e-05,46375,0.0284358727202,0.002247025498974,0.013889689127374,6.799325222e-06,0.00081312501375,0.363165679696041,0.028697643665057
San Luis,601.0,1724.0,143730989,11749.0,1714.6266406,9.1421781348,0.20501701808,0.02053408065,0.0056070890755,0.00063651512255,0.000527072608175,47094,0.190039320594,0.0166553578702,0.032765494081484,3.6920830774e-05,0.004486106121159,1.617493578976934,0.141759791217976
Flora Industrial,420.0,479.0,343252420,1438.0,477.4590945,1.5155407705,0.02289699171,0.001991608756,0.0004806294952,5.556006795e-05,1.8223155799e-05,70874,0.007599813181,0.0006009119632,0.020647875382782,1.1599179113e-05,0.001267257009666,0.52849883038943,0.041788036383866
Villa del Sol,595.0,116.0,73987203,4365.0,115.5266851,0.4677358043,0.00518660762,0.0003309536906,6.03700772e-05,6.75012044e-06,3.428072887e-05,16217,0.01431845048,0.00083212034,0.021918817314492,5.819069345e-06,0.000785354613288,0.328028647880871,0.019063467124857
Urbanización La Merced,293.0,1186.0,139758053,4403.0,1181.4446642,4.4696944008,0.07683833252,0.0070356323582,0.0017637529794,0.00019345043103,8.9188482182e-05,28682,0.033274142473,0.0027483166689,0.020522579497212,1.6311166191e-05,0.002025629847422,0.755715250352033,0.062419183940495
La Paz,214.0,116.0,25035357,472.0,115.9638089,0.03592026939,0.0002551094168,1.455551046e-05,2.422689075e-06,2.68624206e-07,1.28175615e-07,503,7.275582296e-05,4.906592665e-06,0.002008402284332,2.31572592e-07,2.7155850595e-05,0.015414369271186,0.00103953234428
Petecuy II,606.0,1155.0,60338940,6567.0,1148.7747701,6.0617782554,0.14393834087,0.015150576268,0.0043447119041,0.00047839665824,0.000324129944703,18936,0.11839366206,0.010674906248,0.031381935149591,4.141962409e-05,0.00493573846053,1.802857652809502,0.162553772620679
Los Parques Barranquilla,594.0,1145.0,148888009,10032.0,1140.7053468,4.2109832602,0.075240175174,0.0067503088512,0.00167208376647,0.000188001207409,0.000129687242885,28367,0.051088683531,0.0037582695824,0.019052469447981,1.6419319424e-05,0.001292735674691,0.509257212230861,0.037462814816587
Chiminangos II,504.0,140.0,106286029,9750.0,139.2927147,0.6971212862,0.0095004201,0.000573417882,9.02617256e-05,1.098087056e-05,0.000104724747,27991,0.04562412129,0.002377415038,0.026335670062166,7.843478971e-06,0.001074099969231,0.467939705538462,0.024383743979487
Olaya Herrera,418.0,776.0,77025170,4069.0,773.5994082,2.3527703266,0.04295318712,0.003891954125,0.0009696378768,0.00010897669938,7.2694834159e-05,13679,0.02882297707,0.0024217917617,0.017759413086153,1.4043389095e-05,0.001786552817867,0.708355297861883,0.059518106701892
Chipichape,218.0,116.0,186167170,1485.0,115.9700268,0.0297470981132,0.00021132396591,1.2483964251e-05,2.128183164e-06,2.40614745e-07,1.26732474e-07,2209,6.1018949457e-05,4.096167387e-06,0.00118670668332,2.07426504e-07,8.534173346e-06,0.004109020165455,0.000275836187657
Torres de Comfandi,598.0,1537.0,228752626,15993.0,1531.5124902,5.38298124748,0.094024011588,0.00839947740832,0.00207375363816,0.000226129854848,0.000189262931037,39621,0.076408418039,0.0051278019209,0.017320341569189,1.4712417362e-05,0.001183411061321,0.477761633458388,0.032062789476021
Chiminangos I,505.0,155.0,38056289,4530.0,153.93314370000002,1.050881434,0.01495941496,0.000888518705,0.0001328733037,1.709427095e-05,7.1339306145e-05,13857,0.03009677734,0.0015580998333,0.036412918110973,1.1028561903e-05,0.001574819120199,0.664388020750552,0.034395139807947
Petecuy III,609.0,932.0,45453276,4295.0,926.88189,4.9889678806,0.11408124445,0.011745902075,0.0033074134889,0.00037524829226,0.000210073547046,14936,0.07402322871,0.006633342708,0.032859240476792,4.0262692303e-05,0.004891118673946,1.723474475203725,0.154443369220023
Evaristo Garcia,415.0,315.0,78278137,1519.0,314.0639365,0.9183893219,0.01592499757,0.0014052473802,0.0003416020131,3.855610917e-05,2.5516599134e-05,14460,0.010129893934,0.0008340537271,0.018472509334191,1.2240034657e-05,0.001679828777749,0.666879126662278,0.054908079466754
La Isla,413.0,1069.0,39879964,7216.0,1066.3084795,2.6371784949,0.04874848615,0.004470122236,0.0011292667783,0.00012352778988,0.000104772447902,6453,0.043281125135,0.003662654896,0.016181657377987,1.1555452748e-05,0.001451946340105,0.599793862735588,0.050757412638581
Jorge Eliécer Gaitán,602.0,2514.0,232810514,14017.0,2503.0461534,10.7156289178,0.21285283558,0.020147395251,0.0052357304768,0.00056784515348,0.000410905250133,62867,0.159438066341,0.0133795416733,0.027003343624381,2.2587317163e-05,0.002931477849276,1.137462126995791,0.095452248507527
Prados del Norte,211.0,1386.0,579321580,9088.0,1382.5187353,3.42828955024,0.0478585833186,0.004106693469713,0.000990801935972,0.000111193949552,5.7692472298e-05,92121,0.0237327999637,0.001754758093855,0.015901460317782,8.022651483e-06,0.000634820337782,0.261144365797755,0.019308517758088
La Rivera I,607.0,813.0,36757928,4163.0,809.0610624999999,3.8489965914,0.08022214425,0.007697026646,0.0020194003087,0.00022731639563,0.000147247774852,10608,0.055481480202,0.0047532945677,0.028858616595011,2.7960196264e-05,0.003537059208552,1.332728325774682,0.114179547626711
Los Guayacanes,503.0,2454.0,197046512,12066.0,2444.3991649,9.40846094,0.1730023125,0.015546287802,0.0038319692952,0.00044451610814,0.000281027218909,47775,0.104622322168,0.008621019595,0.024245583525023,1.8113940837e-05,0.002329083531485,0.867083724249959,0.071448861221614
Petecuy I,605.0,1403.0,59349428,6415.0,1396.019727,6.79928681,0.15927824535,0.016820359129,0.0048704217955,0.00053805916875,0.00029816478273,18425,0.10911736246,0.009950751416,0.031044525691878,3.8350617872e-05,0.004647931141543,1.700972134996103,0.155116935557288
La Alianza,497.0,417.0,233555823,1275.0,415.9829762,1.0026949229,0.01307721194,0.0010265301154,0.0002290780711,2.586669303e-05,9.486979819e-06,47630,0.004280565405,0.0002896624122,0.020393477728546,6.203043892e-06,0.000744076848518,0.33573062,0.022718620564706
Guillermo Valencia,412.0,632.0,97745818,2525.0,630.138379,1.827740765,0.030599183783,0.0026478044545,0.0006350360493,7.161781511e-05,3.6226870333e-05,17881,0.014773475388,0.0011866909643,0.018292954701907,1.1331932771e-05,0.001434727537941,0.585088134178218,0.046997661952475
Marco Fidel Suárez,414.0,250.0,14694167,1278.0,249.2532556,0.7320212323,0.013227736,0.001197476227,0.0002983129467,3.314843333e-05,2.0901224701e-05,2604,0.008360819342,0.0006945547427,0.017723660065684,1.3259373332e-05,0.001635463591628,0.654211216118936,0.054347006471049
Paseo de Los Almendros,596.0,1150.0,70478491,3156.0,1145.2588703,4.6512758695,0.08103589455,0.00710194768,0.0017105698405,0.00019482006705,6.2089067116e-05,16064,0.023525326246,0.001862368862,0.02279222838812,1.6940875396e-05,0.001967334192522,0.74541591400507,0.059010420215463
Santa Mónica,210.0,1116.0,717657799,3105.0,1115.819837,0.17912769889868,0.000974357498378,5.1498999978e-05,8.007478725e-06,9.4673654e-07,1.10195204e-07,4736,5.9882215384e-05,3.758571167e-06,0.0006599935335,8.4833023e-08,3.548959858e-06,0.00192857376439,0.000121048990883
