#,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-git0887e53562', start_date='2022-05-13T14:43:31', checksum=1437079170, investigation_time=None, risk_investigation_time=None"
loss_type,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,3.47701E+05,9.87997E+02,1.87278E+01,1.76631E+00,4.61932E-01,4.96816E-02,1.42472E-07,3.39888E-02,1.66195E-08,1.37318E+01,6.71441E-06,1.15286E+00,5.63712E-07,6.14404E+06,1.05097E-04
