ID_PARR,number,rc_usd,night,collapsed,fatalities,losses,str_lr,col_lr,occ_lr
1,4300,780826265.2488012,41019.7,0.679874033305,0.921207638457,3144352.76316,0.40269556790050964,0.015811024030348834,2.2457688341382314
2,2825,385733696.1448972,27497.7,0.42596295601,0.4452564210793,1275909.466322,0.3307746974334118,0.0150783347260177,1.6192496866257906
3,3838,715905632.5019015,30843.4,0.430495365255,0.530182107157,2328351.062245,0.3252315607726156,0.011216658813314226,1.7189483233268705
4,2643,1447796575.4257605,13631.5,0.486867675024,0.2973612540138,4520890.572225,0.3122600680897121,0.018421024404994327,2.1814272384829256
5,3647,781109400.4807581,28352.0,0.650795059635,0.719180433431,3621518.606374,0.46363782130198716,0.017844668484644912,2.5366127025641934
6,3784,1100694380.4131298,40822.7,1.067233997981,1.380290710009,6012909.95628,0.5462833338008994,0.028203858297595134,3.3811842675986647
7,8414,1366485605.3599198,64087.0,1.2641024273750001,1.4470714680417,5112131.481269,0.37410796434423554,0.015023798756536727,2.257979727622919
8,9002,1277371113.2241633,78250.0,1.33000639041,1.9346774073755,5728183.505183,0.4484353408246967,0.014774565545545433,2.4724311915341852
9,4548,1012286631.4486724,32058.4,0.562659028074,0.6231865099253,3309149.206824,0.3268984400286224,0.01237157053812665,1.9439102073880792
10,5869,998326189.2491843,46141.9,0.547227344331,0.6546810020798,2708297.107943,0.2712837885160402,0.009324030402640994,1.4188427483042525
11,4473,980491758.4014374,41692.8,0.493187923976,0.7095705051554,3263208.465437,0.33281345176804256,0.011025886965705342,1.7019017795768092
12,3757,1218171533.2388058,32794.0,0.500291132097,0.7649638210658,4263587.624369,0.3499989540088179,0.013316239874820337,2.3326334727870948
13,6641,1077104613.6339922,65349.9,0.66160848397,0.869899649059,2932655.579507,0.2722721212392408,0.009962482818400844,1.331141515226496
14,5960,1623701667.5525138,54338.6,0.69856335923,1.0596893587119,5251814.759549,0.3234470262918016,0.01172086173204698,1.9501594791030685
15,8635,1747759640.9631264,69186.8,1.073103696087,1.4921781898288,6444290.457988,0.36871720269480457,0.012427373434707584,2.1567382648551456
16,7198,1000393636.98949,57912.3,0.648846742157,0.7187771713031,2459387.054675,0.24584193298910775,0.009014264270033342,1.241147685902822
17,1752,181756281.23972,8115.9,0.197466974737,0.0996879931868,522577.78911,0.2875156696349699,0.01127094604663242,1.2283048483446075
18,461,57919150.14,2954.7,0.067320988305,0.0512006032721,200479.083119,0.34613609252623606,0.014603251259219088,1.7328528538294923
19,5126,869344432.9894239,48791.3,0.684117144214,0.8075795516284,3065883.39625,0.3526661332272313,0.013346023102106907,1.6551712121390494
20,6046,794620550.1691,44212.7,0.641995830663,0.7139708080154,2655855.910799,0.33422945206159316,0.010618521843582534,1.6148545734944937
21,7979,1203740582.7135446,55415.3,0.937107602405,1.0364408868915,3943872.518835,0.32763475581628104,0.011744674801416218,1.8703153946500333
22,154,13287951.89,475.6,0.007333877453,0.0020216505469,15234.362973000001,0.11464793896841842,0.004762258086363637,0.4250737062447435
23,31,3793046.33,1978.7,0.004236511841,0.032628716521,12392.338855,0.32671203504651103,0.013666167229032258,1.6489976510335067
24,3508,1517196293.1102884,28308.2,0.406238097905,0.5650826602216,4472323.906887,0.2947755624764038,0.011580333463654504,1.9961801182046193
25,4025,994320733.1394746,33931.2,0.585236660423,0.6148707495439,3228566.274487,0.3247006893131057,0.014540041252745342,1.8121102393782125
26,8161,1139284655.6164556,63206.3,0.663981499097,0.789825390421,2819673.836073,0.24749511214537534,0.008136031112571988,1.249599154547885
27,70,11024840.21,463.7,0.0054707616558000004,0.00244025468747,21032.710666699997,0.19077565085816328,0.007815373794000002,0.5262572110135865
28,5368,1346079857.3090692,44574.1,0.6549651687869,0.6285323080374,4124860.765925,0.30643507096012534,0.012201288539249256,1.4100841251699978
29,11352,1806225117.185901,79966.9,1.150306453503,1.4665571739502,6180144.77408,0.3421580574468296,0.010133073057637422,1.833955266429235
30,5297,3609643786.9766226,45074.9,0.671812591158,0.9188459952004,8993755.403992,0.24915908424096933,0.012682888260487067,2.0384870409039175
31,7751,931633339.0071172,56227.7,0.8254328617762,0.79701667325,2994724.81319,0.3214488670383577,0.01064937249098439,1.417480482484612
32,3131,789397336.2869945,24531.5,0.349927686663,0.3523404328728,2200261.102005,0.27872669451282134,0.01117622761619291,1.4362775732132156
33,9624,1153835415.106994,53379.1,0.884459415609,0.7386774612639,3448716.969085,0.29889158574363955,0.009190143553709477,1.3838327384011722
34,12487,1354320150.8169076,68353.0,1.149981259741,0.9226161779817,4081057.005547,0.3013362093951982,0.009209427882926243,1.349781542846254
35,5695,1261273324.5247407,54274.9,0.960874545568,1.0056811102597,4673797.124795,0.37056179924808363,0.01687224838574188,1.8529395913390907
36,3927,796730653.8856728,31179.7,0.427883037739,0.4562515913215,2366955.35754,0.2970835056987336,0.010895926603997963,1.4632969249912602
37,5201,968964539.5993633,57034.9,0.313826948948,0.4569442774038,1670505.902846,0.17240113900728526,0.0060339732541434335,0.8011660884893285
38,10413,1097298856.02,61184.6,0.990432376815,0.9290723718428,3441076.859521,0.3135952289244236,0.009511498865024488,1.5184742105739026
39,78,19805894.660127502,1410.3,0.0079689692733,0.0122678553934,46521.926712,0.23488929690036287,0.010216627273461537,0.8698755862866057
40,5721,1805991449.3212245,32733.2,0.656006922958,0.5082560148496,5537171.546406,0.3066000976077227,0.01146664784055235,1.5527232743807513
41,3321,860076608.5215075,21216.8,0.3782534010016,0.2807696268615,2963415.10102,0.3445524586599538,0.011389744083155677,1.3233363507291391
42,1541,235921217.3602125,7627.5,0.1673840785717,0.07767497648205,739508.2311269,0.31345558462331674,0.010862042736645035,1.0183543294926254
43,609,189241633.9851776,9060.9,0.056846497481,0.0720144400088,465707.071935,0.24609123379872982,0.009334400243185551,0.7947824168548379
44,13693,3071911170.539595,84022.1,1.3541965561504,1.12659705040477,9327744.965078,0.30364631160345495,0.009889699526403272,1.3408341976750997
45,13392,1573501466.6035986,82977.8,1.2778179136818,0.96772230401739,4137416.714255,0.26294330206031585,0.00954165108782706,1.166242421487904
46,1804,324104634.6750935,13715.4,0.1391324574659,0.13022772257382,801240.0624538,0.24721647786895193,0.007712442209861419,0.94949999689269
47,3848,657517842.439665,22380.0,0.4689437288422,0.3023159367444,2273208.59549,0.3457257657154139,0.012186687339974012,1.3508308165522789
48,6974,1751057049.5827982,55731.1,0.7893334433609,0.62193851083526,5215222.542191,0.2978328172365123,0.011318231192441927,1.1159630993022926
49,1188,202221565.6997499,9989.4,0.13393244004080002,0.08879467303472,623315.0447751,0.3082337151422178,0.011273774414208754,0.8888889526369952
50,413,53917846.38,2897.5,0.019020262971,0.0118391427503,71185.966489,0.13202672448617186,0.004605390549878934,0.408598541856773
51,740,131286902.007241,12136.699999999999,0.0499687492289,0.09384246797494,290183.8687649,0.22103032696201122,0.006752533679581082,0.7732123886636401
52,22195,3591056480.2565775,150349.8,2.333530058697,2.3042484007469,11012800.132471,0.3066729858752917,0.010513764625803107,1.5325915968939767
53,264,31752846.22,1252.0,0.00713632922847,0.00285325572679,41663.5959137,0.13121216165956667,0.0027031550107840907,0.22789582482348242
54,455,105720418.9817,6107.4,0.0492325396674,0.05116859436532,272467.4267018,0.2577245051866126,0.01082033838843956,0.837813052449815
55,3447,793464061.0876566,31990.1,0.371385668539,0.445796202817,2359740.540629,0.29739728065242665,0.010774170830838412,1.393544261559045
56,68,4000363.9899999998,346.3,0.00439341514,0.001189618899,7171.773485,0.1792780232730772,0.0064609046176470585,0.34352263904129365
57,88,12448631.74,1397.6,0.005607102874,0.0058981612879,25211.476398,0.20252407593511157,0.006371707811363637,0.42202069890526617
58,109,41815855.1,3030.6,0.013348463259,0.029701441964,97199.328668,0.23244611029848342,0.012246296567889909,0.9800515397611035
59,107,24711253.580000002,1351.1999999999998,0.017830595025,0.0067110435776,55955.114607,0.22643575901906957,0.0166641075,0.4966728521018354
60,83,11161606.620000001,1121.6,0.0069579475994,0.01123968849139,31568.124901,0.2828277861399849,0.00838306939686747,1.0021120266931172
61,1353,335038368.79693997,16800.0,0.1489965481276,0.13699749567121,1151450.430948,0.3436771839245287,0.011012309543798966,0.8154612837572024
62,660,62757157.47,3554.4,0.0514817888076,0.02225843699662,131633.921643,0.20975124902036135,0.007800271031454546,0.6262220627003151
63,394,20479439.73,1629.1,0.027903802298,0.0100866630435,46749.4773396,0.22827517723113025,0.007082183324365482,0.6191555486771837
64,1048,121792927.5628965,9809.3,0.09961860836302,0.078749955243565,313021.7762614,0.2570114558579346,0.009505592401051527,0.8028091223998145
65,194,9146619.89,795.1,0.014549263429999999,0.0062939541915,21629.62442,0.23647669499907464,0.007499620324742267,0.7915927797132436
