lon,lat,vs30,z1pt0,z2pt5,vs30measured
-70.78,19.3556,800,31.0701,0.5722,1
-70.78,19.3601,800,31.0701,0.5722,1
-70.78,19.3646,800,31.0701,0.5722,1
-70.78,19.3691,800,31.0701,0.5722,1
-70.78,19.3736,800,31.0701,0.5722,1
-70.78,19.3781,800,31.0701,0.5722,1
-70.78,19.3826,800,31.0701,0.5722,1
-70.78,19.3871,800,31.0701,0.5722,1
-70.78,19.3916,800,31.0701,0.5722,1
-70.78,19.3961,800,31.0701,0.5722,1
-70.78,19.4006,800,31.0701,0.5722,1
-70.78,19.4051,800,31.0701,0.5722,1
-70.78,19.4096,800,31.0701,0.5722,1
-70.78,19.4141,800,31.0701,0.5722,1
-70.78,19.4186,800,31.0701,0.5722,1
-70.78,19.4231,800,31.0701,0.5722,1
-70.78,19.4276,800,31.0701,0.5722,1
-70.78,19.4321,800,31.0701,0.5722,1
-70.78,19.4366,800,31.0701,0.5722,1
-70.78,19.4411,800,31.0701,0.5722,1
-70.78,19.4456,800,31.0701,0.5722,1
-70.78,19.4501,800,31.0701,0.5722,1
-70.78,19.4546,800,31.0701,0.5722,1
-70.78,19.4591,800,31.0701,0.5722,1
-70.78,19.4636,800,31.0701,0.5722,1
-70.78,19.4681,800,31.0701,0.5722,1
-70.78,19.4726,800,31.0701,0.5722,1
-70.78,19.477,800,31.0701,0.5722,1
-70.78,19.4815,800,31.0701,0.5722,1
-70.78,19.486,800,31.0701,0.5722,1
-70.78,19.4905,800,31.0701,0.5722,1
-70.78,19.495,800,31.0701,0.5722,1
-70.78,19.4995,800,31.0701,0.5722,1
-70.78,19.504,800,31.0701,0.5722,1
-70.78,19.5085,800,31.0701,0.5722,1
-70.78,19.513,800,31.0701,0.5722,1
-70.78,19.5175,800,31.0701,0.5722,1
-70.78,19.522,800,31.0701,0.5722,1
-70.78,19.5265,800,31.0701,0.5722,1
-70.78,19.531,800,31.0701,0.5722,1
-70.78,19.5355,800,31.0701,0.5722,1
-70.78,19.54,800,31.0701,0.5722,1
-70.78,19.5445,800,31.0701,0.5722,1
-70.7752,19.3556,800,31.0701,0.5722,1
-70.7752,19.3601,800,31.0701,0.5722,1
-70.7752,19.3646,800,31.0701,0.5722,1
-70.7752,19.3691,800,31.0701,0.5722,1
-70.7752,19.3736,800,31.0701,0.5722,1
-70.7752,19.3781,800,31.0701,0.5722,1
-70.7752,19.3826,800,31.0701,0.5722,1
-70.7752,19.3871,800,31.0701,0.5722,1
-70.7752,19.3916,800,31.0701,0.5722,1
-70.7752,19.3961,800,31.0701,0.5722,1
-70.7752,19.4006,800,31.0701,0.5722,1
-70.7752,19.4051,800,31.0701,0.5722,1
-70.7752,19.4096,800,31.0701,0.5722,1
-70.7752,19.4141,800,31.0701,0.5722,1
-70.7752,19.4186,800,31.0701,0.5722,1
-70.7752,19.4231,800,31.0701,0.5722,1
-70.7752,19.4276,800,31.0701,0.5722,1
-70.7752,19.4321,800,31.0701,0.5722,1
-70.7752,19.4366,800,31.0701,0.5722,1
-70.7752,19.4411,800,31.0701,0.5722,1
-70.7752,19.4456,800,31.0701,0.5722,1
-70.7752,19.4501,800,31.0701,0.5722,1
-70.7752,19.4546,800,31.0701,0.5722,1
-70.7752,19.4591,800,31.0701,0.5722,1
-70.7752,19.4636,800,31.0701,0.5722,1
-70.7752,19.4681,800,31.0701,0.5722,1
-70.7752,19.4726,800,31.0701,0.5722,1
-70.7752,19.477,800,31.0701,0.5722,1
-70.7752,19.4815,800,31.0701,0.5722,1
-70.7752,19.486,800,31.0701,0.5722,1
-70.7752,19.4905,800,31.0701,0.5722,1
-70.7752,19.495,800,31.0701,0.5722,1
-70.7752,19.4995,800,31.0701,0.5722,1
-70.7752,19.504,800,31.0701,0.5722,1
-70.7752,19.5085,800,31.0701,0.5722,1
-70.7752,19.513,800,31.0701,0.5722,1
-70.7752,19.5175,800,31.0701,0.5722,1
-70.7752,19.522,800,31.0701,0.5722,1
-70.7752,19.5265,800,31.0701,0.5722,1
-70.7752,19.531,800,31.0701,0.5722,1
-70.7752,19.5355,800,31.0701,0.5722,1
-70.7752,19.54,800,31.0701,0.5722,1
-70.7752,19.5445,800,31.0701,0.5722,1
-70.7705,19.3556,800,31.0701,0.5722,1
-70.7705,19.3601,800,31.0701,0.5722,1
-70.7705,19.3646,800,31.0701,0.5722,1
-70.7705,19.3691,800,31.0701,0.5722,1
-70.7705,19.3736,800,31.0701,0.5722,1
-70.7705,19.3781,800,31.0701,0.5722,1
-70.7705,19.3826,800,31.0701,0.5722,1
-70.7705,19.3871,800,31.0701,0.5722,1
-70.7705,19.3916,800,31.0701,0.5722,1
-70.7705,19.3961,800,31.0701,0.5722,1
-70.7705,19.4006,800,31.0701,0.5722,1
-70.7705,19.4051,800,31.0701,0.5722,1
-70.7705,19.4096,800,31.0701,0.5722,1
-70.7705,19.4141,800,31.0701,0.5722,1
-70.7705,19.4186,800,31.0701,0.5722,1
-70.7705,19.4231,800,31.0701,0.5722,1
-70.7705,19.4276,800,31.0701,0.5722,1
-70.7705,19.4321,800,31.0701,0.5722,1
-70.7705,19.4366,800,31.0701,0.5722,1
-70.7705,19.4411,800,31.0701,0.5722,1
-70.7705,19.4456,800,31.0701,0.5722,1
-70.7705,19.4501,800,31.0701,0.5722,1
-70.7705,19.4546,800,31.0701,0.5722,1
-70.7705,19.4591,800,31.0701,0.5722,1
-70.7705,19.4636,800,31.0701,0.5722,1
