ID_PARR,number,rc_usd,night,collapsed,fatalities,losses,str_lr,col_lr,occ_lr
1,4300,780826265.2488012,41019.7,1.196232316389,1.511612136519,4826804.99357,0.6181663205235539,0.02781935619509303,3.6850882296043124
2,2825,385733696.1448972,27497.7,0.618359059464,0.6627462811987,1894043.635179,0.4910236399123193,0.02188881626421239,2.4101880564509033
3,3838,715905632.5019015,30843.4,1.4161143115900001,1.707125320787,5818001.93158,0.8126772115547709,0.03689719415294425,5.5348156195069285
4,2643,1447796575.4257605,13631.5,0.772862210858,0.481967725714,6712111.676886,0.46360875490482056,0.029241854364661368,3.53569105171111
5,3647,781109400.4807581,28352.0,0.924076248358,0.9082139713183,4316691.920769,0.5526360223180208,0.025337983228900466,3.2033506324714303
6,3784,1100694380.4131298,40822.7,1.619738684725,2.07416813475,8877177.901974,0.8065070613554036,0.04280493352867336,5.080918544706744
7,8414,1366485605.3599198,64087.0,1.793931219518,2.0481070974149,7372535.223575,0.5395252752503852,0.021320789392892794,3.1958230177959646
8,9002,1277371113.2241633,78250.0,1.756654084624,2.5690321509219,7479707.256203,0.5855547521599858,0.019514042264207953,3.283108180091885
9,4548,1012286631.4486724,32058.4,2.128179631046,2.573918235869,8607450.28819,0.8502977339404326,0.0467937473844767,8.028841850713073
10,5869,998326189.2491843,46141.9,1.83794974701,2.034727333378,6580638.18507,0.6591671395517662,0.03131623354932697,4.409717270805927
11,4473,980491758.4014374,41692.8,1.301318360414,1.691717503244,6007896.037576,0.6127431450694786,0.0290927422404203,4.057577095431345
12,3757,1218171533.2388058,32794.0,0.951427494817,1.3439488915317,6770440.17874,0.5557870951670604,0.025324128155895662,4.098154819575837
13,6641,1077104613.6339922,65349.9,1.611357731137,2.1052834483513,6602711.383941,0.6130055799932399,0.02426378152592983,3.2215557305386846
14,5960,1623701667.5525138,54338.6,1.62218815651,2.391279195966,10377003.183758,0.6390954318227542,0.02721792208909396,4.400700783542454
15,8635,1747759640.9631264,69186.8,2.42659337217,2.979781374274,10976724.978309,0.6280454543658033,0.028101834072611465,4.306863988902507
16,7198,1000393636.98949,57912.3,1.460394888262,1.6147684975361,5219973.173473,0.5217919207464771,0.02028889814201167,2.7882997179115665
17,1752,181756281.23972,8115.9,0.346283439943,0.1782528621716,720507.498787,0.39641408476921697,0.01976503652642694,2.196341282810286
18,461,57919150.14,2954.7,0.078741871219,0.0619801860076,228552.91446,0.3946068164114122,0.01708066620802603,2.097681186164416
19,5126,869344432.9894239,48791.3,1.552216695023,1.8207345553058,5307034.096231,0.6104639191145039,0.03028124648893875,3.7316787117904213
20,6046,794620550.1691,44212.7,1.7501686301008,1.8984570091499,4897336.886013,0.6163113809441271,0.028947545982480977,4.293917831640909
21,7979,1203740582.7135446,55415.3,2.46918372157,2.621701803354,8215305.71421,0.6824814110437785,0.030946029847975936,4.7310071466797075
22,154,13287951.89,475.6,0.005778351518,0.0015694185908,12207.625705,0.09186988187537756,0.00375217631038961,0.3299870880571909
23,31,3793046.33,1978.7,0.003807412583,0.026786099816,10938.365662,0.2883794372741026,0.012281976074193549,1.3537221315004802
24,3508,1517196293.1102884,28308.2,0.944828625728,1.199389524713,7853113.041838,0.5176069225517901,0.026933541212314706,4.236897876632919
25,4025,994320733.1394746,33931.2,1.075110841188,1.127187360694,5242747.468221,0.5272692495979157,0.026710828352496892,3.3219790655620782
26,8161,1139284655.6164556,63206.3,1.504153317609,1.7613650879543,5894188.872663,0.5173587517049207,0.018430992741195935,2.786692288512854
27,70,11024840.21,463.7,0.0029178437376,0.00125581370614,12024.574629,0.1090680173132414,0.004168348196571429,0.2708246077507009
28,5368,1346079857.3090692,44574.1,1.921467688873,2.099674855652,8705595.6984,0.6467369414325271,0.03579485262431073,4.710526641372457
29,11352,1806225117.185901,79966.9,1.766042693253,2.216678950038,9264576.132189,0.512924775767885,0.015557106177352007,2.7719956007273012
30,5297,3609643786.9766226,45074.9,1.223215840937,1.639907328905,14548490.052742,0.40304503467162267,0.023092615460392676,3.6381829552700062
31,7751,931633339.0071172,56227.7,1.977347289877,1.8653187907888,5330901.964096,0.5722103043003355,0.02551086685430267,3.3174374743921593
32,3131,789397336.2869945,24531.5,0.67028151264,0.7366715514473,3809813.585252,0.4826230606720591,0.021407905226445225,3.0029617082008846
33,9624,1153835415.106994,53379.1,1.358722114442,1.134759738226,5302591.837414,0.459562236345666,0.01411806020825021,2.125850263916027
34,12487,1354320150.8169076,68353.0,1.853878312142,1.4927818962136,6516850.597763,0.4811898127508568,0.014846466822631535,2.1839303267063626
35,5695,1261273324.5247407,54274.9,1.614846296009,1.7317707975685,7290258.623201,0.578007833944164,0.02835551002649693,3.1907397297249736
36,3927,796730653.8856728,31179.7,0.756811692996,0.8452355807865,3796759.257546,0.4765423846853541,0.019272006442475172,2.7108521916070387
37,5201,968964539.5993633,57034.9,2.187337007609,3.3094615222652,8299630.942571,0.8565464063321284,0.042056085514497216,5.802520075015824
38,10413,1097298856.02,61184.6,1.4972852273312,1.4057742665735,5361177.290531,0.48857950239522385,0.014378999590235284,2.2975949284190795
39,78,19805894.660127502,1410.3,0.0065751292766,0.01049068860523,38492.584686,0.19434913366217108,0.008429652918717948,0.7438621999028575
40,5721,1805991449.3212245,32733.2,1.049432364607,0.8088057661113,7307820.177064,0.4046431216388438,0.018343512753137566,2.4709034439385698
41,3321,860076608.5215075,21216.8,0.41457320089849997,0.3067982782548,2937089.169668,0.3414915765139721,0.01248338454978922,1.4460157905753932
42,1541,235921217.3602125,7627.5,0.1529743279257,0.07053749426456,649071.8554087,0.27512228983528647,0.009926951844626867,0.9247786858677156
43,609,189241633.9851776,9060.9,0.058704275825,0.0749697696038,453715.173789,0.239754415682406,0.009639454158456486,0.8273987087794811
44,13693,3071911170.539595,84022.1,2.1420208694266,1.80046534729397,13121318.714885,0.4271386113218951,0.015643181694490617,2.142847354795905
45,13392,1573501466.6035986,82977.8,4.058866436148,3.1293885016925,10291321.787723,0.6540395421388966,0.030308142444354837,3.7713563166202286
46,1804,324104634.6750935,13715.4,0.1129442285887,0.10448346546005,647371.6371661,0.1997415550120329,0.006260766551480045,0.7617967063304752
47,3848,657517842.439665,22380.0,0.38081261615399997,0.2446470384012,1806396.80179,0.27472970088347953,0.009896377758679834,1.0931503056353888
48,6974,1751057049.5827982,55731.1,1.1583265427683,0.95727654924716,6367720.0931034,0.36365006466354455,0.016609213403617724,1.7176702940497497
49,1188,202221565.6997499,9989.4,0.0970465641963,0.06229132426008,454457.5714119,0.2247324956857764,0.008168902710126264,0.6235742312859631
50,413,53917846.38,2897.5,0.01458982471,0.0088263638126,58075.523447,0.10771113341155669,0.0035326452082324452,0.30461997627610005
51,740,131286902.007241,12136.699999999999,0.0311915359627,0.06886325149449,213636.9025489,0.16272522184819097,0.004215072427391892,0.5673968335255054
52,22195,3591056480.2565775,150349.8,4.574367887722,4.5703707286822,16789018.170622,0.46752308862105224,0.020609902625465196,3.0398249473442607
53,264,31752846.22,1252.0,0.0078520065082,0.00286964580548,38129.1909138,0.1200811752421229,0.0029742448894696967,0.22920493653993612
54,455,105720418.9817,6107.4,0.0362667828265,0.03851704237528,207971.89694130002,0.19671875967243332,0.00797072150032967,0.6306618589789437
55,3447,793464061.0876566,31990.1,0.417822024272,0.5286711515835,2402028.090276,0.3027267658453708,0.012121323593617638,1.6526086244916394
56,68,4000363.9899999998,346.3,0.003394190381,0.0009292824327000001,5622.974387,0.1405615689236319,0.004991456442647059,0.2683460677736067
57,88,12448631.74,1397.6,0.004109638919,0.0045968285352,19285.290109999998,0.15491895424966598,0.004670044226136364,0.3289087389238695
58,109,41815855.1,3030.6,0.011746114915,0.024774504455,86580.531503,0.20705192156407676,0.01077625221559633,0.8174785341186565
59,107,24711253.580000002,1351.1999999999998,0.013682337265999999,0.0052883215267,50568.160524,0.20463616044524438,0.012787231089719627,0.3913796274940794
60,83,11161606.620000001,1121.6,0.005333617846,0.00807452635023,24953.572711999997,0.22356613668221176,0.006426045597590361,0.7199114078307776
61,1353,335038368.79693997,16800.0,0.1112226625757,0.10698697305261,936957.660135,0.2796568236346898,0.008220448083939394,0.6368272205512501
62,660,62757157.47,3554.4,0.0431966133807,0.01872559661856,116244.8225336,0.1852295853093233,0.006544941421318182,0.5268286241998649
63,394,20479439.73,1629.1,0.0218966785104,0.00749219199952,36980.3285072,0.18057295021127026,0.0055575326168527915,0.45989761214903935
64,1048,121792927.5628965,9809.3,0.06790511929862,0.058036039534528,220067.20776330002,0.1806896444374018,0.006479496116280534,0.5916430278870868
65,194,9146619.89,795.1,0.010969822748,0.0039774428886,16073.242699,0.1757287707623324,0.005654547808247422,0.5002443577663187
