NM_PARR,ID_PARR,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
LLANO CHICO,17.0,1752.0,181756281,8115.9,948.6994004,550.19306818,125.773879879,49.3659683247,77.9676870046,8.43400400918,4.20714723632,17450377,567.0831214027,116.5814438069,9.600976198926814,0.481392922898402,51.83833261030816,6987.310358711912,1436.457371417834
ZAMBIZA,18.0,461.0,57919150,2954.7,207.7137813,171.14209256,40.861503904,16.0870154818,25.1956090185,2.78742547705,2.025665591199,6450967,255.0949552921,52.94074218153,11.137881955634649,0.604647608904555,68.55740316103159,8633.531502084814,1791.7467824662403
CHILIBULO,19.0,5126.0,869344433,48791.3,1256.59198402,2172.8303334,732.277928058,330.830955653,633.468796645,72.54794568290001,90.0201259692,184434058,8838.271513014,1983.795662446,21.215303251633493,1.415293517028873,184.50036373123896,18114.441535712307,4065.879905733194
LA MENA,20.0,6046.0,794620550,44212.7,1948.6510254099999,2559.33060721,738.529041368,306.75693406,492.732376094,57.6293938027,68.12814730679,139331049,6389.727529993,1360.3075107797,17.534287133770892,0.953182166766457,154.09180463258295,14452.244558674318,3076.7347634948783
CARCELEN,21.0,7979.0,1203740583,55415.3,4470.1411638,2830.88911345,424.8614075576,127.85949804887,125.24878779805,15.102563018562,17.0211886849117,71367028,1935.4248624746,331.44844520623,5.928771474995895,0.189278894830956,30.71568444980303,3492.5821252877818,598.1172080747194
PERUCHO,22.0,154.0,13287952,475.6,144.5623578,8.6455577273,0.5803327633224,0.1279862972719,0.083765046096246,0.008858978568378,0.001684752971972,60953,0.55992525965505,0.080243826387991,0.458711374072412,0.005752583485959,0.354237378463509,117.73029008726871,16.87212497644884
GUANGOPOLO,23.0,31.0,3793046,1978.7,4.98140976,11.3391146,5.11129764,2.68610951,6.88206885,0.782754095,6.479311393,1224567,583.1461751,140.82244318,32.28453054513573,2.525013209677419,327.45294349825645,29471.176787789966,7116.917328549047
RUMIPAMBA,24.0,3508.0,1517196293,28308.2,1044.16928248,1527.62433759,461.903759437,190.536520974,283.766125152,34.542932101299996,50.88276888298,252227439,4228.679778053,918.2954582155,16.62457524483716,0.984690196730331,179.7456881150338,14938.003045241308,3243.9203418638417
ITCHIMBIA,25.0,4025.0,994320733,33931.2,416.856846653,1437.03571391,743.45389827,404.723644802,1022.929930161,120.1467491903,145.18082326,369881810,12017.8914411,3004.622748187,37.19944662645551,2.985012402243478,427.86822529117757,35418.40972644646,8855.044172286864
PUENGASI,26.0,8161.0,1139284656,63206.3,1287.54129848,3203.5616372,1385.84034958,701.84145479,1582.21537998,186.605748477,228.2102792734,355416875,18683.28911785,4498.779727815,31.1964945356863,2.2865549378385,361.05622267622056,29559.219757919698,7117.61284526226
CHAVEZPAMBA,27.0,70.0,11024840,463.7,64.5587702,4.8745166893,0.4016456674312,0.095990736610142,0.069075520930928,0.007165342289203,0.002516670199653,67662,0.912758787739439,0.14261159333375,0.613723997891848,0.01023620327029,0.542736726256884,196.8425248521542,30.755141974067353
BELISARIO QUEVEDO,28.0,5368.0,1346079857,44574.1,1292.92576236,2313.02890608,782.931501398,349.604863044,629.508915884,74.4721260748,74.60321998962,286842233,7015.46998214,1541.142829753,21.309451381170106,1.38733468842772,167.36898779699422,15738.893173704013,3457.4850187732336
QUITUMBE,29.0,11352.0,1806225117,79966.9,2627.69454449,4591.6686362,1709.65591742,809.752058088,1613.228723958,187.5117362863,233.04887531465,475538753,19484.79350496,4502.570488645,26.327767719341068,1.65179471710976,291.43167399842935,24366.0733440461,5630.542747868181
IÑAQUITO,30.0,5297.0,3609643787,45074.9,1397.13303246,2046.31292587,796.829181223,374.234099209,682.49078432,79.8292123482,112.9225374159,764792102,8984.854656811,2110.6538375654,21.187467441840766,1.50706460917878,250.5219920973757,19933.16603433618,4682.548020218347
CHILLOGALLO,31.0,7751.0,931633339,56227.7,2699.02461925,3131.8499476,899.792333899,379.589960898,640.7431661168999,73.13421245066,81.32301772106,164489035,8109.8772822,1754.4111330685,17.65598420712737,0.943545509620178,144.63159211751503,14423.277641091492,3120.1901074888356
NAYON,32.0,3131.0,789397336,24531.5,1185.02327731,1322.10247013,322.413689671,123.785285521,177.675259052,20.9259648221,21.46970920327,99923155,2250.64837038,449.8658980606,12.658157060549263,0.668347646825295,87.5189417820761,9174.524062450319,1833.8295581623624
TURUBAMBA,33.0,9624.0,1153835415,53379.1,2291.71012259,3671.98751133,1421.2860205,699.55474758,1539.46158399,175.761566405,155.3266320315,322060855,13715.98248292,3251.792962088,27.9122005388555,1.82628394020158,290.98773121221603,25695.41727552544,6091.884205780914
GUAMANI,34.0,12487.0,1354320151,68353.0,3938.64036128,4869.0054708,1585.6366134,717.287366391,1376.43015429,157.9869190494,139.21977336889,291973265,12847.079800968,2907.507609099,21.5586591176603,1.265211172014095,203.67763429387153,18795.19523790909,4253.664958522669
SAN JUAN,35.0,5695.0,1261273325,54274.9,1004.103608301,2200.94330985,916.026673065,465.628160196,1108.298313275,129.6183215972,145.1907790797,385388247,13503.413803469999,3294.847895626,30.555490193469193,2.276002135157155,267.5099891104359,24879.66592931539,6070.6659904044045
POMASQUI,36.0,3927.0,796730654,31179.7,2493.2527001,1187.98965639,155.01978099087,45.409467787284,45.328364390248,5.2917399665756,5.65832666504248,34203157,761.955612549166,131.343337975315,4.292938564570655,0.134752736607476,18.14746987636982,2443.7554323780087,421.24631723626266
COCHAPAMBA,37.0,5201.0,968964540,57034.9,2681.5729441,1926.4000158,343.7077214,114.6717204653,134.6475871291,15.37298264269,21.930123906191,72782919,2654.610667565,488.60059635803,7.511412002306448,0.295577439774851,38.450359176909224,4654.361921498941,856.6695064916918
LA ECUATORIANA,38.0,10413.0,1097298856,61184.6,3723.02412809,4103.46362435,1204.901627007,513.415807107,868.194988464,101.2465232698,100.06126861252,198929337,9403.438507555,2044.4407717402,18.129002509930096,0.972308876114472,163.53995713385396,15368.962954003133,3341.4303137394054
TABABELA,39.0,78.0,19805895,1410.3,43.5862024,23.25993554,5.487901675,2.1856496239,3.480309792,0.3695863274,0.578925908748,1535856,80.9476229822,15.9946654889,7.754538556604203,0.473828624871795,41.04984107977026,5739.7449466212865,1134.1321342196695
CUMBAYA,40.0,5721.0,1805991449,32733.2,1172.5167771,2479.3336931,895.21931357,408.604904331,765.325238397,91.5597351871,75.07347294147,404403376,6854.954463789,1544.4660937366,22.392319552481467,1.600414878292257,229.3496295549167,20941.901383882418,4718.347407942395
ALANGASI,41.0,3321.0,860076609,21216.8,686.79990017,1333.9044817,520.23677801,250.655274459,529.403555805,61.6388719889,50.04122821411,225442316,4879.349533832,1136.3799982559,26.211887808150113,1.856033483556158,235.85662406258248,22997.575194336565,5356.038602691735
LA MERCED,42.0,1541.0,235921217,7627.5,623.93860639,536.5458555399999,161.898886216,72.9660399304,145.6506080547,15.89844876717,8.43401782428,38734436,1090.6878989524,249.0476230207,16.418377384552468,1.0316968700305,110.57381611642084,14299.415259946247,3265.1278009924617
PUEMBO,43.0,609.0,189241634,9060.9,311.0209732,198.74233177,47.710674613,19.269966935,32.2560527776,3.47024423418,4.216999943355,19541347,732.492724431,154.18051809221,10.326135338717577,0.569826639438424,46.54062999652352,8084.105601330994,1701.6026894923243
CONOCOTO,44.0,13693.0,3071911171,84022.1,2367.74180391,5321.18397233,2236.63435018,1130.26887523,2637.17088211,308.311688939,277.7834144916,938098539,23897.65150729,5777.397508129,30.53794483504934,2.251600737157672,330.60755978677037,28442.102146090132,6876.045121615622
EL CONDADO,45.0,13392.0,1573501467,82977.8,8373.6991175,4009.004731582,608.414535648,191.36034004134999,209.521386743549,23.3363161511351,17.1631415833762,84743944,2394.83826518848,423.764947444963,5.385692094363263,0.174255646289838,20.68401618671042,2886.1192574260585,510.6967736490519
GUAYLLABAMBA,46.0,1804.0,324104635,13715.4,1235.9310465,462.825017571,65.19560640544,19.723596767029,20.3247290629675,2.27511296969018,1.969607429624083,12356833,284.827110197044,49.1416246641263,3.812606073544553,0.126114909628059,14.360554045992702,2076.695613668169,358.29523502140876
AMAGUAÑA,47.0,3848.0,657517842,22380.0,763.77888028,1378.5018194,580.74526073,304.93986528,820.03418075,91.6430022364,68.298729209,208061174,7036.67229838,1787.970890828,31.643426342182046,2.381574902193347,305.17752104110815,31441.788643342272,7989.146071617516
TUMBACO,48.0,6974.0,1751057050,55731.1,2125.73480396,2780.02267665,893.296135588,400.783006348,774.163346954,87.9358014757,76.24459376735,324443500,8561.397958731,1914.7300192429,18.528436855783823,1.260909112069114,136.80798291680946,15361.975555355986,3435.6580423549867
YARUQUI,49.0,1188.0,202221566,9989.4,706.5037919,343.42005134,72.3796078689,27.16517224846,38.53137255437,4.118045542967,2.625548952764,14786344,538.9286683169,111.97226868431,7.31195219809748,0.346636830216077,26.28334987851122,5395.0053888812145,1120.9108523465873
PUELLARO,50.0,413.0,53917846,2897.5,373.1033586,36.223071608699996,2.6374079922787,0.60773340419302,0.428429284797587,0.044457913217132,0.021629047426921,432082,6.47311349447971,0.964004678057991,0.801370150574252,0.010764627897611,0.746472732594326,223.40339929179325,33.270221848420746
EL QUINCHE,51.0,740.0,131286902,12136.699999999999,587.927844,122.210205718,17.87843233868,5.682571863618,6.300948888169,0.6590754601683,1.36059350799202,4917602,269.145738317728,47.2253493469387,3.745691077630711,0.089064251374095,11.210572132392,2217.618778726738,389.1119443253825
CALDERON,52.0,22195.0,3591056480,150349.8,12836.1727612,7134.340601043,1281.57000589314,430.679896445437,512.236882716568,58.5436802481171,60.01309092173356,254211709,7109.27879732595,1316.7259042994,7.079022842463586,0.263769678973269,39.91564399934922,4728.492354047661,875.7749623208014
ATAHUALPA,53.0,264.0,31752846,1252.0,245.0156244,17.45898042805,1.12121565149977,0.24457120078401,0.159604694191815,0.016592823813201,0.00566835343549,226932,3.064478487855031,0.479608024780926,0.714680914598654,0.006285160535304,0.452743884623779,244.76665238458713,38.3073502221187
CHECA,54.0,455.0,105720419,6107.4,293.8157772,120.0169156,22.5617557037,8.04247906664,10.563067141244,1.1126012567486,1.101921419469,5219988,203.06458179913,39.109429575571,4.937540082397488,0.244527748735956,18.04239806577267,3324.894092398238,640.3613579521729
SAN ANTONIO,55.0,3447.0,793464061,31990.1,2478.3372323,819.1113508568,96.496819365216,27.2654196497377,25.78918403301542,2.889874675197948,3.219738439343089,25002773,477.8300857910865,78.05414118534817,3.151090824603556,0.083837385413343,10.064796419339388,1493.6811256954074,243.99467705742768
GUALEA,56.0,68.0,4000364,346.3,63.7741618,3.7309068272,0.3579703255346,0.082246077416657,0.054714622543697,0.005309938354572,0.001414959895847,22028,0.55123327921391,0.082592383693122,0.55064570191524,0.00780873287437,0.408593674804176,159.17796107822983,23.849951976067512
NANEGALITO,57.0,88.0,12448632,1397.6,78.454626,8.439357532799999,0.789211613145,0.1901304708977,0.12667572939832,0.011359338175847,0.010397016402963,125659,2.8867233772394,0.40302011877698,1.009419419618883,0.01290833883619,0.743919319044319,206.54861027757585,28.83658548776331
CALACALI,58.0,109.0,41815855,3030.6,83.1437645,20.092910112,3.33930068899,1.112698871839,1.3113278501375,0.13327474613108,0.244948509652419,1181986,83.799874762565,16.88284860480081,2.826645033299821,0.122270409294569,8.082508732674025,2765.1248849259223,557.0794101762294
NONO,59.0,107.0,24711254,1351.1999999999998,70.0262189,26.026078302,5.87752436256,2.189225155678,2.8809510094319,0.2851053342135,0.0921312661698,982570,43.011385316726,8.667427986601501,3.976203512569839,0.266453583377103,6.818477366030196,3183.199031729278,641.4615146981574
NANEGAL,60.0,83.0,11161607,1121.6,75.8095232,6.2952459057,0.6309496133698,0.15457069131382,0.109711157777184,0.010844321057619,0.023273781299473,115389,6.15541530797393,1.001882517507681,1.0338034576585,0.013065447057372,2.075051827699128,548.8066430076615,89.32618736694732
PIFO,61.0,1353.0,335038369,16800.0,663.768987,462.22635483,111.8826618828,44.62927968831,70.492734462,7.583634965458,7.5558286827407,43908706,1834.61590439258,408.567974550723,13.105575499125052,0.560505171135107,44.9751707305994,10920.332764241548,2431.9522294685894
SAN JOSE DE MINAS,62.0,660.0,62757157,3554.4,595.348434,57.23307580681,5.204229091814396,1.275627067940185,0.938631400907975,0.099148430117633,0.038123531993277,593074,11.586333050511648,1.815941547659351,0.945029422189714,0.015022489411763,1.072572923511064,325.9715578019257,51.08996026500537
PACTO,63.0,394.0,20479440,1629.1,375.5006377,16.82285091673,1.276321405380194,0.258564079519503,0.141626565061755,0.013450654458782,0.006643026326545,83430,1.919584130573368,0.253728956697832,0.407385467257019,0.003413871690046,0.407772778009009,117.83095761913744,15.574793241534087
PINTAG,64.0,1048.0,121792928,9809.3,633.6395825,272.38006441,67.7141233299,27.88818306522,46.3780505855,4.9061545206882,4.30917944827575,10347715,645.0874390611,135.38793369646,8.496154246424709,0.468144515332844,43.92953063190799,6576.284128950078,1380.199746123169
LLOA,65.0,194.0,9146620,795.1,129.5996836,44.20811917,9.791235357,3.944726505,6.456239271799999,0.64974830239,0.305297327198,810979,53.592457627,11.45865586974,8.866433116747787,0.33492180535567,38.397349666457046,6740.341796880895,1441.1590831014964
