barrio,id_barrio,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
Ciudadela Floralia,610.0,6839.0,322746305,38325.0,3186.057972,2380.4651966,680.43814161,261.26168441,330.77695331,36.88978368,23.2582995391,35641017,3407.8467219999998,674.25785755,11.043044216680837,0.53940318292148,60.68701771454664,8891.967963470319,1759.3160014350947
Brisas de Los Alamos,219.0,1821.0,191934730,13842.0,862.2724267,650.7178078000001,169.5643623,62.624909429999995,75.82052125,7.94977058,7.9532926914,20006436,1131.8411036,214.24601861,10.42356223391563,0.436560712795168,57.457684521022976,8176.86102875307,1547.7966956364687
Menga,216.0,161.0,169122686,835.0,103.3250968,42.6638573,8.80616739,2.9526739,3.252203706,0.3604206368,0.18356705544,8936160,26.69919985,4.577625685,5.283832557874982,0.223863749565217,21.98407849580838,3197.508964071856,548.2186449101797
Paso del Comercio,603.0,1636.0,77065478,9292.0,813.3269658,537.3836964,153.25603126,58.64505418,73.38825884,7.96461425,5.2442491978,8267074,789.5174576000001,153.9964106,10.727337549786569,0.486834611858191,56.4383254175635,8496.744055101162,1657.3010180800686
Los Guaduales,608.0,1850.0,121062905,10487.0,826.5877798,684.5463437,185.50384529000002,69.22259205,84.13953659,9.417596603,6.7626293291,13146104,905.8248294,176.45005874,10.858903227558878,0.509059275837838,64.48583321350243,8637.597305235053,1682.5599193286928
Área en Desarrollo - Parque del Amor,298.0,133.0,301609965,6696.0,85.53381949999999,31.57497538,8.72946595,3.274344083,3.887394572,0.3715109138,1.2574834574,14589334,223.28860929,43.68073708,4.837152487243213,0.279331514135338,18.779621526284348,3334.656650089606,652.3407568697729
Urbanización La Flora,295.0,1694.0,461938463,9165.0,858.4804552,580.57413009,140.95584792,51.315173399,62.67436243,6.679770255,4.5643835048,42639470,615.21384289,119.8539845,9.230551949439073,0.394319377508855,49.80232956683033,6712.644221385706,1307.7357828696126
Altos de Menga,296.0,683.0,25390842,6092.0,505.4704112,127.3253751,28.256471519999998,9.995563086,11.9521874,1.206752953,0.88203200792,1201269,201.24978114,38.2996689,4.731109910897793,0.176684180527086,14.478529348653973,3303.5092110965206,628.6879333552199
Urbanización Calimio,697.0,1152.0,65763429,8300.0,558.1050173,401.1746026,106.57787305,39.29254094,46.84996186,5.040619182,5.1726720011,6524632,675.8401013,128.97642464,9.9213690473548,0.4375537484375,62.32134941084337,8142.651822891567,1553.9328269879518
San Luis II,696.0,1738.0,127723318,11400.0,794.328994,622.135041,174.13038246,65.9523631,81.45322718,9.122755697,7.5110877258,13970349,1014.68458021,198.23543044,10.937978582490103,0.524899637341772,65.8867344368421,8900.741931666667,1738.9072845614035
Sector Puente del Comercio,698.0,892.0,73022208,8184.0,428.0681449,303.20180750000003,86.60768612,33.03625351,41.08613321,4.442572678,6.0812794469,8589504,761.3838003,146.6056861,11.76286586882804,0.498046264349776,74.3069336131476,9303.32111803519,1791.369576001955
Los Alcazares,604.0,201.0,86219821,10406.0,74.6287551,76.73555329999999,26.43890189,10.55075607,12.6460331,1.578458252,11.59102799,11849112,1211.246768,231.7622255,13.74291008089053,0.785302612935323,111.38792994426292,11639.888218335576,2227.198015567941
Ciudad de Los Alamos,217.0,1782.0,211380472,14132.0,828.1409848,647.2232376,168.76734308000002,62.35069298,75.51780447,7.929564586,9.4777688022,22655858,1214.64470074,231.44903574,10.718046747358112,0.444981177665544,67.06601190348145,8594.995051938862,1637.765608123408
La Flora,212.0,1419.0,406997277,4503.0,840.9494662,406.16205804,94.8145969,34.389144015,42.684738464,4.7314061635,1.51744553333,29834645,224.38742914,43.11280537,7.330428755050625,0.333432428717407,33.69854615434155,4983.065270708416,957.4240588496557
Calima,421.0,923.0,102033555,4871.0,482.307165,281.85995760000003,82.67416158,32.56508595,43.59362527,4.772244217,2.914867425,11108089,434.9188278,87.05999422,10.886701891046844,0.517036209859155,59.841252822828984,8928.73799630466,1787.312548142065
El Bosque,215.0,762.0,209940178,3277.0,514.122858,186.6630225,36.03874144,11.987550132,13.187827881,1.4312423236,0.58534475487,10864561,92.66322099,16.688475461,5.175074917306553,0.187827076587927,17.862214063777845,2827.684497711321,509.26077085749154
Fonaviemcali,695.0,374.0,29277908,2355.0,171.8736087,138.5056656,35.70726693,12.92888272,14.98457995,1.650874545,1.3865340348,3010382,185.854937,35.35799305,10.28209350111839,0.441410306149733,58.87617982165605,7891.929384288747,1501.4009787685775
Metropolitano del Norte,506.0,693.0,107157630,7737.0,328.6025842,245.9008124,65.54569616,24.15719819,28.7937105,3.220839665,5.4922399754,11295208,674.0589557,127.80976394,10.540740719345669,0.464767628427128,70.98668702856405,8712.148839343414,1651.9292224376372
La Campiña,213.0,307.0,84559278,2262.0,184.9915404,85.03042388,20.45225629,7.440655860000001,9.085125264,0.98223441,0.6302048329,5438304,101.32792989,19.41019354,6.431351573961838,0.319946061889251,27.86051427497789,4479.57249734748,858.0987418213971
Vipasa,294.0,1969.0,333880553,7830.0,1145.5713756,521.2155266,152.22411095,61.343054,88.64592576,9.498807228,3.9111254623,34175531,637.25433415,131.77530755,10.235855674940854,0.482417837887252,49.95051675989782,8138.624957215836,1682.954119412516
San Luis,601.0,1724.0,143730989,11749.0,817.1977278,593.9701119,166.84012021,63.95984139,82.03220675,9.165281592,7.1949136005,15688932,1028.83719594,203.93125597,10.915483584262024,0.531628862645012,61.23851902715124,8756.806502170397,1735.7328791386499
