comuna,comuna_1,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
6,,23223.0,1481322447,145955.0,11106.947038,7983.2810638,2227.37810418,846.36730733,1059.02655166,116.969687561,92.8991626102,159185418,12810.36037855,2504.75751684,10.746169270634196,0.503680349485424,63.649181329998974,8776.924653865919,1716.116280250762
4,,11222.0,2781717665,52446.0,5625.0314557,3573.2920457,1046.24862849,413.43157212,563.99623894,61.940435101,33.6506742676,308634984,4915.56461802,994.0483625,11.095122566201962,0.551955401006951,64.16251814742783,9372.620634595583,1895.374980932769
5,,14702.0,1938502800,108834.0,6788.6854995,5261.0603847,1437.14262228,542.59935674,672.51214604,75.476220362,79.289048034,213549967,9798.1091353,1893.83006494,11.016232075590663,0.513373829152496,72.85319664259332,9002.801638550452,1740.1088492015365
7,,12945.0,1437644456,68039.0,7097.555266,3870.2809478,1057.10500928,402.57486387,517.48391276,55.369491661,31.6043145479,133786080,5074.85735427,997.28005165,9.305922553405221,0.427728788420239,46.450292549714135,7458.747709798791,1465.7476618557005
8,,18260.0,2661259503,94730.0,8864.4364887,5985.8032403,1769.01893569,699.2377191,941.50362319,104.620840915,63.8992217089,298625051,9051.47797348,1819.07651067,11.221192483789679,0.572950936007667,67.45405015190542,9555.027946247228,1920.2750033463528
9,,11397.0,1525212474,35186.0,5658.5830018,3512.3622579,1103.61172604,455.05222106,667.39092524,73.494855442,25.7336974436,187897888,3832.91950311,800.56257098,12.319456542369918,0.644861414775818,73.13618326493493,10893.308426959586,2275.230406923208
21,,22875.0,778100948,125655.0,12013.2037196,7244.8635299,1964.70301507,738.34049522,913.88905091,94.794521087,55.2565010005,71775055,9297.49438384,1808.13452381,9.224388623949741,0.414402277975956,43.97477298993275,7399.22357553619,1438.9674297162867
13,,24971.0,1544601519,137416.0,12654.0213701,7971.2456808,2292.95635597,890.468067,1162.30867548,122.3540603,74.89070003409999,174240236,12031.86872611,2398.51838346,11.280594645016905,0.489984623363101,54.49925775317284,8755.7989798204,1745.4433133405137
12,,10008.0,876211224,66262.0,5025.7164709,3177.0764483,934.49666325,369.54287069000003,501.1675667,54.34216041,40.5114791772,98035996,6087.68951639,1227.36257105,11.18862590877686,0.542987214328537,61.13832841930519,9187.301192825451,1852.2872401225438
14,,26271.0,1183724308,147875.0,14585.5814601,7575.1564597,2167.57099767,841.38773775,1101.30336954,114.239286884,64.2517752862,115717661,11465.66497675,2279.17919744,9.775727339974505,0.434849403844543,43.450059365139474,7753.619595435333,1541.287707482671
11,,14355.0,1485929811,98826.0,6676.4328722,4792.702742,1474.1109518,593.02127654,818.73206771,90.28362469300001,71.7599978651,179101185,10226.94738585,2078.6785567,12.053138970382264,0.628935037917102,72.61246824226419,10348.438048539858,2103.3721456904054
10,,15435.0,2104735955,98743.0,6847.6820097,5336.044804,1654.4230148899999,668.5553915,928.29473996,100.742464253,82.4631348166,281591330,11101.72708846,2258.8382875,13.37893855927078,0.652688462928409,83.51289186737287,11243.052255309236,2287.593335730128
20,,8809.0,460253731,55925.0,5296.5567411,2234.21321829,640.85864464,258.658097468,378.713279603,39.0083821595,24.19992688568,46307157,4299.25778295,894.810972059,10.061223605609108,0.442824181626745,43.27210887023693,7687.541855967814,1600.0196192382657
16,,13943.0,1230954787,93741.0,6401.3178825,4807.1757796,1422.98661588,561.08019667,750.4395709,79.97532753,64.1362882503,147744406,9313.6666048,1875.36555126,12.00242341663801,0.573587660689952,68.41860898678273,9935.531522812857,2000.5819772138125
15,,27726.0,1187313488,121236.0,14217.6324995,8661.9561829,2527.31739914,993.39315291,1325.70059361,135.873126093,62.1533636562,128666531,10590.55037637,2124.77514578,10.836778381744933,0.490056719660247,51.26642553053549,8735.483170320696,1752.5942342043618
17,,16680.0,7917764287,159909.0,7427.9323815,5998.63645988,1713.02111499,666.29327143,874.11677034,93.080751855,115.4665464261,958099718,15107.96558656,2984.09097577,12.100634512365538,0.558038080665468,72.20765962272293,9447.851957400771,1866.1182145907985
18,,14744.0,1762480248,108465.0,7433.4113689,4498.0792032,1378.40873914,570.27827735,863.82254744,90.439566003,71.1042404697,202810047,10491.39262052,2177.13807286,11.507081957401564,0.613399118305751,65.55500896113955,9672.60648183285,2007.2263613700275
22,,6109.0,3470137568,23621.0,3123.941183,2016.48072978,515.31430546,195.14202846,258.12171094,29.2016894461,13.4973782787,331234621,1678.87212395,336.853688031,9.545287882476918,0.47801095835816,57.14143465009949,7107.54042568054,1426.0771687523813
2,,19133.0,8582687257,109999.0,10425.0682572,5973.30159911,1496.314200348,552.512342781,685.8037077609999,74.73605490436,47.35095732979,610211936,6668.33436361,1289.115381413,7.109800438261192,0.390613363844457,43.04671617904708,6062.177259438722,1171.9337279547997
1,,7847.0,673344396,57956.0,3721.8826328,2445.76422412,792.78978518,339.029914246,547.533366794,58.2187678986,40.19539486859,71007682,5953.11660667,1275.62854075,10.545522047934917,0.741923893189754,69.35501909826421,10271.786539219407,2201.02929938229
3,,9548.0,3765203981,31627.0,5082.4237086,2865.64365865,822.86897813,325.55244848,451.51113161,50.2518572983,17.91595864458,351634269,2677.6936442,548.13959195,9.339049632324443,0.526307680124633,56.64767016972841,8466.48004616309,1733.1381160084736
19,,18507.0,9611570190,102670.0,8843.5567949,6297.69992783,1758.239732466,686.062201704,921.441388714,102.1164228172,67.00139955714,951321082,8499.81388,1692.558421138,9.8976656632319,0.551771885325552,65.2589846665433,8278.770702249927,1648.5423406428363
