NM_BARR,ID_BARR,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
SANTA MARTHA,1.0,4.0,295889,13.999999999999998,3.1160308,0.56557867,0.134263871,0.05729217,0.126834561,0.0126089798,0.0021479819,16149,0.62635081,0.154654179,5.457802583289217,0.315224495,15.34272785714286,4473.934357142858,1104.6727071428572
NAYÓN CENTRO,2.0,977.0,139613033,6167.3,722.3793473,197.5723902,30.938892413999998,10.8416424498,15.2677160035,1.75310053951,1.399956821991,5552849,160.4730685699,31.91710393412,3.977314320573192,0.179437107421699,22.699671201190146,2601.998744505699,517.5215075336047
ORGANIZACIÓN ARA,3.0,38.0,1867125,56.7,27.891667,5.80978499,1.673724349,0.7694780229,1.8553444602,0.18618917802,0.00790070646,131677,3.464262622,0.882434919,7.052411911867315,0.489971521105263,13.93422656084656,6109.810620811288,1556.3226084656085
SANTA ANA,4.0,59.0,8841705,324.7,42.4865085,12.02949906,2.262899074,0.8568693043,1.364224117,0.13952831705,0.06108708334,362177,8.17978766,1.6245805147,4.09623756077421,0.236488672966102,18.81339185093933,2519.1831413612567,500.332773236834
NINALLACTA,5.0,59.0,53653784,2483.7,37.602068700000004,15.44418728,2.985634924,1.1419245016,1.8261856859,0.20665647459,1.38545350141,3749475,128.209879704,26.669699897,6.988276119356368,0.350265211169491,55.78183763779845,5162.051765672183,1073.7891008173292
ALLPALLACTA,6.0,193.0,23893549,1794.0,127.3780878,48.80107089,8.849899424,3.2634709766,4.7074671514,0.57211051954,0.99431949981,1601937,90.428850983,18.697505667,6.70447375571227,0.296430321005181,55.424721282608694,5040.627145094761,1042.2243961538463
LA CRISTALINA,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN FRANCISCO DE HUARCAY,8.0,199.0,17497074,1208.4,162.6513827,26.943750350000002,4.7406696871,1.7841078923,2.8800830905,0.31024519178,0.215430391654,565506,28.0316557349,5.79991123975,3.232003533667475,0.155902106422111,17.82773846855346,2319.7331789887453,479.96617343181066
LA VICTORIA,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NÉSTOR ROMERO DÍAZ,10.0,335.0,39553813,2106.0,219.8100102,82.997738,15.888460095,6.1087599578,10.1950351912,1.17404510992,1.07119535187,2679946,108.144210943,23.2592373261,6.775442789176829,0.350461226841791,50.863976821937314,5135.052751329535,1104.4272234615385
LA INDEPENDENCIA,11.0,228.0,16218429,1104.0,180.8464373,36.82505656,5.650990079,1.9765344823,2.700975945,0.31923995286,0.260861554651,592987,26.9503354825,5.40018764726,3.656253005897722,0.140017523184211,23.628764008242754,2441.153576313406,489.14743181702903
UNIÓN Y PROGRESO,12.0,208.0,26567631,1325.0,137.0086416,52.58216612,9.500036475,3.5298425822,5.3793143744,0.64827851259,0.71739007821,1788765,65.150194082,13.6759584662,6.732873868284457,0.311672361822115,54.14264741207547,4916.995779773585,1032.1478087698115
