#,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-git0887e53562', start_date='2022-05-13T15:56:35', checksum=891515773, investigation_time=None, risk_investigation_time=None"
loss_type,nm_parroquia,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,TUMBACO,4.54864E+03,1.71024E+03,3.43656E+02,1.35044E+02,2.36423E+02,2.68106E+01,3.84436E-03,2.31802E+01,4.15930E-04,2.72717E+03,4.89345E-02,5.93191E+02,1.06438E-02,1.14838E+08,6.55822E-02
structural,CONOCOTO,9.31008E+03,3.25293E+03,5.81011E+02,2.15167E+02,3.33814E+02,3.90635E+01,2.85281E-03,3.36118E+01,4.00035E-04,3.44508E+03,4.10020E-02,7.19697E+02,8.56557E-03,1.77259E+08,5.77033E-02
structural,PIFO,9.19081E+02,2.97193E+02,6.35702E+01,2.58193E+01,4.73363E+01,5.12157E+00,3.78534E-03,5.10496E+00,3.03867E-04,1.05521E+03,6.28101E-02,2.45811E+02,1.46316E-02,2.56241E+07,7.64812E-02
structural,NANEGALITO,5.22106E+01,2.11516E+01,5.93590E+00,2.72479E+00,5.97712E+00,5.03214E-01,5.71834E-03,6.92286E-01,4.95339E-04,9.11218E+01,6.51988E-02,2.07928E+01,1.48775E-02,1.31854E+06,1.05918E-01
structural,NANEGAL,5.06384E+01,1.83565E+01,5.59623E+00,2.61010E+00,5.79875E+00,5.09179E-01,6.13468E-03,6.72216E-01,5.99336E-04,1.24238E+02,1.10769E-01,3.06367E+01,2.73152E-02,1.36193E+06,1.22019E-01
structural,NONO,6.43403E+01,2.32637E+01,7.21975E+00,3.45516E+00,8.72107E+00,8.50580E-01,7.94935E-03,3.50231E-01,2.59200E-04,1.22648E+02,9.07696E-02,3.08780E+01,2.28523E-02,2.30665E+06,9.33441E-02
structural,SAN ANTONIO,2.19382E+03,8.69542E+02,1.80803E+02,7.23430E+01,1.30493E+02,1.49192E+01,4.32818E-03,1.91277E+01,5.97927E-04,1.93366E+03,6.04455E-02,4.24887E+02,1.32818E-02,6.15297E+07,7.75456E-02
structural,CALDERON,1.43590E+04,5.48931E+03,1.12920E+03,4.45909E+02,7.71571E+02,8.90718E+01,4.01315E-03,9.18977E+01,6.11226E-04,8.92630E+03,5.93702E-02,1.94206E+03,1.29170E-02,2.60867E+08,7.26434E-02
structural,LLANO CHICO,1.26144E+03,3.39120E+02,6.94631E+01,2.80710E+01,5.39053E+01,5.82492E+00,3.32473E-03,2.95723E+00,3.64375E-04,3.60426E+02,4.44098E-02,8.01233E+01,9.87238E-03,1.05857E+07,5.82413E-02
structural,ZAMBIZA,3.23200E+02,9.87787E+01,1.87705E+01,7.31539E+00,1.29350E+01,1.42977E+00,3.10145E-03,1.02492E+00,3.46877E-04,1.21829E+02,4.12324E-02,2.64652E+01,8.95700E-03,3.21439E+06,5.54980E-02
structural,PERUCHO,1.15445E+02,2.61496E+01,5.52222E+00,2.30188E+00,4.58080E+00,4.87509E-01,3.16564E-03,1.24688E-01,2.62169E-04,1.95042E+01,4.10096E-02,4.50669E+00,9.47579E-03,6.56419E+05,4.93996E-02
structural,SAN JOSE DE MINAS,4.16107E+02,1.48072E+02,3.94549E+01,1.76323E+01,3.87339E+01,3.95089E+00,5.98620E-03,1.85075E+00,5.20694E-04,2.88774E+02,8.12440E-02,6.95499E+01,1.95673E-02,5.99823E+06,9.55784E-02
structural,PUELLARO,2.99239E+02,7.86346E+01,1.61763E+01,6.56811E+00,1.23824E+01,1.28387E+00,3.10864E-03,9.87283E-01,3.40736E-04,1.32290E+02,4.56565E-02,2.96996E+01,1.02501E-02,3.03776E+06,5.63405E-02
structural,CHAVEZPAMBA,4.87638E+01,1.34825E+01,3.25790E+00,1.41454E+00,3.08123E+00,3.25629E-01,4.65184E-03,1.54765E-01,3.33761E-04,2.51436E+01,5.42239E-02,6.01004E+00,1.29610E-02,9.20682E+05,8.35098E-02
structural,TURUBAMBA,6.84971E+03,2.05561E+03,3.70128E+02,1.36980E+02,2.11572E+02,2.43441E+01,2.52952E-03,2.17112E+01,4.06736E-04,2.21588E+03,4.15120E-02,4.62549E+02,8.66536E-03,6.52973E+07,5.65915E-02
structural,AMAGUAÑA,2.69630E+03,8.17923E+02,1.60849E+02,6.30411E+01,1.09891E+02,1.22430E+01,3.18165E-03,8.36046E+00,3.73569E-04,1.06933E+03,4.77805E-02,2.36648E+02,1.05741E-02,3.93415E+07,5.98333E-02
structural,GUAMANI,9.16202E+03,2.50215E+03,4.28079E+02,1.56545E+02,2.38200E+02,2.74211E+01,2.19597E-03,2.39454E+01,3.50320E-04,2.44659E+03,3.57935E-02,5.06199E+02,7.40566E-03,6.96606E+07,5.14358E-02
structural,PUENGASI,5.26410E+03,2.13099E+03,3.95923E+02,1.47220E+02,2.22768E+02,2.63893E+01,3.23359E-03,3.18950E+01,5.04618E-04,3.04903E+03,4.82393E-02,6.34830E+02,1.00438E-02,7.44968E+07,6.53891E-02
structural,CHILLOGALLO,5.04894E+03,1.93966E+03,3.76423E+02,1.44592E+02,2.41383E+02,2.74682E+01,3.54382E-03,2.74950E+01,4.88993E-04,2.84590E+03,5.06138E-02,6.05726E+02,1.07727E-02,6.40432E+07,6.87429E-02
structural,CHIMBACALLE,2.47796E+03,1.28239E+03,2.66753E+02,1.03514E+02,1.69385E+02,1.97930E+01,4.60303E-03,2.78927E+01,6.79984E-04,2.70750E+03,6.60049E-02,5.85062E+02,1.42629E-02,6.50943E+07,8.33660E-02
structural,SAN BARTOLO,4.89794E+03,2.49631E+03,5.10116E+02,1.96139E+02,3.13491E+02,3.73222E+01,4.43573E-03,4.34677E+01,6.78260E-04,4.12777E+03,6.44089E-02,8.80491E+02,1.37390E-02,1.00345E+08,7.34330E-02
structural,CHILIBULO,3.36570E+03,1.28583E+03,2.40142E+02,9.03066E+01,1.44023E+02,1.64916E+01,3.21724E-03,2.01034E+01,4.12028E-04,2.12819E+03,4.36181E-02,4.47266E+02,9.16692E-03,5.35283E+07,6.15732E-02
structural,POMASQUI,2.38755E+03,1.09893E+03,2.16052E+02,8.34712E+01,1.41004E+02,1.67458E+01,4.26427E-03,1.86726E+01,5.98870E-04,1.85219E+03,5.94036E-02,4.02666E+02,1.29144E-02,6.05828E+07,7.60392E-02
structural,CENTRO HISTORICO,2.05652E+03,1.07170E+03,2.88667E+02,1.24622E+02,2.42491E+02,2.85316E+01,7.54007E-03,3.74123E+01,9.16458E-04,3.85931E+03,9.45383E-02,9.07247E+02,2.22241E-02,1.18768E+08,1.07903E-01
structural,CARCELEN,4.89570E+03,2.23304E+03,4.31353E+02,1.63238E+02,2.55667E+02,3.08540E+01,3.86690E-03,3.53664E+01,6.38206E-04,3.21596E+03,5.80339E-02,6.82040E+02,1.23078E-02,8.87488E+07,7.37275E-02
structural,COMITE DEL PUEBLO,3.98304E+03,1.39126E+03,2.52390E+02,9.40012E+01,1.48313E+02,1.71737E+01,2.92617E-03,2.05750E+01,4.45908E-04,2.00606E+03,4.34759E-02,4.18209E+02,9.06354E-03,5.87138E+07,5.88122E-02
structural,LA  ARGELIA,4.84004E+03,1.73606E+03,3.16354E+02,1.18286E+02,1.87260E+02,2.15278E+01,2.99081E-03,2.58262E+01,4.45953E-04,2.59500E+03,4.48091E-02,5.42467E+02,9.36705E-03,5.97803E+07,5.97568E-02
structural,LA FERROVIARIA,4.10631E+03,1.81164E+03,3.58382E+02,1.37560E+02,2.27111E+02,2.63166E+01,3.96274E-03,3.55974E+01,5.44720E-04,3.62923E+03,5.55353E-02,7.80669E+02,1.19460E-02,7.70763E+07,7.15588E-02
structural,LA MENA,4.10709E+03,1.46872E+03,2.49638E+02,8.98168E+01,1.30737E+02,1.53433E+01,2.53775E-03,1.80053E+01,4.07243E-04,1.76616E+03,3.99470E-02,3.60802E+02,8.16059E-03,4.56923E+07,5.75020E-02
structural,PONCEANO,3.71127E+03,1.61261E+03,3.22479E+02,1.22653E+02,1.90992E+02,2.26060E+01,3.79294E-03,3.55690E+01,6.54581E-04,3.29946E+03,6.07203E-02,6.95523E+02,1.27998E-02,1.15289E+08,7.10039E-02
structural,EL CONDADO,9.13660E+03,3.06710E+03,5.86032E+02,2.25037E+02,3.77232E+02,4.26436E+01,3.18426E-03,3.57612E+01,4.30973E-04,3.80260E+03,4.58267E-02,8.14997E+02,9.82186E-03,1.05696E+08,6.71727E-02
structural,COCHAPAMBA,3.47050E+03,1.27028E+03,2.34314E+02,8.77513E+01,1.38156E+02,1.59366E+01,3.06414E-03,2.58777E+01,4.53716E-04,2.60960E+03,4.57544E-02,5.49997E+02,9.64317E-03,6.01031E+07,6.20282E-02
structural,BELISARIO QUEVEDO,3.16906E+03,1.54830E+03,3.22820E+02,1.25404E+02,2.02415E+02,2.39697E+01,4.46529E-03,2.47550E+01,5.55367E-04,2.42421E+03,5.43862E-02,5.14376E+02,1.15398E-02,1.06222E+08,7.89124E-02
structural,SAN JUAN,3.32722E+03,1.58046E+03,3.65997E+02,1.50226E+02,2.71097E+02,3.16859E+01,5.56381E-03,3.51610E+01,6.47831E-04,3.61637E+03,6.66305E-02,8.12068E+02,1.49621E-02,1.14350E+08,9.06625E-02
structural,RUMIPAMBA,2.08063E+03,1.01870E+03,2.10056E+02,7.97066E+01,1.18908E+02,1.45040E+01,4.13456E-03,2.01276E+01,7.11017E-04,1.72885E+03,6.10723E-02,3.64736E+02,1.28844E-02,1.11679E+08,7.36087E-02
structural,LA LIBERTAD,1.74242E+03,7.44605E+02,1.59018E+02,6.41675E+01,1.14790E+02,1.30887E+01,4.63315E-03,1.43828E+01,5.23056E-04,1.60318E+03,5.83023E-02,3.56367E+02,1.29599E-02,2.92677E+07,7.58753E-02
structural,ITCHIMBIA,2.19021E+03,1.23430E+03,2.80828E+02,1.14444E+02,2.05222E+02,2.40837E+01,5.98353E-03,2.85337E+01,8.40928E-04,2.70825E+03,7.98159E-02,6.05703E+02,1.78509E-02,9.19456E+07,9.24708E-02
structural,JIPI JAPA,2.04286E+03,1.18469E+03,2.61474E+02,1.03010E+02,1.64967E+02,1.99463E+01,5.30911E-03,3.04830E+01,9.29529E-04,2.63964E+03,8.04915E-02,5.70131E+02,1.73852E-02,1.11483E+08,9.15168E-02
structural,COTOCOLLAO,2.28497E+03,1.09866E+03,2.23593E+02,8.67144E+01,1.44061E+02,1.69306E+01,4.41131E-03,2.14871E+01,6.96653E-04,2.01281E+03,6.52591E-02,4.33534E+02,1.40560E-02,6.07632E+07,8.48759E-02
structural,SOLANDA,5.10545E+03,2.80649E+03,5.63168E+02,2.11221E+02,3.15669E+02,3.72001E+01,4.13243E-03,5.27580E+01,6.74223E-04,4.76494E+03,6.08938E-02,9.92605E+02,1.26850E-02,9.91262E+07,7.76017E-02
structural,LA CONCEPCION,2.59653E+03,1.39109E+03,2.82385E+02,1.08167E+02,1.69827E+02,2.08867E+01,4.59250E-03,2.45877E+01,7.66965E-04,2.12945E+03,6.64239E-02,4.53689E+02,1.41519E-02,7.95699E+07,7.86041E-02
structural,KENNEDY,5.06218E+03,2.48888E+03,5.26147E+02,2.07421E+02,3.50367E+02,4.16308E+01,4.82117E-03,5.67043E+01,8.19583E-04,5.08632E+03,7.35158E-02,1.10581E+03,1.59829E-02,1.54991E+08,8.86797E-02
structural,MARISCAL SUCRE,1.47087E+03,7.51545E+02,1.91031E+02,8.08394E+01,1.48719E+02,1.74096E+01,6.58706E-03,1.27672E+01,9.36593E-04,1.15387E+03,8.46474E-02,2.61164E+02,1.91589E-02,1.20548E+08,8.32629E-02
structural,IÑAQUITO,3.06535E+03,1.49522E+03,3.55819E+02,1.44609E+02,2.36001E+02,2.78735E+01,5.26213E-03,3.83124E+01,8.49971E-04,3.20825E+03,7.11760E-02,7.14949E+02,1.58614E-02,2.80798E+08,7.77911E-02
structural,LA MAGDALENA,2.09298E+03,1.08422E+03,2.26278E+02,8.90753E+01,1.54444E+02,1.80129E+01,4.93911E-03,1.95798E+01,6.90596E-04,1.88379E+03,6.64429E-02,4.11295E+02,1.45067E-02,6.36152E+07,8.14421E-02
structural,SAN ISIDRO,2.72881E+03,1.23193E+03,2.54991E+02,9.85094E+01,1.58763E+02,1.85038E+01,4.13677E-03,2.72442E+01,6.53451E-04,2.60946E+03,6.25878E-02,5.55529E+02,1.33243E-02,8.18682E+07,8.34971E-02
structural,GUAYLLABAMBA,1.22020E+03,4.13588E+02,8.26151E+01,3.22294E+01,5.53658E+01,6.25118E+00,3.46518E-03,6.24770E+00,4.55525E-04,6.73110E+02,4.90769E-02,1.45833E+02,1.06328E-02,2.03269E+07,6.27171E-02
structural,EL QUINCHE,5.65884E+02,1.19778E+02,2.50070E+01,1.01514E+01,1.91802E+01,2.02404E+00,2.73518E-03,4.47584E+00,3.68786E-04,6.11119E+02,5.03530E-02,1.34439E+02,1.10771E-02,8.57602E+06,6.53227E-02
structural,TABABELA,5.54073E+01,1.52014E+01,3.34741E+00,1.38388E+00,2.66004E+00,2.84911E-01,3.65270E-03,5.15115E-01,3.65252E-04,6.16555E+01,4.37180E-02,1.32964E+01,9.42807E-03,1.12660E+06,5.68823E-02
structural,YARUQUI,8.12799E+02,2.49183E+02,5.64689E+01,2.35651E+01,4.59833E+01,4.96027E+00,4.17531E-03,3.58472E+00,3.58853E-04,5.82646E+02,5.83264E-02,1.35923E+02,1.36067E-02,1.46134E+07,7.22641E-02
structural,PUEMBO,4.34328E+02,1.20752E+02,2.49172E+01,1.00534E+01,1.89501E+01,2.05074E+00,3.36739E-03,2.74186E+00,3.02603E-04,4.24274E+02,4.68247E-02,9.46804E+01,1.04493E-02,1.11969E+07,5.91673E-02
structural,CHECA,3.10794E+02,9.56528E+01,2.15025E+01,9.00815E+00,1.80423E+01,1.91714E+00,4.21349E-03,2.35349E+00,3.85350E-04,3.21019E+02,5.25623E-02,7.26509E+01,1.18956E-02,6.65282E+06,6.29284E-02
structural,PACTO,2.31679E+02,8.62136E+01,2.86714E+01,1.40229E+01,3.34131E+01,2.44129E+00,6.19616E-03,9.43947E-01,5.79429E-04,1.84540E+02,1.13277E-01,4.49499E+01,2.75919E-02,2.69620E+06,1.31654E-01
structural,GUALEA,4.03932E+01,1.45809E+01,4.92837E+00,2.38647E+00,5.71107E+00,4.54430E-01,6.68279E-03,1.34760E-01,3.89144E-04,3.44267E+01,9.94128E-02,8.42608E+00,2.43317E-02,4.54784E+05,1.13686E-01
structural,ATAHUALPA,1.91531E+02,4.99678E+01,1.03372E+01,4.21207E+00,7.95174E+00,8.23745E-01,3.12025E-03,3.31287E-01,2.64606E-04,7.67964E+01,6.13389E-02,1.85739E+01,1.48354E-02,2.27323E+06,7.15913E-02
