#,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-git0887e53562', start_date='2022-05-13T15:56:35', checksum=891515773"
event_id,slight,moderate,extensive,complete,collapsed,fatalities,homeless,injured,losses,loss_type
0,7.47190E+04,1.39627E+04,4.96821E+03,7.18843E+03,8.31877E+02,8.88061E+02,9.67145E+04,1.93914E+04,3.51744E+09,structural
1,6.74238E+04,1.27100E+04,4.87723E+03,8.89732E+03,1.02553E+03,1.11299E+03,1.07025E+05,2.39258E+04,3.73043E+09,structural
2,7.74922E+04,1.33379E+04,4.71761E+03,6.92810E+03,7.98090E+02,9.02710E+02,9.48220E+04,1.92425E+04,3.54176E+09,structural
3,7.62926E+04,1.57330E+04,5.83608E+03,8.36975E+03,9.68565E+02,1.13848E+03,1.18622E+05,2.47175E+04,3.97403E+09,structural
4,7.06935E+04,1.45296E+04,5.81993E+03,1.10863E+04,1.28792E+03,1.41824E+03,1.36865E+05,3.09387E+04,3.99542E+09,structural
5,7.26441E+04,1.41837E+04,5.69274E+03,1.08588E+04,1.27088E+03,1.47203E+03,1.36079E+05,3.09185E+04,4.31141E+09,structural
6,7.33076E+04,1.61944E+04,6.73436E+03,1.24493E+04,1.44122E+03,1.67373E+03,1.57422E+05,3.54755E+04,4.75471E+09,structural
7,7.18575E+04,1.55708E+04,6.42483E+03,1.05878E+04,1.23048E+03,1.35725E+03,1.35629E+05,2.89900E+04,4.15804E+09,structural
8,7.39140E+04,1.57883E+04,6.18670E+03,9.69257E+03,1.13027E+03,1.23843E+03,1.26838E+05,2.66452E+04,3.76908E+09,structural
9,7.16676E+04,1.43880E+04,5.53914E+03,8.56314E+03,9.85870E+02,1.24265E+03,1.22212E+05,2.62337E+04,4.03158E+09,structural
10,7.68268E+04,1.35949E+04,5.09981E+03,8.44490E+03,9.67794E+02,1.00374E+03,1.04613E+05,2.23015E+04,3.79571E+09,structural
11,7.12694E+04,1.34234E+04,5.13076E+03,8.57740E+03,9.96745E+02,1.09758E+03,1.08744E+05,2.34268E+04,4.12345E+09,structural
12,7.79460E+04,1.51646E+04,5.76164E+03,8.97198E+03,1.03744E+03,1.11964E+03,1.17398E+05,2.45722E+04,3.90899E+09,structural
