#,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-git0887e53562', start_date='2022-05-13T15:56:35', checksum=891515773, investigation_time=None, risk_investigation_time=None"
loss_type,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,1.84778E+05,7.29079E+04,1.44534E+04,5.57471E+03,9.16559E+03,1.06508E+03,3.71265E-03,1.20392E+03,5.54023E-04,1.19477E+05,5.49813E-02,2.57234E+04,1.18375E-02,3.96225E+09,7.14462E-02
