lon,lat,vs30,z1pt0,z2pt5,vs30measured,ampcode
-78.991,0.273,403.41,351.5,1.25,1,noaf
-78.991,-0.2756,707.03,60.24,0.66,1,noaf
-78.991,0.282,407.34,346.59,1.24,1,noaf
-78.991,-0.2846,653.71,87.58,0.72,1,noaf
-78.991,0.291,497.71,231.67,0.98,1,noaf
-78.991,-0.2935,524.43,200.18,0.93,1,noaf
-78.991,0.3,605.81,121.12,0.79,1,noaf
-78.991,-0.3025,503.12,225.12,0.97,1,noaf
-78.991,-0.3115,522.89,201.93,0.93,1,noaf
-78.991,-0.3205,574.88,147.89,0.84,1,noaf
-78.991,-0.3295,598.56,127.03,0.8,1,noaf
-78.991,-0.3385,542.94,179.81,0.89,1,noaf
-78.991,-0.3475,545.42,177.18,0.89,1,noaf
-78.991,-0.3565,530.16,193.74,0.92,1,noaf
-78.991,-0.3655,421.21,329.06,1.19,1,noaf
-78.991,-0.3745,428.35,319.91,1.17,1,noaf
-78.991,-0.3835,680.84,72.48,0.69,1,noaf
-78.991,-0.3925,900.0,15.46,0.5,1,noaf
-78.991,-0.4015,900.0,15.46,0.5,1,noaf
-78.991,-0.4105,872.45,18.68,0.52,1,noaf
-78.991,-0.4195,765.71,39.66,0.6,1,noaf
-78.991,-0.4284,801.87,30.66,0.57,1,noaf
-78.991,-0.4374,804.74,30.04,0.57,1,noaf
-78.991,-0.4464,807.82,29.39,0.57,1,noaf
-78.991,-0.4554,743.53,46.46,0.62,1,noaf
-78.991,-0.4644,652.27,88.46,0.72,1,noaf
-78.991,-0.4734,639.81,96.37,0.74,1,noaf
-78.991,-0.4824,813.14,28.31,0.56,1,noaf
-78.991,-0.4914,884.13,17.24,0.51,1,noaf
-78.991,-0.5004,900.0,15.46,0.5,1,noaf
-78.982,0.0032,407.61,346.26,1.24,1,noaf
-78.982,-0.0058,491.11,239.76,1.0,1,noaf
-78.982,0.0122,419.75,330.92,1.2,1,noaf
-78.982,-0.0148,530.23,193.66,0.92,1,noaf
-78.982,0.0212,410.84,342.19,1.23,1,noaf
-78.982,-0.0238,479.26,254.55,1.03,1,noaf
-78.982,0.0302,416.94,334.49,1.21,1,noaf
-78.982,-0.0328,556.06,166.18,0.87,1,noaf
-78.982,0.0392,404.55,350.07,1.25,1,noaf
-78.982,-0.0417,374.52,386.18,1.36,1,noaf
-78.982,0.0482,403.5,351.38,1.25,1,noaf
-78.982,-0.0507,410.99,342.02,1.23,1,noaf
-78.982,0.0572,405.61,348.76,1.24,1,noaf
-78.982,-0.0597,406.57,347.56,1.24,1,noaf
-78.982,0.0662,413.24,339.17,1.22,1,noaf
-78.982,-0.0687,408.4,345.26,1.23,1,noaf
-78.982,0.0752,361.59,400.72,1.42,1,noaf
-78.982,-0.0777,416.99,334.43,1.21,1,noaf
-78.982,0.0842,365.49,396.41,1.4,1,noaf
-78.982,-0.0867,412.52,340.08,1.22,1,noaf
-78.982,0.0932,377.5,382.73,1.35,1,noaf
-78.982,-0.0957,414.43,337.67,1.21,1,noaf
-78.982,0.1022,379.06,380.91,1.34,1,noaf
-78.982,-0.1047,380.86,378.8,1.34,1,noaf
-78.982,0.1111,369.18,392.27,1.39,1,noaf
-78.982,-0.1137,520.89,204.22,0.93,1,noaf
-78.982,0.1201,281.38,472.21,1.89,1,noaf
-78.982,-0.1227,509.35,217.68,0.96,1,noaf
-78.982,0.1291,491.1,239.77,1.0,1,noaf
-78.982,-0.1317,576.61,146.28,0.83,1,noaf
-78.982,0.1381,445.57,297.7,1.12,1,noaf
-78.982,-0.1407,429.23,318.78,1.17,1,noaf
-78.982,0.1471,384.16,374.91,1.32,1,noaf
-78.982,-0.1497,379.72,380.14,1.34,1,noaf
-78.982,0.1561,383.97,375.13,1.33,1,noaf
-78.982,-0.1587,501.47,227.11,0.98,1,noaf
-78.982,0.1651,346.64,416.62,1.49,1,noaf
-78.982,-0.1676,467.66,269.27,1.06,1,noaf
-78.982,0.1741,349.07,414.11,1.48,1,noaf
-78.982,-0.1766,384.43,374.59,1.32,1,noaf
-78.982,0.1831,375.79,384.71,1.36,1,noaf
-78.982,-0.1856,461.47,277.2,1.07,1,noaf
-78.982,0.1921,413.75,338.52,1.22,1,noaf
-78.982,-0.1946,672.44,76.88,0.7,1,noaf
-78.982,0.2011,572.96,149.69,0.84,1,noaf
-78.982,-0.2036,772.8,37.7,0.6,1,noaf
-78.982,0.2101,570.59,151.93,0.84,1,noaf
-78.982,-0.2126,638.23,97.42,0.74,1,noaf
-78.982,0.2191,441.07,303.52,1.13,1,noaf
-78.982,-0.2216,531.13,192.66,0.91,1,noaf
-78.982,0.2281,582.78,140.66,0.82,1,noaf
-78.982,-0.2306,593.59,131.2,0.81,1,noaf
-78.982,0.2371,554.94,167.32,0.87,1,noaf
-78.982,-0.2396,618.38,111.42,0.77,1,noaf
-78.982,0.246,716.25,56.43,0.65,1,noaf
-78.982,-0.2486,655.31,86.62,0.72,1,noaf
-78.982,0.255,600.7,125.26,0.79,1,noaf
-78.982,-0.2576,696.65,64.84,0.67,1,noaf
-78.982,0.264,514.48,211.64,0.95,1,noaf
-78.982,-0.2666,560.82,161.41,0.86,1,noaf
-78.982,0.273,431.02,316.48,1.16,1,noaf
-78.982,-0.2756,801.26,30.79,0.57,1,noaf
-78.982,0.282,478.79,255.14,1.03,1,noaf
-78.982,-0.2846,736.01,49.02,0.63,1,noaf
-78.982,0.291,469.01,267.54,1.05,1,noaf
-78.982,-0.2935,384.75,374.21,1.32,1,noaf
-78.982,0.3,527.66,196.54,0.92,1,noaf
-78.982,-0.3025,517.09,208.6,0.94,1,noaf
-78.982,-0.3115,591.85,132.69,0.81,1,noaf
-78.982,-0.3205,397.61,358.66,1.27,1,noaf
-78.982,-0.3295,743.15,46.58,0.62,1,noaf
-78.982,-0.3385,812.54,28.43,0.56,1,noaf
-78.982,-0.3475,805.57,29.87,0.57,1,noaf
-78.982,-0.3565,593.63,131.17,0.81,1,noaf
-78.982,-0.3655,592.63,132.02,0.81,1,noaf
-78.982,-0.3745,735.7,49.13,0.63,1,noaf
-78.982,-0.3835,802.38,30.55,0.57,1,noaf
-78.982,-0.3925,618.84,111.07,0.77,1,noaf
-78.982,-0.4015,809.0,29.15,0.56,1,noaf
-78.982,-0.4105,835.25,24.22,0.54,1,noaf
-78.982,-0.4195,585.45,138.27,0.82,1,noaf
-78.982,-0.4284,710.55,58.76,0.66,1,noaf
-78.982,-0.4374,713.82,57.41,0.65,1,noaf
-78.982,-0.4464,807.61,29.44,0.57,1,noaf
-78.982,-0.4554,659.42,84.18,0.71,1,noaf
-78.982,-0.4644,618.86,111.05,0.77,1,noaf
-78.982,-0.4734,728.42,51.74,0.64,1,noaf
-78.982,-0.4824,810.93,28.75,0.56,1,noaf
-78.982,-0.4914,900.0,15.46,0.5,1,noaf
-78.982,-0.5004,809.4,29.07,0.56,1,noaf
-78.973,0.0032,381.96,377.51,1.33,1,noaf
-78.973,-0.0058,499.23,229.82,0.98,1,noaf
-78.973,0.0122,391.95,365.56,1.29,1,noaf
-78.973,-0.0148,512.16,214.37,0.95,1,noaf
-78.973,0.0212,402.8,352.25,1.25,1,noaf
-78.973,-0.0238,498.59,230.59,0.98,1,noaf
-78.973,0.0302,406.07,348.18,1.24,1,noaf
-78.973,-0.0328,503.44,224.73,0.97,1,noaf
-78.973,0.0392,429.98,317.82,1.16,1,noaf
-78.973,-0.0417,396.17,360.43,1.28,1,noaf
-78.973,0.0482,404.75,349.83,1.25,1,noaf
-78.973,-0.0507,382.75,376.57,1.33,1,noaf
-78.973,0.0572,369.12,392.34,1.39,1,noaf
-78.973,-0.0597,388.12,370.18,1.31,1,noaf
-78.973,0.0662,392.96,364.34,1.29,1,noaf
-78.973,-0.0687,365.55,396.34,1.4,1,noaf
-78.973,0.0752,364.28,397.76,1.41,1,noaf
-78.973,-0.0777,351.38,411.7,1.47,1,noaf
-78.973,0.0842,395.4,361.37,1.28,1,noaf
-78.973,-0.0867,404.0,350.76,1.25,1,noaf
-78.973,0.0932,400.95,354.54,1.26,1,noaf
-78.973,-0.0957,485.09,247.23,1.01,1,noaf
-78.973,0.1022,380.49,379.23,1.34,1,noaf
-78.973,-0.1047,413.31,339.09,1.22,1,noaf
-78.973,0.1111,377.91,382.25,1.35,1,noaf
-78.973,-0.1137,503.71,224.41,0.97,1,noaf
-78.973,0.1201,359.22,403.31,1.43,1,noaf
-78.973,-0.1227,458.6,280.88,1.08,1,noaf
-78.973,0.1291,392.31,365.13,1.29,1,noaf
-78.973,-0.1317,574.05,148.66,0.84,1,noaf
-78.973,0.1381,396.22,360.36,1.28,1,noaf
-78.973,-0.1407,554.07,168.21,0.87,1,noaf
-78.973,0.1471,391.61,365.97,1.3,1,noaf
-78.973,-0.1497,536.04,187.25,0.9,1,noaf
-78.973,0.1561,363.54,398.58,1.41,1,noaf
-78.973,-0.1587,481.66,251.52,1.02,1,noaf
-78.973,0.1651,327.46,435.39,1.59,1,noaf
-78.973,-0.1676,374.21,386.53,1.36,1,noaf
-78.973,0.1741,329.77,433.23,1.58,1,noaf
-78.973,-0.1766,477.63,256.6,1.03,1,noaf
-78.973,0.1831,368.88,392.61,1.39,1,noaf
-78.973,-0.1856,466.99,270.12,1.06,1,noaf
-78.973,0.1921,468.31,268.44,1.06,1,noaf
-78.973,-0.1946,574.67,148.08,0.84,1,noaf
-78.973,0.2011,558.68,163.54,0.86,1,noaf
-78.973,-0.2036,713.09,57.71,0.65,1,noaf
-78.973,0.2101,537.58,185.58,0.9,1,noaf
-78.973,-0.2126,624.3,107.07,0.76,1,noaf
-78.973,0.2191,420.05,330.54,1.2,1,noaf
-78.973,-0.2216,599.22,126.48,0.8,1,noaf
-78.973,0.2281,608.28,119.16,0.78,1,noaf
-78.973,-0.2306,608.51,118.98,0.78,1,noaf
-78.973,0.2371,614.04,114.69,0.77,1,noaf
-78.973,-0.2396,609.71,118.04,0.78,1,noaf
-78.973,0.246,761.13,40.98,0.61,1,noaf
-78.973,-0.2486,683.01,71.39,0.69,1,noaf
-78.973,0.255,759.69,41.4,0.61,1,noaf
-78.973,-0.2576,519.86,205.4,0.94,1,noaf
-78.973,0.264,671.52,77.38,0.7,1,noaf
-78.973,-0.2666,642.99,94.29,0.73,1,noaf
-78.973,0.273,618.6,111.24,0.77,1,noaf
-78.973,-0.2756,827.58,25.56,0.55,1,noaf
-78.973,0.282,449.47,292.66,1.11,1,noaf
-78.973,-0.2846,582.75,140.68,0.82,1,noaf
-78.973,0.291,526.85,197.44,0.92,1,noaf
-78.973,-0.2935,419.37,331.4,1.2,1,noaf
-78.973,0.3,514.42,211.72,0.95,1,noaf
-78.973,-0.3025,439.82,305.14,1.13,1,noaf
-78.973,-0.3115,611.43,116.7,0.78,1,noaf
-78.973,-0.3205,517.44,208.2,0.94,1,noaf
-78.973,-0.3295,755.12,42.77,0.61,1,noaf
-78.973,-0.3385,855.74,20.99,0.53,1,noaf
-78.973,-0.3475,868.56,19.2,0.52,1,noaf
-78.973,-0.3565,795.66,32.04,0.58,1,noaf
-78.973,-0.3655,855.71,20.99,0.53,1,noaf
-78.973,-0.3745,900.0,15.46,0.5,1,noaf
-78.973,-0.3835,900.0,15.46,0.5,1,noaf
-78.973,-0.3925,882.18,17.47,0.51,1,noaf
-78.973,-0.4015,900.0,15.46,0.5,1,noaf
-78.973,-0.4105,592.28,132.33,0.81,1,noaf
-78.973,-0.4195,503.11,225.13,0.97,1,noaf
-78.973,-0.4284,614.83,114.08,0.77,1,noaf
-78.973,-0.4374,748.86,44.72,0.62,1,noaf
-78.973,-0.4464,877.91,17.99,0.51,1,noaf
-78.973,-0.4554,841.13,23.24,0.54,1,noaf
-78.973,-0.4644,753.96,43.12,0.61,1,noaf
-78.973,-0.4734,728.23,51.81,0.64,1,noaf
-78.973,-0.4824,617.57,112.02,0.77,1,noaf
-78.973,-0.4914,609.35,118.32,0.78,1,noaf
-78.973,-0.5004,841.82,23.13,0.54,1,noaf
-78.964,0.0032,394.27,362.75,1.29,1,noaf
-78.964,-0.0058,512.62,213.82,0.95,1,noaf
-78.964,0.0122,395.55,361.18,1.28,1,noaf
-78.964,-0.0148,509.32,217.71,0.96,1,noaf
-78.964,0.0212,389.67,368.31,1.3,1,noaf
-78.964,-0.0238,519.28,206.07,0.94,1,noaf
-78.964,0.0302,388.47,369.76,1.31,1,noaf
-78.964,-0.0328,481.45,251.8,1.02,1,noaf
-78.964,0.0392,428.36,319.89,1.17,1,noaf
-78.964,-0.0417,383.66,375.49,1.33,1,noaf
-78.964,0.0482,441.68,302.73,1.13,1,noaf
-78.964,-0.0507,334.62,428.61,1.55,1,noaf
-78.964,0.0572,370.41,390.88,1.38,1,noaf
-78.964,-0.0597,365.89,395.97,1.4,1,noaf
-78.964,0.0662,377.86,382.31,1.35,1,noaf
-78.964,-0.0687,433.58,313.19,1.15,1,noaf
-78.964,0.0752,383.45,375.75,1.33,1,noaf
-78.964,-0.0777,393.5,363.68,1.29,1,noaf
-78.964,0.0842,410.54,342.58,1.23,1,noaf
-78.964,-0.0867,324.57,438.05,1.61,1,noaf
-78.964,0.0932,407.66,346.2,1.24,1,noaf
-78.964,-0.0957,466.28,271.03,1.06,1,noaf
-78.964,0.1022,398.52,357.55,1.27,1,noaf
-78.964,-0.1047,420.44,330.04,1.19,1,noaf
-78.964,0.1111,384.03,375.06,1.32,1,noaf
-78.964,-0.1137,485.78,246.37,1.01,1,noaf
-78.964,0.1201,382.06,377.39,1.33,1,noaf
-78.964,-0.1227,454.25,286.49,1.09,1,noaf
-78.964,0.1291,382.16,377.28,1.33,1,noaf
-78.964,-0.1317,465.52,272.01,1.06,1,noaf
-78.964,0.1381,380.74,378.94,1.34,1,noaf
-78.964,-0.1407,525.68,198.76,0.93,1,noaf
-78.964,0.1471,376.43,383.97,1.36,1,noaf
-78.964,-0.1497,306.08,453.97,1.72,1,noaf
-78.964,0.1561,357.29,405.4,1.44,1,noaf
-78.964,-0.1587,407.9,345.89,1.24,1,noaf
-78.964,0.1651,354.08,408.84,1.45,1,noaf
-78.964,-0.1676,487.89,243.75,1.01,1,noaf
-78.964,0.1741,330.18,432.84,1.57,1,noaf
-78.964,-0.1766,374.75,385.91,1.36,1,noaf
-78.964,0.1831,316.31,445.4,1.65,1,noaf
-78.964,-0.1856,385.01,373.9,1.32,1,noaf
-78.964,0.1921,435.1,311.22,1.15,1,noaf
-78.964,-0.1946,491.67,239.08,1.0,1,noaf
-78.964,0.2011,529.05,194.98,0.92,1,noaf
-78.964,-0.2036,554.28,167.99,0.87,1,noaf
-78.964,0.2101,534.68,188.74,0.91,1,noaf
-78.964,-0.2126,619.03,110.93,0.77,1,noaf
-78.964,0.2191,376.61,383.76,1.35,1,noaf
-78.964,-0.2216,627.57,104.73,0.76,1,noaf
-78.964,0.2281,560.55,161.68,0.86,1,noaf
-78.964,-0.2306,632.99,100.95,0.75,1,noaf
-78.964,0.2371,648.42,90.84,0.73,1,noaf
-78.964,-0.2396,721.25,54.45,0.64,1,noaf
-78.964,0.246,532.05,191.64,0.91,1,noaf
-78.964,-0.2486,787.93,33.85,0.58,1,noaf
-78.964,0.255,789.46,33.49,0.58,1,noaf
-78.964,-0.2576,555.3,166.96,0.87,1,noaf
-78.964,0.264,748.84,44.73,0.62,1,noaf
-78.964,-0.2666,674.59,75.74,0.7,1,noaf
-78.964,0.273,735.37,49.24,0.63,1,noaf
-78.964,-0.2756,703.56,61.74,0.66,1,noaf
-78.964,0.282,706.11,60.64,0.66,1,noaf
-78.964,-0.2846,510.69,216.09,0.96,1,noaf
-78.964,0.291,291.34,465.27,1.82,1,noaf
-78.964,-0.2935,434.3,312.25,1.15,1,noaf
-78.964,0.3,587.41,136.55,0.81,1,noaf
-78.964,-0.3025,355.62,407.2,1.45,1,noaf
-78.964,-0.3115,565.42,156.89,0.85,1,noaf
-78.964,-0.3205,550.41,171.97,0.88,1,noaf
-78.964,-0.3295,759.82,41.36,0.61,1,noaf
-78.964,-0.3385,604.91,121.84,0.79,1,noaf
-78.964,-0.3475,444.77,298.74,1.12,1,noaf
-78.964,-0.3565,631.48,101.99,0.75,1,noaf
-78.964,-0.3655,826.33,25.79,0.55,1,noaf
-78.964,-0.3745,652.65,88.23,0.72,1,noaf
-78.964,-0.3835,540.14,182.81,0.9,1,noaf
-78.964,-0.3925,628.38,104.16,0.75,1,noaf
-78.964,-0.4015,658.86,84.51,0.71,1,noaf
-78.964,-0.4105,517.67,207.94,0.94,1,noaf
-78.964,-0.4195,586.71,137.16,0.82,1,noaf
-78.964,-0.4284,563.37,158.9,0.85,1,noaf
-78.964,-0.4374,792.09,32.87,0.58,1,noaf
-78.964,-0.4464,900.0,15.46,0.5,1,noaf
-78.964,-0.4554,833.82,24.47,0.55,1,noaf
-78.964,-0.4644,595.61,129.49,0.8,1,noaf
-78.964,-0.4734,735.45,49.22,0.63,1,noaf
-78.964,-0.4824,860.82,20.26,0.53,1,noaf
-78.964,-0.4914,840.87,23.29,0.54,1,noaf
-78.964,-0.5004,862.48,20.02,0.53,1,noaf
-78.955,0.0032,415.13,336.78,1.21,1,noaf
-78.955,-0.0058,598.74,126.88,0.8,1,noaf
-78.955,0.0122,422.23,327.75,1.19,1,noaf
-78.955,-0.0148,436.37,309.58,1.14,1,noaf
-78.955,0.0212,410.68,342.4,1.23,1,noaf
-78.955,-0.0238,606.28,120.75,0.79,1,noaf
-78.955,0.0302,375.35,385.22,1.36,1,noaf
-78.955,-0.0328,423.23,326.47,1.19,1,noaf
-78.955,0.0392,375.62,384.91,1.36,1,noaf
-78.955,-0.0417,445.08,298.33,1.12,1,noaf
-78.955,0.0482,425.62,323.41,1.18,1,noaf
-78.955,-0.0507,411.37,341.53,1.22,1,noaf
-78.955,0.0572,418.34,332.71,1.2,1,noaf
-78.955,-0.0597,369.11,392.35,1.39,1,noaf
-78.955,0.0662,400.95,354.54,1.26,1,noaf
-78.955,-0.0687,456.89,283.09,1.09,1,noaf
-78.955,0.0752,401.15,354.29,1.26,1,noaf
-78.955,-0.0777,474.87,260.1,1.04,1,noaf
-78.955,0.0842,415.06,336.87,1.21,1,noaf
-78.955,-0.0867,399.03,356.91,1.27,1,noaf
-78.955,0.0932,418.49,332.52,1.2,1,noaf
-78.955,-0.0957,485.81,246.34,1.01,1,noaf
-78.955,0.1022,426.69,322.04,1.17,1,noaf
-78.955,-0.1047,358.44,404.17,1.43,1,noaf
-78.955,0.1111,413.59,338.73,1.22,1,noaf
-78.955,-0.1137,530.18,193.72,0.92,1,noaf
-78.955,0.1201,413.47,338.89,1.22,1,noaf
-78.955,-0.1227,500.61,228.15,0.98,1,noaf
-78.955,0.1291,411.35,341.56,1.22,1,noaf
-78.955,-0.1317,390.58,367.22,1.3,1,noaf
-78.955,0.1381,377.17,383.12,1.35,1,noaf
-78.955,-0.1407,527.1,197.17,0.92,1,noaf
-78.955,0.1471,367.49,394.18,1.39,1,noaf
-78.955,-0.1497,454.71,285.9,1.09,1,noaf
-78.955,0.1561,347.16,416.09,1.49,1,noaf
-78.955,-0.1587,369.4,392.02,1.39,1,noaf
-78.955,0.1651,344.65,418.66,1.5,1,noaf
-78.955,-0.1676,277.27,474.9,1.92,1,noaf
