#,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-git0887e53562', start_date='2022-05-13T16:51:15', checksum=3489589595, investigation_time=None, risk_investigation_time=None"
loss_type,nm_parroquia,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,SAN ANTONIO,1.43788E+03,1.33872E+03,3.34309E+02,1.32211E+02,2.03878E+02,2.31381E+01,6.71255E-03,2.87218E+01,8.97836E-04,3.16867E+03,9.90514E-02,6.49416E+02,2.03005E-02,9.97983E+07,1.25775E-01
structural,CALDERON,4.79928E+03,8.11933E+03,3.38555E+03,1.73427E+03,4.15658E+03,4.78618E+02,2.15642E-02,5.28173E+02,3.51296E-03,4.47474E+04,2.97622E-01,1.09424E+04,7.27795E-02,1.11723E+09,3.11116E-01
structural,LLANO CHICO,3.09368E+02,5.90356E+02,2.62070E+02,1.44462E+02,4.45744E+02,4.87149E+01,2.78053E-02,2.95692E+01,3.64336E-03,2.78944E+03,3.43701E-01,7.19922E+02,8.87052E-02,6.58090E+07,3.62073E-01
structural,ZAMBIZA,6.69607E+01,1.57965E+02,7.47598E+01,4.10621E+01,1.20253E+02,1.34374E+01,2.91484E-02,1.12639E+01,3.81219E-03,1.03704E+03,3.50981E-01,2.65264E+02,8.97768E-02,2.10673E+07,3.63737E-01
structural,PERUCHO,1.23720E+02,2.49931E+01,3.26463E+00,9.96201E-01,1.02639E+00,1.08446E-01,7.04198E-04,2.27968E-02,4.79327E-05,5.55457E+00,1.16791E-02,9.89438E-01,2.08040E-03,2.84292E+05,2.13948E-02
structural,SAN JOSE DE MINAS,4.86643E+02,1.35700E+02,2.23594E+01,7.28463E+00,8.01310E+00,8.35526E-01,1.26595E-03,3.39875E-01,9.56211E-05,8.00251E+01,2.25144E-02,1.49974E+01,4.21940E-03,2.36652E+06,3.77091E-02
structural,PUELLARO,2.91247E+02,9.72301E+01,1.46097E+01,4.68786E+00,5.22491E+00,5.40731E-01,1.30928E-03,2.98735E-01,1.03101E-04,6.29661E+01,2.17312E-02,1.16163E+01,4.00906E-03,2.18086E+06,4.04479E-02
structural,CHAVEZPAMBA,5.35016E+01,1.30961E+01,2.01427E+00,6.53678E-01,7.34374E-01,7.64501E-02,1.09214E-03,2.84970E-02,6.14558E-05,7.60140E+00,1.63929E-02,1.43851E+00,3.10225E-03,3.29339E+05,2.98725E-02
structural,TURUBAMBA,1.89746E+03,3.52853E+03,1.50732E+03,7.82843E+02,1.90785E+03,2.17770E+02,2.26278E-02,1.94851E+02,3.65032E-03,1.65170E+04,3.09428E-01,4.05302E+03,7.59290E-02,3.79130E+08,3.28582E-01
structural,AMAGUAÑA,6.65674E+02,1.32806E+03,5.95391E+02,3.23192E+02,9.35686E+02,1.04634E+02,2.71917E-02,7.92075E+01,3.53921E-03,7.88774E+03,3.52446E-01,2.04577E+03,9.14106E-02,2.30163E+08,3.50049E-01
structural,GUAMANI,3.28465E+03,4.81204E+03,1.75468E+03,8.41541E+02,1.79408E+03,2.05763E+02,1.64781E-02,1.82737E+02,2.67343E-03,1.61490E+04,2.36259E-01,3.79482E+03,5.55180E-02,3.54728E+08,2.61923E-01
structural,PUENGASI,1.02855E+03,2.98821E+03,1.44009E+03,7.71327E+02,1.93283E+03,2.27736E+02,2.79054E-02,2.80874E+02,4.44377E-03,2.21532E+04,3.50491E-01,5.51694E+03,8.72847E-02,4.13270E+08,3.62745E-01
structural,CHILLOGALLO,2.23378E+03,3.14389E+03,1.03209E+03,4.64852E+02,8.76396E+02,1.00081E+02,1.29121E-02,1.12703E+02,2.00440E-03,1.06631E+04,1.89641E-01,2.40725E+03,4.28126E-02,2.06252E+08,2.21387E-01
structural,CHIMBACALLE,4.21348E+02,1.49766E+03,7.92517E+02,4.38590E+02,1.14989E+03,1.34635E+02,3.13104E-02,2.04230E+02,4.97882E-03,1.61043E+04,3.92598E-01,4.09912E+03,9.99305E-02,3.11294E+08,3.98673E-01
structural,SAN BARTOLO,1.19979E+03,3.21528E+03,1.49255E+03,7.71184E+02,1.73519E+03,2.06511E+02,2.45437E-02,2.50509E+02,3.90889E-03,2.05204E+04,3.20196E-01,4.95856E+03,7.73723E-02,4.51476E+08,3.30392E-01
structural,CHILIBULO,9.97588E+02,2.09819E+03,8.08498E+02,3.89360E+02,8.32367E+02,9.54433E+01,1.86195E-02,1.21830E+02,2.49696E-03,1.13524E+04,2.32673E-01,2.64965E+03,5.43058E-02,2.28042E+08,2.62314E-01
structural,POMASQUI,1.08836E+03,1.64821E+03,5.29810E+02,2.33807E+02,4.26821E+02,5.04874E+01,1.28565E-02,5.99427E+01,1.92249E-03,5.70250E+03,1.82892E-01,1.28187E+03,4.11122E-02,1.59444E+08,2.00123E-01
structural,CENTRO HISTORICO,2.68354E+02,1.03278E+03,6.70485E+02,4.18332E+02,1.39405E+03,1.64271E+02,4.34119E-02,2.25610E+02,5.52659E-03,1.92996E+04,4.72765E-01,5.25181E+03,1.28649E-01,5.25429E+08,4.77361E-01
structural,CARCELEN,1.36405E+03,3.24238E+03,1.34626E+03,6.60542E+02,1.36578E+03,1.63727E+02,2.05198E-02,1.89060E+02,3.41169E-03,1.53695E+04,2.77351E-01,3.62464E+03,6.54087E-02,3.59636E+08,2.98765E-01
structural,COMITE DEL PUEBLO,8.24526E+02,2.15170E+03,1.00402E+03,5.34216E+02,1.35454E+03,1.56239E+02,2.66211E-02,1.99760E+02,4.32925E-03,1.59625E+04,3.45944E-01,3.96963E+03,8.60309E-02,3.43039E+08,3.43614E-01
structural,LA  ARGELIA,1.24358E+03,2.83529E+03,1.17505E+03,5.87825E+02,1.35626E+03,1.55594E+02,2.16163E-02,1.85707E+02,3.20669E-03,1.60007E+04,2.76292E-01,3.82040E+03,6.59687E-02,2.93493E+08,2.93378E-01
structural,LA FERROVIARIA,8.77863E+02,2.50137E+03,1.15710E+03,6.06323E+02,1.49834E+03,1.73810E+02,2.61723E-02,2.44695E+02,3.74438E-03,2.09982E+04,3.21320E-01,5.16929E+03,7.91018E-02,3.63808E+08,3.37764E-01
structural,LA MENA,1.60142E+03,2.54480E+03,8.45976E+02,3.76782E+02,6.77019E+02,7.91264E+01,1.30874E-02,9.47868E+01,2.14388E-03,8.44941E+03,1.91108E-01,1.88073E+03,4.25381E-02,1.75311E+08,2.20622E-01
structural,PONCEANO,9.68299E+02,2.26775E+03,1.02029E+03,5.25634E+02,1.17802E+03,1.38798E+02,2.32882E-02,2.20701E+02,4.06159E-03,1.75357E+04,3.22712E-01,4.25146E+03,7.82401E-02,5.37938E+08,3.31304E-01
structural,EL CONDADO,4.56204E+03,5.41412E+03,1.58073E+03,6.72497E+02,1.16262E+03,1.30986E+02,9.78093E-03,1.09660E+02,1.32156E-03,1.15581E+04,1.39291E-01,2.50298E+03,3.01645E-02,2.88489E+08,1.83342E-01
structural,COCHAPAMBA,1.47718E+03,2.25153E+03,6.83920E+02,2.91487E+02,4.96875E+02,5.70395E+01,1.09670E-02,8.86437E+01,1.55420E-03,8.72012E+03,1.52891E-01,1.88680E+03,3.30814E-02,1.81709E+08,1.87529E-01
structural,BELISARIO QUEVEDO,8.48601E+02,2.13718E+03,9.14275E+02,4.58263E+02,1.00968E+03,1.19391E+02,2.22413E-02,1.25551E+02,2.81669E-03,1.08680E+04,2.43818E-01,2.56358E+03,5.75128E-02,4.13943E+08,3.07518E-01
structural,SAN JUAN,7.54725E+02,2.04673E+03,9.68750E+02,5.23534E+02,1.40126E+03,1.63885E+02,2.87770E-02,1.89417E+02,3.48996E-03,1.67725E+04,3.09029E-01,4.22870E+03,7.79126E-02,4.70592E+08,3.73109E-01
structural,RUMIPAMBA,5.24172E+02,1.36502E+03,6.26495E+02,3.18198E+02,6.74115E+02,8.16524E+01,2.32760E-02,1.19961E+02,4.23767E-03,8.82184E+03,3.11635E-01,2.17654E+03,7.68871E-02,4.84295E+08,3.19204E-01
structural,LA LIBERTAD,5.24218E+02,1.14032E+03,4.44251E+02,2.17997E+02,4.98217E+02,5.69515E+01,2.01598E-02,6.46046E+01,2.34946E-03,6.49108E+03,2.36059E-01,1.55531E+03,5.65614E-02,1.01646E+08,2.63513E-01
structural,ITCHIMBIA,3.10367E+02,1.28343E+03,7.50427E+02,4.35419E+02,1.24535E+03,1.46118E+02,3.63027E-02,1.82292E+02,5.37240E-03,1.44293E+04,4.25251E-01,3.74510E+03,1.10373E-01,4.41330E+08,4.43851E-01
structural,JIPI JAPA,2.94756E+02,1.19360E+03,7.10230E+02,4.14606E+02,1.14380E+03,1.38000E+02,3.67313E-02,2.16905E+02,6.61416E-03,1.53247E+04,4.67302E-01,4.03167E+03,1.22939E-01,5.43384E+08,4.46065E-01
structural,COTOCOLLAO,8.28358E+02,1.59984E+03,5.92195E+02,2.76672E+02,5.40936E+02,6.33073E+01,1.64949E-02,8.12738E+01,2.63505E-03,7.08685E+03,2.29769E-01,1.62608E+03,5.27204E-02,1.83578E+08,2.56427E-01
structural,SOLANDA,1.00026E+03,3.47969E+03,1.71984E+03,8.94641E+02,1.90757E+03,2.22690E+02,2.47379E-02,3.42027E+02,4.37096E-03,2.63355E+04,3.36556E-01,6.34689E+03,8.11104E-02,4.37983E+08,3.42878E-01
structural,LA CONCEPCION,6.64278E+02,1.87895E+03,8.00647E+02,3.94846E+02,8.09282E+02,9.88534E+01,2.17356E-02,1.11692E+02,3.48401E-03,8.81209E+03,2.74876E-01,2.07136E+03,6.46122E-02,2.90141E+08,2.86620E-01
structural,KENNEDY,1.02914E+03,2.98792E+03,1.53302E+03,8.49651E+02,2.23527E+03,2.64013E+02,3.05747E-02,3.78638E+02,5.47269E-03,2.83778E+04,4.10162E-01,7.28778E+03,1.05335E-01,7.09037E+08,4.05683E-01
structural,MARISCAL SUCRE,2.30443E+02,7.22181E+02,4.64712E+02,2.87451E+02,9.38213E+02,1.08849E+02,4.11839E-02,8.77100E+01,6.43436E-03,6.49927E+03,4.76783E-01,1.76641E+03,1.29583E-01,6.85849E+08,4.73719E-01
structural,IÑAQUITO,6.12908E+02,1.55200E+03,9.57474E+02,5.69240E+02,1.60537E+03,1.86790E+02,3.52633E-02,2.73411E+02,6.06570E-03,1.93754E+04,4.29848E-01,5.19618E+03,1.15279E-01,1.51654E+09,4.20135E-01
structural,LA MAGDALENA,3.91696E+02,1.32206E+03,6.69688E+02,3.61145E+02,9.02407E+02,1.05263E+02,2.88628E-02,1.27321E+02,4.49072E-03,1.02750E+04,3.62409E-01,2.56777E+03,9.05677E-02,2.89920E+08,3.71164E-01
structural,SAN ISIDRO,5.31624E+02,1.54873E+03,7.95932E+02,4.40664E+02,1.15605E+03,1.34054E+02,2.99696E-02,2.00906E+02,4.81872E-03,1.59771E+04,3.83211E-01,4.04845E+03,9.71019E-02,3.97570E+08,4.05481E-01
structural,GUAYLLABAMBA,7.10037E+02,6.81795E+02,1.93874E+02,8.14714E+01,1.36822E+02,1.54239E+01,8.54984E-03,1.50160E+01,1.09483E-03,1.63311E+03,1.19072E-01,3.48714E+02,2.54250E-02,4.67052E+07,1.44105E-01
structural,EL QUINCHE,4.05972E+02,2.20085E+02,5.36656E+01,2.21742E+01,3.81030E+01,3.98567E+00,5.38604E-03,7.96351E+00,6.56151E-04,1.19118E+03,9.81471E-02,2.49296E+02,2.05407E-02,1.78221E+07,1.35749E-01
structural,TABABELA,3.25439E+01,2.63885E+01,8.00531E+00,3.63775E+00,7.42457E+00,7.93650E-01,1.01750E-02,1.46119E+00,1.03608E-03,1.72408E+02,1.22249E-01,3.73890E+01,2.65114E-02,2.81536E+06,1.42148E-01
structural,YARUQUI,4.99260E+02,4.10260E+02,1.21035E+02,5.38768E+01,1.03568E+02,1.11180E+01,9.35855E-03,7.75627E+00,7.76450E-04,1.29993E+03,1.30131E-01,2.99814E+02,3.00132E-02,3.07968E+07,1.52292E-01
structural,PUEMBO,2.20463E+02,2.23258E+02,6.87596E+01,3.13099E+01,6.52095E+01,7.06372E+00,1.15989E-02,1.04867E+01,1.15736E-03,1.50498E+03,1.66096E-01,3.47367E+02,3.83370E-02,3.67490E+07,1.94191E-01
structural,CHECA,1.91953E+02,1.56384E+02,4.62866E+01,2.06046E+01,3.97721E+01,4.21180E+00,9.25671E-03,5.09403E+00,8.34074E-04,7.20675E+02,1.18000E-01,1.59377E+02,2.60957E-02,1.43961E+07,1.36172E-01
structural,PACTO,3.47629E+02,3.92170E+01,4.90218E+00,1.29294E+00,9.58589E-01,8.30259E-02,2.10726E-04,3.81726E-02,2.34317E-05,1.03819E+01,6.37277E-03,1.59308E+00,9.77888E-04,2.66113E+05,1.29942E-02
structural,GUALEA,5.77486E+01,8.31868E+00,1.25375E+00,3.62411E-01,3.16582E-01,2.91980E-02,4.29383E-04,7.85987E-03,2.26967E-05,2.73756E+00,7.90516E-03,4.62024E-01,1.33417E-03,6.84965E+04,1.71226E-02
structural,ATAHUALPA,2.06161E+02,4.80939E+01,6.09279E+00,1.82223E+00,1.83001E+00,1.89575E-01,7.18086E-04,6.73588E-02,5.38010E-05,2.55100E+01,2.03754E-02,4.89470E+00,3.90950E-03,1.03968E+06,3.27428E-02
