NM_BARR,ID_BARR,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
SANTA MARTHA,1.0,4.0,295889,13.999999999999998,2.7860123,0.85447014,0.181692739,0.0697128537,0.1081121348,0.01076214799,0.00169180662,17146,0.604039105,0.1328394799,5.794804167394416,0.26905369975,12.084333,4314.565035714287,948.853427857143
NAYÓN CENTRO,2.0,977.0,139613033,6167.3,153.85897178,377.767872,162.04516986,82.63712533,200.69087992000001,23.170276463,20.3114866621,43626271,1803.84874872,438.052499134,31.24799302588148,2.371573844728762,329.3416351093671,29248.597420589234,7102.8245607316
ORGANIZACIÓN ARA,3.0,38.0,1867125,56.7,19.444299,9.83854354,3.418021887,1.665157749,3.6339775079,0.36451868982,0.014582385822,258668,6.971158106,1.7251385026,13.853801783290132,0.959259710052631,25.71849351322751,12294.811474426808,3042.572314991182
SANTA ANA,4.0,59.0,8841705,324.7,10.37319938,22.2194403,9.30217501,4.78264442,12.322539729999999,1.284915758,0.7740339503,2260891,77.48711555,18.20331438,25.570760838372752,2.177823318644068,238.3843394825993,23864.217908838928,5606.194758238374
NINALLACTA,5.0,59.0,53653784,2483.7,9.32815449,23.2084549,9.9785004,5.01304979,11.471842,1.285396003,7.5409533724,14801911,636.54033,145.87318394,27.587823391597293,2.178637293220339,303.61772244635023,25628.71240487982,5873.220756935218
ALLPALLACTA,6.0,193.0,23893549,1794.0,39.25086767,78.8447835,30.98792902,14.85095151,29.06547609,3.500021922,5.9891267804,6846061,482.28063173,112.56213462,28.652341195680407,1.813482861139896,333.8420724860647,26882.978357302116,6274.366478260869
LA CRISTALINA,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN FRANCISCO DE HUARCAY,8.0,199.0,17497074,1208.4,80.1115908,70.1020965,20.57215001,9.290147178,18.924024625999998,2.0475182521,1.5569538792,2824621,173.922373536,39.220545861,16.143392626278843,1.028903644271357,128.84424687189673,14392.781656405163,3245.6592072989074
LA VICTORIA,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NÉSTOR ROMERO DÍAZ,10.0,335.0,39553813,2106.0,71.99698085,131.948813,51.61445098,25.12662189,54.31314412,6.246505267,5.9262300334,10875251,532.44109657,125.51169612,27.49482429985778,1.864628437910448,281.3974374833808,25282.103350902184,5959.719663817664
LA INDEPENDENCIA,11.0,228.0,16218429,1104.0,98.9429151,86.7608573,21.13791986,8.366760422,12.791547134,1.4985322158,1.21275056149,2177154,119.038508149,24.994113131,13.423954243182266,0.657250971842105,109.85059433786233,10782.473564221014,2263.959522735507
UNIÓN Y PROGRESO,12.0,208.0,26567631,1325.0,46.94258004,84.6599595,31.9662905,15.078263054,29.352913264999998,3.5089374457,3.9230788471,7050666,322.81025855,74.569995228,26.53855616387437,1.686989156586538,296.08142242264154,24363.038381132075,5627.924168150943
MARTHA BUCARAM DE ROLDÓS,13.0,678.0,73630344,4120.0,184.56358375,281.7096916,94.77217741,42.392447438,74.562077785,8.8453239469,9.1844990401,16243570,804.32916254,178.498095584,22.060973005274136,1.304620051165192,222.92473398300973,19522.55248883495,4332.47804815534
LAS ORQUIDEAS,14.0,461.0,56544529,3009.0,113.59517049,192.4667593,68.43881986,31.114030008,55.3852182,6.640930591,7.626607256,13536972,646.43716928,144.780855252,23.940374244230856,1.440548935140998,253.45986227982715,21483.455276836157,4811.5937272183455
LA DELICIA,15.0,602.0,70271109,3814.0,152.44096804,253.3070854,87.57862133,39.384107506,69.289209415,8.2403127667,8.9145477656,16069752,771.1730532,171.159132783,22.86822053414595,1.36882271872093,233.7322434609334,20219.53469323545,4487.654241819611
LA MERCED,16.0,445.0,44440790,2543.0,136.48178628,178.938547,58.089046419999995,25.872274156,45.618332394999996,5.3589333163,5.4156747048,9433282,474.41377115,104.90245195,21.226628831215773,1.204254677820225,212.96400726700747,18655.67326582776,4125.145574125049
FLORIDA,17.0,478.0,56938305,3070.0,103.43465044,196.1389331,74.65289981,35.23343226,68.54010261,8.218725533999999,9.2453779221,15445862,761.66509369,176.222771195,27.12736561912999,1.719398647280335,301.15237531270355,24809.93790521173,5740.155413517915
SAN JUAN DE CHILLO,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPEJO,19.0,105.0,13057137,804.1,26.96485697,40.886898200000005,14.90108828,7.087127575,15.160025415,1.6870724825,1.6729088139,3097315,174.72778785,40.467061468,23.721242358835095,1.606735697619048,208.0473590225096,21729.609233926127,5032.590656386021
ZONA DE PROTECCIÓN LA ECUATORIANA,20.0,3.0,238275,10.5,1.9289889,0.5870404,0.17929172,0.090103064,0.2145761,0.02145761,0.0031238622,39188,1.670066941,0.428195178,16.446487181663073,0.715253666666667,29.751068571428572,15905.399438095239,4078.0493142857135
RUMIHUCO,21.0,87.0,12385730,652.0,15.95396535,34.6314272,14.137116989999999,6.937067044,15.340424454999999,1.7458542547,1.9083931886,3458865,169.36776473,39.827387134,27.92620794743742,2.006729028390804,292.698341809816,25976.651032208592,6108.494959202454
LA CONCEPCIÓN,22.0,36.0,4577629,186.2,10.4439803,13.4116972,4.68870595,2.24355406,5.212062856,0.5606023908,0.25818977382,1011411,36.728802078,8.872324856,22.094640983824508,1.557228863333333,138.66260677765845,19725.457614393126,4764.943531686359
CHINCHILOMA,23.0,4.0,666341,30.1,1.5595808,1.1111016,0.4137161,0.224591853,0.691009662,0.0737029951,0.0708947642,157874,6.47458484,1.549442839,23.692693135987327,1.8425748775,235.53077807308972,21510.248637873756,5147.650627906977
PATICHUBAMBA,24.0,40.0,1267054,52.5,21.8161773,10.395756,3.0976461,1.469476153,3.220943962,0.3333389606,0.02746759259,146036,5.500904384,1.3170881707,11.525658967324606,0.8333474015,52.31922398095238,10477.913112380953,2508.7393727619046
SAN ANDRÉS,25.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN FRANCISCO,26.0,101.0,26082218,957.8,25.84308365,39.3791083,14.12838146,6.737827048,14.911597794,1.6556535931,2.0606618623,6407658,210.26578246,48.899213264,24.567151876184067,1.639260983267327,215.14531867822092,21952.994618918357,5105.36784965546
SAN JUANITO,27.0,8.0,2985062,123.9,4.5727516,2.41619324,0.524954781,0.199025343,0.287075106,0.0318565918,0.05122600382,232123,7.686946315,1.6075456782,7.776143663587455,0.3982073975,41.34463585149314,6204.153603712672,1297.4541389830508
COMUNA RUMILOMA,28.0,6.0,837178,756.0,0.51736071,2.38504,1.2408479,0.63767548,1.2190759,0.14497805,3.1680102,275294,246.119618,57.784788999999996,32.88353692896345,2.416300833333333,419.0489682539682,32555.50502645503,7643.490608465609
SAN CARLOS,29.0,518.0,153608974,4317.1,90.94994597,202.7671139,85.98975684,43.02733512,95.26584828,11.355998065,13.0495888674,44909473,1170.45117947,276.667478173,29.2362301405077,2.192277618725869,302.27673362674017,27111.977472608924,6408.641870074819
JACARANDA,30.0,639.0,164505922,2401.9,87.15783806,252.5611284,112.8861465,57.47210881,128.92280349,15.50448175,8.978008106,52365062,734.4272779300001,177.592769066,31.831718277159236,2.426366471048513,373.7877557766768,30576.92984428994,7393.84525026021
COMUNA SAN JUAN BAUTISTA DE ANGAMARCA,31.0,2.0,67499,2.8,0.9121,0.6853828,0.19669271,0.0814446,0.12437988,0.0153859781,0.0032310548,10016,0.28815437,0.0613089,14.839361802207279,0.769298905,115.39481428571429,10291.227499999999,2189.6035714285713
BARRIO CENTRAL,32.0,360.0,50256435,3024.0,82.53780393,140.1495177,53.46884672,26.006368804,57.837449577,6.5600412042,7.08067511067,13012664,717.42881331,171.038977881,25.892533250095894,1.822233667833333,234.14930921527775,23724.497794642855,5656.050855853175
SANTA  ANA,33.0,104.0,6337676,262.5,58.47981297,28.7881504,7.422684225,3.229356347,6.079996157,0.6226283417,0.15744346233,1208451,44.884339274,11.409852397,19.067726393876335,0.598681097788461,59.97846184000001,17098.79591390476,4346.610436952381
ANGAMARCA,34.0,82.0,10763752,420.0,16.9042023,29.6805633,12.37214906,6.434927352,16.608157,1.813779771,0.9095661828,2996387,106.51583251,26.092810976,27.83775682637134,2.21192655,216.56337685714286,25360.91250238095,6212.5740419047615
CERRO NEGRO,35.0,3.0,421579,16.799999999999997,1.1850203,1.1189267,0.3146513,0.13672591,0.24467594,0.028337253,0.0327732981,80061,2.83992019,0.64491931,18.990834571239656,0.9445751,195.0791553571429,16904.286845238097,3838.805416666667
LA PRAGA,36.0,22.0,31407027,121.0,6.11913844,7.7904007,3.1022132,1.57868349,3.40956435,0.390287393,0.835720111,8912963,52.4404594,13.5892278,28.378882008525576,1.774033604545455,690.6777776859504,43339.2226446281,11230.766776859504
SAN JUAN LOMA,37.0,51.0,8889411,585.0,9.74867978,18.8397617,7.8604525,4.0626153,10.488490089999999,1.163605597,1.3299415387,2599142,149.09258583,36.47248478,29.23863211153942,2.281579601960785,227.34043396581194,25485.912107692304,6234.612782905983
CURIQUINGUE,38.0,54.0,5594256,216.1,20.97060546,18.5047103,5.71312133,2.687061106,6.124502151,0.6787788082,0.30066190119,959151,31.725576970000002,7.244945154,17.145284007840527,1.256997792962963,139.13091216566406,14680.970370198984,3352.5891503933362
LA PRIMAVERA,39.0,937.0,225189221,4111.7,111.07706656,370.4272961,173.17866434,88.51159795,193.80537748,23.512878073,15.5554211329,74216644,1279.44830882,306.634358545,32.95745849752947,2.509378663073639,378.32091672301,31117.258282948656,7457.605334654765
ACOSTA SOBERÓN,40.0,268.0,47146671,1304.7,27.70522686,98.2789453,49.29394264,26.64580603,66.07607736,8.034181458,5.949638706,17424025,460.4906353,114.75732553,36.95706283573185,2.997828902238806,456.01584318234075,35294.75245650341,8795.686788533763
SANTO DOMINGO,41.0,72.0,4447708,191.79999999999998,32.1188694,21.32841925,7.290214066,3.541836558,7.720660817,0.7752505181,0.08561143595,618935,23.636902596,5.650168843499999,13.915809499987306,1.076736830694444,44.63578516684046,12323.723981230449,2945.8648819082377
LA GRANJA,42.0,130.0,47247040,967.0,16.5925213,48.2227281,22.49631579,11.91723673,30.771194039999997,3.570969339,3.839242899,16801443,319.8444259,78.78110168,35.56083689274274,2.746899491538462,397.0261529472595,33075.94890382626,8146.959842812823
LA MOYA,43.0,293.0,80760475,1455.2,38.21917122,104.2351736,49.9838901,26.98528039,73.5764862,8.482948504,5.6836744648,30403985,498.41979902,124.819631314,37.64711003798485,2.895204267576792,390.5768598680594,34250.94825590984,8577.489782435405
INGA,44.0,10.0,5172673,91.0,5.1107527,2.80484722,0.874105077,0.402792933,0.8075020585,0.08178719754,0.03068569465,912421,10.630767349,2.570872575,17.639264049465304,0.8178719754,33.72054357142857,11682.16192197802,2825.134697802198
COMUNA LA TOGLLA,45.0,6.0,880306,35.7,0.84163946,1.9428212,0.96892263,0.55194944,1.69466744,0.193761933,0.127829983,339151,13.073898999999999,3.44936406,38.52648709841159,3.22936555,358.0671792717086,36621.56582633052,9662.084201680671
LA MANDARINA,46.0,170.0,85187467,1330.1,19.83964056,65.3908321,31.47017005,16.37859609,36.92076283,4.437816542,5.059453786,27151367,434.83112924,103.785140764,31.872490171977997,2.610480318823529,380.381458988046,32691.611851740472,7802.807365160515
SANTA  ROSA,47.0,61.0,16939876,331.09999999999997,31.0130767,18.9898537,4.98064301,2.128553423,3.887873478,0.4263361517,0.23513298009,1322848,32.658239001,7.119424039,7.809077416489568,0.698911724098361,71.01569921171853,9863.557535789792,2150.233778012685
ONTANEDA BAJA,48.0,208.0,57018340,990.4,29.99817038,77.4222224,34.38755919,18.09601583,48.09603377,5.573744148,3.8562895106,18971964,321.76705028,80.55044551,33.273441353090135,2.679684686538462,389.36687304119545,32488.59554523425,8133.122527261713
SOLIDARIDAD,49.0,646.0,73684470,3864.0,88.59203893,248.33227209999998,118.84658975,61.27390904,128.95519275,15.09811196,16.7435315384,25681519,1288.56122479,308.06483322,34.85336739226954,2.337169034055728,433.32120958592134,33347.857784420296,7972.692371118013
ROJAS,50.0,201.0,44323061,979.1,28.409690050000002,73.7225962,34.0618707,17.99234553,46.81349813,5.299670385,3.042754872,14339959,299.32455151,73.314067508,32.35326783713117,2.636651932835821,310.7705925850271,30571.397355734858,7487.903943213155
SAN PEDRO DE EL VALLE,51.0,263.0,48228002,1768.6,55.22196806,104.4964666,40.50492479,19.62250299,43.15414019,4.985692539,4.4442167396,12263889,406.46861444,92.807346503,25.42898090694331,1.895700585171103,251.28444756304424,22982.506753364247,5247.503477496325
SAN ANDRÉS DE CONOCOTO,52.0,19.0,1416425,60.9,5.37773125,7.0324203,2.38450138,1.17928246,3.02606492,0.3202716,0.0978018613,295478,11.4433467,2.8149569,20.86079510784198,1.68564,160.5941893267652,18790.38866995074,4622.260919540229
MUYULLACTA,53.0,372.0,51130472,1930.3,62.54724633,144.797665,63.28946038,31.97935607,69.38627274,8.168254842,7.1731360983,17310123,586.34467577,141.19134642,33.85480828774556,2.195767430645161,371.60732001761386,30375.83151686266,7314.476838833342
TACURI,54.0,236.0,68442178,2743.7,39.85848944,93.3367297,39.10689006,19.48452633,44.21335957,5.439275428,10.3125871995,21572915,818.58127928,198.014662936,31.51991320843551,2.304777723728813,375.86424169916535,29834.94111163757,7217.0668417101
COMUNA SAN PEDRO DEL TINGO,55.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAPALOMA,56.0,14.0,6941516,279.3,2.65937575,6.4393003,2.20358427,0.97394702,1.72379286,0.2633576,0.555370233,1385012,47.7603284,10.3980401,19.952585721002034,1.881125714285714,198.8436208378088,17100.010168277837,3722.89298245614
LA  PAZ,57.0,322.0,64576639,2055.1,45.17661236,110.4376702,52.69410014,29.01548151,84.67613171,9.633009016,7.7296187401,24955674,723.81678762,185.200577717,38.645048447374855,2.991617706832299,376.11886234733106,35220.514214393464,9011.755034645515
ONTANEDA ALTA,58.0,119.0,10411283,336.7,27.3311531,43.2661219,16.821986,8.64002004,22.94071959,2.49373377,0.7262105914,3080340,89.38832093,22.514986015999998,29.586554650796593,2.095574596638655,215.68476133056132,26548.357864567868,6686.957533709534
QUILLALLACTA,59.0,92.0,28858197,514.5,17.28486974,36.6338459,15.66988144,7.673008589999999,14.73839497,1.688902812,1.6120318939,7491214,136.74522568,31.028744795999998,25.958704552790135,1.835763926086956,313.32009599611274,26578.275156462587,6030.8541877551015
SAN MARTÍN DE PORRES,60.0,588.0,59695313,3056.0,117.12547324,220.6999679,89.90550831,46.35433633,113.91471267,13.144018281,11.254259094,19241320,923.39512502,227.0975656,32.23254786476932,2.235377258673469,368.2676405104712,30215.809064790577,7431.203062827225
