comuna,comuna_1,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
6,,23223.0,1481322447,145955.0,13972.3763269,6764.34497387,1471.15289719,493.852542655,521.273372289,57.5135681244,44.28792827572,95022861,6711.05239013,1210.555317874,6.414731699225406,0.247657788073892,30.34354991313761,4598.0284266589015,829.4031159425849
4,,11222.0,2781717665,52446.0,7803.4746927,2602.24386944,497.14831961,158.847176355,160.285932605,17.5972442553,9.53711222585,125836979,1614.31661482,285.155062952,4.523714976430439,0.156810232180538,18.184632242401708,3078.0547893452313,543.7117472295313
5,,14702.0,1938502800,108834.0,9282.8501037,4109.38267166,802.95483915,256.153459381,250.658988203,28.1330831003,28.57127182771,102308507,4005.76424125,686.443317994,5.277707482631287,0.191355482929533,26.252156336907582,3680.618410836687,630.7250656908686
7,,12945.0,1437644456,68039.0,8606.4593391,3193.06334079,675.32853077,226.493504416,243.655325905,26.0380484334,14.70733177714,74582069,2590.45372115,470.223512288,5.187796527242692,0.201143672718424,21.61603165411014,3807.307163759021,691.1087939093754
8,,18260.0,2661259503,94730.0,12595.4811937,4331.66533737,820.91182446,259.049359958,252.892186418,28.0849488003,17.36044225429,117728846,2858.08580389,496.638937698,4.423801821907617,0.153805853232749,18.326234829821598,3017.086249224111,524.2678535817587
9,,11397.0,1525212474,35186.0,8595.3766474,2191.96847399,381.872954093,116.703951921,111.077984061,12.2275054667,4.20428118802,51516299,772.679860141,132.951909186,3.377647350327431,0.107287053318417,11.94873298476667,2195.986642815324,377.85457052805094
21,,22875.0,778100948,125655.0,14555.9579602,6104.22630299,1312.67237262,439.208778896,462.934273725,48.0562079032,28.00482944038,43885027,5062.93169969,916.693681139,5.640017141849624,0.210081783183388,22.287079256997334,4029.2321831124905,729.5321962030959
13,,24971.0,1544601519,137416.0,16683.8141403,6191.8120769199995,1260.15376601,411.984428511,423.235551504,44.5123986912,26.5620312918,83660255,4812.31840812,860.26230121,5.416300180972155,0.178256372156502,19.329649598154507,3502.0073412994116,626.027756018222
12,,10008.0,876211224,66262.0,6995.1697911,2293.2874319000002,439.92850354,140.225627114,139.388602313,15.1165633808,11.23115758624,39732983,1954.19767072,342.635481029,4.534635266157816,0.151044797969624,16.949620576257885,2949.198138782409,517.0919698001871
14,,26271.0,1183724308,147875.0,17616.6387544,6283.02445256,1385.9051105,471.72270863800003,513.709080998,53.2679029227,29.76436071071,66264831,5793.50379959,1062.658873311,5.597995254525841,0.20276313396026,20.12805458036179,3917.838579604396,718.6196945467456
11,,14355.0,1485929811,98826.0,9950.050234799999,3371.52330295,636.87034338,200.684940724,195.871331109,21.6062709502,17.02553002922,63828335,2866.25741271,498.232426273,4.295514814602328,0.150513904215953,17.22778421591484,2900.3070170906444,504.1511609019894
10,,15435.0,2104735955,98743.0,11131.5935762,3388.03510198,580.33703145,174.464574481,160.569643038,17.4231126235,13.49278301332,79706930,2261.35682983,377.168048429,3.787027503482694,0.112880548257208,13.664546361078761,2290.1439391450535,381.96940383520854
20,,8809.0,460253731,55925.0,8040.6921313,660.21775053,75.788174881,18.766607907,13.5353130672,1.405284033646,0.914206713356,4787453,218.800361397,32.7036823927,1.040176963001659,0.015952821360495,1.634701320261064,391.2389117514528,58.47775126097452
16,,13943.0,1230954787,93741.0,9710.907040099999,3276.67388514,594.34247598,184.248529074,176.82803546899999,18.8679119751,14.85754659904,51289991,2564.11107679,443.408967936,4.166683552410511,0.135321752672309,15.849571264484059,2735.314405425587,473.0149752360227
15,,27726.0,1187313488,121236.0,19578.5711816,6175.63249771,1198.27429771,385.095959567,388.425926025,39.8497872769,17.31985628363,52236785,3457.83009998,610.719159531,4.399578139960648,0.143727141588761,14.286067078780231,2852.1479593355107,503.74406903147576
17,,16680.0,7917764287,159909.0,12581.7098745,3363.51737835,487.351266007,135.4600234239,111.9614858026,11.90633974529,13.11939174029,196402126,2211.579255014,341.6482958501,2.480525042984743,0.07138093372476,8.204286025358172,1383.023629072785,213.65169931029524
18,,14744.0,1762480248,108465.0,12917.4361939,1556.22672772,187.652406534,47.5382322316,35.1464639798,3.69119314697,2.777202608557,22308240,585.454177469,86.6118831101,1.265729912047004,0.025035222103703,2.560459695345964,539.7632208260729,79.85237920997557
22,,6109.0,3470137568,23621.0,5197.4208173,788.494834055,85.5661380436,21.4731996984,16.0450063026,1.819666783226,0.76202358647,45107918,127.571229298,19.1882726345,1.29988845992043,0.029786655479227,3.226042870623598,540.0754807078447,81.23395552474493
2,,19133.0,8582687257,109999.0,14680.5151049,3571.533068907,561.7483793653,166.28721250602,152.91624214373,16.50020774647,10.84424266501,153516274,1774.238373366,296.755199318,1.788673754337028,0.086239522011551,9.858492045391323,1612.9586390476277,269.7799064700588
1,,7847.0,673344396,57956.0,6744.5586615,924.591999852,120.682686497,32.0085758824,25.1580121854,2.69143455074,1.732556679186,8090943,358.783438558,55.3453559537,1.20160553015458,0.034298898314515,2.989434535140452,619.0617685105942,95.4954723474705
3,,9548.0,3765203981,31627.0,7793.6989018,1435.012901872,210.019142936,59.0476350161,50.221420069,5.59710377937,1.709125717105,73868008,340.466370654,55.4431277966,1.961859383071965,0.058620693122853,5.404008338144624,1076.5054246498246,175.30315172668924
19,,18507.0,9611570190,102670.0,15265.4067663,2745.3396380636,339.9606688979,88.47301449235,67.81990509661,7.5308145629812,4.469564319144,141826555,764.378792846,115.3411783414,1.475581538479517,0.040691708883024,4.353330397529951,744.5006261283725,112.34165612291808
