#,,,,,,,,,,"generated_by='OpenQuake engine 3.14.0-gitac4adff13b', start_date='2022-04-14T11:28:22', checksum=3625500031, investigation_time=1.0, risk_investigation_time=1.0"
event_id,slight,moderate,extensive,complete,collapsed,fatalities,losses,loss_type,rup_id,year
13464,7.15746E+02,3.36252E+01,4.56208E+00,1.56043E+00,1.48657E-01,5.92703E-02,6.90347E+06,structural,12554,1
13465,1.26657E+04,8.82304E+02,1.69814E+02,9.32845E+01,9.86244E+00,4.13739E+00,1.66266E+08,structural,12555,1
13466,6.58712E+04,1.17648E+04,3.85476E+03,4.25273E+03,4.33691E+02,2.25062E+02,1.76404E+09,structural,12556,1
13467,3.55575E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.75655E-02,structural,12557,1
13468,2.47876E+04,2.23408E+03,5.04038E+02,3.57539E+02,3.63946E+01,2.65511E+01,5.23530E+08,structural,12558,1
13469,3.72249E+02,5.53587E+00,4.45788E-01,1.00344E-01,1.06522E-02,6.63734E-03,5.68291E+06,structural,12559,1
13470,6.80004E+02,1.33009E+01,1.22476E+00,3.11250E-01,3.28677E-02,2.08178E-02,1.02837E+07,structural,12559,1
13471,5.14586E+03,2.55122E+02,4.64250E+01,2.59444E+01,2.67106E+00,9.25839E-01,7.09594E+07,structural,12560,1
13472,5.01708E+03,1.87427E+02,2.55480E+01,9.57374E+00,9.95337E-01,4.08219E-01,5.65625E+07,structural,12561,1
13473,9.67061E+03,9.13895E+02,2.24077E+02,1.58995E+02,1.60456E+01,7.84269E+00,1.21867E+08,structural,12562,1
13474,9.34751E+04,2.28286E+04,8.68025E+03,1.22110E+04,1.25766E+03,5.92404E+02,3.71591E+09,structural,12563,1
13475,9.83551E+04,2.78533E+04,1.15326E+04,1.89899E+04,1.95446E+03,9.64513E+02,5.16872E+09,structural,12563,1
13476,4.80544E+02,1.20583E+01,1.23933E+00,3.35930E-01,3.34000E-02,2.19983E-02,4.53072E+06,structural,12564,1
13477,1.47068E+02,2.98527E+00,2.53865E-01,5.64668E-02,5.52251E-03,4.63617E-03,1.13273E+06,structural,12564,1
13478,2.79268E+04,3.05977E+03,7.37366E+02,4.97085E+02,4.94141E+01,2.82079E+01,3.94021E+08,structural,12565,1
13479,5.83229E+04,9.25030E+03,2.71154E+03,2.39382E+03,2.41538E+02,1.38394E+02,1.30134E+09,structural,12565,1
13480,9.62313E+04,2.24520E+04,7.77392E+03,8.47781E+03,8.72313E+02,4.93797E+02,3.64402E+09,structural,12566,1
13481,2.71497E+03,9.89975E+01,1.25146E+01,3.96445E+00,4.22914E-01,5.14643E-01,4.45462E+07,structural,12567,1
13482,2.03048E+04,1.65445E+03,3.68735E+02,2.45149E+02,2.54959E+01,1.57864E+01,3.84291E+08,structural,12568,1
13483,5.12440E+04,8.15953E+03,2.52845E+03,2.66911E+03,2.70473E+02,1.43117E+02,1.97421E+09,structural,12569,1
13484,9.83442E+03,5.00970E+02,7.64432E+01,3.04288E+01,3.00687E+00,1.32349E+00,9.06017E+07,structural,12570,1
13485,1.54869E+03,4.52465E+01,5.01787E+00,1.46437E+00,1.37096E-01,6.97646E-02,8.92866E+06,structural,12571,1
13486,5.61325E+03,2.47208E+02,3.53277E+01,1.34325E+01,1.41879E+00,7.97132E-01,8.14265E+07,structural,12572,1
13487,6.52893E+04,1.07116E+04,3.16245E+03,2.77383E+03,2.90258E+02,2.14271E+02,2.55088E+09,structural,12573,1
13488,6.24397E+04,1.17049E+04,3.87638E+03,4.23086E+03,4.41451E+02,3.24834E+02,2.53059E+09,structural,12573,1
13489,4.24835E+04,5.04031E+03,1.31631E+03,1.22977E+03,1.23142E+02,4.38510E+01,8.00277E+08,structural,12574,1
13490,4.76887E+04,7.44853E+03,2.37510E+03,2.74863E+03,2.74963E+02,1.46519E+02,1.09285E+09,structural,12575,1
13491,1.77465E+04,1.44703E+03,3.27933E+02,2.35796E+02,2.38210E+01,1.05781E+01,2.90162E+08,structural,12576,1
13492,3.20304E+04,3.76266E+03,9.80651E+02,7.46869E+02,7.85678E+01,3.97402E+01,6.01920E+08,structural,12577,1
13493,6.93894E+03,3.66650E+02,6.19472E+01,2.91773E+01,2.88824E+00,1.31222E+00,7.28703E+07,structural,12578,1
13494,3.84376E+04,5.98255E+03,1.90045E+03,2.06285E+03,2.10348E+02,1.07303E+02,1.13824E+09,structural,12579,1
13495,6.23029E+04,9.89307E+03,2.78642E+03,2.21811E+03,2.28232E+02,1.07882E+02,1.27151E+09,structural,12580,1
13496,5.79372E+03,2.48602E+02,3.70200E+01,1.51142E+01,1.54018E+00,7.43238E-01,6.95601E+07,structural,12581,1
13497,5.57366E+04,7.98953E+03,2.23653E+03,1.91219E+03,2.00503E+02,1.90022E+02,2.02056E+09,structural,12582,1
13498,5.59090E+04,9.86139E+03,3.19480E+03,3.71115E+03,3.69519E+02,1.89679E+02,1.24914E+09,structural,12583,1
13499,5.41072E+04,8.52932E+03,2.49991E+03,2.28756E+03,2.33479E+02,1.16030E+02,1.18848E+09,structural,12584,1
13500,2.12266E+04,2.49315E+03,6.51125E+02,8.11364E+02,8.09364E+01,2.10523E+01,3.18578E+08,structural,12585,1
13501,7.31194E+04,1.43302E+04,4.74397E+03,5.04922E+03,5.21702E+02,2.72640E+02,2.10468E+09,structural,12586,1
13503,2.70771E+03,1.57330E+02,2.70461E+01,1.20400E+01,1.27334E+00,6.97628E-01,6.07536E+07,structural,12588,1
13504,8.01635E+04,1.64421E+04,5.70694E+03,7.16898E+03,7.46874E+02,3.22331E+02,2.59430E+09,structural,12589,1
13505,2.18978E+03,5.46037E+01,5.64853E+00,1.54896E+00,1.54257E-01,1.68151E-01,2.85846E+07,structural,12590,1
13506,2.19276E+02,6.63851E+00,7.45008E-01,2.17187E-01,2.17580E-02,1.04331E-02,2.29740E+06,structural,12591,1
13507,6.53814E+04,1.09934E+04,3.26966E+03,2.94665E+03,3.03576E+02,1.47912E+02,1.62383E+09,structural,12592,1
13508,8.54235E+03,6.05983E+02,1.17521E+02,6.15035E+01,6.10544E+00,2.57042E+00,9.72918E+07,structural,12593,1
13509,1.13974E+03,3.95492E+01,5.29201E+00,1.88973E+00,2.07963E-01,1.08793E-01,1.21421E+07,structural,12594,1
13510,3.10711E+01,3.46608E-01,2.28734E-02,4.23436E-03,4.40543E-04,2.87398E-04,1.61325E+05,structural,12595,1
13511,1.46981E+01,8.89571E-02,3.46737E-03,3.68938E-04,3.75519E-05,1.39546E-04,4.33181E+05,structural,12595,1
13512,1.55105E+03,5.89796E+01,7.30835E+00,2.35479E+00,2.44607E-01,1.27142E-01,1.67266E+07,structural,12596,1
13513,7.51815E+01,9.50257E-01,7.17547E-02,1.50169E-02,1.57231E-03,5.39004E-04,1.14202E+06,structural,12597,1
13515,2.51660E+04,2.63874E+03,6.88195E+02,6.44264E+02,6.64398E+01,2.14231E+01,5.98264E+08,structural,12599,1
13516,5.04540E+04,7.97805E+03,2.38442E+03,2.13050E+03,2.20256E+02,1.12233E+02,1.36588E+09,structural,12600,1
13517,7.74539E+04,1.61134E+04,5.61924E+03,6.70545E+03,6.80711E+02,3.20059E+02,2.78074E+09,structural,12601,1
13518,3.62330E-01,3.82475E-04,4.48762E-06,4.05690E-08,4.13070E-09,3.73253E-09,1.19461E+04,structural,12602,1
13519,1.25651E+02,1.42785E+00,9.57894E-02,1.79501E-02,1.93706E-03,1.24911E-03,6.30798E+05,structural,12603,1
13520,5.86131E+03,3.28512E+02,5.97291E+01,3.06009E+01,2.87313E+00,1.23841E+00,5.60127E+07,structural,12604,1
13521,2.23951E+04,2.17001E+03,4.84956E+02,2.93659E+02,3.05984E+01,1.58042E+01,3.90774E+08,structural,12605,1
13522,9.95570E+04,2.55693E+04,9.45782E+03,1.14586E+04,1.17893E+03,6.11850E+02,4.14607E+09,structural,12606,1
13523,5.35472E+04,7.29190E+03,1.94906E+03,1.52293E+03,1.55691E+02,8.09029E+01,1.08396E+09,structural,12607,1
13524,1.74420E+04,1.30090E+03,2.50124E+02,1.29063E+02,1.32059E+01,6.62176E+00,2.10798E+08,structural,12608,1
13525,4.85245E+04,7.25095E+03,2.16416E+03,2.07726E+03,2.15336E+02,1.14144E+02,1.21890E+09,structural,12609,1
13526,3.05510E+04,4.11088E+03,1.12856E+03,9.36988E+02,9.30784E+01,3.77307E+01,5.47950E+08,structural,12610,1
13527,8.60494E+03,6.02397E+02,1.44643E+02,1.32971E+02,1.34343E+01,1.44156E+00,1.22661E+08,structural,12611,1
13528,6.07829E+04,1.05884E+04,3.35343E+03,3.55508E+03,3.63318E+02,1.91882E+02,1.47293E+09,structural,12612,1
13529,4.45439E+04,5.52037E+03,1.43614E+03,1.07685E+03,1.11818E+02,4.92791E+01,8.31717E+08,structural,12613,1
13530,6.76872E+04,1.27438E+04,4.15572E+03,4.34906E+03,4.52506E+02,3.62256E+02,3.02982E+09,structural,12614,1
13531,1.75063E+04,1.59271E+03,3.51838E+02,2.17162E+02,2.16040E+01,9.79569E+00,2.11445E+08,structural,12615,1
13532,3.32877E+03,1.36733E+02,2.03905E+01,8.62975E+00,8.99986E-01,2.29514E+00,1.02960E+08,structural,12616,1
13533,8.79788E+04,1.88808E+04,6.56730E+03,8.32926E+03,8.57058E+02,3.95747E+02,2.95491E+09,structural,12617,1
13534,2.35063E+01,2.52111E-01,1.37018E-02,1.97076E-03,1.98917E-04,7.54874E-04,9.74688E+05,structural,12618,1
13535,1.26154E+02,1.72474E+00,1.17714E-01,2.13855E-02,2.15550E-03,2.44566E-03,2.40778E+06,structural,12619,1
13536,4.25437E+01,5.94891E-01,4.99022E-02,1.27268E-02,1.34169E-03,2.98526E-03,1.17741E+06,structural,12620,1
13537,1.36330E+03,4.18861E+01,4.81597E+00,1.46180E+00,1.45049E-01,7.41773E-02,1.10012E+07,structural,12621,1
13538,1.28478E+03,3.42177E+01,3.69116E+00,1.06010E+00,1.00078E-01,4.96606E-02,8.40991E+06,structural,12622,1
13539,2.09357E+02,2.50922E+00,1.80426E-01,3.54343E-02,3.48989E-03,7.25689E-03,3.40768E+06,structural,12623,1
13540,5.04347E+02,1.43065E+01,1.94860E+00,8.28405E-01,8.49894E-02,4.15016E-02,2.81358E+06,structural,12624,1
13541,4.94411E+02,9.32910E+00,9.30209E-01,2.80797E-01,2.87138E-02,1.56567E-02,5.60912E+06,structural,12625,1
13542,5.58359E+01,6.98004E-01,5.01452E-02,9.24545E-03,9.07956E-04,2.19036E-03,1.38561E+06,structural,12626,1
13543,3.77858E+02,6.46543E+00,5.49756E-01,1.26293E-01,1.29461E-02,1.07678E-02,4.39484E+06,structural,12626,1
13544,2.92139E+02,7.37819E+00,7.90475E-01,2.25999E-01,2.37325E-02,1.49375E-02,3.47401E+06,structural,12627,1
13545,9.72589E+01,1.40418E+00,1.13266E-01,2.53661E-02,2.32085E-03,1.24733E-03,1.85614E+06,structural,12628,1
13546,1.04410E+03,2.18019E+01,2.03317E+00,5.07988E-01,5.27707E-02,3.39490E-02,1.19255E+07,structural,12628,1
13547,3.35707E+03,1.81130E+02,2.82621E+01,1.13721E+01,1.14607E+00,5.62194E-01,2.83106E+07,structural,12629,1
13548,7.39845E+02,1.73178E+01,1.92886E+00,5.96962E-01,6.20527E-02,2.38466E-02,1.03922E+07,structural,12629,1
13549,5.29062E+02,1.03028E+01,9.33192E-01,2.28210E-01,2.39046E-02,1.87236E-02,5.01209E+06,structural,12630,1
13550,3.23522E+03,1.57436E+02,2.46482E+01,1.05230E+01,1.05604E+00,5.79942E-01,2.98732E+07,structural,12631,1
13551,8.96679E+02,2.56746E+01,2.78377E+00,7.69110E-01,7.92600E-02,6.38748E-02,8.96182E+06,structural,12632,1
13552,1.07931E+03,2.36739E+01,2.27740E+00,5.71180E-01,5.94909E-02,5.00802E-02,1.27873E+07,structural,12632,1
13553,3.54662E+03,1.69106E+02,2.53023E+01,1.00948E+01,1.02768E+00,7.70012E-01,4.25020E+07,structural,12633,1
13554,1.64391E+02,2.70897E+00,2.42559E-01,6.42171E-02,6.51160E-03,4.83804E-03,1.36063E+06,structural,12634,1
13555,3.49819E+02,7.85358E+00,8.45150E-01,2.54062E-01,2.55507E-02,1.55515E-02,4.28271E+06,structural,12635,1
13556,1.39400E+03,2.82240E+01,2.69795E+00,7.14216E-01,7.15676E-02,3.77051E-02,1.53209E+07,structural,12635,1
13557,8.49283E+02,2.41785E+01,2.63137E+00,7.51270E-01,8.24299E-02,5.79617E-02,8.15501E+06,structural,12636,1
13558,7.09001E+02,2.90874E+01,4.44030E+00,1.86478E+00,1.88452E-01,1.09933E-01,7.29136E+06,structural,12637,1
13559,4.26047E+02,1.92347E+01,2.34120E+00,6.66452E-01,6.95104E-02,1.61292E-01,1.86663E+07,structural,12638,1
13560,7.27147E+02,5.30761E+01,9.04504E+00,3.62691E+00,3.79231E-01,8.90054E-01,3.43203E+07,structural,12638,1
13561,5.42432E+02,1.53721E+01,1.73724E+00,5.23458E-01,5.46033E-02,3.61851E-02,9.82448E+06,structural,12639,1
13562,4.93772E+03,2.36271E+02,3.67248E+01,1.50667E+01,1.51708E+00,7.03145E-01,5.95211E+07,structural,12640,1
13563,1.78382E+04,1.58085E+03,3.39765E+02,2.01514E+02,2.04267E+01,1.14136E+01,2.10355E+08,structural,12641,1
13564,1.44200E+03,1.10092E+02,2.13409E+01,1.07007E+01,1.11715E+00,5.71071E-01,1.94664E+07,structural,12642,1
13565,5.64256E+02,1.21525E+01,1.15268E+00,2.92829E-01,3.11933E-02,2.13073E-02,1.18731E+07,structural,12642,1
13566,8.56179E+02,1.75240E+01,1.64026E+00,4.09253E-01,4.00742E-02,2.96331E-02,7.41788E+06,structural,12643,1
13567,4.98134E+03,2.68819E+02,4.21062E+01,1.69098E+01,1.68834E+00,1.36949E+00,8.28334E+07,structural,12644,1
13568,2.38357E+03,1.42357E+02,2.44607E+01,1.11747E+01,1.19245E+00,7.55446E-01,2.79309E+07,structural,12645,1
13569,2.05810E+04,1.78048E+03,3.80306E+02,2.24833E+02,2.30439E+01,1.45521E+01,3.76116E+08,structural,12646,1
13570,1.20623E+04,9.76476E+02,2.06209E+02,1.21178E+02,1.20635E+01,7.41268E+00,1.59706E+08,structural,12646,1
13571,3.73926E+03,1.98578E+02,3.06217E+01,1.19840E+01,1.27508E+00,9.74008E-01,4.89162E+07,structural,12646,1
13579,9.54295E+01,2.29293E+00,2.16525E-01,5.35464E-02,5.56819E-03,3.46398E-03,5.05210E+05,structural,12653,1
13580,9.52502E+00,6.16520E-02,2.76672E-03,3.40690E-04,3.60513E-05,3.38907E-05,7.94791E+04,structural,12653,1
13583,3.36577E+01,3.97354E-01,2.68600E-02,5.04149E-03,5.70050E-04,2.79533E-04,2.68676E+05,structural,12656,1
13584,2.02106E+01,2.34357E-01,1.57886E-02,2.92693E-03,2.96086E-04,1.56414E-04,2.23428E+05,structural,12657,1
13585,3.14869E+02,7.47134E+00,7.29148E-01,1.86646E-01,1.81441E-02,7.06601E-03,3.94105E+06,structural,12658,1
13586,7.65655E+01,9.32381E-01,6.94155E-02,1.47814E-02,1.64040E-03,3.13897E-04,1.06046E+06,structural,12659,1
13587,8.32161E+01,1.30168E+00,1.05754E-01,2.37151E-02,2.41258E-03,1.34727E-03,7.94671E+05,structural,12660,1
13588,2.71243E+02,6.05743E+00,6.02353E-01,1.63348E-01,1.59272E-02,9.36798E-03,2.85725E+06,structural,12661,1
13589,2.12024E+00,6.48968E-03,2.37859E-04,2.98765E-05,3.18531E-06,1.18335E-06,6.89745E+04,structural,12662,1
13590,1.54306E+03,1.26373E+02,2.50517E+01,1.27544E+01,1.33408E+00,8.02746E-01,1.53778E+07,structural,12663,1
13591,1.86870E+03,7.03887E+01,9.00479E+00,3.02691E+00,3.08464E-01,1.75154E-01,1.56674E+07,structural,12664,1
13592,1.21012E+03,4.79352E+01,6.82042E+00,2.57445E+00,2.87658E-01,5.83888E-02,2.00224E+07,structural,12665,1
13593,1.44373E+03,5.08748E+01,6.35668E+00,2.07779E+00,2.27115E-01,1.00059E-01,1.82298E+07,structural,12666,1
13594,5.39254E+03,2.91831E+02,5.78880E+01,3.43189E+01,3.51401E+00,1.75396E+00,5.47188E+07,structural,12667,1
13595,1.74031E+04,1.17531E+03,2.13954E+02,1.04474E+02,1.05551E+01,5.53458E+00,1.94171E+08,structural,12668,1
13596,2.01062E+03,9.93239E+01,1.78210E+01,8.70472E+00,8.75247E-01,3.36506E-01,3.58181E+07,structural,12669,1
13597,5.47172E+03,2.59753E+02,4.06748E+01,1.70412E+01,1.84317E+00,1.08221E+00,8.89812E+07,structural,12670,1
13598,5.72543E+03,2.84641E+02,4.77852E+01,2.51795E+01,2.61514E+00,2.94445E+00,8.45959E+07,structural,12671,1
13599,2.71792E+03,8.75984E+01,1.13953E+01,4.03679E+00,4.16341E-01,1.79092E-01,3.80562E+07,structural,12672,1
13600,1.46305E+03,1.44148E+02,3.25470E+01,1.93923E+01,1.95384E+00,8.15818E-01,1.77697E+07,structural,12673,1
13601,1.72322E+03,7.04020E+01,1.00596E+01,3.78977E+00,4.12477E-01,1.86267E-01,1.95061E+07,structural,12674,1
13602,1.45142E+03,3.61737E+01,3.94817E+00,1.20423E+00,1.27020E-01,8.03612E-02,2.33139E+07,structural,12675,1
13603,1.31411E+03,2.95214E+01,2.95334E+00,8.06687E-01,8.12123E-02,5.79074E-02,1.23103E+07,structural,12676,1
13610,5.47891E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.12344E-01,structural,12683,1
13613,5.05338E+01,5.94052E-01,4.02604E-02,7.51601E-03,8.06628E-04,5.53358E-04,2.82937E+05,structural,12686,1
13614,1.19602E+03,3.00428E+01,3.13581E+00,8.75301E-01,8.64561E-02,5.48191E-02,1.26307E+07,structural,12687,1
13615,1.68935E+02,3.94718E+00,3.88284E-01,1.00036E-01,8.75938E-03,4.74457E-03,1.23722E+06,structural,12688,1
13616,7.19661E+02,1.74364E+01,1.96366E+00,6.06038E-01,6.62386E-02,2.41980E-02,1.01621E+07,structural,12689,1
13617,9.59540E+02,2.65619E+01,3.35637E+00,1.17225E+00,1.28606E-01,4.34429E-02,1.45534E+07,structural,12689,1
13618,4.26853E+04,7.46306E+03,2.52751E+03,2.87372E+03,2.97924E+02,1.28728E+02,1.21285E+09,structural,12690,1
13619,1.52077E+03,4.62043E+01,5.49585E+00,1.75454E+00,1.74831E-01,9.56247E-02,1.20096E+07,structural,12691,1
13620,8.65626E+03,5.46837E+02,9.69701E+01,4.62424E+01,4.64484E+00,2.55096E+00,1.08012E+08,structural,12692,1
13621,2.50739E+02,3.62315E+00,2.74606E-01,5.71526E-02,5.62138E-03,3.27336E-03,1.89371E+06,structural,12693,1
13622,1.45653E+03,3.91650E+01,4.19959E+00,1.19747E+00,1.18352E-01,6.18458E-02,1.15398E+07,structural,12693,1
13623,4.77140E-03,2.92294E-06,2.72460E-08,0.00000E+00,0.00000E+00,0.00000E+00,1.83850E+02,structural,12694,1
13624,6.78670E-04,3.94007E-06,9.03937E-08,5.79145E-09,5.60351E-10,5.95529E-10,1.20820E+00,structural,12695,1
13626,4.03719E+01,5.78695E-01,4.25085E-02,8.54640E-03,8.38798E-04,5.42870E-04,2.97604E+05,structural,12697,1
13627,2.52042E+01,2.54022E-01,1.57840E-02,2.71782E-03,2.91227E-04,2.20193E-04,9.32131E+04,structural,12698,1
13628,2.47659E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.58333E-02,structural,12699,1
13629,6.67652E+02,2.33648E+01,2.81705E+00,8.81560E-01,9.05903E-02,4.72559E-02,6.01834E+06,structural,12700,1
13630,1.65281E+02,3.27658E+00,2.90016E-01,6.85885E-02,7.05149E-03,3.84615E-03,1.37353E+06,structural,12700,1
13631,3.97467E+00,4.29682E-02,2.85510E-03,5.23185E-04,5.31460E-05,2.12516E-05,1.25724E+05,structural,12701,1
13632,2.21954E+02,5.32107E+00,5.37639E-01,1.44555E-01,1.48874E-02,5.45698E-03,2.94095E+06,structural,12702,1
13633,3.31405E+00,2.73397E-02,1.44511E-03,1.79978E-04,1.62579E-05,2.10732E-05,1.41481E+05,structural,12703,1
13634,3.00940E+02,6.71215E+00,6.51121E-01,1.68909E-01,1.79207E-02,8.69762E-03,4.31446E+06,structural,12704,1
13635,1.34998E+03,1.11661E+02,2.52811E+01,1.53175E+01,1.45721E+00,5.66092E-01,1.05866E+07,structural,12705,1
13636,4.07874E+03,3.01169E+02,6.96002E+01,4.98657E+01,5.15223E+00,2.72583E+00,4.97535E+07,structural,12706,1
13637,1.64911E+03,5.00311E+01,6.11688E+00,2.03307E+00,2.08001E-01,9.25628E-02,1.80291E+07,structural,12707,1
13638,8.98276E+03,5.28733E+02,8.93957E+01,4.01136E+01,4.01460E+00,1.85994E+00,9.79498E+07,structural,12707,1
13639,4.78553E+04,7.81300E+03,2.43536E+03,2.42983E+03,2.54720E+02,1.03055E+02,1.11371E+09,structural,12708,1
13640,3.43225E+04,4.07077E+03,1.05398E+03,8.00979E+02,8.17030E+01,3.59951E+01,5.62759E+08,structural,12709,1
13641,6.48880E+04,1.12560E+04,3.60749E+03,4.29931E+03,4.49895E+02,1.71278E+02,2.01426E+09,structural,12710,1
13642,4.18872E+04,6.22355E+03,1.93034E+03,2.13438E+03,2.21063E+02,1.44043E+02,1.66355E+09,structural,12711,1
13643,2.76747E+04,3.16438E+03,9.52476E+02,1.20206E+03,1.23279E+02,6.60441E+01,4.66144E+08,structural,12712,1
13644,2.14479E+04,1.72156E+03,3.41920E+02,1.81076E+02,1.83889E+01,9.31850E+00,2.89598E+08,structural,12713,1
13645,1.53764E+04,1.12613E+03,2.10925E+02,1.04329E+02,1.08088E+01,5.79936E+00,1.83367E+08,structural,12714,1
13646,3.60765E+04,4.89610E+03,1.38205E+03,1.20338E+03,1.26277E+02,5.00596E+01,7.62982E+08,structural,12715,1
13647,2.74038E+04,2.61952E+03,5.89057E+02,3.79357E+02,3.92845E+01,1.70141E+01,4.28855E+08,structural,12716,1
13648,1.16154E+03,3.94461E+01,4.95001E+00,1.63421E+00,1.70834E-01,8.48100E-02,1.22160E+07,structural,12717,1
13649,7.87199E+03,4.09040E+02,6.33592E+01,2.57508E+01,2.60054E+00,1.42909E+00,6.76528E+07,structural,12718,1
13650,4.69359E+03,2.57039E+02,4.23667E+01,1.87096E+01,1.85581E+00,1.00097E+00,4.23690E+07,structural,12719,1
13651,3.25446E+03,1.80940E+02,3.27673E+01,1.81983E+01,1.85135E+00,8.29714E-01,4.04407E+07,structural,12720,1
13652,2.65033E+01,2.72402E-01,1.66097E-02,2.88126E-03,2.75150E-04,1.50617E-04,1.30759E+05,structural,12721,1
13653,3.37023E+02,1.08725E+01,1.29954E+00,4.05104E-01,4.21958E-02,1.88003E-02,3.55703E+06,structural,12722,1
13654,9.80580E-04,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.12402E+01,structural,12723,1
13655,7.44835E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,5.29328E-01,structural,12724,1
13656,5.28932E+01,9.83816E-01,8.19054E-02,1.82428E-02,1.76827E-03,1.14516E-03,2.33357E+05,structural,12725,1
13657,6.80932E+01,1.51005E+00,1.36940E-01,3.27828E-02,3.18169E-03,2.02455E-03,2.89451E+05,structural,12725,1
13658,3.40515E+00,3.78645E-02,2.53893E-03,4.75224E-04,4.46956E-05,2.51702E-05,5.13478E+04,structural,12726,1
13659,4.57866E+00,1.32973E-02,3.37667E-04,2.21998E-05,2.31936E-06,4.17754E-06,1.96630E+05,structural,12727,1
13660,6.78945E+01,7.72283E-01,4.35807E-02,6.27857E-03,6.70625E-04,1.93781E-03,2.92720E+06,structural,12728,1
13661,1.14255E+01,3.66489E-02,1.31387E-03,1.43072E-04,1.52243E-05,1.14705E-05,4.75237E+05,structural,12729,1
13662,1.56148E+03,4.16515E+01,4.89094E+00,1.52087E+00,1.51901E-01,1.11679E-01,2.45910E+07,structural,12730,1
13663,1.36908E+04,1.21808E+03,2.78697E+02,1.79889E+02,1.80015E+01,1.01196E+01,1.45391E+08,structural,12731,1
13664,1.29528E+04,1.03338E+03,2.14388E+02,1.23789E+02,1.29478E+01,6.51830E+00,1.48541E+08,structural,12732,1
13665,4.59194E+04,7.18453E+03,2.17386E+03,2.21472E+03,2.26945E+02,1.21609E+02,9.88170E+08,structural,12733,1
13666,6.60494E+03,3.91250E+02,7.12387E+01,3.67185E+01,3.65588E+00,1.41597E+00,9.39028E+07,structural,12734,1
13667,1.69523E+04,1.66301E+03,3.84923E+02,2.46762E+02,2.60787E+01,1.19659E+01,2.29704E+08,structural,12734,1
13668,1.79391E+04,1.83833E+03,4.44401E+02,3.26152E+02,3.28025E+01,1.57429E+01,2.11846E+08,structural,12735,1
13669,1.79522E+03,1.01689E+02,1.73966E+01,7.07859E+00,7.57479E-01,8.75208E-01,4.65911E+07,structural,12736,1
13670,5.57794E+03,2.38409E+02,3.38092E+01,1.27897E+01,1.24687E+00,6.08435E-01,4.67657E+07,structural,12737,1
13671,1.42100E+03,2.86970E+01,2.67478E+00,6.78876E-01,7.07939E-02,3.42742E-02,1.29403E+07,structural,12738,1
13672,3.61209E+03,1.51851E+02,2.30462E+01,9.46103E+00,1.02169E+00,4.83291E-01,3.69838E+07,structural,12739,1
13673,2.57153E+03,1.11492E+02,1.72629E+01,7.19503E+00,7.81505E-01,3.63630E-01,2.84927E+07,structural,12739,1
13678,7.95178E-07,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,6.91048E-03,structural,12744,1
13679,5.45731E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.30664E-01,structural,12745,1
13680,2.10430E+01,3.03842E-01,2.33357E-02,4.97885E-03,5.13964E-04,2.19831E-04,3.06033E+05,structural,12746,1
13681,3.35693E+00,4.85235E-02,3.69155E-03,7.64691E-04,8.13558E-05,1.91259E-05,6.52297E+04,structural,12747,1
13682,2.56823E+01,2.52753E-01,1.54086E-02,2.62907E-03,2.55924E-04,1.75687E-04,8.41286E+04,structural,12748,1
13683,2.17340E+03,9.91176E+01,1.48024E+01,6.06817E+00,6.09686E-01,3.72201E-01,1.68568E+07,structural,12749,1
13684,9.85190E+02,2.55991E+01,2.87075E+00,8.75537E-01,8.97444E-02,5.36629E-02,1.56795E+07,structural,12750,1
13685,1.15363E+02,2.03894E+00,1.65261E-01,3.56651E-02,3.05346E-03,1.38648E-03,8.04045E+05,structural,12751,1
13686,3.02428E+03,1.50845E+02,2.29227E+01,9.09532E+00,9.42798E-01,3.92352E-01,3.43395E+07,structural,12752,1
13687,1.25492E+03,4.09649E+01,4.98821E+00,1.61670E+00,1.66812E-01,6.27976E-02,1.40887E+07,structural,12752,1
13688,6.50852E+02,1.51545E+01,1.39215E+00,3.29210E-01,3.48852E-02,7.74632E-02,1.15249E+07,structural,12753,1
13689,3.76647E+03,4.18495E+02,1.33386E+02,1.25930E+02,1.36537E+01,5.18474E+00,7.38589E+07,structural,12754,1
13690,2.83788E+03,1.15902E+02,1.73710E+01,7.09788E+00,7.57860E-01,5.36740E-01,3.34129E+07,structural,12755,1
13691,1.57500E+04,1.25289E+03,2.50804E+02,1.35726E+02,1.39353E+01,6.89231E+00,2.44961E+08,structural,12756,1
13692,4.91623E+04,7.02411E+03,1.93687E+03,1.58963E+03,1.63823E+02,7.45216E+01,9.16983E+08,structural,12757,1
13693,5.04343E+04,7.38218E+03,2.25977E+03,2.28501E+03,2.37453E+02,1.20293E+02,1.01127E+09,structural,12758,1
