#,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gitd06801bbb2', start_date='2022-05-18T16:01:27', checksum=70183186, investigation_time=None, risk_investigation_time=None"
loss_type,nm_barrio,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,LOS CAMPECHES,1.40728E+01,5.17868E+01,4.11192E+01,2.86095E+01,1.27548E+02,1.35126E+01,5.13518E-02,2.93485E+00,2.87181E-03,6.08199E+02,5.95136E-01,1.78302E+02,1.74472E-01,5.72539E+06,5.44090E-01
structural,LOS MORÁN,4.83808E+00,1.57959E+01,1.11834E+01,6.99956E+00,2.01830E+01,2.98143E+00,5.05328E-02,8.88734E-01,2.76243E-03,1.44202E+02,4.48221E-01,3.85160E+01,1.19718E-01,2.84349E+07,3.67668E-01
structural,ALTOS DE VIREYA,1.29971E+02,4.24213E+02,2.86691E+02,1.74268E+02,4.61857E+02,4.77694E+01,3.23422E-02,1.84620E+01,2.72422E-03,3.18245E+03,4.69596E-01,8.18473E+02,1.20772E-01,2.34691E+08,4.42263E-01
structural,LOS CIRUELITOS,2.17896E+02,6.54023E+02,4.30204E+02,2.57577E+02,6.74300E+02,9.94890E+01,4.45340E-02,6.02131E+00,4.43804E-03,5.67843E+02,4.18532E-01,1.44661E+02,1.06623E-01,5.23964E+07,4.22195E-01
structural,LAS COLINAS,2.23054E+02,6.73522E+02,4.25721E+02,2.49004E+02,6.24698E+02,6.27698E+01,2.85837E-02,2.54217E+01,2.62780E-03,4.13107E+03,4.27022E-01,1.04716E+03,1.08243E-01,2.34159E+08,4.24017E-01
structural,ENSANCHE BOLIVAR,1.53867E+02,4.38555E+02,2.81018E+02,1.67385E+02,4.57174E+02,6.26946E+01,4.18522E-02,5.17056E+01,3.44217E-03,6.12601E+03,4.07823E-01,1.58259E+03,1.05357E-01,1.02952E+08,3.52834E-01
structural,MEJORAMIENTO SOCIAL,1.68862E+02,5.15719E+02,3.39591E+02,2.05719E+02,5.85108E+02,7.37551E+01,4.06364E-02,3.84623E+01,3.09310E-03,5.34026E+03,4.29459E-01,1.39304E+03,1.12027E-01,7.82065E+07,4.25564E-01
structural,BARACOA,1.19892E+02,3.28381E+02,2.04673E+02,1.19440E+02,3.00613E+02,4.19660E+01,3.91109E-02,1.98654E+01,3.47875E-03,2.15588E+03,3.77529E-01,5.37374E+02,9.41028E-02,9.24005E+07,3.50844E-01
structural,CENTRO DE LA CIUDAD,1.46642E+02,5.10268E+02,4.67311E+02,3.54979E+02,1.69380E+03,2.03055E+02,6.39948E-02,5.70768E+01,7.09975E-03,5.00849E+03,6.23003E-01,1.46595E+03,1.82349E-01,4.15709E+08,6.35395E-01
structural,GURABO,3.58934E+02,1.14629E+03,7.93086E+02,4.95143E+02,1.49955E+03,1.89413E+02,4.41214E-02,1.06453E+01,3.70486E-03,1.26176E+03,4.39129E-01,3.28915E+02,1.14472E-01,4.86237E+08,4.43181E-01
structural,LA TRINITARIA,1.18248E+02,1.01468E+02,6.75549E+01,4.06783E+01,1.04051E+02,6.84350E+00,1.58414E-02,2.53584E+00,1.03894E-03,6.65580E+02,2.72689E-01,1.66286E+02,6.81278E-02,2.20901E+08,2.63226E-01
structural,LOS JARDINES METROPOLITANOS,1.75680E+02,4.50677E+02,2.75610E+02,1.60494E+02,4.17540E+02,3.63012E+01,2.45279E-02,9.41711E+00,2.09880E-03,1.72574E+03,3.84619E-01,4.35867E+02,9.71423E-02,2.09581E+08,3.85967E-01
structural,LA ZURZA,9.40637E+01,2.92366E+02,1.98365E+02,1.19365E+02,3.03840E+02,2.30252E+01,2.28425E-02,8.42258E+00,1.72828E-03,1.99173E+03,4.08695E-01,4.97683E+02,1.02123E-01,1.51844E+08,4.09421E-01
structural,URBANIZACIÓN HENRÍQUEZ,1.40331E+02,4.26811E+02,2.80505E+02,1.68407E+02,4.47946E+02,5.88114E+01,4.01717E-02,2.86826E+01,3.27120E-03,3.66373E+03,4.17842E-01,9.30869E+02,1.06164E-01,1.11480E+08,4.13608E-01
structural,PARQUE METROPOLITANO DE SANTIAGO,6.45573E-01,8.67783E-01,4.42219E-01,2.53433E-01,7.90991E-01,7.90991E-02,2.63664E-02,2.64459E+00,7.14425E-04,1.40682E+03,3.80046E-01,3.71826E+02,1.00447E-01,2.39574E+07,2.97386E-01
structural,LOS SANTOS,5.40298E+01,1.84613E+02,1.30749E+02,8.52920E+01,3.11316E+02,3.43004E+01,4.47786E-02,2.40693E+01,3.22582E-03,3.79740E+03,5.08936E-01,1.06952E+03,1.43339E-01,3.28939E+07,5.10110E-01
structural,URBANIZACIÓN  LOS REYES,2.89869E+02,9.37503E+02,6.15269E+02,3.67457E+02,9.67901E+02,1.07402E+02,3.37955E-02,5.90156E+01,3.51492E-03,7.07138E+03,4.21165E-01,1.80402E+03,1.07446E-01,3.59696E+08,4.27845E-01
structural,EL  ENSUEÑO,2.99492E+02,7.86575E+02,4.67357E+02,2.65745E+02,6.55831E+02,7.60995E+01,3.07473E-02,3.75189E+01,2.69980E-03,4.99713E+03,3.59585E-01,1.24225E+03,8.93901E-02,1.05531E+08,3.68220E-01
structural,ENSANCHE BERMÚDEZ,1.56313E+02,4.52327E+02,2.87164E+02,1.69472E+02,4.44724E+02,6.15246E+01,4.07448E-02,3.85479E+01,3.89443E-03,4.07248E+03,4.11436E-01,1.04774E+03,1.05852E-01,5.04509E+07,3.98094E-01
structural,ALTOS DE RAFEY,1.43446E+02,4.18176E+02,2.70587E+02,1.64706E+02,4.92085E+02,5.68176E+01,3.81582E-02,1.82434E+01,2.48918E-03,3.17285E+03,4.32912E-01,8.48453E+02,1.15765E-01,2.38015E+08,3.78849E-01
structural,LA TERRAZA,4.77459E+01,1.48095E+02,9.50536E+01,5.66959E+01,1.60409E+02,1.66891E+01,3.28525E-02,8.36639E+00,2.08557E-03,1.72397E+03,4.29749E-01,4.54025E+02,1.13179E-01,6.97718E+07,4.31634E-01
structural,NIBAJE,6.39975E+01,1.76104E+02,1.15009E+02,7.03786E+01,2.12511E+02,2.51596E+01,3.94351E-02,1.53564E+01,4.45211E-03,1.53143E+03,4.43990E-01,4.13610E+02,1.19913E-01,2.28426E+07,4.25679E-01
structural,PUEBLO NUEVO,2.14068E+02,6.10307E+02,3.92449E+02,2.31688E+02,5.91488E+02,8.52888E+01,4.18083E-02,4.68812E+01,4.04741E-03,4.67615E+03,4.03708E-01,1.18057E+03,1.01923E-01,5.08816E+07,3.90793E-01
structural,RINCÓN LARGO,2.27434E+01,3.22966E+01,1.50427E+01,7.53944E+00,1.43778E+01,1.27751E+00,1.38860E-02,5.17886E-01,1.35077E-03,9.14092E+01,2.38417E-01,2.11114E+01,5.50636E-02,4.80507E+07,2.58233E-01
structural,ENSANCHE LIBERTAD,2.67640E+02,8.16972E+02,5.32997E+02,3.17764E+02,8.24628E+02,1.13445E+02,4.11032E-02,6.30150E+01,3.55694E-03,7.22975E+03,4.08090E-01,1.82798E+03,1.03182E-01,1.81968E+08,4.01334E-01
structural,REPARTO CONSUELO,9.49317E+01,2.76339E+02,1.74770E+02,1.03508E+02,2.85451E+02,3.06849E+01,3.28181E-02,1.58342E+01,2.67697E-03,2.41297E+03,4.07943E-01,6.19848E+02,1.04793E-01,1.33613E+08,4.12383E-01
structural,LA JOYA,4.24340E+01,2.84373E+02,3.00646E+02,2.37205E+02,1.14234E+03,1.36086E+02,6.78055E-02,7.85464E+01,8.17688E-03,6.64547E+03,6.91810E-01,1.97181E+03,2.05271E-01,2.05214E+08,6.79380E-01
structural,LOS CERROS DE GURABO,2.12007E+02,7.97167E+02,6.02320E+02,3.77748E+02,9.76758E+02,7.36775E+01,2.48407E-02,3.32438E+01,1.96685E-03,7.60248E+03,4.49796E-01,1.92173E+03,1.13698E-01,5.91109E+08,4.48303E-01
structural,BUENOS AIRES,2.22087E+02,6.72477E+02,4.40341E+02,2.62674E+02,6.94422E+02,1.02005E+02,4.45046E-02,3.65393E+01,3.81589E-03,3.99582E+03,4.17294E-01,1.02684E+03,1.07235E-01,8.71704E+07,3.98905E-01
structural,GREGORIO LUPERÓN,1.01720E+02,3.26863E+02,2.13262E+02,1.26881E+02,3.25275E+02,2.86216E+01,2.61624E-02,3.39405E+01,2.37292E-03,6.15000E+03,4.29972E-01,1.56549E+03,1.09450E-01,2.27082E+08,4.35686E-01
structural,LOS SALADOS,1.87776E+02,5.40927E+02,3.52200E+02,2.09545E+02,5.49551E+02,7.95096E+01,4.32118E-02,6.79702E+01,4.16067E-03,6.79400E+03,4.15883E-01,1.72999E+03,1.05898E-01,6.45197E+07,4.22294E-01
structural,LAS ANTILLAS,1.05867E+02,3.23767E+02,2.08456E+02,1.23847E+02,3.30063E+02,3.43084E+01,3.14179E-02,9.77286E+00,3.09821E-03,1.36229E+03,4.31877E-01,3.49088E+02,1.10668E-01,1.30976E+08,4.35605E-01
structural,BUENA VISTA,1.32492E+02,4.11624E+02,2.67084E+02,1.59434E+02,4.31367E+02,4.79121E+01,3.41741E-02,3.70528E+01,2.96723E-03,5.34755E+03,4.28238E-01,1.38919E+03,1.11248E-01,1.71436E+08,4.28712E-01
structural,MONTE ADENTRO,3.83377E+00,7.97508E+00,4.98807E+00,3.09290E+00,1.11102E+01,1.11102E+00,3.58393E-02,5.60546E-01,8.94869E-04,2.86690E+02,4.57679E-01,7.87941E+01,1.25789E-01,7.96374E+06,4.62855E-01
structural,LOS RIELES,1.67669E+02,5.57403E+02,3.73515E+02,2.26110E+02,6.14302E+02,6.47425E+01,3.33896E-02,2.01669E+00,3.14278E-03,2.75480E+02,4.29303E-01,7.05217E+01,1.09900E-01,3.45300E+08,4.35421E-01
structural,EL DORADO,1.26749E+02,4.49241E+02,3.27047E+02,2.05145E+02,5.55818E+02,4.04955E+01,2.43362E-02,2.16708E+01,2.08531E-03,4.83808E+03,4.65553E-01,1.24205E+03,1.19518E-01,2.71789E+08,4.63735E-01
structural,PONTEZUELA AL MEDIO,1.14926E+02,4.09211E+02,3.06040E+02,1.95883E+02,5.59940E+02,5.13510E+01,3.23777E-02,2.29850E+01,2.93763E-03,3.67338E+03,4.69481E-01,9.54577E+02,1.22001E-01,2.27793E+08,4.72428E-01
structural,PONTEZUELA ARRIBA,1.85852E+02,6.41502E+02,5.00674E+02,3.47424E+02,1.58010E+03,1.67394E+02,5.14180E-02,3.27628E+01,2.56564E-03,7.56349E+03,5.92294E-01,2.21869E+03,1.73745E-01,7.92780E+07,5.41966E-01
structural,HOYA DEL CAIMITO,1.02005E+02,3.13225E+02,2.09045E+02,1.26153E+02,3.33572E+02,4.89491E+01,4.51560E-02,3.10536E+01,4.47609E-03,2.95795E+03,4.26362E-01,7.55236E+02,1.08861E-01,3.36704E+07,4.32913E-01
structural,REPARTO DEL ESTE,6.83820E+01,2.51834E+02,1.91741E+02,1.20236E+02,3.07807E+02,2.12273E+01,2.25822E-02,8.12980E+00,1.96864E-03,1.92647E+03,4.66496E-01,4.87648E+02,1.18084E-01,1.31977E+08,4.21095E-01
structural,VILLA OLGA,1.89167E+02,6.99175E+02,5.10247E+02,3.15473E+02,7.92939E+02,5.00372E+01,1.99590E-02,2.28573E+01,1.83141E-03,5.74110E+03,4.59996E-01,1.44752E+03,1.15980E-01,4.50697E+08,4.59184E-01
structural,JARDINES DEL ESTE,1.23594E+02,3.40531E+02,2.08130E+02,1.19950E+02,2.90794E+02,2.52627E+01,2.33266E-02,8.34550E+00,1.92407E-03,1.63678E+03,3.77362E-01,4.06410E+02,9.36986E-02,1.87966E+08,3.85807E-01
structural,MONTE ADENTRO ABAJO O LAS AROMAS,7.43904E+01,2.44273E+02,1.73005E+02,1.11313E+02,3.96329E+02,4.25553E+01,4.25847E-02,1.01666E+01,2.58969E-03,1.99427E+03,5.07992E-01,5.54609E+02,1.41273E-01,1.68561E+07,4.90462E-01
structural,PONTEZUELA ABAJO,2.14502E+01,6.39600E+01,4.13850E+01,2.46651E+01,6.73467E+01,7.58066E+00,3.46454E-02,2.61643E+00,3.08614E-03,3.57915E+02,4.22169E-01,9.28616E+01,1.09532E-01,9.90225E+06,4.05161E-01
structural,LA FARDIQUERA,8.26975E+01,2.22566E+02,1.33978E+02,7.63027E+01,1.82455E+02,1.70891E+01,2.44830E-02,6.43015E+00,2.20717E-03,1.11096E+03,3.81340E-01,2.76427E+02,9.48843E-02,1.16012E+08,3.60873E-01
