barrio,id_barrio,number,rc_usd,night,d-none,d-sli,d-mod,d-ext,d-com,collapsed,fatalities,losses,homeless,injured,str_lr,col_lr,occ_lr,hom_lr,inj_lr
Ciudadela Floralia,610.0,6839.0,322746305,38325.0,3856.0962734,2121.9181325,497.27992546,172.89392712,190.81169116,21.265277845,13.3447321686,23985077,2090.6659939,389.1444834,7.431557272376163,0.310941334186285,34.819914334246576,5455.097179125897,1015.3802567514678
Brisas de Los Alamos,219.0,1821.0,191934730,13842.0,1125.1514327,525.111639,103.76039157,33.426858005,33.54970322,3.516216709,3.30360718853,10804316,525.2691383,89.85907344,5.62916145638083,0.19309262542559,23.866545214058664,3794.7488679381595,649.1769501517122
Menga,216.0,161.0,169122686,835.0,134.5636652,22.5724854,2.661757222,0.679249298,0.522840495,0.05814720294,0.02653674592,2604049,4.786767503,0.674224608,1.539739348605009,0.036116275118012,3.178053403592815,573.2655692215569,80.74546203592816
Paso del Comercio,603.0,1636.0,77065478,9292.0,928.4476117,494.2973084,121.63586586,43.13626618,48.48295705,5.260306385,3.4459227063,6122802,545.82182424,101.4596449,7.944934694711053,0.321534620110024,37.08483325764098,5874.10486698235,1091.903195221696
Los Guaduales,608.0,1850.0,121062905,10487.0,1065.6852006,581.0028638,121.99679834,40.130746557,41.184378,4.610883014,3.2493745966,7838920,474.92298704,85.29166442,6.475079800669647,0.249236919675676,30.984786846571946,4528.683007914561,813.3085193096215
Área en Desarrollo - Parque del Amor,298.0,133.0,301609965,6696.0,105.89149350000001,21.35396293,3.722337135,1.0966231926,0.9355883872,0.09145717358,0.23948532141,4464087,49.41706854,8.211936629,1.480086049398205,0.068764792165414,3.576543031810036,738.0087894265233,122.63943591696537
Urbanización La Flora,295.0,1694.0,461938463,9165.0,1137.429038,435.89719567,74.98629504200001,23.157712767,22.529739804000002,2.41190141584,1.51946130167,19705794,231.36986232,40.076268137,4.265891552606352,0.142379068231405,16.578955828368795,2524.493860556465,437.27515697763226
Altos de Menga,296.0,683.0,25390842,6092.0,619.9224729,53.32229099,6.686431924,1.738842072,1.329955208,0.1346478183,0.102720935026,270526,28.658987514,4.419835268,1.065447620795886,0.019714175446559,1.686161113361786,470.4364332567301,72.55146533158239
Urbanización Calimio,697.0,1152.0,65763429,8300.0,642.2923115,365.3010215,84.16709953,28.92244615,31.31714058,3.368828964,3.4033087846,4852575,468.45183515,85.25223785,7.378834715277209,0.292433069791667,41.003720296385545,5643.998013855422,1027.1353957831325
San Luis II,696.0,1738.0,127723318,11400.0,940.3244131,565.5273776,134.10587456,46.70842973,51.33391325,5.742911212,4.6482754259,10020560,668.77180911,123.79210584,7.845521162589693,0.330432175604143,40.77434584122806,5866.419378157895,1085.895665263158
Sector Puente del Comercio,698.0,892.0,73022208,8184.0,534.9405017,258.8950909,58.03114867,19.56195545,20.57128025,2.220269422,2.9092416014,5115528,400.80308241,70.94369121,7.005440876551761,0.248909128026906,35.5479179056696,4897.398367668622,866.8583969941349
Los Alcazares,604.0,201.0,86219821,10406.0,96.3382652,71.1726633,19.55753016,6.91424154,7.01729665,0.875512096,6.41825771,7847556,725.924506,128.4934189,9.101800201511393,0.43557815721393,61.678432731116665,6976.018700749567,1234.8012579281185
Ciudad de Los Alamos,217.0,1782.0,211380472,14132.0,1113.5035372,509.227657,97.66348998,31.02869235,30.5766508,3.211356375,3.65472783484,11718628,527.06454751,90.153891458,5.543855420947392,0.180210795454545,25.861363110953864,3729.582136357203,637.941490645344
La Flora,212.0,1419.0,406997277,4503.0,1119.3605684,244.51113605,35.572272582,10.28108451,9.2749199872,1.02974811793,0.32361544583,10164140,56.106607136,9.295835677,2.497348333797896,0.072568577725863,7.186663242949145,1245.9828366866534,206.43650182100822
Calima,421.0,923.0,102033555,4871.0,596.3956431,235.8284432,52.81798986,18.114765657,19.84315073,2.172575104,1.31621092158,6326870,216.298115,39.58499189,6.200774265796996,0.235381918093174,27.02136977171012,4440.527920344898,812.6666370355163
