#,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gite09ae1ae50', start_date='2022-05-12T18:31:55', checksum=3196072323, investigation_time=None, risk_investigation_time=None"
loss_type,COMUNA,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,15,1.76119E+04,7.25298E+03,1.64690E+03,5.72176E+02,6.42066E+02,6.58461E+01,2.37489E-03,2.88881E+01,2.38280E-04,5.44584E+03,4.49193E-02,1.01072E+03,8.33683E-03,7.49162E+07,6.30972E-02
structural,16,8.69246E+03,3.86264E+03,8.20564E+02,2.74777E+02,2.92555E+02,3.12017E+01,2.23781E-03,2.46660E+01,2.63129E-04,4.02632E+03,4.29515E-02,7.31920E+02,7.80790E-03,7.35256E+07,5.97306E-02
structural,13,1.50927E+04,7.01199E+03,1.64144E+03,5.75188E+02,6.49672E+02,6.83395E+01,2.73676E-03,4.09047E+01,2.97671E-04,7.07007E+03,5.14502E-02,1.32056E+03,9.60995E-03,1.13704E+08,7.36141E-02
structural,14,1.58666E+04,7.09935E+03,1.82376E+03,6.70133E+02,8.11135E+02,8.41070E+01,3.20151E-03,4.69120E+01,3.17241E-04,8.69624E+03,5.88080E-02,1.67120E+03,1.13014E-02,9.19636E+07,7.76901E-02
structural,12,6.39386E+03,2.62364E+03,5.77435E+02,1.97218E+02,2.15841E+02,2.34074E+01,2.33887E-03,1.74204E+01,2.62901E-04,2.88789E+03,4.35829E-02,5.29851E+02,7.99631E-03,5.40044E+07,6.16340E-02
structural,11,9.03533E+03,3.87878E+03,8.45941E+02,2.86411E+02,3.08536E+02,3.40342E+01,2.37089E-03,2.69068E+01,2.72264E-04,4.30619E+03,4.35734E-02,7.84622E+02,7.93942E-03,8.78712E+07,5.91355E-02
structural,4,7.33034E+03,2.86663E+03,6.04100E+02,2.02557E+02,2.18375E+02,2.39761E+01,2.13652E-03,1.29970E+01,2.47817E-04,2.12550E+03,4.05274E-02,3.87351E+02,7.38572E-03,1.56490E+08,5.62568E-02
structural,6,1.30830E+04,7.19836E+03,1.69278E+03,5.90878E+02,6.57992E+02,7.25701E+01,3.12492E-03,5.59353E+01,3.83237E-04,8.25397E+03,5.65515E-02,1.52678E+03,1.04606E-02,1.12576E+08,7.59972E-02
structural,5,8.55386E+03,4.50516E+03,9.73581E+02,3.26727E+02,3.42669E+02,3.84548E+01,2.61562E-03,3.91335E+01,3.59570E-04,5.28468E+03,4.85572E-02,9.38928E+02,8.62715E-03,1.27754E+08,6.59034E-02
structural,2,1.40861E+04,3.96704E+03,6.73545E+02,2.06779E+02,1.99496E+02,2.15568E+01,1.12668E-03,1.40633E+01,1.27850E-04,2.24037E+03,2.03672E-02,3.84255E+02,3.49326E-03,1.92282E+08,2.24035E-02
structural,21,1.28589E+04,6.91394E+03,1.73760E+03,6.28288E+02,7.36264E+02,7.64106E+01,3.34035E-03,4.45267E+01,3.54357E-04,7.67042E+03,6.10435E-02,1.45700E+03,1.15953E-02,6.09888E+07,7.83816E-02
