#,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gitd06801bbb2', start_date='2022-05-18T15:27:26', checksum=3895562969"
event_id,slight,moderate,extensive,complete,collapsed,fatalities,homeless,injured,losses,loss_type
0,4.63145E+04,1.05092E+04,3.51890E+03,4.11997E+03,4.76317E+02,2.22117E+02,3.77511E+04,7.24250E+03,1.39515E+09,structural
1,4.61836E+04,1.24816E+04,4.62082E+03,5.13902E+03,5.56591E+02,2.40428E+02,4.75448E+04,8.85875E+03,1.55598E+09,structural
2,4.86618E+04,1.08868E+04,3.67622E+03,4.19480E+03,4.30699E+02,1.64315E+02,3.60567E+04,6.67547E+03,1.40934E+09,structural
3,4.77738E+04,1.13080E+04,4.02430E+03,4.80553E+03,5.11467E+02,2.15479E+02,4.28277E+04,8.18589E+03,1.27176E+09,structural
4,4.81072E+04,1.04788E+04,3.33204E+03,3.41660E+03,4.03380E+02,1.68872E+02,3.34567E+04,6.06371E+03,1.17145E+09,structural
5,4.72962E+04,1.11473E+04,3.68867E+03,3.67074E+03,4.11302E+02,1.66082E+02,3.61799E+04,6.39350E+03,1.30092E+09,structural
6,4.64143E+04,1.09835E+04,3.88082E+03,4.32168E+03,4.77622E+02,2.09150E+02,4.04807E+04,7.62475E+03,1.34580E+09,structural
7,4.45945E+04,9.91343E+03,3.63201E+03,5.72520E+03,5.99205E+02,2.57761E+02,4.43658E+04,9.53849E+03,1.34421E+09,structural
8,4.39199E+04,1.10752E+04,4.22871E+03,4.88769E+03,5.11735E+02,2.26253E+02,4.46953E+04,8.46974E+03,1.39514E+09,structural
9,4.86170E+04,1.23081E+04,4.50149E+03,5.08894E+03,5.76322E+02,2.43232E+02,4.49259E+04,8.27946E+03,1.47304E+09,structural
10,4.59164E+04,1.08490E+04,3.75466E+03,4.11689E+03,4.76270E+02,2.17449E+02,3.83459E+04,7.37310E+03,1.34799E+09,structural
11,4.43620E+04,9.15343E+03,2.91247E+03,2.66761E+03,2.87549E+02,1.33814E+02,3.00047E+04,5.16736E+03,1.22745E+09,structural
12,4.74909E+04,1.12830E+04,4.15705E+03,5.63301E+03,5.63445E+02,2.11987E+02,4.38493E+04,8.65306E+03,1.39042E+09,structural
