#,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gitd06801bbb2', start_date='2022-05-18T15:27:26', checksum=3895562969, investigation_time=None, risk_investigation_time=None"
loss_type,nm_barrio,no_damage,slight,moderate,extensive,complete,collapsed_value,collapsed_ratio,fatalities_value,fatalities_ratio,homeless_value,homeless_ratio,injured_value,injured_ratio,losses_value,losses_ratio
structural,PONTEZUELA ARRIBA,2.09946E+03,8.35224E+02,1.82494E+02,6.36611E+01,7.47130E+01,7.92179E+00,2.43332E-03,1.57454E+00,1.23302E-04,5.43204E+02,4.25381E-02,1.08338E+02,8.48388E-03,7.02651E+06,4.80352E-02
structural,HOYA DEL CAIMITO,6.68721E+02,3.12866E+02,6.38552E+01,2.00411E+01,1.85162E+01,2.70916E+00,2.49923E-03,1.69605E+00,2.44471E-04,2.42029E+02,3.48863E-02,4.09270E+01,5.89926E-03,4.15403E+06,5.34100E-02
structural,REPARTO DEL ESTE,5.85257E+02,2.77204E+02,5.19616E+01,1.46547E+01,1.09222E+01,8.31083E-01,8.84131E-04,2.95339E-01,7.15166E-05,1.13206E+02,2.74130E-02,1.69190E+01,4.09697E-03,1.27615E+07,4.07178E-02
structural,VILLA OLGA,1.59794E+03,7.16919E+02,1.28918E+02,3.60972E+01,2.71237E+01,1.86129E+00,7.42438E-04,7.61411E-01,6.10068E-05,3.11238E+02,2.49375E-02,4.60492E+01,3.68961E-03,4.30827E+07,4.38940E-02
structural,JARDINES DEL ESTE,7.31108E+02,2.77638E+02,4.84719E+01,1.40412E+01,1.17404E+01,1.06891E+00,9.86994E-04,3.37872E-01,7.78971E-05,9.74920E+01,2.24770E-02,1.55137E+01,3.57671E-03,1.88470E+07,3.86842E-02
structural,MONTE ADENTRO ABAJO O LAS AROMAS,6.65035E+02,2.51650E+02,4.95369E+01,1.61043E+01,1.69843E+01,1.81694E+00,1.81819E-03,4.10500E-01,1.04565E-04,1.29989E+02,3.31114E-02,2.44196E+01,6.22028E-03,1.61066E+06,4.68655E-02
structural,PONTEZUELA ABAJO,1.44353E+02,5.70757E+01,1.08393E+01,3.35130E+00,3.18729E+00,3.61313E-01,1.65129E-03,1.21226E-01,1.42988E-04,2.54655E+01,3.00372E-02,4.49232E+00,5.29879E-03,9.92122E+05,4.05937E-02
structural,LA FARDIQUERA,4.80238E+02,1.73182E+02,2.93250E+01,8.39149E+00,6.86327E+00,6.68637E-01,9.57932E-04,2.41603E-01,8.29311E-05,6.08796E+01,2.08971E-02,9.59369E+00,3.29306E-03,9.65170E+06,3.00232E-02
structural,REPARTO UNIVERSITARIO,7.11990E+02,2.93517E+02,5.17896E+01,1.45514E+01,1.11514E+01,8.97507E-01,8.28723E-04,4.92445E-01,7.16202E-05,1.62823E+02,2.36807E-02,2.46078E+01,3.57891E-03,2.22919E+07,3.26470E-02
structural,VILLA OLÍMPICA,2.36796E+03,8.23188E+02,1.47169E+02,4.38769E+01,3.88047E+01,5.07047E+00,1.48216E-03,4.00622E+00,1.12054E-04,7.95365E+02,2.22463E-02,1.32011E+02,3.69233E-03,2.73943E+07,3.52479E-02
structural,LOS ÁLAMOS,1.26592E+03,4.31406E+02,7.15135E+01,2.03755E+01,1.67895E+01,1.98308E+00,1.09805E-03,6.72192E-01,8.79740E-05,1.44775E+02,1.89476E-02,2.29356E+01,3.00173E-03,1.79026E+07,3.29714E-02
structural,HATO MAYOR,1.48932E+03,5.28332E+02,9.32187E+01,2.74104E+01,2.37169E+01,3.31887E+00,1.53509E-03,2.33478E+00,1.61481E-04,3.41393E+02,2.36119E-02,5.70384E+01,3.94497E-03,5.71574E+06,3.90099E-02
structural,CANABACOA ABAJO,1.08765E+03,3.80178E+02,7.51711E+01,2.47089E+01,2.60491E+01,2.85775E+00,1.79309E-03,7.86094E-01,1.25631E-04,1.99395E+02,3.18666E-02,3.80536E+01,6.08160E-03,3.06946E+06,4.70801E-02
structural,PEKÍN,2.51158E+03,8.23828E+02,1.39917E+02,4.00803E+01,3.25973E+01,4.80961E+00,1.35558E-03,3.40512E+00,1.27958E-04,5.41707E+02,2.03564E-02,8.59423E+01,3.22955E-03,1.06928E+07,3.48047E-02
structural,ARBOLEDA,6.65744E+00,1.92522E+00,2.84417E-01,7.63395E-02,5.65845E-02,5.65845E-03,6.28716E-04,2.88581E-02,6.28716E-05,6.77912E+00,1.47693E-02,1.02057E+00,2.22347E-03,7.14461E+04,2.83925E-02
structural,LOS JAZMINES,2.34430E+03,7.97390E+02,1.43051E+02,4.33310E+01,3.99281E+01,5.40344E+00,1.60435E-03,4.02425E+00,1.43728E-04,6.60410E+02,2.35869E-02,1.10934E+02,3.96206E-03,8.54434E+06,3.83347E-02
structural,ARROYO HONDO ABAJO,1.63150E+03,5.32189E+02,9.09856E+01,2.66085E+01,2.27163E+01,2.70799E+00,1.17534E-03,1.39413E+00,9.88384E-05,2.86206E+02,2.02908E-02,4.61953E+01,3.27505E-03,1.21434E+07,3.38228E-02
structural,ARROYO HONDO ARRIBA,1.59413E+03,4.44008E+02,7.01428E+01,1.96620E+01,1.60554E+01,1.74299E+00,8.12964E-04,9.54430E-01,7.08686E-05,2.22454E+02,1.65177E-02,3.49934E+01,2.59834E-03,1.38733E+07,2.97832E-02
structural,BELLA  VISTA,2.27058E+03,1.11001E+03,2.44355E+02,8.20926E+01,8.69577E+01,1.11737E+01,2.94510E-03,6.76026E+00,2.93856E-04,9.86456E+02,4.28794E-02,1.79702E+02,7.81133E-03,2.26510E+07,5.27081E-02
structural,LA YAGÜITA DE PASTOR,1.75018E+03,7.82934E+02,1.65014E+02,5.63064E+01,6.55687E+01,7.85527E+00,2.78556E-03,3.22412E+00,1.86631E-04,5.89871E+02,3.41452E-02,1.07949E+02,6.24870E-03,1.41648E+07,4.25507E-02
structural,PERALTA,1.86658E+03,7.46638E+02,1.52425E+02,4.89964E+01,4.83580E+01,5.92682E+00,2.07014E-03,1.50099E+00,1.67522E-04,2.93344E+02,3.27395E-02,5.10078E+01,5.69287E-03,2.05842E+07,4.85795E-02
structural,LA BARRANQUITA,3.08981E+02,1.15871E+02,2.35178E+01,7.50981E+00,7.12039E+00,8.83255E-01,1.90768E-03,1.00552E-01,8.36035E-05,3.29208E+01,2.73718E-02,5.75139E+00,4.78195E-03,2.00588E+07,3.65405E-02
structural,LAS CHARCAS,2.82715E+00,1.80189E+00,2.38346E-01,6.89356E-02,6.36773E-02,1.20051E-02,2.40102E-03,1.07283E+00,2.45350E-04,1.11596E+02,2.55213E-02,1.89394E+01,4.33134E-03,1.13248E+04,4.85064E-02
structural,LA OTRA BANDA,1.52195E+03,8.44849E+02,1.97418E+02,6.85530E+01,7.52343E+01,9.95277E+00,3.67532E-03,6.72919E+00,3.53512E-04,9.37751E+02,4.92640E-02,1.73734E+02,9.12697E-03,2.21003E+07,6.49279E-02
structural,LA HERRADURA,2.97080E+03,1.46290E+03,3.18433E+02,1.06341E+02,1.09527E+02,1.30651E+01,2.62985E-03,5.03179E+00,2.21287E-04,8.68034E+02,3.81741E-02,1.52624E+02,6.71205E-03,5.25948E+07,5.47366E-02
structural,ESPAILLAT,7.80338E+02,5.80714E+02,1.56392E+02,5.73400E+01,6.62166E+01,9.74741E+00,5.93992E-03,2.78437E+00,5.97651E-04,3.48389E+02,7.47801E-02,6.56616E+01,1.40939E-02,2.01180E+07,9.76705E-02
structural,ZONA INDUSTRIAL,3.73449E+02,1.76885E+02,4.15847E+01,1.42894E+01,1.47924E+01,1.17596E+00,1.89366E-03,2.80941E-01,2.42587E-04,6.81337E+01,5.88320E-02,1.24636E+01,1.07620E-02,1.33061E+07,3.87706E-02
structural,MONTE RICO,2.47123E+03,1.81713E+03,4.90496E+02,1.80275E+02,2.09861E+02,3.01801E+01,5.83867E-03,2.76542E+01,5.62114E-04,3.67175E+03,7.46340E-02,6.95804E+02,1.41433E-02,3.91319E+07,9.65728E-02
structural,LA HERRADURA ARRIBA,1.54979E+00,3.36957E-01,6.63685E-02,2.22233E-02,2.46607E-02,2.46607E-03,1.23304E-03,0.00000E+00,,0.00000E+00,,0.00000E+00,,6.41952E+04,3.40949E-02
structural,ÁREA MONUMENTAL,9.97232E-01,1.50046E-03,6.98069E-04,2.86520E-04,2.82854E-04,1.41427E-05,1.41427E-05,0.00000E+00,,0.00000E+00,,0.00000E+00,,1.09504E+03,6.69403E-04
structural,JACAGUA ABAJO,1.42622E+03,1.09237E+03,3.42811E+02,1.45402E+02,2.34038E+02,2.41815E+01,7.46147E-03,4.08136E+00,3.20567E-04,1.49064E+03,1.17081E-01,3.36113E+02,2.63997E-02,1.05477E+07,1.22839E-01
structural,LA HERRADURA ABAJO,1.20138E+01,3.58499E+00,7.80584E-01,2.75546E-01,3.45104E-01,3.45104E-02,2.03002E-03,1.96565E-01,5.07506E-05,1.41404E+02,3.65088E-02,2.77077E+01,7.15380E-03,2.73074E+05,4.97528E-02
structural,LOS GONZÁLEZ,1.16239E+03,4.33022E+02,8.93282E+01,2.99758E+01,3.26329E+01,3.42337E+00,1.95918E-03,7.45665E-01,1.09126E-04,2.45725E+02,3.59612E-02,4.75313E+01,6.95609E-03,2.95548E+06,3.91882E-02
structural,JACAGUA AL MEDIO,7.51012E+02,4.78843E+02,1.38521E+02,5.60738E+01,8.24193E+01,8.66562E+00,5.75075E-03,1.79981E+00,3.04035E-04,5.44072E+02,9.19079E-02,1.18557E+02,2.00274E-02,5.73187E+06,9.83915E-02
structural,KILÓMETRO 4 1/2 (ANTIGUO KILÓMETRO 6),3.12939E+02,1.29791E+02,2.67051E+01,8.87592E+00,9.66051E+00,1.04478E+00,2.14106E-03,3.21775E-01,1.67854E-04,7.28206E+01,3.79867E-02,1.39686E+01,7.28670E-03,1.51963E+06,4.79226E-02
structural,LIMONAL ABAJO,5.69228E+02,2.30995E+02,4.86002E+01,1.65238E+01,1.84907E+01,2.00840E+00,2.27236E-03,5.18741E-01,1.49400E-04,1.37555E+02,3.96164E-02,2.69304E+01,7.75609E-03,1.89575E+06,5.63850E-02
structural,LA FREIDURÍA O FARDIQUERA,1.73182E+02,6.91208E+01,1.42112E+01,4.76315E+00,5.20784E+00,5.66552E-01,2.12602E-03,1.58128E-01,1.51045E-04,3.91711E+01,3.74168E-02,7.62091E+00,7.27959E-03,5.11667E+05,5.46323E-02
structural,EL PAPAYO,8.66650E+02,3.41170E+02,7.38736E+01,2.56963E+01,2.97191E+01,3.09712E+00,2.31628E-03,6.74139E-01,1.28338E-04,2.17700E+02,4.14442E-02,4.32985E+01,8.24285E-03,9.98230E+05,5.85157E-02
structural,CIENFUEGOS,8.09599E+03,4.95252E+03,1.75152E+03,7.48423E+02,1.04256E+03,7.44000E+01,4.48435E-03,2.15334E+01,3.30378E-04,7.03591E+03,1.07949E-01,1.45476E+03,2.23198E-02,2.65604E+07,1.21611E-01
structural,CALLEJÓN DE LOS SÁNCHEZ,4.70703E+02,4.30067E+02,1.43876E+02,6.22031E+01,1.02083E+02,1.11946E+01,9.25994E-03,2.56275E+00,5.39606E-04,6.45400E+02,1.35894E-01,1.45745E+02,3.06876E-02,5.75444E+06,1.51952E-01
structural,TIERRA BLANCA,6.67706E+02,2.33896E+02,4.73489E+01,1.58819E+01,1.72281E+01,1.84149E+00,1.87512E-03,4.46601E-01,1.15759E-04,1.30073E+02,3.37148E-02,2.52191E+01,6.53676E-03,1.72665E+06,4.97394E-02
structural,LA CIÉNAGA,4.10824E+02,3.45869E+02,1.16433E+02,5.14185E+01,8.90391E+01,9.07363E+00,8.95203E-03,1.27119E+00,3.19244E-04,5.51789E+02,1.38575E-01,1.27587E+02,3.20421E-02,2.84478E+06,1.58829E-01
structural,LAS PALOMAS O CENTRO DEL PUEBLO,6.99607E+02,2.42007E+02,4.98178E+01,1.69690E+01,1.90450E+01,1.98150E+00,1.92856E-03,3.67023E-01,9.09298E-05,1.41481E+02,3.50519E-02,2.78249E+01,6.89362E-03,9.35973E+05,5.06213E-02
structural,TRIPLE PLAY,4.58459E+02,1.56796E+02,3.16083E+01,1.06467E+01,1.17478E+01,1.23260E+00,1.84174E-03,2.50543E-01,9.52931E-05,8.79770E+01,3.34617E-02,1.71817E+01,6.53499E-03,3.47306E+05,4.90899E-02
structural,LOS PORTES,7.39770E+01,2.20212E+01,4.30360E+00,1.45805E+00,1.67094E+00,1.68146E-01,1.62568E-03,1.88678E-02,4.64349E-05,1.22923E+01,3.02521E-02,2.43948E+00,6.00369E-03,1.81778E+05,4.37266E-02
structural,LAS PALOMAS ARRIBA,3.55374E+02,1.23281E+02,2.45934E+01,8.22751E+00,8.96626E+00,9.73199E-01,1.86995E-03,2.67045E-01,1.30613E-04,6.75459E+01,3.30369E-02,1.31234E+01,6.41871E-03,8.64979E+05,4.90584E-02
structural,LAS PALOMAS ABAJO,2.53261E+02,8.62458E+01,1.74565E+01,5.88439E+00,6.45350E+00,6.66058E-01,1.80357E-03,1.11786E-01,7.70514E-05,4.84695E+01,3.34088E-02,9.44090E+00,6.50736E-03,4.28746E+05,4.87412E-02
structural,LIMONAL,3.87152E+02,1.38267E+02,2.84123E+01,9.63505E+00,1.08495E+01,1.12281E+00,1.95503E-03,1.95046E-01,8.64486E-05,8.04737E+01,3.56677E-02,1.58510E+01,7.02550E-03,9.52495E+05,5.15295E-02
structural,CENTRO DEL PUEBLO,1.78632E+03,6.37763E+02,1.22294E+02,3.93066E+01,3.97401E+01,4.51384E+00,1.71928E-03,1.65215E+00,1.60186E-04,3.10535E+02,3.01082E-02,5.84425E+01,5.66633E-03,2.69563E+06,4.66349E-02
structural,LOS RECIO,3.16220E+02,1.04125E+02,1.94376E+01,6.16223E+00,6.07437E+00,6.78760E-01,1.50162E-03,2.26373E-01,1.27479E-04,4.80716E+01,2.70710E-02,8.94849E+00,5.03924E-03,2.79499E+05,4.25981E-02
structural,MANOLO DÁJER,5.18612E+02,1.36395E+02,2.30476E+01,6.98703E+00,6.51251E+00,7.20922E-01,1.04247E-03,2.26816E-01,8.34872E-05,5.30330E+01,1.95206E-02,9.63780E+00,3.54751E-03,4.67205E+05,3.28866E-02
structural,LOS CRUCES,2.56277E+01,9.72015E+00,1.99568E+00,6.69512E-01,7.20432E-01,7.91876E-02,2.04442E-03,2.37754E-02,1.56248E-04,5.46041E+00,3.58848E-02,1.05497E+00,6.93306E-03,2.49722E+05,5.29884E-02
structural,HICO MARTÍNEZ,7.17168E+02,2.79421E+02,5.62143E+01,1.84444E+01,1.90664E+01,2.14950E+00,1.97145E-03,7.54943E-01,1.76252E-04,1.47362E+02,3.44037E-02,2.79908E+01,6.53485E-03,1.26922E+06,5.17482E-02
structural,VILLA ALBA,1.00333E+02,3.47710E+01,6.54501E+00,2.06889E+00,2.03185E+00,2.25213E-01,1.54520E-03,7.14432E-02,1.24774E-04,1.61098E+01,2.81355E-02,2.99410E+00,5.22915E-03,1.85177E+05,4.43205E-02
structural,LOS OSORIAS,1.44953E+02,4.87368E+01,9.42802E+00,3.07390E+00,3.19128E+00,3.48345E-01,1.66368E-03,9.96377E-02,1.21131E-04,2.46128E+01,2.99221E-02,4.68500E+00,5.69562E-03,5.27985E+05,4.55586E-02
structural,EL CENTRO,6.94542E+02,2.51270E+02,4.64534E+01,1.44473E+01,1.37509E+01,1.57205E+00,1.54053E-03,5.95445E-01,1.48531E-04,1.10777E+02,2.76327E-02,2.03076E+01,5.06564E-03,2.25809E+06,4.42415E-02
structural,MONCADA,1.73124E+02,4.51546E+01,8.02762E+00,2.51735E+00,2.48234E+00,2.60012E-01,1.12410E-03,5.19109E-02,5.71274E-05,1.96413E+01,2.16150E-02,3.65818E+00,4.02578E-03,1.24849E+05,3.46353E-02
structural,BOCA DE LICEY,2.29082E+01,5.50082E+00,9.54503E-01,2.98664E-01,2.96834E-01,3.06664E-02,1.02361E-03,5.21290E-03,4.42919E-05,2.33942E+00,1.98771E-02,4.37298E-01,3.71554E-03,3.63629E+04,3.18794E-02
structural,VISTA ALEGRE,9.81313E+02,2.39011E+02,4.13895E+01,1.28514E+01,1.25003E+01,1.30933E+00,1.01730E-03,2.61377E-01,5.16938E-05,9.95942E+01,1.96972E-02,1.84408E+01,3.64713E-03,6.27587E+05,3.19805E-02
structural,VALENTÍN,2.49955E+02,7.27390E+01,1.32393E+01,4.16861E+00,4.08485E+00,4.44438E-01,1.29127E-03,1.24157E-01,9.18224E-05,3.24238E+01,2.39796E-02,6.02086E+00,4.45283E-03,2.95199E+05,3.82966E-02
structural,LOS POLANCO,1.25573E+02,3.00650E+01,5.19411E+00,1.61380E+00,1.58216E+00,1.65032E-01,1.00612E-03,3.14710E-02,4.88388E-05,1.25553E+01,1.94842E-02,2.33304E+00,3.62056E-03,2.54881E+05,3.14953E-02
structural,LA CACATA,1.41310E+02,4.53523E+01,8.20683E+00,2.52159E+00,2.30812E+00,2.60484E-01,1.30439E-03,9.20271E-02,1.17304E-04,1.89735E+01,2.41850E-02,3.41744E+00,4.35610E-03,1.65247E+05,3.95802E-02
structural,DON MANUEL,2.71855E+02,8.15522E+01,1.48167E+01,4.68910E+00,4.77557E+00,5.12298E-01,1.35640E-03,1.28108E-01,8.63405E-05,3.71820E+01,2.50594E-02,7.02413E+00,4.73403E-03,3.75161E+05,3.92991E-02
