#,,,,,,,,,,"generated_by='OpenQuake engine 3.15.0-gitd06801bbb2', start_date='2022-05-18T16:24:40', checksum=3263647555"
event_id,slight,moderate,extensive,complete,collapsed,fatalities,homeless,injured,losses,loss_type
0,2.24937E+03,1.88878E+02,3.42872E+01,1.19455E+01,1.42705E+00,8.43153E-01,2.31454E+02,2.56238E+01,3.35543E+07,structural
1,3.04433E+03,1.16371E+02,1.04069E+01,2.10785E+00,2.35780E-01,1.13201E-01,5.44595E+01,4.65917E+00,3.91669E+07,structural
2,2.78058E+03,1.77899E+02,3.03447E+01,1.05519E+01,1.25342E+00,1.65825E-01,5.79749E+01,5.69893E+00,4.27058E+07,structural
3,2.95248E+03,1.53348E+02,1.75249E+01,4.31179E+00,4.24441E-01,2.39530E-01,1.22932E+02,1.13862E+01,4.00118E+07,structural
4,2.11319E+03,5.41482E+01,4.59182E+00,1.08447E+00,1.24781E-01,5.39010E-02,2.64654E+01,2.27262E+00,2.31739E+07,structural
5,2.60545E+03,8.35711E+01,6.92785E+00,1.45222E+00,1.59583E-01,6.69204E-02,4.50610E+01,3.78314E+00,3.25977E+07,structural
6,2.83204E+03,1.17663E+02,1.26082E+01,3.13339E+00,3.55823E-01,1.71796E-01,7.49997E+01,6.97421E+00,3.30737E+07,structural
7,2.71009E+03,1.66827E+02,2.22528E+01,6.12695E+00,7.25659E-01,3.47251E-01,1.20402E+02,1.17468E+01,3.57512E+07,structural
8,2.51171E+03,8.48525E+01,8.21161E+00,1.94032E+00,2.11879E-01,9.54082E-02,4.30085E+01,3.83103E+00,2.87298E+07,structural
9,2.68512E+03,1.08685E+02,1.27926E+01,3.51176E+00,3.00130E-01,9.90908E-02,6.17000E+01,5.16899E+00,3.26722E+07,structural
10,2.37061E+03,1.57519E+02,3.34694E+01,1.65213E+01,1.98153E+00,8.70824E-01,1.78002E+02,2.42220E+01,4.15114E+07,structural
11,1.86575E+03,5.17059E+01,4.61611E+00,1.00591E+00,1.12630E-01,5.38314E-02,2.87674E+01,2.50801E+00,2.47303E+07,structural
12,3.04780E+03,1.86366E+02,2.26899E+01,5.81005E+00,6.79437E-01,2.74790E-01,1.08192E+02,1.03685E+01,3.88477E+07,structural
13,3.00176E+03,3.06252E+02,7.80787E+01,4.15995E+01,4.94269E+00,6.98140E-01,1.92015E+02,2.16220E+01,6.31527E+07,structural
14,3.27500E+03,1.65539E+02,1.90384E+01,4.82809E+00,5.59807E-01,1.63660E-01,7.40879E+01,6.21400E+00,4.38821E+07,structural
15,2.88183E+03,1.10196E+02,1.20157E+01,3.04143E+00,3.56166E-01,1.60007E-01,6.57276E+01,5.72151E+00,4.07186E+07,structural
16,2.86488E+03,1.11877E+02,1.13424E+01,2.77568E+00,2.51759E-01,1.15530E-01,7.91455E+01,6.60526E+00,4.27485E+07,structural
17,2.30851E+03,6.47015E+01,5.92643E+00,1.42763E+00,1.67143E-01,7.85459E-02,4.09805E+01,3.37403E+00,2.99299E+07,structural
18,1.78437E+03,4.26619E+01,3.64300E+00,8.30707E-01,9.03398E-02,4.08601E-02,2.06868E+01,1.80211E+00,2.04202E+07,structural
19,2.57024E+03,1.03863E+02,1.79154E+01,7.36842E+00,8.89515E-01,4.44002E-01,1.11013E+02,1.29175E+01,3.10591E+07,structural
20,1.87322E+03,4.36995E+01,4.30273E+00,1.15260E+00,1.43072E-01,5.31127E-02,2.49715E+01,2.25507E+00,2.16877E+07,structural
21,2.28715E+03,6.98410E+01,6.15691E+00,1.30945E+00,1.42862E-01,6.26526E-02,4.65163E+01,3.50315E+00,3.28935E+07,structural
22,2.77565E+03,9.76084E+01,8.45339E+00,1.70822E+00,2.07541E-01,1.06112E-01,4.82421E+01,4.05429E+00,3.24428E+07,structural
23,2.27806E+03,8.02013E+01,8.38275E+00,2.08557E+00,1.54319E-01,5.34893E-02,4.39104E+01,3.53765E+00,3.48281E+07,structural
24,2.01358E+03,5.81365E+01,6.35666E+00,1.87197E+00,2.41905E-01,1.76548E-01,5.70037E+01,5.43749E+00,2.09985E+07,structural
25,2.50259E+03,6.69167E+01,5.21663E+00,1.02015E+00,1.11792E-01,5.00423E-02,2.90778E+01,2.32977E+00,2.89414E+07,structural
26,2.59043E+03,1.23512E+02,1.31494E+01,3.07435E+00,3.10916E-01,1.25070E-01,6.77195E+01,5.55766E+00,3.71353E+07,structural
27,2.43435E+03,1.04481E+02,1.04301E+01,2.36640E+00,2.68565E-01,5.16499E-02,2.83322E+01,2.62968E+00,2.99758E+07,structural
28,2.14717E+03,5.96149E+01,5.19226E+00,1.09658E+00,1.10817E-01,3.99958E-02,2.67915E+01,2.06547E+00,2.64711E+07,structural
29,2.41945E+03,9.12008E+01,1.02230E+01,2.65565E+00,2.44560E-01,1.16233E-01,6.26875E+01,5.68879E+00,2.98183E+07,structural
30,2.25272E+03,9.38694E+01,1.02735E+01,2.35522E+00,2.48843E-01,4.83807E-02,3.01727E+01,2.42111E+00,2.89773E+07,structural
31,2.43708E+03,9.70406E+01,1.17263E+01,3.38107E+00,3.04730E-01,1.65368E-01,9.44637E+01,8.46205E+00,3.27568E+07,structural
32,2.39104E+03,7.13413E+01,6.89379E+00,1.79314E+00,2.09622E-01,9.80298E-02,3.99348E+01,3.94748E+00,2.40999E+07,structural
33,2.25530E+03,7.55335E+01,6.75532E+00,1.53699E+00,1.66075E-01,5.39916E-02,2.87359E+01,2.56599E+00,2.66080E+07,structural
34,2.45668E+03,1.28986E+02,1.64008E+01,4.35972E+00,5.12763E-01,1.01017E-01,4.55897E+01,4.20216E+00,3.38993E+07,structural
35,2.10047E+03,6.50416E+01,6.04637E+00,1.34320E+00,1.49377E-01,4.17864E-02,2.30938E+01,2.03283E+00,2.26261E+07,structural
36,2.72092E+03,9.53047E+01,9.28955E+00,2.09026E+00,1.72146E-01,7.07120E-02,5.62839E+01,4.05444E+00,3.91144E+07,structural
37,2.91646E+03,1.85037E+02,2.68020E+01,8.06093E+00,9.49769E-01,2.76908E-01,9.96986E+01,1.02503E+01,3.76889E+07,structural
38,3.23308E+03,1.07399E+02,9.97986E+00,2.30006E+00,2.76658E-01,1.11660E-01,5.36857E+01,4.30112E+00,3.85459E+07,structural
39,2.86785E+03,1.04657E+02,1.03254E+01,2.47484E+00,2.73995E-01,1.12195E-01,6.37985E+01,5.12930E+00,3.70654E+07,structural
40,2.57136E+03,8.77504E+01,8.79066E+00,2.42670E+00,2.78467E-01,1.11915E-01,4.85479E+01,4.59580E+00,2.89220E+07,structural
41,2.52217E+03,1.30981E+02,1.61313E+01,4.44580E+00,5.30073E-01,2.21465E-01,8.69796E+01,8.20660E+00,2.68233E+07,structural
42,2.60108E+03,8.13420E+01,7.11905E+00,1.52773E+00,1.55185E-01,7.15744E-02,4.79019E+01,3.85524E+00,3.75996E+07,structural
43,2.58835E+03,7.90335E+01,6.96979E+00,1.61468E+00,1.91675E-01,8.70234E-02,4.04421E+01,3.68586E+00,2.80654E+07,structural
44,1.81191E+03,4.70501E+01,4.70736E+00,1.23880E+00,1.22648E-01,5.85493E-02,3.48905E+01,3.05332E+00,2.49592E+07,structural
45,3.21562E+03,1.17217E+02,1.18918E+01,2.77376E+00,3.31932E-01,1.67027E-01,6.88411E+01,6.06404E+00,3.48906E+07,structural
46,2.73100E+03,1.04572E+02,1.13059E+01,2.85270E+00,3.09365E-01,1.48806E-01,7.19917E+01,6.01029E+00,3.34858E+07,structural
47,1.94648E+03,5.53164E+01,5.26716E+00,1.35595E+00,1.39163E-01,6.04001E-02,3.93892E+01,3.37131E+00,2.28579E+07,structural
48,2.59143E+03,1.01980E+02,1.16071E+01,3.08880E+00,3.03743E-01,1.37426E-01,8.04873E+01,6.51268E+00,3.47802E+07,structural
49,1.83544E+03,4.35224E+01,3.83568E+00,9.49281E-01,1.08063E-01,5.97363E-02,3.35219E+01,2.74036E+00,2.31682E+07,structural
50,2.51490E+03,7.24099E+01,6.03005E+00,1.28958E+00,1.38915E-01,7.12494E-02,3.88204E+01,3.06679E+00,3.17614E+07,structural
51,2.80361E+03,9.64571E+01,9.01186E+00,2.22572E+00,2.62271E-01,1.34927E-01,5.61459E+01,4.85378E+00,3.68312E+07,structural
52,2.15240E+03,6.80258E+01,6.16638E+00,1.31612E+00,1.42790E-01,3.37344E-02,2.20456E+01,1.91992E+00,2.50336E+07,structural
53,2.45287E+03,7.35059E+01,7.81510E+00,2.35930E+00,2.43246E-01,9.39939E-02,4.90674E+01,4.63798E+00,2.85179E+07,structural
54,2.63172E+03,1.42600E+02,2.46146E+01,9.20877E+00,1.08632E+00,5.03732E-01,1.39740E+02,1.55726E+01,3.59976E+07,structural
55,2.67747E+03,1.51810E+02,2.32865E+01,7.57829E+00,9.02482E-01,5.34068E-01,1.56642E+02,1.67280E+01,3.75443E+07,structural
56,1.99275E+03,6.57435E+01,7.40990E+00,1.98067E+00,1.57666E-01,7.84369E-02,5.51370E+01,4.57582E+00,2.78272E+07,structural
57,2.39152E+03,6.04788E+01,5.34369E+00,1.29250E+00,1.30601E-01,5.66541E-02,3.36187E+01,2.82815E+00,2.77195E+07,structural
58,2.44253E+03,8.05036E+01,8.20331E+00,2.02497E+00,1.89487E-01,1.00220E-01,6.55340E+01,5.34510E+00,3.28586E+07,structural
59,2.39251E+03,7.38750E+01,6.33161E+00,1.35152E+00,1.36218E-01,6.11104E-02,3.66549E+01,3.06349E+00,2.91430E+07,structural
60,2.26207E+03,5.43459E+01,4.17527E+00,8.37882E-01,8.91616E-02,4.91364E-02,2.79830E+01,2.22298E+00,2.47686E+07,structural
61,2.10164E+03,1.31914E+02,2.49188E+01,9.54110E+00,1.13633E+00,6.83565E-01,1.78522E+02,2.04956E+01,2.88620E+07,structural
62,2.16691E+03,6.00744E+01,6.30900E+00,1.69072E+00,1.48924E-01,9.76181E-02,6.51904E+01,5.59849E+00,2.91458E+07,structural
63,2.52212E+03,9.10907E+01,1.02900E+01,3.06437E+00,3.41034E-01,1.30639E-01,5.49385E+01,4.96788E+00,2.45456E+07,structural
64,2.42392E+03,7.13205E+01,5.84475E+00,1.15013E+00,1.32598E-01,4.28884E-02,2.68162E+01,2.01365E+00,3.11531E+07,structural
65,2.42173E+03,1.58618E+02,2.70745E+01,9.19769E+00,1.09213E+00,1.53134E-01,5.66355E+01,5.41168E+00,3.76766E+07,structural
66,3.12208E+03,1.73970E+02,2.00907E+01,4.77895E+00,5.22357E-01,2.58460E-01,1.16928E+02,1.02540E+01,4.42236E+07,structural
67,2.17037E+03,8.37588E+01,9.34875E+00,2.63565E+00,2.68007E-01,1.32531E-01,7.72201E+01,7.28475E+00,2.96655E+07,structural
68,2.33841E+03,2.05504E+02,6.89369E+01,4.45876E+01,5.34277E+00,5.52614E-01,1.14385E+02,1.55525E+01,4.27732E+07,structural
69,2.54395E+03,6.97752E+01,5.66954E+00,1.25033E+00,1.37707E-01,4.75609E-02,3.05594E+01,2.55858E+00,3.60141E+07,structural
70,2.36185E+03,1.94695E+02,4.93198E+01,2.44963E+01,2.93434E+00,3.10438E-01,7.96407E+01,9.40153E+00,3.83566E+07,structural
71,2.87654E+03,2.40477E+02,3.62998E+01,1.07514E+01,1.26433E+00,6.48728E-01,2.17533E+02,2.19256E+01,4.73191E+07,structural
72,2.21884E+03,5.83766E+01,5.10569E+00,1.20690E+00,1.38554E-01,4.91205E-02,2.81720E+01,2.33965E+00,2.39839E+07,structural
73,2.70772E+03,1.58938E+02,1.98106E+01,5.34798E+00,5.78939E-01,2.71942E-01,1.18709E+02,1.13528E+01,3.34697E+07,structural
74,2.20081E+03,7.85509E+01,7.70297E+00,1.85659E+00,1.93551E-01,6.96304E-02,3.93733E+01,3.47545E+00,2.85498E+07,structural
75,2.65467E+03,1.30114E+02,1.72918E+01,4.98718E+00,5.86153E-01,3.48984E-01,1.15826E+02,1.16846E+01,3.04226E+07,structural
76,2.99573E+03,2.09258E+02,2.95670E+01,8.28974E+00,8.64956E-01,3.07527E-01,1.32488E+02,1.22900E+01,4.47801E+07,structural
77,2.25817E+03,5.45153E+01,4.17341E+00,8.75577E-01,1.02049E-01,5.06387E-02,2.33998E+01,2.20975E+00,2.29546E+07,structural
78,2.34817E+03,1.27514E+02,2.00951E+01,6.85749E+00,4.99747E-01,1.91451E-01,1.29547E+02,1.12876E+01,4.08399E+07,structural
79,2.07758E+03,4.34778E+01,3.78493E+00,9.64178E-01,1.03148E-01,3.51898E-02,2.00776E+01,1.87403E+00,2.22842E+07,structural
80,1.92002E+03,4.61446E+01,4.17794E+00,1.07341E+00,1.16947E-01,5.11254E-02,2.52454E+01,2.32264E+00,2.05955E+07,structural
81,2.35825E+03,6.80086E+01,5.78805E+00,1.19699E+00,1.00630E-01,5.10774E-02,4.13511E+01,2.84255E+00,3.43951E+07,structural
82,2.44908E+03,7.66283E+01,8.51566E+00,2.43712E+00,2.95246E-01,1.39840E-01,6.97105E+01,5.80738E+00,3.46481E+07,structural
83,2.30327E+03,1.09936E+02,1.23315E+01,2.90931E+00,3.34951E-01,2.29744E-01,9.94292E+01,9.01812E+00,3.48571E+07,structural
84,2.59035E+03,1.04658E+02,1.11151E+01,2.65771E+00,2.64386E-01,8.07614E-02,4.53051E+01,4.18256E+00,3.34335E+07,structural
85,2.35129E+03,8.27454E+01,7.89168E+00,1.84660E+00,2.08556E-01,8.22027E-02,4.53609E+01,4.15674E+00,2.60510E+07,structural
86,2.29121E+03,6.22275E+01,5.94256E+00,1.42818E+00,1.64023E-01,7.77684E-02,3.79824E+01,3.37088E+00,2.47695E+07,structural
87,2.56495E+03,1.08615E+02,1.21695E+01,3.35459E+00,3.57103E-01,1.60419E-01,8.35573E+01,7.84847E+00,3.24694E+07,structural
88,2.95816E+03,1.80747E+02,2.30142E+01,5.97196E+00,7.06453E-01,3.93626E-01,1.42732E+02,1.40091E+01,3.97016E+07,structural
89,2.06400E+03,5.20704E+01,4.26446E+00,9.65667E-01,1.14583E-01,5.02306E-02,2.50861E+01,2.24793E+00,2.20327E+07,structural
90,2.63701E+03,1.22766E+02,1.50262E+01,3.96475E+00,4.58665E-01,2.29668E-01,9.16801E+01,8.55030E+00,3.47015E+07,structural
91,2.12857E+03,5.13457E+01,4.76448E+00,1.29790E+00,1.42796E-01,4.74102E-02,2.82599E+01,2.46924E+00,2.64903E+07,structural
92,2.03577E+03,5.07204E+01,4.22302E+00,9.90984E-01,1.01378E-01,4.84281E-02,2.94845E+01,2.40967E+00,2.92929E+07,structural
93,2.43285E+03,1.14592E+02,1.50172E+01,4.20773E+00,4.72222E-01,2.74157E-01,9.92839E+01,9.90211E+00,3.02212E+07,structural
94,2.60340E+03,1.27709E+02,1.49821E+01,3.66198E+00,4.42007E-01,2.48887E-01,9.36636E+01,8.97019E+00,3.05061E+07,structural
95,2.33791E+03,5.43357E+01,4.97024E+00,1.27363E+00,1.42179E-01,6.23579E-02,3.22620E+01,2.85261E+00,2.58438E+07,structural
96,2.68156E+03,1.07300E+02,1.07909E+01,2.75558E+00,3.22568E-01,1.23994E-01,5.39153E+01,5.16179E+00,3.23000E+07,structural
97,2.14463E+03,1.23963E+02,3.50182E+01,2.47603E+01,2.92570E+00,1.40021E+00,2.47025E+02,3.78486E+01,5.26555E+07,structural
98,2.33732E+03,6.68392E+01,5.89773E+00,1.38884E+00,1.59625E-01,7.61932E-02,3.67967E+01,3.19030E+00,2.68427E+07,structural
99,2.94558E+03,1.21651E+02,1.17073E+01,2.63669E+00,2.80168E-01,1.23075E-01,6.34037E+01,5.68483E+00,3.56391E+07,structural
100,2.67810E+03,8.97594E+01,8.77300E+00,2.05281E+00,2.20717E-01,1.07576E-01,5.51910E+01,4.65068E+00,3.32655E+07,structural
101,2.45797E+03,1.34650E+02,1.73713E+01,4.50275E+00,4.88379E-01,1.07658E-01,6.10219E+01,4.76217E+00,3.77479E+07,structural
102,2.35866E+03,6.93830E+01,6.94182E+00,2.01636E+00,2.34152E-01,1.07662E-01,4.68571E+01,4.32160E+00,2.74434E+07,structural
103,2.25130E+03,1.23712E+02,1.49568E+01,3.66866E+00,3.22863E-01,1.87034E-01,1.00698E+02,8.48332E+00,3.84897E+07,structural
104,2.66726E+03,1.69484E+02,2.88879E+01,1.05148E+01,1.24633E+00,4.63935E-01,1.22135E+02,1.39624E+01,4.01577E+07,structural
105,2.84688E+03,1.10077E+02,1.21596E+01,3.64506E+00,4.09868E-01,1.22093E-01,5.69061E+01,5.72114E+00,2.74760E+07,structural
106,2.05913E+03,4.57228E+01,3.62987E+00,8.12475E-01,8.59539E-02,3.18968E-02,2.10069E+01,1.72302E+00,2.40984E+07,structural
107,1.96017E+03,4.70477E+01,3.97085E+00,8.93882E-01,1.00373E-01,3.84067E-02,2.13187E+01,1.94975E+00,2.08445E+07,structural
108,2.50511E+03,7.21000E+01,7.15603E+00,2.03615E+00,2.33869E-01,8.93394E-02,3.85124E+01,3.83660E+00,2.50356E+07,structural
109,1.97700E+03,6.20322E+01,6.69828E+00,1.77795E+00,2.17592E-01,9.63152E-02,3.74278E+01,3.47883E+00,2.26407E+07,structural
110,2.23054E+03,9.85445E+01,9.53258E+00,1.90455E+00,2.23311E-01,1.27285E-01,5.72211E+01,5.22330E+00,2.89681E+07,structural
111,2.56524E+03,6.39531E+01,5.44872E+00,1.25884E+00,1.51311E-01,4.51207E-02,2.58630E+01,2.05157E+00,2.73196E+07,structural
112,2.69233E+03,1.15324E+02,1.26011E+01,3.20829E+00,3.73217E-01,9.96484E-02,4.21915E+01,4.14164E+00,3.35490E+07,structural
113,2.52451E+03,3.15696E+02,6.97578E+01,2.89517E+01,3.46409E+00,1.93107E+00,4.44352E+02,5.48471E+01,4.74809E+07,structural
